step,BigLeduc/tau,BigLeduc/alpha,BigLeduc/beta,BigLeduc/gamma,BigLeduc/conv,BigLeduc/iters
328,1,1.7630859704772601,-1.7954848752280896,4.899493304205167,0.0007166048162616789,328
329,1,1.7664474841496371,-1.7984413718159833,4.898032288100795,0.0006702079263050109,329
330,1,1.766929860251496,-1.8035629604104255,4.896968040373908,0.0006739911914337426,330
331,1,1.7711652732861891,-1.8058566349728196,4.895340811861697,0.0006563779897987843,331
332,1,1.7737407395348834,-1.8093995884310716,4.893935446908647,0.0006403071456588805,332
333,1,1.7764041402484363,-1.8128746873028159,4.892497445453964,0.0006999806500971317,333
334,1,1.7849650674733661,-1.8118962217755734,4.890136359056376,0.0007169208256527781,334
335,1,1.7901545750645256,-1.813460429707759,4.888253443093489,0.0006979854078963399,335
336,1,1.7927166320210481,-1.8169973937303072,4.886754323959719,0.0007575240451842546,336
337,1,1.8009185976237907,-1.8162936633095184,4.884330487095026,0.0007710452773608267,337
338,1,1.8057923094947281,-1.8180878345701603,4.882401881414651,0.0008112221548799425,338
339,1,1.812391122162819,-1.8185898204262867,4.880155755298105,0.0007312714587897062,339
340,1,1.8109479395623507,-1.8251077822667847,4.879219036779327,0.0006573782884515822,340
341,1,1.8093672924327937,-1.831750662627047,4.878297180429778,0.0006975587166380137,341
342,1,1.816404648603798,-1.831893970800053,4.875896222986756,0.0006699829245917499,342
343,1,1.8182634586170032,-1.835940126448803,4.874350853871469,0.0006486613128799945,343
344,1,1.820538265620621,-1.8396718181488994,4.872712445324913,0.0006224435055628419,344
345,1,1.8223502380136645,-1.8437533764116407,4.871134241696577,0.0006179972551763058,345
346,1,1.8259337931775264,-1.8464897916063,4.869217067769797,0.0006536053551826626,346
347,1,1.8328039740177704,-1.8467316373926872,4.866670621606439,0.0006547249504365027,347
348,1,1.8368514353149243,-1.849108289136549,4.864601542935655,0.0006408199551515281,348
349,1,1.839692869455988,-1.8523941536747976,4.8627273487049365,0.0006798435642849654,349
350,1,1.8467317871829199,-1.8524998399252355,4.860025917639901,0.0006597581959795207,350
351,1,1.8491293991117919,-1.8561116976187217,4.858174285988989,0.0006572690908797085,351
352,1,1.852893259236609,-1.8586868426838377,4.856029658148948,0.0006483860488515347,352
353,1,1.8561451692627329,-1.8616457226167604,4.853954398994006,0.000663705519400537,353
354,1,1.8613248342127746,-1.8631404229140753,4.851460337754763,0.000691480643581599,354
355,1,1.8674275017744328,-1.8639341404060956,4.848735486357212,0.000645587919279933,355
356,1,1.8678058334349141,-1.86905452269471,4.8471516411486775,0.0006087529181968421,356
357,1,1.8687041127385497,-1.8737861438613928,4.845441221729066,0.000604775472311303,357
358,1,1.8723246949173924,-1.8764461341157088,4.8431337190397175,0.0006287388387136161,358
359,1,1.878315093574844,-1.877298691309614,4.840281443463095,0.0005927509919274598,359
360,1,1.87920284012389,-1.8820300384394142,4.838493896267913,0.0005422116664703935,360
361,1,1.8785192181370518,-1.8879679863455356,4.8370308736939895,0.0005691819824278355,361
362,1,1.8850113401383868,-1.8884130249946804,4.833955277289128,0.0005898722447454929,362
363,1,1.890836705646833,-1.8893659693861284,4.830975417224282,0.0005729974072892219,363
364,1,1.8932835797648584,-1.8928939964669356,4.8287215330247015,0.0005639867449644953,364
365,1,1.8964176667419586,-1.8958928525996894,4.82627692240272,0.0005749734409619123,365
366,1,1.9013863129010649,-1.8974831942543686,4.823364032868628,0.0005985061288811266,366
367,1,1.9074439336242461,-1.8982372575089608,4.820142065469521,0.0005726692033931613,367
368,1,1.9090984363336627,-1.902349326845661,4.817934847762072,0.0005947205645497888,368
369,1,1.915034587657634,-1.9031841824248255,4.814645720402492,0.0006107287481427193,369
370,1,1.9203852617721482,-1.9044622534748437,4.811445895444264,0.0006138501630630344,370
371,1,1.9246128463824776,-1.906591683743142,4.80847768387072,0.0005686711519956589,371
372,1,1.924571648767265,-1.911977527884358,4.8065601214167675,0.0005465206631924957,372
373,1,1.926452395133183,-1.9158945447628568,4.8041237058383235,0.000550079857930541,373
374,1,1.9307497855749787,-1.9179526483671059,4.801020621871348,0.0005363475938793272,374
375,1,1.9333848690652884,-1.9212816398870878,4.798312142759627,0.0005398261127993464,375
376,1,1.9376797287898344,-1.9233296649690428,4.795118243784895,0.0005285452643875033,376
377,1,1.9405310865862337,-1.926481891592928,4.792269611618467,0.0005511912750080228,377
378,1,1.946682343299505,-1.9270903563313928,4.788465315161839,0.0005529728077817708,378
379,1,1.9508067122000652,-1.9292511252820665,4.7851659440886785,0.0005420605011750013,379
380,1,1.9537176394845213,-1.932338508893201,4.782162275602007,0.0005560671561397612,380
381,1,1.9590080778997079,-1.9335903704248172,4.778427701583293,0.0005922342243138701,381
382,1,1.9662658427206008,-1.933328251569881,4.774051882987799,0.0005318041949067265,382
383,1,1.9645767949580992,-1.9399303271802375,4.772263979912696,0.0006105716165620834,383
384,1,1.9757729958262007,-1.9366288482463214,4.7665766516052965,0.0005733216530643404,384
385,1,1.9764209803744175,-1.9414162854115724,4.764009906864475,0.0005719391629099846,385
386,1,1.9802452471491765,-1.9437627854704522,4.760428243428651,0.0005252923292573541,386
387,1,1.9797335238728209,-1.9494427398904037,4.758155276154241,0.0005119568668305874,387
388,1,1.9823345197986622,-1.9527228576143258,4.754872421132994,0.0005990091885905713,388
389,1,1.9945217923595715,-1.9486091262774492,4.748449384645028,0.000525627430761233,389
390,1,1.9916101353569462,-1.956115341582374,4.746843288434622,0.00048736523604020476,390
391,1,1.991595607676246,-1.9614020055858747,4.744271417224995,0.0005078617541585118,391
392,1,1.9977001037773663,-1.961940024283923,4.739628157664581,0.000539587315870449,392
393,1,2.004824426725229,-1.9616837325452154,4.734557656476582,0.0005470896139740944,393
394,1,2.0094960010858043,-1.9633146168345574,4.73024367620317,0.0005237827135715634,394
395,1,2.01115882845138,-1.9672592751420832,4.726916062328527,0.0005186434427741915,395
396,1,2.014588831522635,-1.9698297184002136,4.72292178813324,0.0005084247095510364,396
397,1,2.017492599836726,-1.9727980913196288,4.719059470499104,0.0005409628211054951,397
398,1,2.0246942798275183,-1.972430557284841,4.713579130208491,0.0005654363194480538,398
399,1,2.0309652760446193,-1.9727770647720453,4.708344248788375,0.0005205992783885449,399
400,1,2.0305761127950257,-1.9782567055716838,4.705520079881357,0.0004676950629800558,400
401,1,2.0289070253283334,-1.9847373408836293,4.703151388007013,0.0004969947040081024,401
402,1,2.0360381893837287,-1.9843717123276994,4.697400548290507,0.0005169368814677,402
403,1,2.0420488706986872,-1.9848702517694927,4.691982851173914,0.00048650847747921944,403
404,1,2.0428158761655295,-1.9894274576111555,4.688544215234674,0.00045267149107530713,404
405,1,2.0429882028717388,-1.9944448487282855,4.6853038283671316,0.0004517601046245545,405
406,1,2.0468303818908713,-1.9965865842045991,4.680552602657754,0.00050580661627464,406
407,1,2.0566978464155965,-1.9940189989909871,4.673263513860299,0.0004807898367289454,407
408,1,2.0579867680803146,-1.9981094070713121,4.669402458018409,0.0004573767364490777,408
409,1,2.0593201217015737,-2.002153433474514,4.665477545829045,0.00046307925367727876,409
410,1,2.0639163263819422,-2.0036354332216937,4.660118815893512,0.0004907682887278497,410
411,1,2.07090538022094,-2.0032353262910876,4.653643820949647,0.00048711468116380274,411
412,1,2.0744611020943693,-2.0054922144189726,4.648563185550939,0.0004541567468550056,412
413,1,2.0747403869373797,-2.0102880858326806,4.644864842108896,0.0005048422899562865,413
414,1,2.0842282686953175,-2.0078847710298873,4.636989831268671,0.0004648026078939438,414
415,1,2.0838471423314298,-2.01315583283814,4.6334732237671,0.0004854597500525415,415
416,1,2.090070390033709,-2.013259844129677,4.626876882247885,0.00047564151464030147,416
417,1,2.0929470466422804,-2.015956362091209,4.621740101308445,0.0005209556838963181,417
418,1,2.1016602517187755,-2.01408748447925,4.613761042080272,0.0004890562850050628,418
419,1,2.1022953676523426,-2.0184900823142646,4.609533854113625,0.0004433661815710366,419
420,1,2.101110022731234,-2.0243090290996606,4.606145829302927,0.000431665510404855,420
421,1,2.1036584304279,-2.0271949179930324,4.600896701129739,0.00046481378376483917,421
422,1,2.1114711322102884,-2.025935898269976,4.592956241541481,0.00046818991540931165,422
423,1,2.1157945529979743,-2.027392602649249,4.586642465922878,0.00043248312431387603,423
424,1,2.1155935139929403,-2.0323767171231553,4.582554606345555,0.0004164943238720298,424
425,1,2.117571931294654,-2.0356392535742005,4.577301094658663,0.0004497845657169819,425
426,1,2.1255311229684533,-2.0341826428768033,4.568848173684362,0.0004685086605604738,426
427,1,2.131605933462456,-2.034191527039669,4.561249275173708,0.0004763411416206509,427
428,1,2.1364154419657773,-2.0351735227741434,4.554212681279304,0.0004533508908934891,428
429,1,2.137773179243752,-2.0388407881668402,4.548962070589381,0.0004788154910784215,429
430,1,2.144570290421879,-2.0382264741173053,4.54063825379249,0.0004412622074596584,430
431,1,2.144246420273281,-2.0431770917122374,4.536179081596815,0.00045351177686825395,431
432,1,2.1496168273076286,-2.043640350977823,4.5284487637191315,0.00044666737085208297,432
433,1,2.1527639355495345,-2.045831176452329,4.521881008790754,0.00043720126268453896,433
434,1,2.155586953096974,-2.048258654947454,4.515416301161069,0.0004219642432872206,434
435,1,2.157677323304232,-2.051246502358949,4.509300211752903,0.00040344434091821313,435
436,1,2.1592776336503356,-2.0546071796365863,4.503400762241549,0.000416691938880831,436
437,1,2.1648977496372597,-2.054772729000592,4.49501268848616,0.00043446291238069534,437
438,1,2.171010036550266,-2.054532037269818,4.486194747016533,0.0003934635315090418,438
439,1,2.1697813306132034,-2.060075187307632,4.481777722618241,0.00045462281559593976,439
440,1,2.1812424793118934,-2.0555677461219815,4.469393125744568,0.00043522167834453285,440
441,1,2.182900220300413,-2.0587848309006467,4.46300444449149,0.0004592816694639623,441
442,1,2.1896358640509797,-2.0579763871295293,4.453277844776995,0.0004218645626679063,442
443,1,2.1891351662693124,-2.0628619925311322,4.448109595812192,0.0004466136160772294,443
444,1,2.1960333951860482,-2.0618830847119574,4.438030179196412,0.0004198858514428139,444
445,1,2.1967435920888114,-2.0657764671204393,4.431916007988726,0.00043268909212201834,445
446,1,2.2022326915137347,-2.0658712454080224,4.4225208598948225,0.00041285972110927105,446
447,1,2.203712307035755,-2.0691202554784995,4.415721898022573,0.00042311285506002605,447
448,1,2.2089120191522995,-2.0694048764875594,4.406283847866104,0.00040076414006762207,448
449,1,2.2100090082989596,-2.0729230783667187,4.399572869939881,0.0003839661367237568,449
450,1,2.21170324351381,-2.075953164634376,4.39236915323274,0.0003720424429047853,450
451,1,2.2139844020717527,-2.0785007350421885,4.384666752193308,0.00037122360663488507,451
452,1,2.2177902968906986,-2.0798163920432904,4.375777255316677,0.00036810128949582577,452
453,1,2.221271186818438,-2.0813722429905055,4.367008354159939,0.0003822025319095701,453
454,1,2.2271429577981277,-2.0810038245414213,4.356365899191466,0.0004050685092806816,454
455,1,2.234080568376198,-2.079769591425883,4.344769638139505,0.0003990053082816303,455
456,1,2.2372131792582564,-2.0815434961440142,4.335876832241269,0.0003962772898375988,456
457,1,2.2407724896003365,-2.082959211625819,4.326548494653664,0.0003877457929775119,457
458,1,2.2435570382656476,-2.0849734335144516,4.317702339835115,0.0004178981180302799,458
459,1,2.25136159790935,-2.082970266369222,4.304818600703033,0.00040743654244579375,459
460,1,2.25395706807056,-2.0850946944902975,4.2958696345304626,0.00041953648906201124,460
461,1,2.259389231774904,-2.084941685981662,4.284540616738508,0.00037862465251237154,461
462,1,2.257973744943653,-2.090228418546059,4.278609543564771,0.00038954277988523245,462
463,1,2.2633593160072754,-2.0900711106717464,4.267073219777536,0.00039290127460844815,463
464,1,2.267716873418116,-2.090726416865175,4.2562374415057596,0.0003783119609579444,464
465,1,2.269668723491411,-2.093296852562553,4.2472848799203575,0.000361202604835853,465
466,1,2.271186791027825,-2.096209707170898,4.238608303325677,0.00037467683432623744,466
467,1,2.2770066191474356,-2.095688738907982,4.226186843574707,0.00036659088800661266,467
468,1,2.2797988858491975,-2.097577596422997,4.216215612026312,0.00040539432666264474,468
469,1,2.2889464768479275,-2.0944170930719412,4.200608196854599,0.0003848888154607266,469
470,1,2.2901816989925408,-2.097532899616366,4.191747469487214,0.00039734935853630304,470
471,1,2.295767973245756,-2.097198749645606,4.178941456788816,0.0003663519164547324,471
472,1,2.2954889863909127,-2.101504718752351,4.171243309296202,0.00041307820356450975,472
473,1,2.305657843898802,-2.097545752048599,4.154027397726383,0.0004086801200173795,473
474,1,2.3090430552764545,-2.098946182027774,4.1427848946014985,0.00039649888640269637,474
475,1,2.3114157645350555,-2.1011402621712323,4.13236233053501,0.00035912779276259243,475
476,1,2.3102265314021224,-2.1061397755735602,4.12515730130348,0.000357080833055079,476
477,1,2.3138799353297914,-2.1073151284875307,4.113359516391869,0.0003659064823295921,477
478,1,2.319098549455541,-2.107253965529766,4.099955059472102,0.00035324436612427235,478
479,1,2.321228070728072,-2.109623679212379,4.08935699032568,0.0003444651956669986,479
480,1,2.323882125188814,-2.111576265002353,4.0781551401198675,0.0003671691520139575,480
481,1,2.3311521725457864,-2.109895805945328,4.06234971229525,0.00037008593790233135,481
482,1,2.335526550896948,-2.110491637661752,4.049203845004218,0.00036360620288178325,482
483,1,2.3385773227533324,-2.112121998800501,4.037236540991713,0.000370395602658391,483
484,1,2.3435063742299436,-2.112278546158241,4.023273096494332,0.00033573294058442116,484
485,1,2.34238639451053,-2.117167355585552,4.015274407679987,0.000346283835824579,485
486,1,2.3479646822487346,-2.1168061805700766,4.000412553463111,0.00034002825850620866,486
487,1,2.3509984286612178,-2.1184345884735647,3.9880051193941153,0.00036236969754099846,487
488,1,2.3582770121670595,-2.1167457114931714,3.9710842217365636,0.00035210049827583134,488
489,1,2.3607706245278006,-2.1187885902434282,3.958978544711361,0.00038605096051469445,489
490,1,2.3695301236992172,-2.115954814008731,3.940153002459898,0.00035574674257077277,490
491,1,2.369280218042294,-2.1201204303707524,3.9307081487739133,0.00037399670691229403,491
492,1,2.375865453581983,-2.118974809714279,3.9138684726001216,0.0003450002695899457,492
493,1,2.3756778929383446,-2.1230819817349387,3.9041807858258624,0.00034878283622674644,493
494,1,2.3802392101479053,-2.1234985815712375,3.8892578987361626,0.00033574915141798556,494
495,1,2.382266696200795,-2.1258777858483957,3.876976841475047,0.00034718544338829815,495
496,1,2.387996056400694,-2.1253743648060306,3.8605023635959017,0.0003337911912240088,496
497,1,2.389963206306447,-2.127789973457031,3.8480648269562043,0.00032931973692029715,497
498,1,2.393267737112297,-2.1291603762677562,3.834028497358509,0.00031290933839045465,498
499,1,2.3946352665905,-2.132034043352314,3.8220655368836,0.0003137949388474226,499
500,1,2.398784537988752,-2.1327359202675464,3.8068476408848886,0.00032775578438304365,500
501,1,2.405026712329129,-2.13180008277457,3.789092851411269,0.00033156201243400574,501
502,5,2.4096218669093834,-2.132141302815384,3.7730764400480075,0.00034223421243950725,502
503,,2.4096218669093834,-2.132141302815384,3.7730764400480075,0.00031985959503799677,503
504,,2.4096218669093834,-2.132141302815384,3.7730764400480075,0.00032744713826105,504
505,,2.4096218669093834,-2.132141302815384,3.7730764400480075,0.000309720984660089,505
506,,2.4096218669093834,-2.132141302815384,3.7730764400480075,0.00034684830461628735,506
507,5,2.4319374039946813,-2.1342672672907423,3.6917209808579643,0.00032154598738998175,507
508,,2.4319374039946813,-2.1342672672907423,3.6917209808579643,0.0003349561302457005,508
509,,2.4319374039946813,-2.1342672672907423,3.6917209808579643,0.0003020988078787923,509
510,,2.4319374039946813,-2.1342672672907423,3.6917209808579643,0.0003168822731822729,510
511,,2.4319374039946813,-2.1342672672907423,3.6917209808579643,0.00032581755658611655,511
512,5,2.4487637330145082,-2.1405342932242712,3.6138775279572357,0.0003365878073964268,512
513,,2.4487637330145082,-2.1405342932242712,3.6138775279572357,0.0002879486419260502,513
514,,2.4487637330145082,-2.1405342932242712,3.6138775279572357,0.00031396435224451125,514
515,,2.4487637330145082,-2.1405342932242712,3.6138775279572357,0.0003113482380285859,515
516,,2.4487637330145082,-2.1405342932242712,3.6138775279572357,0.00030360481468960643,516
517,5,2.465220303168183,-2.146954481428447,3.5337343851462064,0.0002878184604924172,517
518,,2.465220303168183,-2.146954481428447,3.5337343851462064,0.0002775087486952543,518
519,,2.465220303168183,-2.146954481428447,3.5337343851462064,0.00029126330628059804,519
520,,2.465220303168183,-2.146954481428447,3.5337343851462064,0.00029019577777944505,520
521,,2.465220303168183,-2.146954481428447,3.5337343851462064,0.0003002469311468303,521
522,5,2.484714462380441,-2.1508474940087514,3.4469635231077804,0.0002965262101497501,522
523,,2.484714462380441,-2.1508474940087514,3.4469635231077804,0.00030314031755551696,523
524,,2.484714462380441,-2.1508474940087514,3.4469635231077804,0.0002937061944976449,524
525,,2.484714462380441,-2.1508474940087514,3.4469635231077804,0.00030397079535759985,525
526,,2.484714462380441,-2.1508474940087514,3.4469635231077804,0.00028860941529273987,526
527,5,2.502797255286803,-2.155707465633992,3.3593966133514197,0.0003207672561984509,527
528,,2.502797255286803,-2.155707465633992,3.3593966133514197,0.0002753279695753008,528
529,,2.502797255286803,-2.155707465633992,3.3593966133514197,0.00029327557422220707,529
530,,2.502797255286803,-2.155707465633992,3.3593966133514197,0.0002813331666402519,530
531,,2.502797255286803,-2.155707465633992,3.3593966133514197,0.0002861637040041387,531
532,5,2.5224516101647514,-2.159183347937188,3.267235371154328,0.0002617988211568445,532
533,,2.5224516101647514,-2.159183347937188,3.267235371154328,0.00026312744012102485,533
534,,2.5224516101647514,-2.159183347937188,3.267235371154328,0.0002676945587154478,534
535,,2.5224516101647514,-2.159183347937188,3.267235371154328,0.0002651934919413179,535
536,,2.5224516101647514,-2.159183347937188,3.267235371154328,0.00025839381851255894,536
537,5,2.537478784595577,-2.16618092837476,3.1792565532775896,0.00027345551643520594,537
538,,2.537478784595577,-2.16618092837476,3.1792565532775896,0.000268435338512063,538
539,,2.537478784595577,-2.16618092837476,3.1792565532775896,0.0002809121797326952,539
540,,2.537478784595577,-2.16618092837476,3.1792565532775896,0.00027490733191370964,540
541,,2.537478784595577,-2.16618092837476,3.1792565532775896,0.0002901243860833347,541
542,5,2.563303785105889,-2.164470750872362,3.0740110447957867,0.00027240579947829247,542
543,,2.563303785105889,-2.164470750872362,3.0740110447957867,0.0002956424141302705,543
544,,2.563303785105889,-2.164470750872362,3.0740110447957867,0.00026294621056877077,544
545,,2.563303785105889,-2.164470750872362,3.0740110447957867,0.00028959650080651045,545
546,,2.563303785105889,-2.164470750872362,3.0740110447957867,0.0002645084750838578,546
547,5,2.578863553845818,-2.1707651921441187,2.9815508909874593,0.0002816257474478334,547
548,,2.578863553845818,-2.1707651921441187,2.9815508909874593,0.00025815918343141675,548
549,,2.578863553845818,-2.1707651921441187,2.9815508909874593,0.0002635965356603265,549
550,,2.578863553845818,-2.1707651921441187,2.9815508909874593,0.00024953013053163886,550
551,,2.578863553845818,-2.1707651921441187,2.9815508909874593,0.00024177459999918938,551
552,5,2.5945991358250513,-2.1767737285753177,2.887484526026853,0.000245313422055915,552
553,,2.5945991358250513,-2.1767737285753177,2.887484526026853,0.0002615253906697035,553
554,,2.5945991358250513,-2.1767737285753177,2.887484526026853,0.000258430780377239,554
555,,2.5945991358250513,-2.1767737285753177,2.887484526026853,0.0002472615451551974,555
556,,2.5945991358250513,-2.1767737285753177,2.887484526026853,0.00024063390446826816,556
557,5,2.6145077735952005,-2.1792950680853034,2.7862122871985933,0.0002497705863788724,557
558,,2.6145077735952005,-2.1792950680853034,2.7862122871985933,0.0002496522502042353,558
559,,2.6145077735952005,-2.1792950680853034,2.7862122871985933,0.0002563837915658951,559
560,,2.6145077735952005,-2.1792950680853034,2.7862122871985933,0.00023928185692057014,560
561,,2.6145077735952005,-2.1792950680853034,2.7862122871985933,0.0002483110874891281,561
562,5,2.6361587393925476,-2.1802641013548048,2.681498901254481,0.00024872776702977717,562
563,,2.6361587393925476,-2.1802641013548048,2.681498901254481,0.000265509937889874,563
564,,2.6361587393925476,-2.1802641013548048,2.681498901254481,0.00024907244369387627,564
565,,2.6361587393925476,-2.1802641013548048,2.681498901254481,0.00026529395836405456,565
566,,2.6361587393925476,-2.1802641013548048,2.681498901254481,0.00023150324705056846,566
567,5,2.6529246656784315,-2.1849668320736857,2.5835381860704607,0.00024285586550831795,567
568,,2.6529246656784315,-2.1849668320736857,2.5835381860704607,0.00023406342370435596,568
569,,2.6529246656784315,-2.1849668320736857,2.5835381860704607,0.00022443203488364816,569
570,,2.6529246656784315,-2.1849668320736857,2.5835381860704607,0.00022169249132275581,570
571,,2.6529246656784315,-2.1849668320736857,2.5835381860704607,0.00022318435367196798,571
572,5,2.671322702534763,-2.1882105203728255,2.482979899112143,0.00022892627748660743,572
573,,2.671322702534763,-2.1882105203728255,2.482979899112143,0.0002546788891777396,573
574,,2.671322702534763,-2.1882105203728255,2.482979899112143,0.00023318282910622656,574
575,,2.671322702534763,-2.1882105203728255,2.482979899112143,0.0002306807436980307,575
576,,2.671322702534763,-2.1882105203728255,2.482979899112143,0.0002070622576866299,576
577,5,2.687920610622202,-2.192737309072427,2.3852507154654345,0.00021619282779283822,577
578,,2.687920610622202,-2.192737309072427,2.3852507154654345,0.0002143731398973614,578
579,,2.687920610622202,-2.192737309072427,2.3852507154654345,0.00021394083159975708,579
580,,2.687920610622202,-2.192737309072427,2.3852507154654345,0.00021979969460517168,580
581,,2.687920610622202,-2.192737309072427,2.3852507154654345,0.00021512573584914207,581
582,5,2.7099052900079665,-2.1928294154153596,2.2800469507840444,0.00020335792214609683,582
583,,2.7099052900079665,-2.1928294154153596,2.2800469507840444,0.0002134823880624026,583
584,,2.7099052900079665,-2.1928294154153596,2.2800469507840444,0.00020875237532891333,584
585,,2.7099052900079665,-2.1928294154153596,2.2800469507840444,0.0002206058707088232,585
586,,2.7099052900079665,-2.1928294154153596,2.2800469507840444,0.00021582175395451486,586
587,5,2.730235876942337,-2.194099526341488,2.1781616909180546,0.0002120342687703669,587
588,,2.730235876942337,-2.194099526341488,2.1781616909180546,0.00021210976410657167,588
589,,2.730235876942337,-2.194099526341488,2.1781616909180546,0.00021413728245534003,589
590,,2.730235876942337,-2.194099526341488,2.1781616909180546,0.00020811503054574132,590
591,,2.730235876942337,-2.194099526341488,2.1781616909180546,0.00019448756938800216,591
592,5,2.7455429214591693,-2.1992046667774194,2.0846296121508456,0.00019940940546803176,592
593,,2.7455429214591693,-2.1992046667774194,2.0846296121508456,0.00021462072618305683,593
594,,2.7455429214591693,-2.1992046667774194,2.0846296121508456,0.00020703961490653455,594
595,,2.7455429214591693,-2.1992046667774194,2.0846296121508456,0.0001972258323803544,595
596,,2.7455429214591693,-2.1992046667774194,2.0846296121508456,0.00020100083202123642,596
597,5,2.7672888279134447,-2.199071638503908,1.9833193941326162,0.00021081356680952013,597
598,,2.7672888279134447,-2.199071638503908,1.9833193941326162,0.00022301686112768948,598
599,,2.7672888279134447,-2.199071638503908,1.9833193941326162,0.0002100506389979273,599
600,,2.7672888279134447,-2.199071638503908,1.9833193941326162,0.00020507731824181974,600
601,,2.7672888279134447,-2.199071638503908,1.9833193941326162,0.0001953757309820503,601
602,5,2.78617929861037,-2.201057810135768,1.8877796798085922,0.00019844973576255143,602
603,,2.78617929861037,-2.201057810135768,1.8877796798085922,0.00019996330956928432,603
604,,2.78617929861037,-2.201057810135768,1.8877796798085922,0.0002043528074864298,604
605,,2.78617929861037,-2.201057810135768,1.8877796798085922,0.00018702162196859717,605
606,,2.78617929861037,-2.201057810135768,1.8877796798085922,0.00020094271167181432,606
607,5,2.8076955704369246,-2.2008410549994952,1.7906902517540593,0.0001910713326651603,607
608,,2.8076955704369246,-2.2008410549994952,1.7906902517540593,0.00019825316849164665,608
609,,2.8076955704369246,-2.2008410549994952,1.7906902517540593,0.0001855814189184457,609
610,,2.8076955704369246,-2.2008410549994952,1.7906902517540593,0.00017843532259576023,610
611,,2.8076955704369246,-2.2008410549994952,1.7906902517540593,0.0001824372448027134,611
612,5,2.823468976982983,-2.2049997496011535,1.7034216614996933,0.00018150886171497405,612
613,,2.823468976982983,-2.2049997496011535,1.7034216614996933,0.00017839681822806597,613
614,,2.823468976982983,-2.2049997496011535,1.7034216614996933,0.0001862402423284948,614
615,,2.823468976982983,-2.2049997496011535,1.7034216614996933,0.00017558562103658915,615
616,,2.823468976982983,-2.2049997496011535,1.7034216614996933,0.0001738582504913211,616
617,5,2.8415044766497872,-2.207261499021436,1.6154476110367244,0.00018397622625343502,617
618,,2.8415044766497872,-2.207261499021436,1.6154476110367244,0.0001898801710922271,618
619,,2.8415044766497872,-2.207261499021436,1.6154476110367244,0.0001805128704290837,619
620,,2.8415044766497872,-2.207261499021436,1.6154476110367244,0.00018129360978491604,620
621,,2.8415044766497872,-2.207261499021436,1.6154476110367244,0.00018110868404619396,621
622,5,2.863606037709305,-2.206210371500908,1.5250080580012961,0.0001874308509286493,622
623,,2.863606037709305,-2.206210371500908,1.5250080580012961,0.00018280625226907432,623
624,,2.863606037709305,-2.206210371500908,1.5250080580012961,0.00018507937784306705,624
625,,2.863606037709305,-2.206210371500908,1.5250080580012961,0.0001780291204340756,625
626,,2.863606037709305,-2.206210371500908,1.5250080580012961,0.00017920866957865655,626
627,5,2.8833492258985927,-2.2068930452734516,1.4403134461948062,0.0001767880457919091,627
628,,2.8833492258985927,-2.2068930452734516,1.4403134461948062,0.00018115906277671456,628
629,,2.8833492258985927,-2.2068930452734516,1.4403134461948062,0.00017590352217666805,629
630,,2.8833492258985927,-2.2068930452734516,1.4403134461948062,0.0001716177212074399,630
631,,2.8833492258985927,-2.2068930452734516,1.4403134461948062,0.00017281007603742182,631
632,5,2.901916253042224,-2.2083785876205106,1.3598465916136278,0.00017600826686248183,632
633,,2.901916253042224,-2.2083785876205106,1.3598465916136278,0.00016984573449008167,633
634,,2.901916253042224,-2.2083785876205106,1.3598465916136278,0.00017609470523893833,634
635,,2.901916253042224,-2.2083785876205106,1.3598465916136278,0.00016441583284176886,635
636,,2.901916253042224,-2.2083785876205106,1.3598465916136278,0.00016480014892295003,636
637,5,2.919983124956614,-2.2101377307489587,1.2828211364488735,0.00016530475113540888,637
638,,2.919983124956614,-2.2101377307489587,1.2828211364488735,0.00017016020137816668,638
639,,2.919983124956614,-2.2101377307489587,1.2828211364488735,0.00016601939569227397,639
640,,2.919983124956614,-2.2101377307489587,1.2828211364488735,0.00016336070257239044,640
641,,2.919983124956614,-2.2101377307489587,1.2828211364488735,0.000161197705892846,641
642,5,2.939187641758843,-2.2108852021911933,1.2075610804244623,0.00016287012840621173,642
643,,2.939187641758843,-2.2108852021911933,1.2075610804244623,0.00015592039562761784,643
644,,2.939187641758843,-2.2108852021911933,1.2075610804244623,0.00016201494145207107,644
645,,2.939187641758843,-2.2108852021911933,1.2075610804244623,0.0001577873481437564,645
646,,2.939187641758843,-2.2108852021911933,1.2075610804244623,0.00015895944670774043,646
647,5,2.9587303372154694,-2.211229575411749,1.1350624675173968,0.00015964117483235896,647
648,,2.9587303372154694,-2.211229575411749,1.1350624675173968,0.00015684205573052168,648
649,,2.9587303372154694,-2.211229575411749,1.1350624675173968,0.0001558350631967187,649
650,,2.9587303372154694,-2.211229575411749,1.1350624675173968,0.00015265250112861395,650
651,,2.9587303372154694,-2.211229575411749,1.1350624675173968,0.00015072431415319443,651
652,5,2.9764800558139743,-2.212810902681434,1.0673840333913895,0.00015614382573403418,652
653,,2.9764800558139743,-2.212810902681434,1.0673840333913895,0.00015961076132953167,653
654,,2.9764800558139743,-2.212810902681434,1.0673840333913895,0.00016121883527375758,654
655,,2.9764800558139743,-2.212810902681434,1.0673840333913895,0.00015438380069099367,655
656,,2.9764800558139743,-2.212810902681434,1.0673840333913895,0.00015369136235676706,656
