step,BigLeduc/tau,BigLeduc/alpha,BigLeduc/beta,BigLeduc/gamma,BigLeduc/conv,BigLeduc/iters
75,1,1.0517315381690602,-1.0627506968268339,4.99606290015981,0.035320959985256195,75
76,1,1.056908859913869,-1.0637142256230414,4.995993015986238,0.03158052824437618,76
77,1,1.0553178081416648,-1.0678328078780304,4.9959890623154255,0.028118637390434742,77
78,1,1.0535454717539416,-1.072059534732368,4.995986593837639,0.025051197968423367,78
79,1,1.0517917731387856,-1.0763017258383734,4.995983642829124,0.023316548205912113,79
80,1,1.0518718144414714,-1.0796971044916057,4.9959625197899875,0.022426963783800602,80
81,1,1.0533329311821538,-1.082449509976025,4.995927571886038,0.021523430943489075,81
82,1,1.0547009646901557,-1.0852565472452809,4.995893157470558,0.020759331062436104,82
83,1,1.0562794278172927,-1.0879731409982574,4.995856270339156,0.019748697988688946,83
84,1,1.0572771483748677,-1.0909791045543569,4.995824777413604,0.018979900516569614,84
85,1,1.0587060370583525,-1.093788619894395,4.9957886020906415,0.017801973968744278,85
86,1,1.0591033055531718,-1.0971088909006386,4.99576243099382,0.01841096393764019,86
87,1,1.0636431585011221,-1.098428377560051,4.9956938465877645,0.018575972877442837,87
88,1,1.0671418483349757,-1.1002581544260015,4.995634986575621,0.018033776432275772,88
89,1,1.0690067579068883,-1.102889840510067,4.9955923816018215,0.022065462544560432,89
90,1,1.0807309633441107,-1.100725438915458,4.995444523832589,0.0271125677973032,90
91,1,1.0926675245738715,-1.098476741411025,4.995289430237697,0.026426272466778755,91
92,1,1.0947315616767805,-1.101009397159575,4.995241599306958,0.025971602648496628,92
93,1,1.0971520795709182,-1.1033774332163038,4.995189179433359,0.02399233542382717,93
94,1,1.0969223033332787,-1.1070450516080454,4.995166316049831,0.02160467393696308,94
95,1,1.0955930850553735,-1.1112692772812094,4.9951555844718865,0.019377995282411575,95
96,1,1.0940888529627701,-1.1156029792586455,4.99514648220932,0.01976124197244644,96
97,1,1.0980957896277543,-1.1172304467651477,4.995074413238786,0.019828726537525654,97
98,1,1.101413276235062,-1.119203858768635,4.995009292129765,0.018375311978161335,98
99,1,1.1013083113120181,-1.1228838520952824,4.994983168110558,0.01774892769753933,99
100,1,1.1029880416936795,-1.1256892348915097,4.994935904926035,0.016365010756999254,100
101,1,1.1026606421937981,-1.1295110085293492,4.994911608406587,0.016962232533842325,101
102,1,1.1073895936366447,-1.1308066408718829,4.994827404945195,0.015945625491440296,102
103,1,1.1078993200834288,-1.1342303845837454,4.99479235066793,0.01581156998872757,103
104,1,1.1107201728468483,-1.1364992666860476,4.994729194740678,0.014714471064507961,104
105,1,1.1107906090999369,-1.1401704729866298,4.994698479849878,0.014692776836454868,105
106,1,1.1139181423431856,-1.1423004192575836,4.994630312632663,0.013742061331868172,106
107,1,1.1142047698253779,-1.1458874781149186,4.994596053754709,0.012788246385753155,107
108,1,1.1142698491765288,-1.1496042736015015,4.99456407193941,0.012515067588537931,108
109,1,1.116526448380983,-1.1522080733072506,4.994504716996746,0.011703428812325,109
110,1,1.1168017447308467,-1.155844996409322,4.994469215655928,0.01118663465604186,110
111,1,1.1180310505223434,-1.1590023800301572,4.994421412423043,0.010949048679322004,111
112,1,1.120296510369716,-1.1616319204064838,4.994360073266051,0.010578222572803497,112
113,1,1.1219956181617925,-1.1645661054990941,4.994305143322562,0.00980318058282137,113
114,1,1.121870882879581,-1.1684681882592962,4.994272695718615,0.009468547534197569,114
115,1,1.1235577979126856,-1.1714331811538266,4.994216772738235,0.008921166881918907,115
116,1,1.1241556025169714,-1.174985156671835,4.994174134762568,0.008873110637068748,116
117,1,1.1271329502834915,-1.1772884565414898,4.9941003259121075,0.008242011070251465,117
118,1,1.1271039383013588,-1.1811995484960236,4.994064639411672,0.008878893218934536,118
119,1,1.1336043005697507,-1.1816403179399733,4.993942972054878,0.008948111906647682,119
120,1,1.137175064849051,-1.1836467658207692,4.993858223096968,0.009961145929992199,120
121,1,1.1451472753928376,-1.1833092359450783,4.993712415592579,0.010887772776186466,121
122,1,1.1523260033474771,-1.183399164213602,4.993574368181745,0.013105647638440132,122
123,1,1.1637928305300946,-1.1812163212180349,4.99337181266738,0.01111040823161602,123
124,1,1.1597316759651168,-1.1872937325432076,4.9933899578693275,0.010771058965474367,124
125,1,1.1616157062602626,-1.1902229945099887,4.993322088463209,0.0113281961530447,125
126,1,1.167121851096553,-1.1912175554711555,4.993200486206929,0.009192698635160923,126
127,1,1.1610974032099546,-1.1984286113912133,4.993246294531864,0.009458542801439762,127
128,1,1.165632151166109,-1.1999581132316728,4.993137580638848,0.008931053802371025,128
129,1,1.1663437402910253,-1.2035691985801298,4.993083858410054,0.009236141107976437,129
130,1,1.1711152381718501,-1.2049800377307132,4.992968978472035,0.008327900897711515,130
131,1,1.1697671245771408,-1.2097399904999322,4.992944562869594,0.008380015846341848,131
132,1,1.1733232147682713,-1.211828525900613,4.9928457748059945,0.007934841560199857,132
133,1,1.1741601312506986,-1.2154203697338506,4.992787114337304,0.008122927509248257,133
134,1,1.1784935361494342,-1.2170938673818255,4.992674025178346,0.007516845827922225,134
135,1,1.1783017692696784,-1.2212779829301448,4.9926295797408144,0.007383800810202956,135
136,1,1.180788316799065,-1.223990308601509,4.992542850425119,0.007555550197139382,136
137,1,1.185114663024927,-1.2256852813807426,4.992425961233524,0.006955842254683375,137
138,1,1.1846887179202756,-1.2300412949719772,4.992383051768093,0.006920969113707542,138
139,1,1.1877598144066561,-1.232452866597534,4.992283724782807,0.006698018638417125,139
140,1,1.1895840455077096,-1.2355734573480444,4.992203203116782,0.0064578482415527105,140
141,1,1.1912389789742561,-1.238800771468887,4.992124430999418,0.0062849922105669975,141
142,1,1.193318831642742,-1.2417987655289595,4.992037722900118,0.006019354797899723,142
143,1,1.1946737528474136,-1.245219495327998,4.991961882126933,0.005845037754625082,143
144,1,1.1966537757870808,-1.2482961452179047,4.991874720525132,0.00593038066290319,144
145,1,1.2006251373386136,-1.2502431038892916,4.991753010442343,0.005684764357283711,145
146,1,1.2020237046974802,-1.2536713562758668,4.991673224658159,0.005846263375133276,146
147,1,1.2066175248384412,-1.2552732489197131,4.991537716484433,0.005594200221821666,147
148,1,1.2079388351592522,-1.258767266837558,4.991456914109385,0.005659777671098709,148
149,1,1.2117976425530788,-1.260805568938215,4.991330764207716,0.005199015140533447,149
150,1,1.2112596840014058,-1.265405005156761,4.991280377513018,0.0054091347847133875,150
151,1,1.216400161333596,-1.266712429630029,4.991128618460136,0.005386719247326255,151
152,1,1.2195490145533152,-1.2691862641215517,4.9910102970712735,0.005282570607960224,152
153,1,1.221998677490723,-1.2720776159904426,4.990903072754929,0.0049777955282479525,153
154,1,1.2226243873066185,-1.2760529904074465,4.990827882654757,0.004902031971141696,154
155,1,1.2252683504124606,-1.278853311352109,4.990714538777032,0.0046801024582237005,155
156,1,1.2264936982995387,-1.2825047576379713,4.990626093709557,0.00506117707118392,156
157,1,1.2334383643744111,-1.282770167547419,4.990428777416185,0.004742605844512582,157
158,1,1.233810390589816,-1.286947142547742,4.99035368978395,0.005173912039026618,158
159,1,1.2411734879677108,-1.2869666824651018,4.990142665149641,0.005058089969679713,159
160,1,1.2434990017571268,-1.2899948453294028,4.990026743485608,0.005106052150949836,160
161,1,1.2473044401968472,-1.2921464231852728,4.98987989251305,0.00445043807849288,161
162,1,1.2443409596413069,-1.2983804583993244,4.989866147366559,0.004695119569078088,162
163,1,1.250184408177644,-1.299320106273007,4.989675601510972,0.004428330110386014,163
164,1,1.2508598635283983,-1.3033934263727252,4.989587013766759,0.004562790971249342,164
165,1,1.2556233619583237,-1.3049960296560137,4.989413549970454,0.004222289542667568,165
166,1,1.2554178807304868,-1.3096339928129543,4.989340442567643,0.00448506441898644,166
167,1,1.2616010865445044,-1.3103789145976295,4.989132981025095,0.004157972522079945,167
168,1,1.2614807767960108,-1.3149890307239773,4.989055639308945,0.004482121439650655,168
169,1,1.2683580793153375,-1.3153114912395116,4.9888277971308295,0.0041529102018103,169
170,1,1.2682127773596306,-1.3199584647776768,4.988748389490607,0.004309527343139052,170
171,1,1.2733342766491764,-1.3213667869010812,4.988552968273807,0.00389143789652735,171
172,1,1.2719891450476626,-1.3267861283880495,4.988497389663966,0.0040342481806874275,172
173,1,1.2770728945563268,-1.3282263711156475,4.98829839619105,0.003964757663197815,173
174,1,1.2796724494484684,-1.3312173270980738,4.988152185009316,0.0038908091373741627,174
175,1,1.2822064790153245,-1.334257664345472,4.988005483570129,0.0037583878729492426,175
176,1,1.2840045848393906,-1.337768586721258,4.9878737062172185,0.0035639244597405195,176
177,1,1.284938530045763,-1.341835880379633,4.987760193273786,0.003607708145864308,177
178,1,1.2889293043747665,-1.3439857414918712,4.987573962882546,0.003397575346753001,178
179,1,1.289542202587137,-1.3482804421773502,4.987464650754369,0.0033894666703417897,179
180,1,1.2928549414191557,-1.3508739193686525,4.987289877241695,0.0033066357718780637,180
181,1,1.295122446720165,-1.354140124679038,4.987137711758776,0.003232488874346018,181
182,1,1.2974884257396544,-1.3573530890979961,4.986981120144767,0.003151788259856403,182
183,1,1.2997338447308642,-1.3606528734102898,4.986825365742276,0.0031576708424836397,183
184,1,1.3032578167216204,-1.363139520196687,4.986635894239379,0.0030907352920621634,184
185,1,1.3056890762655267,-1.3663366176116554,4.986470988843606,0.0030696510802954435,185
186,1,1.308809597983878,-1.3690972555198384,4.986286431670756,0.0030020385747775435,186
187,1,1.3112052903039715,-1.3723345312779465,4.986117743799992,0.003008312312886119,187
188,1,1.3147537428191913,-1.374832447729122,4.985917045008103,0.0028442341135814786,188
189,1,1.31555524859119,-1.3791252054530798,4.98578491725332,0.0028919908218085766,189
190,1,1.3197981067994144,-1.3811843057136954,4.985560818727379,0.0028003775514662266,190
191,1,1.321732223669865,-1.3847586666208045,4.985394632762879,0.003009780775755644,191
192,1,1.3286183820154678,-1.3851014968821178,4.985093139403188,0.0027755125192925334,192
193,1,1.3282364652930152,-1.390205803354481,4.984984221707052,0.0028518654871731997,193
194,1,1.3329972560999575,-1.3919476622551044,4.984733130673566,0.002703089965507388,194
195,1,1.333920797286553,-1.3962212268524952,4.984584537050795,0.0027943345485255122,195
196,1,1.3389798671141018,-1.3977762219337075,4.9843183310812655,0.0027120194863528013,196
197,1,1.341034416842271,-1.4013211996510944,4.984133023895768,0.0026900351513177156,197
198,1,1.3441298378688398,-1.4041863807763177,4.983915437185965,0.0024354682536795735,198
199,1,1.342866115595661,-1.4099653465137778,4.983820440770375,0.00253452081233263,199
200,1,1.3482583567964623,-1.4113135588831376,4.983531020066199,0.002568528987467289,200
201,1,1.3523892697804318,-1.4135105578026126,4.983273976302831,0.002439714386127889,201
202,1,1.3534185271134993,-1.4177913973362222,4.983105415256322,0.0023155866656452417,202
203,1,1.3544115390010716,-1.422114022388247,4.982935750570327,0.0022922063944861293,203
204,1,1.3574229260608452,-1.4250861387400862,4.9827028159557045,0.002321442821994424,204
205,1,1.3615338390117924,-1.4273206891954648,4.982432815527297,0.0022356959525495768,205
206,1,1.3632297537577949,-1.4311995484813216,4.982233467278655,0.0021156695438548923,206
207,1,1.3640826228274123,-1.4356675607110803,4.982057734876102,0.002115925424732268,207
208,1,1.367597074901473,-1.4383284737182038,4.981795940070331,0.002117551281116903,208
209,1,1.3711466733098676,-1.4409715792816469,4.981529095059791,0.0021284513641148806,209
210,1,1.374911077133529,-1.4434734851607092,4.981251300578998,0.0020981160923838615,210
211,1,1.3777379695203131,-1.4466256120707646,4.980999859361028,0.002059762366116047,211
212,1,1.380369151197388,-1.4499207716994136,4.980751240392785,0.0020208958303555846,212
213,1,1.3829732412092668,-1.4532434508199492,4.980499973273705,0.001989964977838099,213
214,1,1.385754928390306,-1.4564518563913613,4.980239146429131,0.001998212421312928,214
215,1,1.3894876192112577,-1.4590078512938807,4.979942208046832,0.0019492912106215954,215
216,1,1.3918199418618957,-1.462543906199187,4.9796888971018,0.0020422847010195255,216
217,1,1.3976250324204684,-1.463670136899005,4.9793111792481834,0.001946194446645677,217
218,1,1.3988231579708317,-1.4680098969219018,4.979089384749459,0.00211468618363142,218
219,1,1.406419058465925,-1.467897566188351,4.978636732200574,0.0018904897151514888,219
220,1,1.4045023984688554,-1.474428720153374,4.978519196937452,0.0021357261575758457,220
221,1,1.4140167177410736,-1.472978037706145,4.977984387083465,0.0021460489369928837,221
222,1,1.4178166332393083,-1.4755230187587245,4.977650758391251,0.0020447984570637345,222
223,1,1.4190159632584023,-1.4798838402278525,4.977409845586417,0.0018181947525590658,223
224,1,1.416835149656976,-1.4866285930377372,4.977293910904791,0.0018416360253468156,224
225,1,1.4210326521347658,-1.4889000276260664,4.9769342234586045,0.0018268009880557656,225
226,1,1.424212122579282,-1.4918904342938024,4.976608428335486,0.001785200904123485,226
227,1,1.4266628634430158,-1.4953974132373657,4.976306574755991,0.0018972354009747505,227
228,1,1.433235806331038,-1.4960007444728567,4.975837102422313,0.0017271462129428983,228
229,1,1.432212600874177,-1.5019635531437934,4.975664877323024,0.0019831181853078306,229
230,1,1.4426051339833126,-1.4998775157507418,4.975027098101194,0.0019599199295043945,230
231,1,1.4456280158123522,-1.502985858200883,4.974681256802482,0.0018255429458804429,231
232,1,1.44573204613866,-1.5081538672130506,4.974452764294683,0.0016213834751397371,232
233,1,1.443499345857391,-1.5149980209843272,4.974320291790798,0.001655589323490858,233
234,1,1.4481357285945815,-1.5169714353057857,4.973895283812878,0.0017030381713993847,234
235,1,1.453143379526172,-1.5186833223207097,4.973447441723863,0.001589594583492726,235
236,1,1.4533623073836597,-1.523804635379333,4.973201768564064,0.001523871615063399,236
237,1,1.454901682010133,-1.527994245089959,4.97289537201533,0.0015851668431423604,237
238,1,1.460472746598525,-1.5293031548585452,4.972405237977979,0.0015577845624648035,238
239,1,1.463242719391657,-1.5326163556895016,4.972033791137015,0.0015008827904239297,239
240,1,1.4650384480529826,-1.5366307512950295,4.9717018952335765,0.0014485959545709193,240
241,1,1.4669238835360086,-1.5405863400387743,4.971361715649024,0.0015173013671301305,241
242,1,1.4728578308772164,-1.541635507140653,4.9708274072822025,0.0015715063200332224,242
243,1,1.4782455950992754,-1.5430832175629603,4.970309785060841,0.0015902681625448167,243
244,1,1.4824885929318348,-1.5453542039091286,4.969838823586353,0.0015363382990472019,244
245,1,1.4844339174970171,-1.5492713098607667,4.969473062952302,0.0016314570675604045,245
246,1,1.4910830181336887,-1.5498276281518457,4.9688695100991875,0.0015031766379252076,246
247,1,1.4906776084748257,-1.5554308085904942,4.968609825938858,0.0015624270308762789,247
248,1,1.4962718105486807,-1.5567429272054998,4.968043422309437,0.0015062702586874366,248
249,1,1.4981248355603318,-1.560737202534572,4.967660159584467,0.001458692247979343,249
250,1,1.5002054286870168,-1.5645734931179716,4.9672602462031685,0.001401808054652065,250
251,1,1.5019067587885404,-1.5686878803654383,4.966875134722371,0.0014207824133336544,251
252,1,1.5062620644280877,-1.5708939009429228,4.9663440087228,0.0014179968275129795,252
253,1,1.509854547797082,-1.5736516653678656,4.965845773272987,0.0013734272797591984,253
254,1,1.5119558525106112,-1.577486676456638,4.965421687400965,0.0013119287905283272,254
255,1,1.513368429073343,-1.5818247743632363,4.965030142197916,0.0013250716147013009,255
256,1,1.517566480673455,-1.5841510372051948,4.964478344621031,0.0013694677036255598,256
257,1,1.5229186625241247,-1.5856459472082358,4.963852532709252,0.0012923024478368461,257
258,1,1.5237304065565538,-1.5904257567584386,4.963477116274804,0.001332596002612263,258
259,1,1.5289792990821809,-1.5919973231469005,4.962839954875305,0.0012940974556840956,259
260,1,1.5312308648200355,-1.595740652910889,4.962368808004477,0.0013942877412773669,260
261,1,1.5386902625080903,-1.5957203196180276,4.961580577832259,0.00132861384190619,261
262,1,1.5399989555759008,-1.6001455562624283,4.961150489948613,0.0013282072031870484,262
263,1,1.5437154441878458,-1.6028340374856351,4.960567872130213,0.0012317023356445134,263
264,1,1.5436672486143532,-1.6082545642344541,4.960209870490463,0.001266888459213078,264
265,1,1.5488182960392498,-1.6099045420760518,4.959522871931272,0.0012260497314855456,265
266,1,1.5509161902503696,-1.613774322781849,4.959018556396317,0.0011485128779895604,266
267,1,1.5513837817488918,-1.6188385067911693,4.958612254803649,0.0010589112062007189,267
268,1,1.5510598636854336,-1.6244967212036643,4.958252677421694,0.001084045390598476,268
269,1,1.555985538411282,-1.6263078518602403,4.957546374002163,0.0010750828078016639,269
270,1,1.5593237254938135,-1.6292861060292736,4.95693400044782,0.0010365304769948125,270
271,1,1.561249813455885,-1.6333044374702852,4.956407643828139,0.0009722388349473476,271
272,1,1.5617998330151945,-1.6383442250334879,4.955967915571653,0.0010728778433986008,272
273,1,1.5705096104436795,-1.6373702756751496,4.954962264534883,0.0010762677411548793,273
274,1,1.5744397936753187,-1.639919862730074,4.954271143260112,0.00111502903746441,274
275,1,1.5799976094309676,-1.641277347989977,4.953453920117464,0.0010806171922013164,275
276,1,1.5821988237361242,-1.6450974617113752,4.952864494083849,0.0011496254010125995,276
277,1,1.5891064278630416,-1.6454701240460725,4.95192411424738,0.0011496066581457853,277
278,1,1.5928961747099186,-1.648127782142534,4.9511975439360505,0.0010280429269187152,278
279,1,1.5910482027085224,-1.654924120930373,4.95088200577322,0.0010174982016906142,279
280,1,1.5943233595805384,-1.6579636322045272,4.950177943085237,0.0010054908925667405,280
281,1,1.5975233759873904,-1.6610600111464007,4.949469461324279,0.0010262655559927225,281
282,1,1.6023589997809466,-1.662951088821225,4.948623940290923,0.0009974866406992078,282
283,1,1.604729445376731,-1.6666615801323426,4.947958547060965,0.0009937855647876859,283
284,1,1.6083524025205886,-1.6694492000884422,4.947184643714275,0.0009905588813126087,284
285,1,1.6120027625940114,-1.6722175367473857,4.946397023077631,0.0009467945201322436,285
286,1,1.6135365939742323,-1.676553640917509,4.945770397018716,0.000990316562820226,286
287,1,1.6196320139261555,-1.677514007616643,4.944759183926381,0.0009523856570012867,287
288,1,1.6214815195306103,-1.6816180089872903,4.944086420309008,0.0009688269346952438,288
289,1,1.6261779485867591,-1.6836148864031881,4.943163571158505,0.0009716289350762963,289
290,1,1.630158083374841,-1.6861428553682363,4.942287501307518,0.0010507529368624091,290
291,1,1.6379712762500145,-1.6858417512800452,4.941062803751147,0.0010685767629183829,291
292,1,1.6426708809288182,-1.6878415461331453,4.940091197367878,0.0010633549536578357,292
293,1,1.6462696410483844,-1.6906516982163386,4.939203103585942,0.0009677518391981721,293
294,1,1.645326363918938,-1.69681481094731,4.938715083687926,0.0009583848877809942,294
295,1,1.6486831418821308,-1.6998054650912353,4.937827999540035,0.0009779821848496795,295
296,1,1.6535687185095609,-1.7016644862498582,4.9367854823850035,0.000908811402041465,296
297,1,1.6536911101246288,-1.707052094664368,4.936175572157767,0.0008814653847366571,297
298,1,1.6559947374164694,-1.7108260630293597,4.935351580518761,0.0008642271859571338,298
299,1,1.6588504520881622,-1.7141902878968307,4.934463347810495,0.0008723707578610629,299
300,1,1.6631930044238052,-1.7164475351052078,4.9334173353580155,0.0008575227402616292,300
301,1,1.6661855645769361,-1.7197093893852728,4.932488668047198,0.0008662062464281917,301
302,1,1.6705707559151892,-1.7219340839479802,4.9314070325239925,0.0008169118955265731,302
303,1,1.6714539748474064,-1.7267682644064823,4.930664418397738,0.0008133257215376943,303
304,1,1.6751051575960418,-1.72953870430997,4.929628880120514,0.000881182961165905,304
305,1,1.6830817019802171,-1.7290861722873694,4.928125964938324,0.0008952055941335857,305
306,1,1.6877754615555507,-1.731080617012832,4.926942471938355,0.0008959509432315826,306
307,1,1.6917071126762315,-1.7336405224195306,4.92582194981007,0.0009331380715593696,307
308,1,1.697686147278973,-1.7346820742512266,4.924460566603047,0.0008870049496181309,308
309,1,1.6989797928049823,-1.7391965531614821,4.923594600203064,0.0008747494721319526,309
310,1,1.7021637053320682,-1.7423094758143125,4.922506589698914,0.0008134618983604014,310
311,1,1.70233535290952,-1.7476655736183768,4.921744083546361,0.0007744521135464311,311
312,1,1.7037150908332488,-1.7521275104256975,4.920835325122867,0.0007713940867688507,312
313,1,1.7074152060200087,-1.7548548847633925,4.919646894522281,0.0007757320709060878,313
314,1,1.711609444888193,-1.7572115656512444,4.918382565213248,0.0007448720862157643,314
315,1,1.7134332771336922,-1.7613420349424433,4.9173805293194635,0.0007269532070495188,315
316,1,1.7160934294452477,-1.7648467149862712,4.916265077816994,0.0006951989489607513,316
317,1,1.7177121287503145,-1.7691347763345049,4.91526096147871,0.0007381795148830861,317
318,1,1.7247121003159476,-1.7693780292027306,4.913580345556845,0.000745965662645176,318
319,1,1.7291725957890223,-1.7715288133871026,4.912187237938843,0.0007746104092802852,319
320,1,1.7350383452187836,-1.7726270074749384,4.910592968396889,0.0007933974848128855,320
321,1,1.7402027876220463,-1.7742505785130211,4.909061567548665,0.0008178720891010016,321
322,1,1.7457034289516016,-1.7756231870940473,4.907460382066249,0.000857566948980093,322
323,1,1.7520891437583508,-1.7763377460869025,4.905713635344203,0.0008187815546989441,323
324,1,1.7536326322482843,-1.780654756888108,4.904590870185027,0.0008005643612705171,324
325,1,1.7564079648737387,-1.7840546681765668,4.903285692802864,0.0007744469039607793,325
326,1,1.758633090167779,-1.787865053999799,4.902038416365553,0.0007586609572172165,326
327,1,1.7615102787668775,-1.7911875770950134,4.900683144155904,0.0007247176545206457,327
