step,LeducPoker/conv,LeducPoker/iters,LeducPoker/nodes_touched
189,0.05564665308292631,189,3574746
190,0.055991844843704314,190,3593660
191,0.05633375458564174,191,3612574
192,0.056432352405483985,192,3631488
193,0.05613372388362119,193,3650402
194,0.05567483933871745,194,3669316
195,0.05509536693470998,195,3688230
196,0.054263408193704704,196,3707144
197,0.05385210199199872,197,3726058
198,0.054062139519682445,198,3744972
199,0.05414309256024162,199,3763886
200,0.05383832390280856,200,3782800
201,0.053337925929418675,201,3801714
202,0.05191994360653443,202,3820628
203,0.050339402577736725,203,3839542
204,0.048729387892445075,204,3858456
205,0.04711775621250719,205,3877370
206,0.04569220357407677,206,3896284
207,0.04505822663393322,207,3915198
208,0.045134663258923846,208,3934112
209,0.04591827432163939,209,3953026
210,0.046498475845725626,210,3971940
211,0.046575674916681464,211,3990854
212,0.04660329986465253,212,4009768
213,0.046539139985763756,213,4028682
214,0.04649288929199834,214,4047596
215,0.04655402375670907,215,4066510
216,0.04636370474450777,216,4085424
217,0.04578994055027752,217,4104338
218,0.04533380263737538,218,4123252
219,0.04503967906490501,219,4142166
220,0.04476943094914085,220,4161080
221,0.044920867576177775,221,4179994
222,0.04551088252230939,222,4198908
223,0.04640245031286473,223,4217822
224,0.04733325462303782,224,4236736
225,0.0474364018064668,225,4255650
226,0.046928761086609094,226,4274564
227,0.04643454330462647,227,4293478
228,0.0462642174378623,228,4312392
229,0.04590852732034861,229,4331306
230,0.04554690784621232,230,4350220
231,0.045217787598992365,231,4369134
232,0.04508406654941213,232,4388048
233,0.04493429922087604,233,4406962
234,0.044913448581781715,234,4425876
235,0.04476476610283908,235,4444790
236,0.04438122046597434,236,4463704
237,0.044319850742927325,237,4482618
238,0.04418492078381547,238,4501532
239,0.04407902189111913,239,4520446
240,0.04410710568594674,240,4539360
241,0.04421772224692451,241,4558274
242,0.04406061568509406,242,4577188
243,0.04360009324006793,243,4596102
244,0.04283700940938104,244,4615016
245,0.0422915533207064,245,4633930
246,0.04188490216317113,246,4652844
247,0.04140258200043394,247,4671758
248,0.04085896131279754,248,4690672
249,0.04063340240002017,249,4709586
250,0.04046900108728872,250,4728500
251,0.0406898362215771,251,4747414
252,0.041075870171671414,252,4766328
253,0.04169820454609546,253,4785242
254,0.04256891614803775,254,4804156
255,0.043547233170557545,255,4823070
256,0.04412453267076774,256,4841984
257,0.04409537369545975,257,4860898
258,0.04407844909201453,258,4879812
259,0.04352952362470912,259,4898726
260,0.04260364466113997,260,4917640
261,0.0414020250656946,261,4936554
262,0.04024116667651936,262,4955468
263,0.03914818944508486,263,4974382
264,0.03814304279959635,264,4993296
265,0.03748773079952128,265,5012210
266,0.03712988398029332,266,5031124
267,0.03695874631026114,267,5050038
268,0.036947962324159866,268,5068952
269,0.037142275825404664,269,5087866
270,0.037355521767408584,270,5106780
271,0.03755936673095153,271,5125694
272,0.03787552357557361,272,5144608
273,0.03828893945110956,273,5163522
274,0.038654698052223796,274,5182436
275,0.03895132056931605,275,5201350
276,0.03918883422836919,276,5220264
277,0.03977361396741712,277,5239178
278,0.039954022543029086,278,5258092
279,0.03958051824016197,279,5277006
280,0.039523377752602534,280,5295920
281,0.03980729299524066,281,5314834
282,0.04013101490536085,282,5333748
283,0.04018364692306789,283,5352662
284,0.04025158553808021,284,5371576
285,0.040120526030375386,285,5390490
286,0.039871579151129,286,5409404
287,0.03951300361295973,287,5428318
288,0.03903905199744381,288,5447232
289,0.038786871017412364,289,5466146
290,0.038659704365969216,290,5485060
291,0.038287116604101695,291,5503974
292,0.03797858956658261,292,5522888
293,0.037506316330408004,293,5541802
294,0.03706243158465597,294,5560716
295,0.03669907333216396,295,5579630
296,0.03622205273776294,296,5598544
297,0.03571425045946684,297,5617458
298,0.0354985182036984,298,5636372
299,0.0354877667989999,299,5655286
300,0.03552411624109633,300,5674200
301,0.03550780375156154,301,5693114
302,0.0353764551447979,302,5712028
303,0.03520722372513353,303,5730942
304,0.03495753214237718,304,5749856
305,0.03463899336255688,305,5768770
306,0.034151076211490716,306,5787684
307,0.03359985449233194,307,5806598
308,0.0330573671802564,308,5825512
309,0.03254909118258542,309,5844426
310,0.032170727559157605,310,5863340
311,0.031852488491682915,311,5882254
312,0.03183137179854413,312,5901168
313,0.03190590738966469,313,5920082
314,0.03211731011195597,314,5938996
315,0.03256527229230319,315,5957910
316,0.032958881974205975,316,5976824
317,0.03309452599942679,317,5995738
318,0.03297400398309046,318,6014652
319,0.03268300018055831,319,6033566
320,0.03226115666113613,320,6052480
321,0.03181069355256924,321,6071394
322,0.03144026913481637,322,6090308
323,0.03154943994722162,323,6109222
324,0.03189298436165261,324,6128136
325,0.032401051731964337,325,6147050
326,0.03286000197338278,326,6165964
327,0.033079461243215605,327,6184878
328,0.03304662072921391,328,6203792
329,0.03288302258387173,329,6222706
330,0.032648256686961544,330,6241620
331,0.03228370198369104,331,6260534
332,0.031876866523922465,332,6279448
333,0.03161395143845856,333,6298362
334,0.03163315523289982,334,6317276
335,0.03174629674272217,335,6336190
336,0.031848366747500634,336,6355104
337,0.031910753466131744,337,6374018
338,0.03183722163358768,338,6392932
339,0.03167650270244532,339,6411846
340,0.031616547295748615,340,6430760
341,0.031611234905189134,341,6449674
342,0.03156035840374096,342,6468588
343,0.0315830773360746,343,6487502
344,0.03172059503351085,344,6506416
345,0.031731291524668775,345,6525330
346,0.03157998427446393,346,6544244
347,0.031231797492717532,347,6563158
348,0.030815491059747173,348,6582072
349,0.030399033554000587,349,6600986
350,0.030594372039267265,350,6619900
351,0.0308968540336996,351,6638814
352,0.03112339534070019,352,6657728
353,0.03125514824070039,353,6676642
354,0.03125980415729471,354,6695556
355,0.031201433901831666,355,6714470
356,0.03111318600526905,356,6733384
357,0.031061679076737347,357,6752298
358,0.03091947078524651,358,6771212
359,0.030696490841611412,359,6790126
360,0.03051509573754349,360,6809040
361,0.030294622342950273,361,6827954
362,0.029958034525379318,362,6846868
363,0.029517072374635134,363,6865782
364,0.02900041864097247,364,6884696
365,0.02849994530314462,365,6903610
366,0.02807337030879342,366,6922524
367,0.027667885072044762,367,6941438
368,0.027362866271982228,368,6960352
369,0.027102840625993524,369,6979266
370,0.026839714956057276,370,6998180
371,0.026655540425854385,371,7017094
372,0.026790534940732913,372,7036008
373,0.027009638394102115,373,7054922
374,0.027104847670217952,374,7073836
375,0.02706234795501164,375,7092750
376,0.026918233508289285,376,7111664
377,0.026809489514539514,377,7130578
378,0.0268908830818492,378,7149492
379,0.02684461973570767,379,7168406
380,0.026660393427457796,380,7187320
381,0.02680429117156871,381,7206234
382,0.02709749577701273,382,7225148
383,0.02741450741911891,383,7244062
384,0.027692625300521953,384,7262976
385,0.027952901298839733,385,7281890
386,0.028128417068694234,386,7300804
387,0.028184755150833518,387,7319718
388,0.02814064935840642,388,7338632
389,0.028097110723325297,389,7357546
390,0.0283117549354302,390,7376460
391,0.02848696869908747,391,7395374
392,0.028466543989025525,392,7414288
393,0.028357028055851552,393,7433202
394,0.028227670502563862,394,7452116
395,0.028077910771327902,395,7471030
396,0.027840437876508167,396,7489944
397,0.027451525409009178,397,7508858
398,0.027133904052480257,398,7527772
399,0.026806351867297684,399,7546686
400,0.026435794557523554,400,7565600
401,0.026167877927185668,401,7584514
402,0.026041690541017293,402,7603428
403,0.02602128152982605,403,7622342
404,0.025939089870923165,404,7641256
405,0.025853608478367818,405,7660170
406,0.025755801543725435,406,7679084
407,0.025707436157326582,407,7697998
408,0.025650349454863053,408,7716912
409,0.025594525994656198,409,7735826
410,0.02547997667341044,410,7754740
411,0.025307258516583053,411,7773654
412,0.025440027368025198,412,7792568
413,0.025561132362215966,413,7811482
414,0.0255715120644239,414,7830396
415,0.02548032095861255,415,7849310
416,0.02540869362331334,416,7868224
417,0.02538407074985037,417,7887138
418,0.025694656905450378,418,7906052
419,0.025937127532723467,419,7924966
420,0.02591724178965274,420,7943880
421,0.0256913024090282,421,7962794
422,0.025405409235300352,422,7981708
423,0.025268487954230548,423,8000622
424,0.02526053390563801,424,8019536
425,0.025146180725781564,425,8038450
426,0.025115426508952432,426,8057364
427,0.02522898116405478,427,8076278
428,0.02524193768359903,428,8095192
429,0.025759427419717512,429,8114106
430,0.025670881987873206,430,8133020
431,0.02547908972733201,431,8151934
432,0.025334878768164662,432,8170848
433,0.025309615915206488,433,8189762
434,0.02526368856361376,434,8208676
435,0.025193999490057573,435,8227590
436,0.025089089385960994,436,8246504
437,0.024973074189371655,437,8265418
438,0.02487593840175878,438,8284332
439,0.024932198194504318,439,8303246
440,0.02515593145467876,440,8322160
441,0.0252793900412224,441,8341074
442,0.025249873108905696,442,8359988
443,0.02536842129177999,443,8378902
444,0.025554312238560528,444,8397816
445,0.025592007883825568,445,8416730
446,0.025544260734244706,446,8435644
447,0.025426406844233584,447,8454558
448,0.025219614388517775,448,8473472
449,0.024966530053746216,449,8492386
450,0.024719590766209547,450,8511300
451,0.024702839207245864,451,8530214
452,0.024775578563022704,452,8549128
453,0.024749817454478407,453,8568042
454,0.024709347628183165,454,8586956
455,0.024624967925116606,455,8605870
456,0.024558316605935437,456,8624784
457,0.024556520927279946,457,8643698
458,0.024415047057884928,458,8662612
459,0.02410946867521288,459,8681526
460,0.02375106771259569,460,8700440
461,0.023396346493878784,461,8719354
462,0.023092094337066785,462,8738268
463,0.02278529171905322,463,8757182
464,0.022591701112004703,464,8776096
465,0.022414198299093357,465,8795010
466,0.022332601423052295,466,8813924
467,0.022424387225043724,467,8832838
468,0.022629911312245503,468,8851752
469,0.02287533623203744,469,8870666
470,0.023126797481620137,470,8889580
471,0.023348396474901355,471,8908494
472,0.02348407496567942,472,8927408
473,0.02351812880046858,473,8946322
474,0.02349424658565885,474,8965236
475,0.02341467408317873,475,8984150
476,0.023281323749142796,476,9003064
477,0.023289230124941135,477,9021978
478,0.02327189020130043,478,9040892
479,0.02323335370582566,479,9059806
480,0.023185235409908522,480,9078720
481,0.02312892754736301,481,9097634
482,0.02298271205356625,482,9116548
483,0.02284655577295097,483,9135462
484,0.02282957002415148,484,9154376
485,0.022673108010481696,485,9173290
486,0.02237452854625796,486,9192204
487,0.022035790638734273,487,9211118
488,0.02224551375521218,488,9230032
489,0.02250439437279922,489,9248946
490,0.022802658281675492,490,9267860
491,0.02286136472761581,491,9286774
492,0.022691692690225723,492,9305688
493,0.022441735184784817,493,9324602
494,0.022310310683992446,494,9343516
495,0.02220594125870426,495,9362430
496,0.02198759918754778,496,9381344
497,0.021764595541871157,497,9400258
498,0.02159288063353279,498,9419172
499,0.021555415700133224,499,9438086
500,0.021507209207812267,500,9457000
501,0.02142631378749009,501,9475914
502,0.021300412197120158,502,9494828
503,0.021138616083229395,503,9513742
504,0.020927709398180158,504,9532656
505,0.020647115559422363,505,9551570
506,0.02034981838798114,506,9570484
507,0.02012431950851619,507,9589398
508,0.019921788566487686,508,9608312
509,0.019774094810517284,509,9627226
510,0.019878646759966312,510,9646140
511,0.019967869365119545,511,9665054
512,0.020267758687159604,512,9683968
513,0.020521350061299765,513,9702882
514,0.020700760137937396,514,9721796
515,0.020882621459963446,515,9740710
516,0.020937125449109417,516,9759624
517,0.020839998386946126,517,9778538
518,0.020646606602468726,518,9797452
519,0.02042846311310864,519,9816366
520,0.02028292140350013,520,9835280
521,0.020203744029140713,521,9854194
522,0.020202834970189237,522,9873108
523,0.02040530228104051,523,9892022
524,0.02059142524263327,524,9910936
525,0.02068310293709935,525,9929850
526,0.02066727845443808,526,9948764
527,0.02081522772977748,527,9967678
528,0.021075640583446076,528,9986592
529,0.02127328860790395,529,10005506
530,0.02143390866483741,530,10024420
531,0.02169677777641893,531,10043334
532,0.02195283440245452,532,10062248
533,0.02207936770829083,533,10081162
534,0.02217405636240599,534,10100076
535,0.022214064717604384,535,10118990
536,0.022211615220521508,536,10137904
537,0.02220058501198366,537,10156818
538,0.022162687285330718,538,10175732
539,0.022078518405582226,539,10194646
540,0.021954099826128448,540,10213560
541,0.02178100453123938,541,10232474
542,0.02153898854935038,542,10251388
543,0.021446063136951382,543,10270302
544,0.021458623448464803,544,10289216
545,0.021436622481466286,545,10308130
546,0.02137292385423588,546,10327044
547,0.021261667937119796,547,10345958
548,0.021098482793126067,548,10364872
549,0.020874802778458712,549,10383786
550,0.020625102966369532,550,10402700
551,0.020290648235787384,551,10421614
552,0.019899994856384884,552,10440528
553,0.019468896306402292,553,10459442
554,0.019177409320092487,554,10478356
555,0.01903700154084703,555,10497270
556,0.019063278441675546,556,10516184
557,0.019054093169435404,557,10535098
558,0.01907770442420248,558,10554012
559,0.019090097119311866,559,10572926
560,0.019114576583397047,560,10591840
561,0.019093162480007114,561,10610754
562,0.019029183530426208,562,10629668
563,0.01893633742060906,563,10648582
564,0.01894210841743016,564,10667496
565,0.018969236127069633,565,10686410
566,0.018987056567847577,566,10705324
567,0.01905633342621535,567,10724238
568,0.019121163163378835,568,10743152
569,0.019172773987925912,569,10762066
570,0.019207896152372506,570,10780980
571,0.019289174487514923,571,10799894
572,0.019418214286351335,572,10818808
573,0.019530321919412258,573,10837722
574,0.01960899681993386,574,10856636
575,0.019625712695580277,575,10875550
576,0.019650307392637345,576,10894464
577,0.019672852138263475,577,10913378
578,0.019666912027849745,578,10932292
579,0.019887190027642276,579,10951206
580,0.02019501206988885,580,10970120
581,0.020513262445087,581,10989034
582,0.020843068670966823,582,11007948
583,0.02115550424511075,583,11026862
584,0.021374597883744656,584,11045776
585,0.021465364812468857,585,11064690
586,0.021412972128719676,586,11083604
587,0.021184987724947063,587,11102518
588,0.02081991809688371,588,11121432
589,0.020388620626009213,589,11140346
590,0.020188510541307825,590,11159260
591,0.020010816938735326,591,11178174
592,0.019872227381471944,592,11197088
593,0.019703754712630916,593,11216002
594,0.019627340232082957,594,11234916
595,0.019608620706882157,595,11253830
596,0.019591796799411226,596,11272744
597,0.019580004110677285,597,11291658
598,0.01958145098034339,598,11310572
599,0.019660291606583447,599,11329486
600,0.01977555740815426,600,11348400
601,0.019940952700366082,601,11367314
602,0.020073549301042215,602,11386228
603,0.02033701446208433,603,11405142
604,0.020330277010290942,604,11424056
605,0.02010765460806338,605,11442970
606,0.01979666819632664,606,11461884
607,0.019867229455780372,607,11480798
608,0.019765276235798657,608,11499712
609,0.019284617368787046,609,11518626
610,0.019142504315210085,610,11537540
611,0.01894684529698204,611,11556454
612,0.018809724025261904,612,11575368
613,0.018685753516454323,613,11594282
614,0.01859540128761622,614,11613196
615,0.018434668527624154,615,11632110
616,0.01823260399103116,616,11651024
617,0.018052527068530916,617,11669938
618,0.017961274846168038,618,11688852
619,0.017911393779765722,619,11707766
620,0.017827379738793753,620,11726680
621,0.01776317743891058,621,11745594
622,0.017644557442441172,622,11764508
623,0.017590957229252982,623,11783422
624,0.017694536485624704,624,11802336
625,0.01785532855938074,625,11821250
626,0.018015923882450838,626,11840164
627,0.018212466692234225,627,11859078
628,0.018415582227723715,628,11877992
629,0.018612279091193507,629,11896906
630,0.018771222919388264,630,11915820
631,0.018885599082756638,631,11934734
632,0.018953318559759805,632,11953648
633,0.018973628414493945,633,11972562
634,0.019046021856378326,634,11991476
635,0.019131091279027332,635,12010390
636,0.01919290289311945,636,12029304
637,0.019355622445832568,637,12048218
638,0.019509033875070747,638,12067132
639,0.01958799837398452,639,12086046
640,0.0195828736299989,640,12104960
641,0.01947959985843173,641,12123874
642,0.01926906899322195,642,12142788
643,0.018976855621748417,643,12161702
644,0.018667275348238005,644,12180616
645,0.01836777780308295,645,12199530
646,0.018244382734579373,646,12218444
647,0.018070070820020594,647,12237358
648,0.017839868355272258,648,12256272
649,0.017701471467413438,649,12275186
650,0.017544294834645723,650,12294100
651,0.01736000801254073,651,12313014
652,0.017153700956912953,652,12331928
653,0.016926455607368024,653,12350842
654,0.016685021310308766,654,12369756
655,0.016432483419806077,655,12388670
656,0.016225853266828516,656,12407584
657,0.016080460431163623,657,12426498
658,0.01595341234017153,658,12445412
659,0.015845466670249664,659,12464326
660,0.015756738490424055,660,12483240
661,0.015688226723792158,661,12502154
662,0.015713095576588502,662,12521068
663,0.01578752490145282,663,12539982
664,0.015871758121081297,664,12558896
665,0.0159505564414702,665,12577810
666,0.016034676968410155,666,12596724
667,0.0161240355473741,667,12615638
668,0.01627053111258886,668,12634552
669,0.01642750862098831,669,12653466
670,0.01666975919644942,670,12672380
671,0.016904921028406183,671,12691294
672,0.017098077436718567,672,12710208
673,0.017251757876207557,673,12729122
674,0.017396537818827745,674,12748036
675,0.017500969046787468,675,12766950
676,0.017546725260338583,676,12785864
677,0.017537058941546113,677,12804778
678,0.017475422009111202,678,12823692
679,0.01737387890348588,679,12842606
680,0.017296565789210877,680,12861520
681,0.017248695035457118,681,12880434
682,0.017197157942018537,682,12899348
683,0.01712220785772464,683,12918262
684,0.01702764846319646,684,12937176
685,0.0169143746796801,685,12956090
686,0.01694998099903869,686,12975004
687,0.01717114258143844,687,12993918
688,0.017342298408889303,688,13012832
689,0.017401727778618453,689,13031746
690,0.017466494964446494,690,13050660
691,0.017467655802039628,691,13069574
692,0.01738458541232203,692,13088488
693,0.017289758143348488,693,13107402
694,0.017284616894920835,694,13126316
695,0.01723820415987147,695,13145230
696,0.01713758470623339,696,13164144
697,0.01698660870225538,697,13183058
698,0.0167862334977356,698,13201972
699,0.016546211750049555,699,13220886
700,0.016319346333196483,700,13239800
701,0.016246806920727108,701,13258714
702,0.016244815969527676,702,13277628
703,0.016222023788353856,703,13296542
704,0.01618213312881725,704,13315456
705,0.016138864882144305,705,13334370
706,0.016104627590730752,706,13353284
707,0.01606974252784621,707,13372198
708,0.016087936355388688,708,13391112
709,0.016097183988335068,709,13410026
710,0.016076324792209357,710,13428940
711,0.016126833389617568,711,13447854
712,0.01615418435708621,712,13466768
713,0.01616447171206628,713,13485682
714,0.01614682437024531,714,13504596
715,0.016092862946735065,715,13523510
716,0.01602629058638491,716,13542424
717,0.015937184957933836,717,13561338
718,0.01579330405458801,718,13580252
719,0.015602146482619955,719,13599166
720,0.01539543187155909,720,13618080
721,0.015170774889500159,721,13636994
722,0.01493518074790387,722,13655908
723,0.014938424077027418,723,13674822
724,0.01500681805546776,724,13693736
725,0.015220268022143393,725,13712650
726,0.015380410220539348,726,13731564
727,0.015481650191332574,727,13750478
728,0.015523126652557201,728,13769392
729,0.0155060283015679,729,13788306
730,0.015432588249160023,730,13807220
731,0.01576115037510989,731,13826134
732,0.01612618916463246,732,13845048
733,0.016421139613337687,733,13863962
734,0.01666604639173099,734,13882876
735,0.016818926215325984,735,13901790
736,0.016845831750612883,736,13920704
737,0.016993048926247326,737,13939618
738,0.017082590470611322,738,13958532
739,0.017055391038646422,739,13977446
740,0.016902330396843426,740,13996360
741,0.016636234055748905,741,14015274
742,0.016310062279819695,742,14034188
743,0.015950540403085314,743,14053102
744,0.01561855151893421,744,14072016
745,0.01554660805410435,745,14090930
746,0.015398212948646628,746,14109844
747,0.015365116871115095,747,14128758
748,0.01523187218872235,748,14147672
749,0.0151425373392238,749,14166586
750,0.015051142160120004,750,14185500
751,0.015081817304857498,751,14204414
752,0.015173689663206105,752,14223328
753,0.015214450809261731,753,14242242
754,0.015187931754111289,754,14261156
755,0.015098011993918053,755,14280070
756,0.015026720280219091,756,14298984
757,0.01490795683100457,757,14317898
758,0.014833287365497716,758,14336812
759,0.014735753885573313,759,14355726
760,0.01461290904233993,760,14374640
761,0.014737799196620244,761,14393554
762,0.01497169185672309,762,14412468
763,0.015191335371596393,763,14431382
764,0.015394487685826352,764,14450296
765,0.015577667012327628,765,14469210
766,0.015721646845400616,766,14488124
767,0.015780973175144875,767,14507038
768,0.01581188694815286,768,14525952
769,0.015805586255918214,769,14544866
770,0.01575578341419695,770,14563780
771,0.01569018042020187,771,14582694
772,0.01567898199912718,772,14601608
773,0.01570360063567476,773,14620522
774,0.015691199803922,774,14639436
775,0.015641360742905716,775,14658350
776,0.015558199971805825,776,14677264
777,0.015458064901522683,777,14696178
778,0.015346671910343335,778,14715092
779,0.015215367092567933,779,14734006
780,0.015069802130431631,780,14752920
781,0.014916726425367455,781,14771834
782,0.014775332569144872,782,14790748
783,0.014676190048258445,783,14809662
784,0.014680249967600534,784,14828576
785,0.014654060437154684,785,14847490
786,0.014586295408975533,786,14866404
787,0.014492305183503196,787,14885318
788,0.014376151463525014,788,14904232
789,0.014265228263609611,789,14923146
790,0.01416554796961969,790,14942060
791,0.014061106879779184,791,14960974
792,0.01399623104840314,792,14979888
793,0.013962790475799514,793,14998802
794,0.013943022026705637,794,15017716
795,0.013940119288327515,795,15036630
796,0.013968822245883222,796,15055544
797,0.014004654667564204,797,15074458
798,0.014053438537947716,798,15093372
799,0.014223538166491162,799,15112286
800,0.014361504630236901,800,15131200
801,0.014546757574180502,801,15150114
802,0.014727661518611851,802,15169028
803,0.014857531302483212,803,15187942
804,0.015037270909496678,804,15206856
805,0.015193908869868433,805,15225770
806,0.015288699206977535,806,15244684
807,0.01534183051509884,807,15263598
808,0.015392370695610627,808,15282512
809,0.01555553797933093,809,15301426
810,0.0157033348825118,810,15320340
811,0.015871948501254396,811,15339254
812,0.016007089045049133,812,15358168
813,0.016083589613245713,813,15377082
814,0.016099353491334206,814,15395996
815,0.016055859620806606,815,15414910
816,0.01596571370671923,816,15433824
817,0.01584025129986738,817,15452738
818,0.015742272405836477,818,15471652
819,0.015644637018072893,819,15490566
