step,Subgame4/conv,Subgame4/iters
154,0.7224534606933594,154
155,0.7248236083984375,155
156,0.7272849273681641,156
157,0.7285741806030274,157
158,0.7286035537719726,158
159,0.7273986053466797,159
160,0.7247235870361328,160
161,0.7202207183837891,161
162,0.716003532409668,162
163,0.7122906875610352,163
164,0.7083731460571289,164
165,0.7044460678100586,165
166,0.6997531890869141,166
167,0.6939135360717773,167
168,0.6873928833007813,168
169,0.6798419189453125,169
170,0.6715609359741211,170
171,0.6628835678100586,171
172,0.6537238121032715,172
173,0.6450835990905762,173
174,0.6373855590820312,174
175,0.6309518432617187,175
176,0.6260621070861816,176
177,0.6223355865478516,177
178,0.6198743057250976,178
179,0.6183353424072265,179
180,0.6173880195617676,180
181,0.6162677001953125,181
182,0.61477783203125,182
183,0.6133836555480957,183
184,0.612158432006836,184
185,0.6108120155334472,185
186,0.6098921966552734,186
187,0.6095784378051757,187
188,0.6093581390380859,188
189,0.6085957908630371,189
190,0.6070449066162109,190
191,0.6044220924377441,191
192,0.6008806991577148,192
193,0.5963606834411621,193
194,0.5910810279846191,194
195,0.5850878715515136,195
196,0.5786287498474121,196
197,0.5715821075439453,197
198,0.564367504119873,198
199,0.557288932800293,199
200,0.5507941627502442,200
201,0.5451260375976562,201
202,0.5403402709960937,202
203,0.536684455871582,203
204,0.536812915802002,204
205,0.5381450271606445,205
206,0.5397312736511231,206
207,0.5411165618896484,207
208,0.5423216438293457,208
209,0.5433558845520019,209
210,0.5446400451660156,210
211,0.546148796081543,211
212,0.547564582824707,212
213,0.5494888877868652,213
214,0.5504607963562012,214
215,0.551485252380371,215
216,0.5525128555297851,216
217,0.5520737838745117,217
218,0.550902042388916,218
219,0.549810733795166,219
220,0.5490616989135743,220
221,0.5477725982666015,221
222,0.5461949348449707,222
223,0.544240436553955,223
224,0.5419127273559571,224
225,0.5393121528625489,225
226,0.5368154716491699,226
227,0.5347580337524414,227
228,0.5324795913696289,228
229,0.5300407600402832,229
230,0.5274266433715821,230
231,0.5246648406982422,231
232,0.5216621017456055,232
233,0.5186787796020508,233
234,0.5156908416748047,234
235,0.5128491401672364,235
236,0.5103344345092773,236
237,0.5082305526733398,237
238,0.5069074630737305,238
239,0.5065400314331054,239
240,0.5063858413696289,240
241,0.5058285140991211,241
242,0.5045915985107422,242
243,0.5030212020874023,243
244,0.502158203125,244
245,0.5015799713134765,245
246,0.5005833435058594,246
247,0.4994352149963379,247
248,0.49789785385131835,248
249,0.49625631332397463,249
250,0.494448299407959,250
251,0.4926456069946289,251
252,0.4909858322143555,252
253,0.4894002532958984,253
254,0.4879449462890625,254
255,0.48628988265991213,255
256,0.48444524765014646,256
257,0.48255292892456053,257
258,0.4806402587890625,258
259,0.4785768127441406,259
260,0.4763018226623535,260
261,0.47383235931396483,261
262,0.471201114654541,262
263,0.46820701599121095,263
264,0.4649317169189453,264
265,0.46135988235473635,265
266,0.45771785736083986,266
267,0.45424739837646483,267
268,0.4507206153869629,268
269,0.44706647872924804,269
270,0.4433866500854492,270
271,0.43963035583496096,271
272,0.4358872413635254,272
273,0.4324608039855957,273
274,0.42959789276123045,274
275,0.42759468078613283,275
276,0.42604827880859375,276
277,0.42467050552368163,277
278,0.4236421012878418,278
279,0.4226768112182617,279
280,0.4219129180908203,280
281,0.4215384483337402,281
282,0.42138721466064455,282
283,0.4214482307434082,283
284,0.42153215408325195,284
285,0.42142807006835936,285
286,0.4211556053161621,286
287,0.4206509017944336,287
288,0.42021745681762696,288
289,0.4199096298217773,289
290,0.4198845100402832,290
291,0.4198099899291992,291
292,0.419439754486084,292
293,0.418859977722168,293
294,0.4182407379150391,294
295,0.4174268341064453,295
296,0.416574592590332,296
297,0.4158169174194336,297
298,0.4145535469055176,298
299,0.41335073471069333,299
300,0.41203401565551756,300
301,0.41047316551208496,301
302,0.408461389541626,302
303,0.4060698127746582,303
304,0.40339590072631837,304
305,0.4004682922363281,305
306,0.39731874465942385,306
307,0.39502939224243167,307
308,0.39315176010131836,308
309,0.39167576789855957,309
310,0.39018131256103517,310
311,0.38862013816833496,311
312,0.3871467399597168,312
313,0.3859236717224121,313
314,0.3849067687988281,314
315,0.38457253456115725,315
316,0.38484137535095214,316
317,0.3854388427734375,317
318,0.38597734451293947,318
319,0.3862038516998291,319
320,0.3864081192016602,320
321,0.38635193824768066,321
322,0.385878267288208,322
323,0.3851122283935547,323
324,0.38438437461853026,324
325,0.3836786937713623,325
326,0.3829006004333496,326
327,0.3825481605529785,327
328,0.3822203254699707,328
329,0.3819541358947754,329
330,0.3817355251312256,330
331,0.38147815704345706,331
332,0.38120254516601565,332
333,0.3807941818237305,333
334,0.3803072834014893,334
335,0.3797335243225098,335
336,0.3788951587677002,336
337,0.3778588104248047,337
338,0.3769553565979004,338
339,0.3757073593139648,339
340,0.37415491104125975,340
341,0.3724889373779297,341
342,0.3711728858947754,342
343,0.36999878883361814,343
344,0.3687162017822266,344
345,0.36742990493774413,345
346,0.3662051010131836,346
347,0.3650220966339111,347
348,0.3639546585083008,348
349,0.36282493591308596,349
350,0.3617193984985352,350
351,0.36039755821228026,351
352,0.35888802528381347,352
353,0.35720474243164063,353
354,0.3553208923339844,354
355,0.3532987880706787,355
356,0.3509574127197266,356
357,0.3486011505126953,357
358,0.346323766708374,358
359,0.3440581798553467,359
360,0.3419760513305664,360
361,0.3399346446990967,361
362,0.33819419860839844,362
363,0.3366075325012207,363
364,0.3354731559753418,364
365,0.3343795108795166,365
366,0.33334442138671877,366
367,0.33246431350708006,367
368,0.3318520641326904,368
369,0.3313443660736084,369
370,0.33099042892456054,370
371,0.3307451629638672,371
372,0.33049639701843264,372
373,0.3300511360168457,373
374,0.329412088394165,374
375,0.32880813598632813,375
376,0.32835476875305175,376
377,0.3281447219848633,377
378,0.32796573638916016,378
379,0.32770280838012694,379
380,0.32730080604553224,380
381,0.3268327331542969,381
382,0.3263372898101807,382
383,0.32607402801513674,383
384,0.3256243133544922,384
385,0.3250686454772949,385
386,0.3244877815246582,386
387,0.3237989711761475,387
388,0.3228939723968506,388
389,0.3218698024749756,389
390,0.3206982421875,390
391,0.3195969676971436,391
392,0.31836763381958005,392
393,0.3170962142944336,393
394,0.3159366226196289,394
395,0.3151449394226074,395
396,0.31458410263061526,396
397,0.3143316268920898,397
398,0.3141329383850098,398
399,0.3137918853759766,399
400,0.3134090232849121,400
401,0.3128097724914551,401
402,0.3120098972320557,402
403,0.3109828186035156,403
404,0.31026363372802734,404
405,0.3093576145172119,405
406,0.30819881439208985,406
407,0.30685309410095213,407
408,0.3054184436798096,408
409,0.3037200927734375,409
410,0.3019001579284668,410
411,0.3001004409790039,411
412,0.29829158782958987,412
413,0.2967963981628418,413
414,0.2960572814941406,414
415,0.29514074325561523,415
416,0.2942894172668457,416
417,0.29341501235961914,417
418,0.29271979331970216,418
419,0.29199934005737305,419
420,0.29104252815246584,420
421,0.2899282932281494,421
422,0.2887220573425293,422
423,0.2879237937927246,423
424,0.28726099014282225,424
425,0.28635870933532714,425
426,0.2852738571166992,426
427,0.2840521144866943,427
428,0.2828830718994141,428
429,0.28152850151062014,429
430,0.2800946044921875,430
431,0.2785606288909912,431
432,0.277000150680542,432
433,0.2754607486724854,433
434,0.2739990997314453,434
435,0.2726604175567627,435
436,0.2712080001831055,436
437,0.26975215911865236,437
438,0.26843865394592287,438
439,0.2673675155639648,439
440,0.26654759407043455,440
441,0.26579626083374025,441
442,0.26527915000915525,442
443,0.26472098350524903,443
444,0.2641787338256836,444
445,0.26364645957946775,445
446,0.2632414436340332,446
447,0.26297286033630374,447
448,0.26283879280090333,448
449,0.26276143074035646,449
450,0.2628473281860352,450
451,0.26343544960021975,451
452,0.2641440200805664,452
453,0.26501946449279784,453
454,0.2659659576416016,454
455,0.2670483303070068,455
456,0.26809844970703123,456
457,0.269016809463501,457
458,0.2698056602478027,458
459,0.2705241584777832,459
460,0.2711181545257568,460
461,0.27158440589904786,461
462,0.27192770957946777,462
463,0.2720974063873291,463
464,0.27211198806762693,464
465,0.27193121910095214,465
466,0.2718010425567627,466
467,0.271639404296875,467
468,0.2714518928527832,468
469,0.27124820709228514,469
470,0.27098808288574217,470
471,0.2705722427368164,471
472,0.27008296966552736,472
473,0.2696270656585693,473
474,0.2691290855407715,474
475,0.268461332321167,475
476,0.26769558906555174,476
477,0.2668048858642578,477
478,0.2658406448364258,478
479,0.2649356174468994,479
480,0.26396409034729,480
481,0.2628861141204834,481
482,0.2617001533508301,482
483,0.2604630374908447,483
484,0.25916027069091796,484
485,0.2578993606567383,485
486,0.2566965675354004,486
487,0.2555592155456543,487
488,0.25442937850952146,488
489,0.25344560623168944,489
490,0.2525090789794922,490
491,0.2516840171813965,491
492,0.2510343551635742,492
493,0.2507766151428223,493
494,0.25081959724426267,494
495,0.25084657669067384,495
496,0.25082820892333985,496
497,0.2509803771972656,497
498,0.2512688732147217,498
499,0.2516277503967285,499
500,0.2520313739776611,500
501,0.2523727321624756,501
502,0.2528933906555176,502
503,0.25333027839660643,503
504,0.25369260787963865,504
505,0.25390145301818845,505
506,0.2539116096496582,506
507,0.2538381767272949,507
508,0.25368351936340333,508
509,0.25340320587158205,509
510,0.2531156349182129,510
511,0.2528991603851318,511
512,0.252683687210083,512
513,0.25234772682189943,513
514,0.251869478225708,514
515,0.2513389778137207,515
516,0.25064449310302733,516
517,0.24994032859802245,517
518,0.24918498039245607,518
519,0.24826485633850098,519
520,0.24720497131347657,520
521,0.24606393814086913,521
522,0.24486295700073243,522
523,0.24373252868652343,523
524,0.24263708114624025,524
525,0.2414800262451172,525
526,0.24024513244628906,526
527,0.23907901763916015,527
528,0.23784401893615723,528
529,0.23647953033447267,529
530,0.23512731552124022,530
531,0.23378392219543456,531
532,0.23243968009948732,532
533,0.23120930671691894,533
534,0.23005497932434082,534
535,0.22892772674560546,535
536,0.22782031059265137,536
537,0.2267691707611084,537
538,0.22587084770202637,538
539,0.22517448425292969,539
540,0.22453150749206544,540
541,0.22407878875732423,541
542,0.22378950119018554,542
543,0.22360291481018066,543
544,0.2234210968017578,544
545,0.22324670791625978,545
546,0.22295902252197267,546
547,0.2227042007446289,547
548,0.22265607833862305,548
549,0.2225783634185791,549
550,0.22261510848999022,550
551,0.2228148365020752,551
552,0.22304598808288575,552
553,0.22331883430480956,553
554,0.2236114501953125,554
555,0.22396475791931153,555
556,0.22430782318115233,556
557,0.22464515686035155,557
558,0.22508475303649902,558
559,0.22554574966430663,559
560,0.22585297584533692,560
561,0.22605960845947265,561
562,0.22620153427124023,562
563,0.2262086296081543,563
564,0.22607376098632812,564
565,0.22579540252685548,565
566,0.22557281494140624,566
567,0.22539941787719728,567
568,0.22516409873962404,568
569,0.22492454528808595,569
570,0.2247986888885498,570
571,0.22466142654418944,571
572,0.22448017120361327,572
573,0.22424214363098144,573
574,0.22398380279541016,574
575,0.22365191459655762,575
576,0.22325282096862792,576
577,0.22278914451599122,577
578,0.22241397857666015,578
579,0.22203971862792968,579
580,0.2216493034362793,580
581,0.22127458572387695,581
582,0.22095739364624023,582
583,0.22072528839111327,583
584,0.22050848960876465,584
585,0.22033506393432617,585
586,0.22019959449768067,586
587,0.22009546279907227,587
588,0.22004959106445313,588
589,0.22008496284484863,589
590,0.220138521194458,590
591,0.2202290439605713,591
592,0.2202792739868164,592
593,0.22031631469726562,593
594,0.22029467582702636,594
595,0.220186767578125,595
596,0.21999446868896486,596
597,0.21975591659545898,597
598,0.2195056915283203,598
599,0.21927793502807616,599
600,0.21903950691223145,600
601,0.21877716064453126,601
602,0.21847503662109374,602
603,0.21810789108276368,603
604,0.21767970085144042,604
605,0.21719541549682617,605
606,0.21668898582458496,606
607,0.21618757247924805,607
608,0.2157333755493164,608
609,0.21532599449157716,609
610,0.21491487503051757,610
611,0.21449706077575684,611
612,0.21403265953063966,612
613,0.21353615760803224,613
614,0.21300044059753417,614
615,0.21241689682006837,615
616,0.211840877532959,616
617,0.21123764038085938,617
618,0.21071989059448243,618
619,0.21021780967712403,619
620,0.20967514991760253,620
621,0.20909442901611328,621
622,0.20846686363220215,622
623,0.20784299850463867,623
624,0.20719616889953613,624
625,0.20652018547058104,625
626,0.20581985473632813,626
627,0.205062313079834,627
628,0.2042523193359375,628
629,0.20336738586425782,629
630,0.2024100685119629,630
631,0.20142536163330077,631
632,0.2004568386077881,632
633,0.19949198722839356,633
634,0.19853610992431642,634
635,0.19757972717285155,635
636,0.19661293029785157,636
637,0.19566603660583495,637
638,0.19475359916687013,638
639,0.1939571952819824,639
640,0.19330202102661131,640
641,0.1927922248840332,641
642,0.1924626636505127,642
643,0.19216900825500488,643
644,0.19191970348358153,644
645,0.1917789888381958,645
646,0.19168376922607422,646
647,0.19160225868225098,647
648,0.1915626335144043,648
649,0.19156904220581056,649
650,0.1916002655029297,650
651,0.19164974212646485,651
652,0.19177492141723632,652
653,0.19192845344543458,653
654,0.19207284927368165,654
655,0.19218026161193846,655
656,0.1922902774810791,656
657,0.1924894905090332,657
658,0.19265536308288575,658
659,0.19277679443359375,659
660,0.19285033226013185,660
661,0.19288163185119628,661
662,0.19289370536804198,662
663,0.19288287162780762,663
664,0.19283349990844725,664
665,0.19274663925170898,665
666,0.19266165733337404,666
667,0.19255261421203612,667
668,0.19238551139831542,668
669,0.1921977996826172,669
670,0.1919791316986084,670
671,0.19180682182312012,671
672,0.19165772438049317,672
673,0.1915774917602539,673
674,0.1914360237121582,674
675,0.19124300956726073,675
676,0.19099509239196777,676
677,0.1907024574279785,677
678,0.1903996467590332,678
679,0.1901059627532959,679
680,0.18975698471069335,680
681,0.18937618255615235,681
682,0.18897231101989745,682
683,0.1885519027709961,683
684,0.18808643341064454,684
685,0.1876021957397461,685
686,0.18701309204101563,686
687,0.1863167953491211,687
688,0.18555776596069337,688
689,0.18474753379821776,689
690,0.18387694358825685,690
691,0.18301815032958985,691
692,0.18216187477111817,692
693,0.1813492488861084,693
694,0.18052889823913573,694
695,0.17968476295471192,695
696,0.1788961124420166,696
697,0.17813111305236817,697
698,0.1774495315551758,698
699,0.176807279586792,699
700,0.1762825584411621,700
701,0.17588022708892823,701
702,0.1754795503616333,702
703,0.1750911521911621,703
704,0.174722843170166,704
705,0.17441089630126952,705
706,0.17420385360717774,706
707,0.17409191608428956,707
708,0.17416983604431152,708
709,0.17427969932556153,709
710,0.17437663555145264,710
711,0.17441619873046876,711
712,0.1743772506713867,712
713,0.17426056861877443,713
714,0.17408908367156983,714
715,0.17389934062957763,715
716,0.17361607551574706,716
717,0.1732657527923584,717
718,0.17289068698883056,718
719,0.17247254371643067,719
720,0.17204611301422118,720
721,0.17167588233947753,721
722,0.17140210628509522,722
723,0.1711841630935669,723
724,0.17100018501281739,724
725,0.17091481685638427,725
726,0.1708373260498047,726
727,0.1707146692276001,727
728,0.17057639122009277,728
729,0.1705309295654297,729
730,0.1706084156036377,730
731,0.17067405700683594,731
732,0.17076231956481933,732
733,0.17076536655426025,733
734,0.1706726360321045,734
735,0.170499267578125,735
736,0.17024817943572998,736
737,0.1699356508255005,737
738,0.16952967643737793,738
739,0.1691043758392334,739
740,0.168709716796875,740
741,0.1686401605606079,741
742,0.16876702308654784,742
743,0.16885586738586425,743
744,0.16902793884277345,744
745,0.16920154571533202,745
746,0.1695179796218872,746
747,0.16989389419555664,747
748,0.17040962219238281,748
749,0.17090866565704346,749
750,0.17132835388183593,750
751,0.17166869163513185,751
752,0.17196179866790773,752
753,0.1722048330307007,753
754,0.17232243537902833,754
755,0.17235175609588624,755
756,0.1722870635986328,756
757,0.17211451530456542,757
758,0.17187710762023925,758
759,0.17168606281280518,759
760,0.171423978805542,760
761,0.17124025344848634,761
762,0.17105648517608643,762
763,0.1708035182952881,763
764,0.1705055046081543,764
765,0.17016131401062012,765
766,0.16977382183074952,766
767,0.16940433025360108,767
768,0.16916172504425048,768
769,0.16892194747924805,769
770,0.1687529754638672,770
771,0.16859737396240235,771
772,0.16844016551971436,772
773,0.16830528736114503,773
774,0.16818252563476563,774
775,0.1680174160003662,775
776,0.16784324169158935,776
777,0.16766164779663087,777
778,0.16745186805725099,778
779,0.1672067642211914,779
780,0.1669294834136963,780
781,0.1666377925872803,781
782,0.16631435394287108,782
783,0.16595385551452638,783
784,0.16554300785064696,784
785,0.16508798122406007,785
786,0.16462446212768556,786
787,0.1641247081756592,787
788,0.16360169887542725,788
789,0.16303692817687987,789
790,0.1624485445022583,790
791,0.16185990810394288,791
792,0.1613219451904297,792
793,0.16082944393157958,793
794,0.16038249492645262,794
795,0.15996161460876465,795
796,0.15965860366821288,796
797,0.1594285774230957,797
798,0.15925589084625244,798
799,0.159105806350708,799
800,0.15903183937072754,800
801,0.15905034065246582,801
802,0.1590580654144287,802
803,0.15909245491027832,803
804,0.15912817001342774,804
805,0.1590809679031372,805
806,0.1589718532562256,806
807,0.15881033420562743,807
808,0.15867292881011963,808
809,0.15850058555603028,809
810,0.15831454753875732,810
811,0.1581143045425415,811
812,0.1579277992248535,812
813,0.15776370525360106,813
814,0.15765076637268066,814
815,0.15757960319519043,815
816,0.15756066799163818,816
817,0.15759751796722413,817
818,0.15762813568115233,818
819,0.15764110565185546,819
820,0.15763397216796876,820
821,0.157653112411499,821
822,0.15764787197113037,822
823,0.1576148462295532,823
824,0.15754590988159178,824
825,0.15749845504760743,825
826,0.15748090744018556,826
827,0.1574312210083008,827
828,0.15735259532928467,828
829,0.15722107887268066,829
830,0.15700776100158692,830
831,0.15672252655029298,831
832,0.15637526988983155,832
833,0.15596971035003662,833
834,0.15549599647521972,834
835,0.1549652099609375,835
836,0.15439216136932374,836
837,0.15383894443511964,837
838,0.15329776763916014,838
839,0.1527495288848877,839
840,0.15235238075256347,840
841,0.1519662094116211,841
842,0.15159572124481202,842
843,0.151245756149292,843
844,0.15096428871154785,844
845,0.15078224658966063,845
846,0.15067076683044434,846
847,0.15058921813964843,847
848,0.15057896614074706,848
849,0.15054709911346437,849
850,0.1504848289489746,850
851,0.15039403915405272,851
852,0.15026095390319824,852
853,0.1501014041900635,853
854,0.14986700534820557,854
855,0.1495838975906372,855
856,0.14931665420532225,856
857,0.14904465675354003,857
858,0.14878392219543457,858
859,0.14857628345489501,859
860,0.1483907890319824,860
861,0.14820248603820801,861
862,0.1480581283569336,862
863,0.14790266513824463,863
864,0.14772265434265136,864
865,0.14752453804016114,865
866,0.1473011064529419,866
867,0.14704195499420167,867
868,0.14675463676452638,868
869,0.14644518375396728,869
870,0.1461355209350586,870
871,0.14585084915161134,871
872,0.14554300308227539,872
873,0.14518924713134765,873
874,0.14479591369628905,874
875,0.14436616420745849,875
876,0.14392189979553222,876
877,0.143444185256958,877
878,0.14293427944183348,878
879,0.1424072265625,879
880,0.1419968032836914,880
881,0.14157640933990479,881
882,0.14111555099487305,882
883,0.1406315279006958,883
884,0.14015409469604492,884
885,0.1398093032836914,885
886,0.13955005645751953,886
887,0.13931846618652344,887
888,0.13910799503326415,888
889,0.13888022422790527,889
890,0.1386927318572998,890
891,0.13853716850280762,891
892,0.13839653491973877,892
893,0.13837113380432128,893
894,0.13848434448242186,894
895,0.13863211631774902,895
896,0.13883899688720702,896
897,0.13920427322387696,897
898,0.1395735263824463,898
899,0.13989896297454835,899
900,0.14020293235778808,900
901,0.14048877716064453,901
902,0.14075151920318604,902
903,0.14098432064056396,903
904,0.14131085872650145,904
905,0.14161767005920411,905
906,0.1418449878692627,906
907,0.14199792861938476,907
908,0.14208871364593506,908
909,0.14218011856079102,909
910,0.14220840930938722,910
911,0.14218485832214356,911
912,0.14214378356933594,912
913,0.14206667900085448,913
914,0.14199164390563965,914
915,0.14190832138061524,915
916,0.1418568468093872,916
917,0.14178216457366943,917
918,0.14167630195617675,918
919,0.1415599298477173,919
920,0.14153049468994142,920
921,0.14147120475769043,921
922,0.1413836669921875,922
923,0.1412578296661377,923
924,0.1410893440246582,924
925,0.1409042501449585,925
926,0.14073652267456055,926
927,0.14053501129150392,927
928,0.14031524658203126,928
929,0.1400851821899414,929
930,0.13979233741760255,930
931,0.13944248199462891,931
932,0.1390468692779541,932
933,0.13862144470214843,933
934,0.13815210342407228,934
935,0.13764379024505616,935
936,0.1371123456954956,936
937,0.1365769624710083,937
938,0.13604429244995117,938
939,0.1355079174041748,939
940,0.13497888565063476,940
941,0.13447718143463136,941
942,0.13399143218994142,942
943,0.13350586891174315,943
944,0.13302800178527832,944
945,0.13259938716888428,945
946,0.13222461223602294,946
947,0.13200855731964112,947
948,0.13185219287872316,948
949,0.1317698621749878,949
950,0.13181772232055664,950
951,0.1319068717956543,951
952,0.13200003147125244,952
953,0.13207740783691407,953
954,0.1321514892578125,954
955,0.13220595359802245,955
956,0.13222376823425294,956
957,0.13221641063690184,957
958,0.13218287944793702,958
959,0.13215003490448,959
960,0.13217394828796386,960
961,0.1322076463699341,961
962,0.1322066593170166,962
963,0.13216155529022217,963
964,0.13210042476654052,964
965,0.1320533847808838,965
966,0.13202614784240724,966
967,0.13198397159576417,967
968,0.13194654941558837,968
969,0.13189462184906006,969
970,0.1318415307998657,970
971,0.13177113056182863,971
972,0.13169490337371825,972
973,0.13160377025604247,973
974,0.1315099287033081,974
975,0.13138930320739747,975
976,0.13135879039764403,976
977,0.13132484436035155,977
978,0.1312747287750244,978
979,0.13121262550354004,979
980,0.1311180305480957,980
981,0.1310190439224243,981
982,0.1308888339996338,982
983,0.1307371711730957,983
984,0.1305609893798828,984
985,0.13038268089294433,985
986,0.13019012451171874,986
987,0.12997186660766602,987
988,0.12972914218902587,988
989,0.12945342540740967,989
990,0.12913757801055908,990
991,0.12883876800537108,991
992,0.12853993892669677,992
993,0.12823042869567872,993
994,0.12799614429473877,994
995,0.12779627799987792,995
996,0.12758177280426025,996
997,0.12737473011016845,997
998,0.12719103336334228,998
999,0.1269911289215088,999
1000,0.126819167137146,1000
