step,KuhnPoker/conv,KuhnPoker/iters,KuhnPoker/nodes_touched
190,0.000983978625219345,190,22040
191,0.0007248548762121554,191,22156
192,0.0008234583438964105,192,22272
193,0.0007775292162372216,193,22388
194,0.0007421858756161137,194,22504
195,0.0008972898425394227,195,22620
196,0.0010087138760795922,196,22736
197,0.0008504335810619323,197,22852
198,0.0008484371866718521,198,22968
199,0.0009712375535763096,199,23084
200,0.000909197516323873,200,23200
201,0.0006717279605597815,201,23316
202,0.0007374981032188532,202,23432
203,0.0009592538349022517,203,23548
204,0.0010389440220248958,204,23664
205,0.000940592661512557,205,23780
206,0.0007073771340391499,206,23896
207,0.0007437184204644454,207,24012
208,0.0006086033330554574,208,24128
209,0.000666368625474506,209,24244
210,0.0008580176764479142,210,24360
211,0.0008764773700792039,211,24476
212,0.0008755270181877162,212,24592
213,0.0008160284207977264,213,24708
214,0.0008702213179874463,214,24824
215,0.0007888444206315681,215,24940
216,0.0006391483816289567,216,25056
217,0.0006705214427288331,217,25172
218,0.0009097430843590659,218,25288
219,0.0009692056913193081,219,25404
220,0.000978288535660926,220,25520
221,0.000767352982217584,221,25636
222,0.0005777666624474931,222,25752
223,0.0007252612651158508,223,25868
224,0.0006444805694459377,224,25984
225,0.0006973072831157057,225,26100
226,0.0008834471504907127,226,26216
227,0.0008808001844641811,227,26332
228,0.0006810457348370991,228,26448
229,0.0007590348656574264,229,26564
230,0.0007928534694101874,230,26680
231,0.000703122248230742,231,26796
232,0.0006243088615718317,232,26912
233,0.0006999804286343114,233,27028
234,0.0008755963827219715,234,27144
235,0.0008730610281971751,235,27260
236,0.000781836269835301,236,27376
237,0.0006639092420350767,237,27492
238,0.0006136674793330021,238,27608
239,0.0006624588113640917,239,27724
240,0.0005550108765769723,240,27840
241,0.0006992031498407325,241,27956
242,0.0007524703046163372,242,28072
243,0.000774253368606509,243,28188
244,0.0006173463724777062,244,28304
245,0.0007138721727369401,245,28420
246,0.0007833077323727289,246,28536
247,0.0007198804992945285,247,28652
248,0.0005297480387301823,248,28768
249,0.0006077236518699236,249,28884
250,0.000765443345924155,250,29000
251,0.0008305676508008619,251,29116
252,0.0007754536666894907,252,29232
253,0.0006010405929093021,253,29348
254,0.0006000787851692668,254,29464
255,0.0005508577436720008,255,29580
256,0.0004765488538295559,256,29696
257,0.0006489936266967367,257,29812
258,0.0007170114976891573,258,29928
259,0.0007177379178427978,259,30044
260,0.0006411154698898747,260,30160
261,0.0007069038621806412,261,30276
262,0.000705935287878795,262,30392
263,0.0006131453522651431,263,30508
264,0.0004982510892048431,264,30624
265,0.0006013892334164328,265,30740
266,0.0007628152344041905,266,30856
267,0.0007908554053563943,267,30972
268,0.0007902638755649116,268,31088
269,0.0006196201825525438,269,31204
270,0.0004728582863843256,270,31320
271,0.0005906701331361286,271,31436
272,0.0005382449518491483,272,31552
273,0.0005480850378826452,273,31668
274,0.0006989678204691874,274,31784
275,0.0007315677445118574,275,31900
276,0.0006138973247702406,276,32016
277,0.0005867557192139605,277,32132
278,0.000664318474583897,278,32248
279,0.0006142264746631099,279,32364
280,0.0005664765312705655,280,32480
281,0.0004786485463536272,281,32596
282,0.000629671317447178,282,32712
283,0.0007193225243586898,283,32828
284,0.0006683154195365193,284,32944
285,0.0006493898737539305,285,33060
286,0.0004955784860851686,286,33176
287,0.000532381914097102,287,33292
288,0.0005425424159522518,288,33408
289,0.00043777671493441805,289,33524
290,0.0005510305257940828,290,33640
291,0.0006346894488232779,291,33756
292,0.0006474862500205902,292,33872
293,0.0005047804127902289,293,33988
294,0.0005953825665810653,294,34104
295,0.0006630510552835533,295,34220
296,0.0006269775864147231,296,34336
297,0.00049431116178697,297,34452
298,0.0004378485524030029,298,34568
299,0.0005999849109662447,299,34684
300,0.0006963380309797373,300,34800
301,0.0006961872871444341,301,34916
302,0.0005934013911582103,302,35032
303,0.00046293910604139343,303,35148
304,0.00047823657994108815,304,35264
305,0.0004472040416661771,305,35380
306,0.0004464786269382792,306,35496
307,0.0005333151120603674,307,35612
308,0.0005968061542665493,308,35728
309,0.000625803923958751,309,35844
310,0.0005305415001195801,310,35960
311,0.0005738584168528127,311,36076
312,0.0005718018801877667,312,36192
313,0.000542071019264706,313,36308
314,0.00044519344867918753,314,36424
315,0.00048256824449063873,315,36540
316,0.0006106330891511857,316,36656
317,0.0006753710608287389,317,36772
318,0.000674001738212221,318,36888
319,0.0005442646345573676,319,37004
320,0.00043569377191335357,320,37120
321,0.0004804333513162562,321,37236
322,0.0004617470130729717,322,37352
323,0.0004206157026420687,323,37468
324,0.0005252922676731719,324,37584
325,0.0005937323380639792,325,37700
326,0.0005557778069686103,326,37816
327,0.0004799150523001061,327,37932
328,0.0005280744621647682,328,38048
329,0.0005449762577397765,329,38164
330,0.0005607386651487467,330,38280
331,0.0005012218559999615,331,38396
332,0.0003740034847972973,332,38512
333,0.0004914902837585833,333,38628
334,0.0005666945648313548,334,38744
335,0.0006028361104493951,335,38860
336,0.0005654282044751935,336,38976
337,0.0004677684195734666,337,39092
338,0.0004406625501349737,338,39208
339,0.0004411719093971589,339,39324
340,0.0003619004715019192,340,39440
341,0.00041082107455661654,341,39556
342,0.0005341320727864085,342,39672
343,0.0005396956275767195,343,39788
344,0.0004957874134342566,344,39904
345,0.0004890534727203799,345,40020
346,0.0005561776957399844,346,40136
347,0.0005456031607575518,347,40252
348,0.0004689951962754957,348,40368
349,0.0003642605828303447,349,40484
350,0.00044272802616712736,350,40600
351,0.0005676467055163725,351,40716
352,0.000609883354753038,352,40832
353,0.0005949723174485944,353,40948
354,0.0005240567433129895,354,41064
355,0.0003568764214820497,355,41180
356,0.0004060972022860154,356,41296
357,0.00044089905181324274,357,41412
358,0.00036115023144212,358,41528
359,0.0004406878914155754,359,41644
360,0.0005420240448849589,360,41760
361,0.0005422774742149528,361,41876
362,0.0004445962250409774,362,41992
363,0.00045294568672543667,363,42108
364,0.0005095330183534086,364,42224
365,0.0004757991953178997,365,42340
366,0.00044505560373914177,366,42456
367,0.0003832820461033004,367,42572
368,0.0004457177620150188,368,42688
369,0.0005357029451219519,369,42804
370,0.000534866734245687,370,42920
371,0.0005161859560303406,371,43036
372,0.0004558971095247333,372,43152
373,0.00036107778392877043,373,43268
374,0.00042138831768245844,374,43384
375,0.0004008049235091904,375,43500
376,0.0003289384922819105,376,43616
377,0.0004182163630494784,377,43732
378,0.0004896984338990107,378,43848
379,0.0004892723193773152,379,43964
380,0.00038621344876055286,380,44080
381,0.0004573394890374505,381,44196
382,0.0005146476291035817,382,44312
383,0.0005023496666473615,383,44428
384,0.0004235191111800485,384,44544
385,0.0003108901460859015,385,44660
386,0.00041198463325678447,386,44776
387,0.0005134952187694775,387,44892
388,0.0005546746368873534,388,45008
389,0.0005224363210148963,389,45124
390,0.0004528992285922906,390,45240
391,0.00035284791723935727,391,45356
392,0.00033657209089962836,392,45472
393,0.00037317464310945847,393,45588
394,0.0003415151241755454,394,45704
395,0.0003818036134778102,395,45820
396,0.00046852305791478255,396,45936
397,0.0004949765655872795,397,46052
398,0.0004322670706899123,398,46168
399,0.0004225163977792379,399,46284
400,0.00044387287392980146,400,46400
401,0.00045166181479680545,401,46516
402,0.00039161783021599006,402,46632
403,0.00035821978823133427,403,46748
404,0.00040949428430975265,404,46864
405,0.0004754420037190177,405,46980
406,0.0005256015474046916,406,47096
407,0.00048432900615968943,407,47212
408,0.0004247295268821061,408,47328
409,0.00035671720870497636,409,47444
410,0.0003535777133190088,410,47560
411,0.00038160652757512903,411,47676
412,0.0003403190217245444,412,47792
413,0.0003717823701817613,413,47908
414,0.0004264296204143092,414,48024
415,0.0004381458647678693,415,48140
416,0.0004169669315234048,416,48256
417,0.00036879479722815023,417,48372
418,0.0004317540039731338,418,48488
419,0.0004689653698630447,419,48604
420,0.0004472757757050805,420,48720
421,0.0003665822178383904,421,48836
422,0.0002955006506255575,422,48952
423,0.0003975488434052321,423,49068
424,0.00047111677628894344,424,49184
425,0.0004982189898720957,425,49300
426,0.0004671361961434972,426,49416
427,0.0003799065087472797,427,49532
428,0.0003363340649757407,428,49648
429,0.0003310327076492259,429,49764
430,0.0003103300318477997,430,49880
431,0.00031388105461949145,431,49996
432,0.0003714380648286164,432,50112
433,0.00041192731307143626,433,50228
434,0.0004392945749404076,434,50344
435,0.00039554693324539425,435,50460
436,0.00040257659588166517,436,50576
437,0.0004195522258577111,437,50692
438,0.0004081644644644833,438,50808
439,0.0003618942768083555,439,50924
440,0.00032179194248113663,440,51040
441,0.00036950058738538516,441,51156
442,0.00044048866583554225,442,51272
443,0.00048122130886629755,443,51388
444,0.00047494014206808655,444,51504
445,0.0003943090804670035,445,51620
446,0.0003369361449106212,446,51736
447,0.000324912014595391,447,51852
448,0.0003370813564650965,448,51968
449,0.0003293520323173482,449,52084
450,0.00031626603460960245,450,52200
451,0.00039079025940924605,451,52316
452,0.0004068450187834638,452,52432
453,0.00038566045560545215,453,52548
454,0.00033378335492242894,454,52664
455,0.00036611981299991547,455,52780
456,0.0004116333729127508,456,52896
457,0.00042438962441776473,457,53012
458,0.0003854479144848044,458,53128
459,0.00029786517676416713,459,53244
460,0.00031618702559646494,460,53360
461,0.0003916045715495753,461,53476
462,0.0004396545347554459,462,53592
463,0.0004478689850013762,463,53708
464,0.00040808068213146753,464,53824
465,0.00032214320632528715,465,53940
466,0.00031605377641855115,466,54056
467,0.0003041102781403682,467,54172
468,0.00026687709563102957,468,54288
469,0.0002983770723994361,469,54404
470,0.00035819159301980763,470,54520
471,0.0003763615585863911,471,54636
472,0.00039217610631017696,472,54752
473,0.0003491562904155976,473,54868
474,0.0003823356372379405,474,54984
475,0.00039510687945934486,475,55100
476,0.0003729572910889656,476,55216
477,0.0003323758087023232,477,55332
478,0.0002902182698532596,478,55448
479,0.00034133665316612993,479,55564
480,0.00041062293862431654,480,55680
481,0.00043669404282248303,481,55796
482,0.00044418629477918636,482,55912
483,0.0003815662661177388,483,56028
484,0.00030349497652104596,484,56144
485,0.0002937656151534296,485,56260
486,0.0003109550191364441,486,56376
487,0.0003043156274361303,487,56492
488,0.00028334823889411553,488,56608
489,0.00035178829470419726,489,56724
490,0.00038138303489784753,490,56840
491,0.00035784023616752814,491,56956
492,0.00032191612640358747,492,57072
493,0.0003402158759164553,493,57188
494,0.00036538980099251606,494,57304
495,0.00038990956414836075,495,57420
496,0.000374374955037976,496,57536
497,0.00031318242604791435,497,57652
498,0.00026305370143792084,498,57768
499,0.0003346439424550818,499,57884
500,0.0003875525120816403,500,58000
501,0.00041202432118858656,501,58116
502,0.0003989446509247152,502,58232
503,0.00034407524131171985,503,58348
504,0.00027135665281632915,504,58464
505,0.00029574456031822294,505,58580
506,0.00026164700922365336,506,58696
507,0.00023615749533006936,507,58812
508,0.0002967121513673121,508,58928
509,0.00034089376263141125,509,59044
510,0.00035355250376922776,510,59160
511,0.00035204385057094334,511,59276
512,0.00032431900959692395,512,59392
513,0.0003638852468351439,513,59508
514,0.0003665745210560678,514,59624
515,0.0003392848362427092,515,59740
516,0.0002938005133636956,516,59856
517,0.0002639187796106557,517,59972
518,0.00033069136496285956,518,60088
519,0.0003872149471473296,519,60204
520,0.00040698077107118036,520,60320
521,0.0004076700393846333,521,60436
522,0.00034687606262670534,522,60552
523,0.0002762365487257723,523,60668
524,0.00027321628271820275,524,60784
525,0.0002875132481130749,525,60900
526,0.0002808244653103309,526,61016
527,0.0002612887002978459,527,61132
528,0.0003231549295392433,528,61248
529,0.00035235931845054025,529,61364
530,0.0003335797551224928,530,61480
531,0.00030041759888155273,531,61596
532,0.0003124796803043728,532,61712
533,0.0003353175562249844,533,61828
534,0.00036163186097595834,534,61944
535,0.00035397055917563147,535,62060
536,0.0003054430324818669,536,62176
537,0.00022854328458019046,537,62292
538,0.00029655228206174056,538,62408
539,0.00034993874543132186,539,62524
540,0.00038031199586718856,540,62640
541,0.0003789555389502042,541,62756
542,0.0003403545486615478,542,62872
543,0.00026643343075147263,543,62988
544,0.0002699449418169797,544,63104
545,0.00025872774459623216,545,63220
546,0.00022397995046496977,546,63336
547,0.0002497692604304935,547,63452
548,0.0003027774519776816,548,63568
549,0.0003167377146864603,549,63684
550,0.0003341493776105875,550,63800
551,0.0003071432127180751,551,63916
552,0.000323586091685063,552,64032
553,0.0003424806742877706,553,64148
554,0.0003318415664773644,554,64264
555,0.0003039371026387072,555,64380
556,0.0002580215611106551,556,64496
557,0.00025706147457982276,557,64612
558,0.0003313481981435107,558,64728
559,0.00036640673188229056,559,64844
560,0.00038506312499833606,560,64960
561,0.0003634887863858405,561,65076
562,0.0002926780219942582,562,65192
563,0.0002514512486057052,563,65308
564,0.000260912750707859,564,65424
565,0.0002661916713410095,565,65540
566,0.00025830390896888766,566,65656
567,0.00024969957936191167,567,65772
568,0.0003054080065816034,568,65888
569,0.0003225233054280352,569,66004
570,0.0003008092925816386,570,66120
571,0.00027492825206851257,571,66236
572,0.0002895798800162941,572,66352
573,0.0003196276722107483,573,66468
574,0.0003420620364950888,574,66584
575,0.00033107803146134596,575,66700
576,0.00028299149171420734,576,66816
577,0.00021111296026821158,577,66932
578,0.0002750037459818555,578,67048
579,0.0003273277655103102,579,67164
580,0.0003579772206209475,580,67280
581,0.000358323198111854,581,67396
582,0.00032349869672138043,582,67512
583,0.00025622410084069625,583,67628
584,0.0002483750783537908,584,67744
585,0.00023917939595516358,585,67860
586,0.00021846680038664634,586,67976
587,0.0002240396883189666,587,68092
588,0.00026795774395488303,588,68208
589,0.00029178662319148674,589,68324
590,0.000316280944667624,590,68440
591,0.0002996662416103746,591,68556
592,0.00028905183721850136,592,68672
593,0.00031305756475144553,593,68788
594,0.00031174117505419763,594,68904
595,0.00029700505835000834,595,69020
596,0.0002565746526495549,596,69136
597,0.0002381395628294758,597,69252
598,0.0002850684725684005,598,69368
599,0.0003284300021182962,599,69484
600,0.0003526125181769202,600,69600
601,0.0003488107975497534,601,69716
602,0.0002985660598448514,602,69832
603,0.0002629349888420285,603,69948
604,0.0002242012283778516,604,70064
605,0.00024573950549622303,605,70180
606,0.00025450598354517795,606,70296
607,0.0002246966387882965,607,70412
608,0.0002522374341561162,608,70528
609,0.00028799058526859933,609,70644
610,0.00028829452825221424,610,70760
611,0.0002830199343996087,611,70876
612,0.000245194124636694,612,70992
613,0.00027842847380832314,613,71108
614,0.00031546817692829077,614,71224
615,0.0003252589749680179,615,71340
616,0.00030078206658387674,616,71456
617,0.0002451220507356522,617,71572
618,0.00020812437892325786,618,71688
619,0.0002713161541584297,619,71804
620,0.00031985779647802914,620,71920
621,0.0003438601359241067,621,72036
622,0.00033570290833728755,622,72152
623,0.0002940127423830263,623,72268
624,0.00023462055838430196,624,72384
625,0.0002275675671771782,625,72500
626,0.00021044748046417094,626,72616
627,0.00021952935162058984,627,72732
628,0.00021533346112176388,628,72848
629,0.0002393319347250844,629,72964
630,0.00028224298494369804,630,73080
631,0.00030283173093145765,631,73196
632,0.000281568332517218,632,73312
633,0.0002635157102357788,633,73428
634,0.0002850391397005436,634,73544
635,0.00029019176378020095,635,73660
636,0.0002813276372876927,636,73776
637,0.00025168665118777134,637,73892
638,0.00023263678648452468,638,74008
639,0.0002549609889785365,639,74124
640,0.00029505886612421484,640,74240
641,0.00032397408210260714,641,74356
642,0.0003195322225198749,642,74472
643,0.00028291955936018964,643,74588
644,0.00026435507931327207,644,74704
645,0.00020868138887464305,645,74820
646,0.00023195431038341985,646,74936
647,0.00024371610620005368,647,75052
648,0.00021930611762580043,648,75168
649,0.00021039449428511547,649,75284
650,0.00025014105432272227,650,75400
651,0.000268361281627133,651,75516
652,0.0002757281343003237,652,75632
653,0.00023675644640316906,653,75748
654,0.0002497666273943433,654,75864
655,0.0002924808867816042,655,75980
656,0.00030963010469037267,656,76096
657,0.0002953782807446903,657,76212
658,0.00025257023120722755,658,76328
659,0.0001923636989291655,659,76444
660,0.0002282014272051991,660,76560
661,0.0002858819030077675,661,76676
662,0.0003215417060940251,662,76792
663,0.00032671342521894964,663,76908
664,0.0002995262393862552,664,77024
665,0.00025969709541084907,665,77140
666,0.00019569783414763453,666,77256
667,0.00019210348834586277,667,77372
668,0.00021841742179257162,668,77488
669,0.00021153629215742153,669,77604
670,0.0002021225289154105,670,77720
671,0.0002432667935571009,671,77836
672,0.0002825870058885682,672,77952
673,0.0002841359682402844,673,78068
674,0.0002461161963262515,674,78184
675,0.00024362118125378918,675,78300
676,0.00026668565884607753,676,78416
677,0.00027715065297839736,677,78532
678,0.00026300983876359485,678,78648
679,0.00024452656183465704,679,78764
680,0.00021837593890189355,680,78880
681,0.0002356299303716003,681,78996
682,0.0002712510561612702,682,79112
683,0.00029241042766195435,683,79228
684,0.000285547760057403,684,79344
685,0.0002801557253424569,685,79460
686,0.00024592817412394385,686,79576
687,0.0002024748165476986,687,79692
688,0.00022406394413063135,688,79808
689,0.00022602133994512053,689,79924
690,0.00019698249206287488,690,80040
691,0.00018088225104251343,691,80156
692,0.00022044524261452536,692,80272
693,0.0002592527182748994,693,80388
694,0.00025698124373038644,694,80504
695,0.00022538503511923547,695,80620
696,0.00023850654845533614,696,80736
697,0.0002776905387660289,697,80852
698,0.0002906691262176131,698,80968
699,0.0002761795197132044,699,81084
700,0.00023915831936188736,700,81200
701,0.00018960183839988876,701,81316
702,0.00020706662614403126,702,81432
703,0.000266321896428251,703,81548
704,0.0003021002240380932,704,81664
705,0.00030786013053596406,705,81780
706,0.0002906259367249364,706,81896
707,0.0002613163454626699,707,82012
708,0.00019771272375476712,708,82128
709,0.00018306590179334448,709,82244
710,0.00021434770272046877,710,82360
711,0.0002061661586302277,711,82476
712,0.0001757852986963293,712,82592
713,0.00021725653085663543,713,82708
714,0.0002600563745293605,714,82824
715,0.0002676499430159518,715,82940
716,0.00024105774321453444,716,83056
717,0.00020439266530530853,717,83172
718,0.0002455245393286898,718,83288
719,0.00025647381720403373,719,83404
720,0.00026176543809244834,720,83520
721,0.0002558225716264295,721,83636
722,0.00022832457472543588,722,83752
723,0.00018496887951216512,723,83868
724,0.0002236313997683037,724,83984
725,0.00025396710915723264,725,84100
726,0.0002726523661083502,726,84216
727,0.0002771972338333206,727,84332
728,0.0002643289142279792,728,84448
729,0.00023140773762703182,729,84564
730,0.00019422636209862065,730,84680
731,0.00020728532147920586,731,84796
732,0.00019414238024909047,732,84912
733,0.0001616451398743779,733,85028
734,0.00017541458676809119,734,85144
735,0.00022568624632771095,735,85260
736,0.00023913421340451824,736,85376
737,0.0002363926457011889,737,85492
738,0.00022524990338920747,738,85608
739,0.00023835076496619978,739,85724
740,0.00026307476081893766,740,85840
741,0.0002648584685629729,741,85956
742,0.0002471537267649815,742,86072
743,0.00021562572437844318,743,86188
744,0.00018836088071025325,744,86304
745,0.00020899456319392606,745,86420
746,0.00025840798050008607,746,86536
747,0.0002820858071693466,747,86652
748,0.0002848978815047365,748,86768
749,0.00027661687095401066,749,86884
750,0.00023397291535004472,750,87000
751,0.00018745639415720938,751,87116
752,0.00018615015935977142,752,87232
753,0.00019929181338432245,753,87348
754,0.00019687956503677828,754,87464
755,0.00017730364513074415,755,87580
756,0.00020472596652879038,756,87696
757,0.00023710076673999492,757,87812
758,0.00023995694025827352,758,87928
759,0.0002180538673173804,759,88044
760,0.00019404678634646344,760,88160
761,0.00022213872904694454,761,88276
762,0.00024400418995593198,762,88392
763,0.0002603983921871389,763,88508
764,0.0002560507249243782,764,88624
765,0.00022759680123043968,765,88740
766,0.00017830563248097397,766,88856
767,0.00019177270294576387,767,88972
768,0.00023264951125293032,768,89088
769,0.00026262858328096605,769,89204
770,0.00027596554489656144,770,89320
771,0.0002677468886962131,771,89436
772,0.0002362665599549285,772,89552
773,0.00018490002522564275,773,89668
774,0.00018469118061195666,774,89784
775,0.0001746253543815357,775,89900
776,0.0001673752572815268,776,90016
777,0.00016167861930505012,777,90132
778,0.00019245912564874734,778,90248
779,0.00021327832341527797,779,90364
780,0.00023721238907306597,780,90480
781,0.00023476776608899463,781,90596
782,0.00020430692075823487,782,90712
783,0.00023001428727789652,783,90828
784,0.00023926450543373945,784,90944
785,0.00023645385289247645,785,91060
786,0.00022079237864358614,786,91176
787,0.00019817598757168597,787,91292
788,0.00018615536102267738,788,91408
789,0.00021639746871465748,789,91524
790,0.0002450118859324557,790,91640
791,0.0002630635923664415,791,91756
792,0.0002604829572059597,792,91872
793,0.0002327210581082595,793,91988
794,0.0002169270414805191,794,92104
795,0.00017964319091751113,795,92220
796,0.00018190973680309863,796,92336
797,0.00019784931632035874,797,92452
798,0.00018754590429265194,798,92568
799,0.0001565298593728115,799,92684
800,0.0001900707454777495,800,92800
801,0.00020859437698819705,801,92916
802,0.00022223488114886392,802,93032
803,0.0002121054747132589,803,93148
804,0.0001769804545173892,804,93264
805,0.00021864286223771678,805,93380
806,0.0002469167547873574,806,93496
807,0.0002545502115531839,807,93612
808,0.00023922978952828355,808,93728
809,0.00020418271187322423,809,93844
810,0.0001594203074484768,810,93960
811,0.0001861806365832941,811,94076
812,0.00023208057340395882,812,94192
813,0.0002619098198704539,813,94308
814,0.0002694140474377438,814,94424
815,0.0002529033493749999,815,94540
816,0.00022397064585538695,816,94656
817,0.0001804774392422659,817,94772
818,0.00015282317826190162,818,94888
819,0.0001737191233971147,819,95004
820,0.00018038753200169677,820,95120
821,0.00015485389773492453,821,95236
822,0.0001769425396262736,822,95352
