step,BattleShip2/conv,BattleShip2/iters,BattleShip2/nodes_touched
189,0.011206732315443502,189,3806082
190,0.011855748748626882,190,3826220
191,0.012813907477839892,191,3846358
192,0.013632733012228948,192,3866496
193,0.013987140126556108,193,3886634
194,0.014681043970928898,194,3906772
195,0.01483581546165591,195,3926910
196,0.014614248175470135,196,3947048
197,0.014984746170302488,197,3967186
198,0.014809492054586815,198,3987324
199,0.014479700967401254,199,4007462
200,0.014082242739230366,200,4027600
201,0.013855931286420042,201,4047738
202,0.01346642386719038,202,4067876
203,0.012705187089405934,203,4088014
204,0.011863445878952605,204,4108152
205,0.011513699133795907,205,4128290
206,0.010925705364314253,206,4148428
207,0.010844439711993614,207,4168566
208,0.010386941815462125,208,4188704
209,0.010184374028132603,209,4208842
210,0.010422903562712527,210,4228980
211,0.010658937272411184,211,4249118
212,0.010449347688482047,212,4269256
213,0.00980933274544915,213,4289394
214,0.009828443418316346,214,4309532
215,0.010067191390317087,215,4329670
216,0.010094584411699636,216,4349808
217,0.010034490913157945,217,4369946
218,0.010778441382334969,218,4390084
219,0.01151507374948546,219,4410222
220,0.011948711969757497,220,4430360
221,0.012163492473879156,221,4450498
222,0.012167053162493557,222,4470636
223,0.011963722743340954,223,4490774
224,0.011928055958385086,224,4510912
225,0.012168994858992477,225,4531050
226,0.01208382952415532,226,4551188
227,0.011829232806375045,227,4571326
228,0.011787386290150415,228,4591464
229,0.012220201624040417,229,4611602
230,0.012496670195826232,230,4631740
231,0.012428227719773144,231,4651878
232,0.011906741566703571,232,4672016
233,0.01103638812558222,233,4692154
234,0.010123256294994443,234,4712292
235,0.00935929856296236,235,4732430
236,0.008814851526501188,236,4752568
237,0.009073159913894402,237,4772706
238,0.008851934811150208,238,4792844
239,0.008696728565681544,239,4812982
240,0.008279533232495528,240,4833120
241,0.008106151103576154,241,4853258
242,0.007901366290781031,242,4873396
243,0.008371813097589165,243,4893534
244,0.008871752461188043,244,4913672
245,0.009368095014591349,245,4933810
246,0.009567137957569583,246,4953948
247,0.00956779847508249,247,4974086
248,0.010322952448943101,248,4994224
249,0.010761290734970508,249,5014362
250,0.010720181521117256,250,5034500
251,0.010559418712069113,251,5054638
252,0.010361582840122896,252,5074776
253,0.01073827844194325,253,5094914
254,0.01070727022486162,254,5115052
255,0.010215372691915359,255,5135190
256,0.009275238114464734,256,5155328
257,0.008152751721644091,257,5175466
258,0.008335357818704148,258,5195604
259,0.008934222915077339,259,5215742
260,0.009408239118700035,260,5235880
261,0.009587170302941705,261,5256018
262,0.009839059669241479,262,5276156
263,0.009941898347852307,263,5296294
264,0.010161187834302476,264,5316432
265,0.009902679208410425,265,5336570
266,0.00924207220204093,266,5356708
267,0.008301201940256908,267,5376846
268,0.007918182043125721,268,5396984
269,0.007663001720933149,269,5417122
270,0.008473339445578487,270,5437260
271,0.00904671414515501,271,5457398
272,0.009498545417732762,272,5477536
273,0.009761104212165972,273,5497674
274,0.009732331508285896,274,5517812
275,0.009622976890239443,275,5537950
276,0.009748180391656147,276,5558088
277,0.009941710318575103,277,5578226
278,0.010017370784357993,278,5598364
279,0.009902701382608847,279,5618502
280,0.00962879867139288,280,5638640
281,0.00915826331204872,281,5658778
282,0.008829212220566096,282,5678916
283,0.008386857720370067,283,5699054
284,0.007733939066646434,284,5719192
285,0.007455769447643867,285,5739330
286,0.007824653272641369,286,5759468
287,0.008234631238446699,287,5779606
288,0.008254597194992663,288,5799744
289,0.007848378417007806,289,5819882
290,0.007575666191439623,290,5840020
291,0.007312211997445139,291,5860158
292,0.006899761571612872,292,5880296
293,0.006438429216107711,293,5900434
294,0.006805734390348095,294,5920572
295,0.007037101767324361,295,5940710
296,0.0072964184503313545,296,5960848
297,0.007422887660457955,297,5980986
298,0.007595141077352596,298,6001124
299,0.007937470579656491,299,6021262
300,0.008122216178726938,300,6041400
301,0.00810681589631268,301,6061538
302,0.008118865256614816,302,6081676
303,0.008179040592824427,303,6101814
304,0.008421956342829107,304,6121952
305,0.00845471341208992,305,6142090
306,0.008251898538028601,306,6162228
307,0.007961402658722971,307,6182366
308,0.007997230631156094,308,6202504
309,0.00787537456946924,309,6222642
310,0.007589625488225338,310,6242780
311,0.007422330375343622,311,6262918
312,0.00718452000325015,312,6283056
313,0.006897341818852598,313,6303194
314,0.00645647406064237,314,6323332
315,0.006368564650703568,315,6343470
316,0.006506893623308807,316,6363608
317,0.006793734365319493,317,6383746
318,0.007061501390178693,318,6403884
319,0.007142597664412997,319,6424022
320,0.006991252814109061,320,6444160
321,0.006555234022833034,321,6464298
322,0.006034195313673663,322,6484436
323,0.005973562175137115,323,6504574
324,0.006276992527282421,324,6524712
325,0.0064606310729332095,325,6544850
326,0.00643522760710552,326,6564988
327,0.0063894303283718035,327,6585126
328,0.006591180408896169,328,6605264
329,0.0071948202574027564,329,6625402
330,0.007680125392449666,330,6645540
331,0.007975390593782994,331,6665678
332,0.008131404718558777,332,6685816
333,0.007972264686802844,333,6705954
334,0.0075162525191583285,334,6726092
335,0.007187468498498051,335,6746230
336,0.0072218581545958616,336,6766368
337,0.007285003539316104,337,6786506
338,0.007356565985105978,338,6806644
339,0.007251303056967362,339,6826782
340,0.006919671878399258,340,6846920
341,0.006601275130258988,341,6867058
342,0.006304761496014499,342,6887196
343,0.006248512374006754,343,6907334
344,0.006403651384969566,344,6927472
345,0.00632337303160152,345,6947610
346,0.006200289779127122,346,6967748
347,0.006234547281879832,347,6987886
348,0.0061867452835783765,348,7008024
349,0.006135800763337196,349,7028162
350,0.006037802081068966,350,7048300
351,0.00593673021723895,351,7068438
352,0.00615390550138839,352,7088576
353,0.00657372160922276,353,7108714
354,0.0071526225990715675,354,7128852
355,0.007558413727106195,355,7148990
356,0.007762909120254624,356,7169128
357,0.0076799025882052785,357,7189266
358,0.0073834709450411595,358,7209404
359,0.006892855113215968,359,7229542
360,0.006401242301731114,360,7249680
361,0.006513910432494829,361,7269818
362,0.006985921255012129,362,7289956
363,0.007265977035617099,363,7310094
364,0.0074131133938531435,364,7330232
365,0.0075620027899904185,365,7350370
366,0.007520405669501629,366,7370508
367,0.007229988952225319,367,7390646
368,0.0067015801057793145,368,7410784
369,0.006294342833864763,369,7430922
370,0.006251209583967798,370,7451060
371,0.0062541676290003845,371,7471198
372,0.006089194195335601,372,7491336
373,0.006040405406835869,373,7511474
374,0.005906060630481158,374,7531612
375,0.005601368214243896,375,7551750
376,0.005267370610472499,376,7571888
377,0.005249640012579382,377,7592026
378,0.005316275790229419,378,7612164
379,0.005416831103129627,379,7632302
380,0.005628252783102361,380,7652440
381,0.005664573413466267,381,7672578
382,0.0055574242077681135,382,7692716
383,0.006020729230850785,383,7712854
384,0.006308316005552539,384,7732992
385,0.006335194992145132,385,7753130
386,0.006536745875902972,386,7773268
387,0.006590545880833798,387,7793406
388,0.0066676594173632475,388,7813544
389,0.006576671899974074,389,7833682
390,0.006399181361627593,390,7853820
391,0.006117582319427828,391,7873958
392,0.006140038486821986,392,7894096
393,0.00616193883798033,393,7914234
394,0.006158199005666887,394,7934372
395,0.006155535211571805,395,7954510
396,0.00608924215543416,396,7974648
397,0.005991458111850978,397,7994786
398,0.005786787236334856,398,8014924
399,0.00568143677853461,399,8035062
400,0.005598783953675968,400,8055200
401,0.005600265170324248,401,8075338
402,0.0055324533247602115,402,8095476
403,0.005580170716998567,403,8115614
404,0.00558908979006062,404,8135752
405,0.005503554925986087,405,8155890
406,0.005423858147785732,406,8176028
407,0.005398832187584635,407,8196166
408,0.0052866835573764925,408,8216304
409,0.005497081003803694,409,8236442
410,0.005794361361897815,410,8256580
411,0.006047225804042211,411,8276718
412,0.006169944243515912,412,8296856
413,0.00611491315812096,413,8316994
414,0.006051253795453793,414,8337132
415,0.00594952538582183,415,8357270
416,0.005816608317126715,416,8377408
417,0.005541819739455611,417,8397546
418,0.005267826764148886,418,8417684
419,0.005308755374773766,419,8437822
420,0.005160505236434965,420,8457960
421,0.004815430126359543,421,8478098
422,0.00490024488641555,422,8498236
423,0.005059258374434772,423,8518374
424,0.005336028240826629,424,8538512
425,0.005607277539400879,425,8558650
426,0.005929987771560508,426,8578788
427,0.006128652876610352,427,8598926
428,0.006209408499089353,428,8619064
429,0.006270655344972509,429,8639202
430,0.006243555818588431,430,8659340
431,0.006117025716427915,431,8679478
432,0.0061099417165343395,432,8699616
433,0.006034026205899823,433,8719754
434,0.005827622907370378,434,8739892
435,0.00586842970786311,435,8760030
436,0.006133648808231251,436,8780168
437,0.00622802718567339,437,8800306
438,0.006209398489144757,438,8820444
439,0.0061897142804678285,439,8840582
440,0.006041774440935954,440,8860720
441,0.005718476388183236,441,8880858
442,0.005542044250766376,442,8900996
443,0.00568166442950957,443,8921134
444,0.005721976078347679,444,8941272
445,0.005851051126776086,445,8961410
446,0.005904025516145162,446,8981548
447,0.005866470416494851,447,9001686
448,0.0056291625331647555,448,9021824
449,0.005203810468223158,449,9041962
450,0.004795353800801483,450,9062100
451,0.004706239444101423,451,9082238
452,0.00450798423901605,452,9102376
453,0.004432520815993324,453,9122514
454,0.0045975671326661804,454,9142652
455,0.004726678692013042,455,9162790
456,0.004713336407339119,456,9182928
457,0.0048377046432197535,457,9203066
458,0.004953676589852685,458,9223204
459,0.005122214793358115,459,9243342
460,0.0051658566521005644,460,9263480
461,0.0050185671615256555,461,9283618
462,0.004727529702184263,462,9303756
463,0.004376031978784001,463,9323894
464,0.004172859326937894,464,9344032
465,0.004182418993576131,465,9364170
466,0.004247699134497462,466,9384308
467,0.0042478440825129415,467,9404446
468,0.004186341376271441,468,9424584
469,0.004210412386319029,469,9444722
470,0.004236189879327945,470,9464860
471,0.00441058701494329,471,9484998
472,0.004546384614294241,472,9505136
473,0.004689235436844574,473,9525274
474,0.004727676604095898,474,9545412
475,0.004758087685359069,475,9565550
476,0.004719235618196982,476,9585688
477,0.004596170953542478,477,9605826
478,0.004806430805126105,478,9625964
479,0.0050083180067574395,479,9646102
480,0.005073324946828439,480,9666240
481,0.005052016409480609,481,9686378
482,0.005054395998830952,482,9706516
483,0.005020531916476612,483,9726654
484,0.004885276715005382,484,9746792
485,0.004937725596294573,485,9766930
486,0.0049181335454592245,486,9787068
487,0.0047673646323460606,487,9807206
488,0.004578054289885725,488,9827344
489,0.004404720186230615,489,9847482
490,0.004358729728261734,490,9867620
491,0.0042638983593507596,491,9887758
492,0.004189647617196257,492,9907896
493,0.0041978002799009095,493,9928034
494,0.004290126489924884,494,9948172
495,0.004299584861011674,495,9968310
496,0.004212775111210487,496,9988448
497,0.004103551729253474,497,10008586
498,0.004170328359214492,498,10028724
499,0.004220812547910624,499,10048862
500,0.004397917657704087,500,10069000
501,0.004531388827851535,501,10089138
502,0.004601710391455349,502,10109276
503,0.004565754860972826,503,10129414
504,0.0044988394974904145,504,10149552
505,0.004360877921304129,505,10169690
506,0.004396765798911073,506,10189828
507,0.004460907364027655,507,10209966
508,0.0045049842800082285,508,10230104
509,0.004552235658653037,509,10250242
510,0.004509302119390324,510,10270380
511,0.004417044471858533,511,10290518
512,0.004505240551821166,512,10310656
513,0.004768696469719558,513,10330794
514,0.005091377953483689,514,10350932
515,0.0052868273876639504,515,10371070
516,0.005334858787072627,516,10391208
517,0.0052828014328016315,517,10411346
518,0.005254978087720352,518,10431484
519,0.005185016804208797,519,10451622
520,0.005071940307157519,520,10471760
521,0.004894745804298439,521,10491898
522,0.004646341422881062,522,10512036
523,0.0043306966960618976,523,10532174
524,0.004150239155979785,524,10552312
525,0.0039420913822708625,525,10572450
526,0.0039432823397286265,526,10592588
527,0.004229327351810419,527,10612726
528,0.004361683099010694,528,10632864
529,0.0044618429109760105,529,10653002
530,0.004448150913579918,530,10673140
531,0.004323809905677822,531,10693278
532,0.004331587815323168,532,10713416
533,0.00423805675421296,533,10733554
534,0.004398579722321272,534,10753692
535,0.004489457230361538,535,10773830
536,0.004513326044566446,536,10793968
537,0.004418012339901356,537,10814106
538,0.004428661756181451,538,10834244
539,0.004482977524582876,539,10854382
540,0.004490749535598582,540,10874520
541,0.004458899938868888,541,10894658
542,0.00458886940187575,542,10914796
543,0.004634897810525895,543,10934934
544,0.004587801620081211,544,10955072
545,0.004553611926494949,545,10975210
546,0.004386762230761565,546,10995348
547,0.004376926185628349,547,11015486
548,0.004354018352043798,548,11035624
549,0.004192925397585812,549,11055762
550,0.003974123533418583,550,11075900
551,0.003805619102138502,551,11096038
552,0.00376313390919647,552,11116176
553,0.003715876493426584,553,11136314
554,0.0036802693639361728,554,11156452
555,0.0038837372072977883,555,11176590
556,0.0039653395475350295,556,11196728
557,0.0039580784971953165,557,11216866
558,0.0039218320682791186,558,11237004
559,0.0038507891126043914,559,11257142
560,0.0037896021659463153,560,11277280
561,0.0038639481766438166,561,11297418
562,0.003984088688408549,562,11317556
563,0.004040090834038945,563,11337694
564,0.004074662869495316,564,11357832
565,0.0040402348470891525,565,11377970
566,0.003906739824659666,566,11398108
567,0.0037954199841488956,567,11418246
568,0.003918407602360063,568,11438384
569,0.004293505911757756,569,11458522
570,0.004649173908264637,570,11478660
571,0.004911167346895118,571,11498798
572,0.005078928847190578,572,11518936
573,0.00508702732858346,573,11539074
574,0.004997689150594287,574,11559212
575,0.004897952477333933,575,11579350
576,0.004672531070473995,576,11599488
577,0.004344119573516769,577,11619626
578,0.003906760775310714,578,11639764
579,0.003773274472690824,579,11659902
580,0.0038334365200390352,580,11680040
581,0.003810758592792285,581,11700178
582,0.0038271096867519283,582,11720316
583,0.004081968479481224,583,11740454
584,0.004219646056111581,584,11760592
585,0.004208493250654366,585,11780730
586,0.004039801106542451,586,11800868
587,0.0038545640514014434,587,11821006
588,0.003734621854162845,588,11841144
589,0.0036408272033735534,589,11861282
590,0.0035113569913296505,590,11881420
591,0.0034186814791913323,591,11901558
592,0.003404142250977682,592,11921696
593,0.003356253026083167,593,11941834
594,0.0033645656875589403,594,11961972
595,0.0033059088616928523,595,11982110
596,0.0033393178745368957,596,12002248
597,0.0033622884158616695,597,12022386
598,0.0036572939219527423,598,12042524
599,0.004043264438700289,599,12062662
600,0.004373983955465288,600,12082800
601,0.004570097250028493,601,12102938
602,0.0046188564662841824,602,12123076
603,0.00457264847949318,603,12143214
604,0.004468983956745887,604,12163352
605,0.0044059164981627985,605,12183490
606,0.0043626405059759565,606,12203628
607,0.004249719899714177,607,12223766
608,0.004165615449523152,608,12243904
609,0.00404738785634845,609,12264042
610,0.004034118914162332,610,12284180
611,0.004022520898880777,611,12304318
612,0.003970859965465867,612,12324456
613,0.0038526992600252385,613,12344594
614,0.003691168291787672,614,12364732
615,0.0036646901249652863,615,12384870
616,0.0037312741007576866,616,12405008
617,0.0038827527624950564,617,12425146
618,0.003924676185335596,618,12445284
619,0.0039069136593931075,619,12465422
620,0.0038410564651847334,620,12485560
621,0.0037667765936285624,621,12505698
622,0.003619107363753482,622,12525836
623,0.003520400095462728,623,12545974
624,0.0036084940738327353,624,12566112
625,0.003856225119707013,625,12586250
626,0.004067506139380783,626,12606388
627,0.004163601836112862,627,12626526
628,0.004173337643639863,628,12646664
629,0.004103425894258883,629,12666802
630,0.0039545376810383726,630,12686940
631,0.00371591609387234,631,12707078
632,0.0034818461847713755,632,12727216
633,0.003477100990215143,633,12747354
634,0.0033999552357877327,634,12767492
635,0.0033907552288541254,635,12787630
636,0.0034124101189345057,636,12807768
637,0.003373048682269786,637,12827906
638,0.003499778421612587,638,12848044
639,0.003555345933341836,639,12868182
640,0.003561770751422555,640,12888320
641,0.0037005690079476294,641,12908458
642,0.0037509285454531693,642,12928596
643,0.0036806466538512606,643,12948734
644,0.0035130809378022265,644,12968872
645,0.0033618049953254014,645,12989010
646,0.003342705421309433,646,13009148
647,0.0035852218066213526,647,13029286
648,0.0037343382786220736,648,13049424
649,0.003784064983040125,649,13069562
650,0.0037658425884925517,650,13089700
651,0.003779454960401385,651,13109838
652,0.003751697512235863,652,13129976
653,0.0036589215782894535,653,13150114
654,0.003509674767816884,654,13170252
655,0.003426650560397315,655,13190390
656,0.0033892515944055623,656,13210528
657,0.003470142592136738,657,13230666
658,0.0035769904563,658,13250804
659,0.003697553492881256,659,13270942
660,0.0037445222118468457,660,13291080
661,0.0036850758620304847,661,13311218
662,0.0035509010714510625,662,13331356
663,0.003321756807348697,663,13351494
664,0.0030797525367191603,664,13371632
665,0.0029258408440986927,665,13391770
666,0.003069843788564064,666,13411908
667,0.0031469790789145358,667,13432046
668,0.0031597030469511234,668,13452184
669,0.0031003156889949923,669,13472322
670,0.0031275873101040963,670,13492460
671,0.003146520723142865,671,13512598
672,0.0032793192683555072,672,13532736
673,0.00334915784049572,673,13552874
674,0.0033887630925722445,674,13573012
675,0.003391450602256374,675,13593150
676,0.0035820224064827544,676,13613288
677,0.00365651492326563,677,13633426
678,0.0036249277955530124,678,13653564
679,0.0035143821339664316,679,13673702
680,0.003393726467757374,680,13693840
681,0.003284199782269015,681,13713978
682,0.0032163551090976794,682,13734116
683,0.0031807837360178226,683,13754254
684,0.0030997499131933393,684,13774392
685,0.0029814803000134393,685,13794530
686,0.0030028297165231033,686,13814668
687,0.0031793133058174994,687,13834806
688,0.003344295623427751,688,13854944
689,0.0034498967476944142,689,13875082
690,0.0034615304472244146,690,13895220
691,0.0034811725278579564,691,13915358
692,0.003461510869940343,692,13935496
693,0.003565958027557936,693,13955634
694,0.0037130130480628187,694,13975772
695,0.0037714944031825293,695,13995910
696,0.0037116385050212086,696,14016048
697,0.003685239246442207,697,14036186
698,0.0036785014569135077,698,14056324
699,0.0036503895571456946,699,14076462
700,0.003555757277140692,700,14096600
701,0.003440478319559792,701,14116738
702,0.003307514582653215,702,14136876
703,0.0032119358323218217,703,14157014
704,0.0031219214952091234,704,14177152
705,0.0030048533242117426,705,14197290
706,0.0028494074481170695,706,14217428
707,0.002678615427048059,707,14237566
708,0.0027457767301869995,708,14257704
709,0.002809932586969932,709,14277842
710,0.0028543489283966994,710,14297980
711,0.0028988340420366687,711,14318118
712,0.0030910720194479158,712,14338256
713,0.0032138400914428766,713,14358394
714,0.003259752541811045,714,14378532
715,0.003264291088702964,715,14398670
716,0.0033086040229685088,716,14418808
717,0.0034000586552812573,717,14438946
718,0.0034701309357202392,718,14459084
719,0.0035203192320483745,719,14479222
720,0.0034924726439938825,720,14499360
721,0.0033862497840210226,721,14519498
722,0.003354525554486454,722,14539636
723,0.003355826927361083,723,14559774
724,0.0034600113154016343,724,14579912
725,0.0035929060876522256,725,14600050
726,0.0036554266072614805,726,14620188
727,0.0037211576124013823,727,14640326
728,0.003768848199425079,728,14660464
729,0.003814673945706226,729,14680602
730,0.003832875901836452,730,14700740
731,0.0037759223190150237,731,14720878
732,0.0036651392341905953,732,14741016
733,0.00347367788720776,733,14761154
734,0.0032145475423825953,734,14781292
735,0.0030247153592456444,735,14801430
736,0.002874807657780254,736,14821568
737,0.0028095660335974992,737,14841706
738,0.002791793635151807,738,14861844
739,0.002781030064003265,739,14881982
740,0.0028750701020299196,740,14902120
741,0.0029596377080827185,741,14922258
742,0.0030061243767330326,742,14942396
743,0.003111883386241132,743,14962534
744,0.0031772029744673302,744,14982672
745,0.0032013221524849755,745,15002810
746,0.0031463981081084613,746,15022948
747,0.0030177805690360104,747,15043086
748,0.0029630591136246,748,15063224
749,0.0030140598142379127,749,15083362
750,0.003027346621176985,750,15103500
751,0.003066460823265671,751,15123638
752,0.003063881060259621,752,15143776
753,0.0030709863509513213,753,15163914
754,0.003089532894728353,754,15184052
755,0.0030605882690171726,755,15204190
756,0.003000412403327879,756,15224328
757,0.0029424779099387344,757,15244466
758,0.002841310263150487,758,15264604
759,0.002956941916143263,759,15284742
760,0.003054575443754759,760,15304880
761,0.0031574747984167706,761,15325018
762,0.0032316816554643357,762,15345156
763,0.003259412370902437,763,15365294
764,0.0033034893959228984,764,15385432
765,0.0033115458762686956,765,15405570
766,0.003305493242741264,766,15425708
767,0.003232387153663585,767,15445846
768,0.003146356371009351,768,15465984
769,0.003159280564545841,769,15486122
770,0.0032272636427339574,770,15506260
771,0.0033385156175670394,771,15526398
772,0.0034046421722461195,772,15546536
773,0.003411039823001283,773,15566674
774,0.0033679877021770555,774,15586812
775,0.0033340384515698207,775,15606950
776,0.003269129815752836,776,15627088
777,0.0032091402127047974,777,15647226
778,0.0031171866152311933,778,15667364
779,0.002999094192083107,779,15687502
780,0.002987654645153104,780,15707640
781,0.0030248659686905044,781,15727778
782,0.003087592109188686,782,15747916
783,0.0031057206140410742,783,15768054
784,0.0030424962450413817,784,15788192
785,0.002956254294121885,785,15808330
786,0.0029204126598016966,786,15828468
787,0.0028489935210206374,787,15848606
788,0.002816993176308069,788,15868744
789,0.002804536069043073,789,15888882
790,0.002901283999793447,790,15909020
791,0.00296813039800492,791,15929158
792,0.002977243999051027,792,15949296
793,0.003007806015796921,793,15969434
794,0.00304942639935063,794,15989572
795,0.0030310136617291428,795,16009710
796,0.0029687198388276825,796,16029848
797,0.0028576577301043793,797,16049986
798,0.00282820671665307,798,16070124
799,0.002801874528448267,799,16090262
800,0.002823704271549543,800,16110400
801,0.0028694563755176095,801,16130538
802,0.0028637546450520635,802,16150676
803,0.0028056349193298913,803,16170814
804,0.00273986010518823,804,16190952
805,0.002652413953652455,805,16211090
806,0.0025902398829633633,806,16231228
807,0.002544388399407904,807,16251366
808,0.0025909051378825154,808,16271504
809,0.0027557970759449213,809,16291642
