step,LeducPoker/conv,LeducPoker/iters,LeducPoker/nodes_touched
155,0.007080009628933702,155,2931670
156,0.0070966326299262,156,2950584
157,0.007083856703326452,157,2969498
158,0.007014147179208521,158,2988412
159,0.006866873286468296,159,3007326
160,0.006712907818690425,160,3026240
161,0.0066243327594562584,161,3045154
162,0.006546636192828484,162,3064068
163,0.006609534671749066,163,3082982
164,0.006839295870076784,164,3101896
165,0.006784418120228841,165,3120810
166,0.006640020777299888,166,3139724
167,0.006592123906643904,167,3158638
168,0.006377434795834858,168,3177552
169,0.006220809924039616,169,3196466
170,0.0062508774802679246,170,3215380
171,0.006091697709976182,171,3234294
172,0.005947073164151051,172,3253208
173,0.005869089875977229,173,3272122
174,0.0058200649422140704,174,3291036
175,0.00566062282868543,175,3309950
176,0.005476020527430417,176,3328864
177,0.005398147490460442,177,3347778
178,0.0053507199784874615,178,3366692
179,0.0053586993649616665,179,3385606
180,0.005368895974025345,180,3404520
181,0.005397314604207892,181,3423434
182,0.005457648560186282,182,3442348
183,0.0054274113895277365,183,3461262
184,0.005310023303693651,184,3480176
185,0.005323135653821323,185,3499090
186,0.005324799470957667,186,3518004
187,0.00531175846139581,187,3536918
188,0.005259185138592651,188,3555832
189,0.005242124333126236,189,3574746
190,0.005246908997135202,190,3593660
191,0.005187878991522954,191,3612574
192,0.005106977743616306,192,3631488
193,0.005109423070011054,193,3650402
194,0.005002682256544613,194,3669316
195,0.004924582897482446,195,3688230
196,0.004948559020627241,196,3707144
197,0.004966280799979919,197,3726058
198,0.004987113758194259,198,3744972
199,0.00507021423853507,199,3763886
200,0.004991256680480519,200,3782800
201,0.004940177067732851,201,3801714
202,0.0049473713971168315,202,3820628
203,0.004847260681957469,203,3839542
204,0.004841909267275457,204,3858456
205,0.004884163364462166,205,3877370
206,0.004786235956603491,206,3896284
207,0.004722096715991608,207,3915198
208,0.004654293617540883,208,3934112
209,0.0044572229238482725,209,3953026
210,0.004415417383515752,210,3971940
211,0.004343546450310501,211,3990854
212,0.004277377458729914,212,4009768
213,0.0042049126357510125,213,4028682
214,0.0041213467937559894,214,4047596
215,0.00403980979825691,215,4066510
216,0.003980903896813895,216,4085424
217,0.003932700634701913,217,4104338
218,0.003869664262287076,218,4123252
219,0.0037931131014105057,219,4142166
220,0.003748800656613885,220,4161080
221,0.0037441121617070583,221,4179994
222,0.003744287835269866,222,4198908
223,0.0037195612105221376,223,4217822
224,0.003703565516977869,224,4236736
225,0.0036527180623697753,225,4255650
226,0.003599436486589891,226,4274564
227,0.0035983800091503593,227,4293478
228,0.003578883463080648,228,4312392
229,0.003562833248868788,229,4331306
230,0.00358416266974787,230,4350220
231,0.0035848145205776144,231,4369134
232,0.0035996050762585746,232,4388048
233,0.0035951305550160906,233,4406962
234,0.0035627725848600827,234,4425876
235,0.0034975733777736356,235,4444790
236,0.003475561357340007,236,4463704
237,0.0035429464092258806,237,4482618
238,0.003498054510620477,238,4501532
239,0.003461830854403339,239,4520446
240,0.003448517743388571,240,4539360
241,0.003412624724062077,241,4558274
242,0.0034297004783485074,242,4577188
243,0.0034266130913375853,243,4596102
244,0.003400461471277594,244,4615016
245,0.003361128563534266,245,4633930
246,0.0033359950152628826,246,4652844
247,0.003302055589809866,247,4671758
248,0.00325612090988249,248,4690672
249,0.0032171308285526834,249,4709586
250,0.003178925202340907,250,4728500
251,0.003144087801598236,251,4747414
252,0.0031429893387222713,252,4766328
253,0.00314932031234727,253,4785242
254,0.0031347963170731963,254,4804156
255,0.0031208131107256787,255,4823070
256,0.003114885049365468,256,4841984
257,0.0031098832439248603,257,4860898
258,0.0031200922552484522,258,4879812
259,0.0031375811532627917,259,4898726
260,0.0031392223926227647,260,4917640
261,0.003167350911605263,261,4936554
262,0.0031472139271886274,262,4955468
263,0.003209418219933091,263,4974382
264,0.0031855912389149726,264,4993296
265,0.0031612856199417783,265,5012210
266,0.0032019861132211447,266,5031124
267,0.003153198626905329,267,5050038
268,0.0031058277727359918,268,5068952
269,0.0031094037336636127,269,5087866
270,0.003025959075672449,270,5106780
271,0.002958148407400149,271,5125694
272,0.00295528972759862,272,5144608
273,0.0028510907681216086,273,5163522
274,0.002799996586235684,274,5182436
275,0.002838471048260738,275,5201350
276,0.0027706137394155894,276,5220264
277,0.002750647615582885,277,5239178
278,0.0027251200574207463,278,5258092
279,0.002687974401109891,279,5277006
280,0.002651910636565835,280,5295920
281,0.00262302469625246,281,5314834
282,0.0025643072986573645,282,5333748
283,0.0025027051901022057,283,5352662
284,0.0024649797675136975,284,5371576
285,0.0024292750123250384,285,5390490
286,0.0024205016058081452,286,5409404
287,0.0024263566743567,287,5428318
288,0.0024027093534532834,288,5447232
289,0.002397055207171442,289,5466146
290,0.0024192421626507213,290,5485060
291,0.002401399769735156,291,5503974
292,0.0024094378357333163,292,5522888
293,0.0024221497780901463,293,5541802
294,0.002412574457537675,294,5560716
295,0.002409520603228188,295,5579630
296,0.0024039646119820984,296,5598544
297,0.0023633307092354866,297,5617458
298,0.0023403810219532195,298,5636372
299,0.002337888739435856,299,5655286
300,0.0023296348919080723,300,5674200
301,0.0022635260305994415,301,5693114
302,0.0022512336800051824,302,5712028
303,0.002262805344057317,303,5730942
304,0.0022207409813459617,304,5749856
305,0.002210210894564857,305,5768770
306,0.0022360329432763587,306,5787684
307,0.0021833788897519107,307,5806598
308,0.0021751573722847972,308,5825512
309,0.002181931042240834,309,5844426
310,0.002134151050404945,310,5863340
311,0.0021345363102572845,311,5882254
312,0.0021698620454394107,312,5901168
313,0.0021130477972655243,313,5920082
314,0.002093302151920551,314,5938996
315,0.0021009264111609416,315,5957910
316,0.0020483995127944243,316,5976824
317,0.002041457723547399,317,5995738
318,0.002070757031531603,318,6014652
319,0.0020302179327796877,319,6033566
320,0.002018159728989277,320,6052480
321,0.0020823832475335147,321,6071394
322,0.0020338008970376964,322,6090308
323,0.0020096571068881075,323,6109222
324,0.002047912967239107,324,6128136
325,0.001981004181151283,325,6147050
326,0.001961254909717089,326,6165964
327,0.0020202428208960788,327,6184878
328,0.0019473622089404702,328,6203792
329,0.001893013138826019,329,6222706
330,0.001901979832412512,330,6241620
331,0.0018337532299347314,331,6260534
332,0.0018202573664405503,332,6279448
333,0.0018199458762162973,333,6298362
334,0.001775003167178546,334,6317276
335,0.0017734417002922137,335,6336190
336,0.0017721799210594497,336,6355104
337,0.0017361895389365056,337,6374018
338,0.0017158139280776113,338,6392932
339,0.0017203019481981663,339,6411846
340,0.0016866197304701153,340,6430760
341,0.0016525494099249999,341,6449674
342,0.001658785879223773,342,6468588
343,0.0016379273438777153,343,6487502
344,0.0016031435106290542,344,6506416
345,0.0016469727385285543,345,6525330
346,0.0016239902752798324,346,6544244
347,0.0015966524449218256,347,6563158
348,0.001629563818074914,348,6582072
349,0.0015906504732783183,349,6600986
350,0.001580408284673769,350,6619900
351,0.0016373215442926359,351,6638814
352,0.0016047573168633186,352,6657728
353,0.0016144791094566957,353,6676642
354,0.0016540416367084448,354,6695556
355,0.001613318136199221,355,6714470
356,0.0016011791863508804,356,6733384
357,0.0016282822724282553,357,6752298
358,0.0015906686793576985,358,6771212
359,0.0015963009659109018,359,6790126
360,0.0016053373474876481,360,6809040
361,0.0015890992270725934,361,6827954
362,0.001574543583400638,362,6846868
363,0.0015791373248819351,363,6865782
364,0.0015578247414793356,364,6884696
365,0.0015461409904415635,365,6903610
366,0.0015353577231156657,366,6922524
367,0.0015136406130302482,367,6941438
368,0.001504516292584579,368,6960352
369,0.0014990293983440789,369,6979266
370,0.0014893796794499536,370,6998180
371,0.0014706500373557752,371,7017094
372,0.0014630451859941745,372,7036008
373,0.0014392942519730195,373,7054922
374,0.001407571324355969,374,7073836
375,0.001422820246980705,375,7092750
376,0.0013907921893390324,376,7111664
377,0.0013847682221173122,377,7130578
378,0.0014151174829208288,378,7149492
379,0.0013950638644807944,379,7168406
380,0.00138839225982193,380,7187320
381,0.001419784636342139,381,7206234
382,0.001382593980692022,382,7225148
383,0.0013628215950971523,383,7244062
384,0.0013670140168338674,384,7262976
385,0.001334073366507163,385,7281890
386,0.0013510139114977643,386,7300804
387,0.001360317461628957,387,7319718
388,0.0013453792691699301,388,7338632
389,0.001328950430059414,389,7357546
390,0.0013682224977503293,390,7376460
391,0.0013268369898344484,391,7395374
392,0.0013297651065345,392,7414288
393,0.001319323894677149,393,7433202
394,0.0013015608785868077,394,7452116
395,0.0013208325164454637,395,7471030
396,0.0013140555860911424,396,7489944
397,0.0013109512058884082,397,7508858
398,0.0012909126814879407,398,7527772
399,0.0012766087570135337,399,7546686
400,0.0012786702854495763,400,7565600
401,0.0012715607224114966,401,7584514
402,0.0012545269090270678,402,7603428
403,0.0012688855416134598,403,7622342
404,0.0012483966689287862,404,7641256
405,0.0012202450011672417,405,7660170
406,0.0012197469309294523,406,7679084
407,0.0012068587915698564,407,7697998
408,0.0011966932772459332,408,7716912
409,0.0012034727441927323,409,7735826
410,0.0012081109567532305,410,7754740
411,0.0011971061908401387,411,7773654
412,0.001197347003647306,412,7792568
413,0.0012016769356547469,413,7811482
414,0.0011844984941859482,414,7830396
415,0.0011953538023401489,415,7849310
416,0.0012156822358797559,416,7868224
417,0.0011984675562600328,417,7887138
418,0.001195339600810058,418,7906052
419,0.0012173898394259308,419,7924966
420,0.0012099738084585532,420,7943880
421,0.0011958314020234784,421,7962794
422,0.001232470945548736,422,7981708
423,0.001213421273025983,423,8000622
424,0.001186163019775588,424,8019536
425,0.0012127739539855437,425,8038450
426,0.0012086551375572463,426,8057364
427,0.0011869671772250928,427,8076278
428,0.001206018459731964,428,8095192
429,0.0011932054236776929,429,8114106
430,0.0011612852936979112,430,8133020
431,0.0011533390244094222,431,8151934
432,0.0011278488109919826,432,8170848
433,0.0011139726907622993,433,8189762
434,0.0011072211231561851,434,8208676
435,0.001097655222384808,435,8227590
436,0.0010817163306631739,436,8246504
437,0.0010694090821346952,437,8265418
438,0.0010706256042043033,438,8284332
439,0.0010646609619833491,439,8303246
440,0.0010626341372337034,440,8322160
441,0.001051917758431442,441,8341074
442,0.0010534130359653726,442,8359988
443,0.001033848769377621,443,8378902
444,0.0010581521142639522,444,8397816
445,0.0010347456882055517,445,8416730
446,0.0010204328005196661,446,8435644
447,0.0010246966939418956,447,8454558
448,0.0010223846061402364,448,8473472
449,0.0010242039463531083,449,8492386
450,0.0010025068047694874,450,8511300
451,0.0009972282002911753,451,8530214
452,0.0009913479770690126,452,8549128
453,0.0009893645501844461,453,8568042
454,0.0009947285544862766,454,8586956
455,0.0010041591069701733,455,8605870
456,0.0010095384116035333,456,8624784
457,0.0010088725818699351,457,8643698
458,0.0010049976652232312,458,8662612
459,0.0009884032613014515,459,8681526
460,0.000978528164835138,460,8700440
461,0.0009682577167415274,461,8719354
462,0.0009531310834739459,462,8738268
463,0.0009381754140310727,463,8757182
464,0.0009416345612722476,464,8776096
465,0.000933322239129189,465,8795010
466,0.0009353813211123302,466,8813924
467,0.0009401828323122863,467,8832838
468,0.000934916411309189,468,8851752
469,0.0009342472557425513,469,8870666
470,0.0009271087251186416,470,8889580
471,0.00092289518931786,471,8908494
472,0.000919062061337142,472,8927408
473,0.0009185910023337546,473,8946322
474,0.0009213834303615775,474,8965236
475,0.0009175484494666208,475,8984150
476,0.0009114037953198012,476,9003064
477,0.0009138513762799588,477,9021978
478,0.00091164114465829,478,9040892
479,0.0009137983922797299,479,9059806
480,0.0009360590423284076,480,9078720
481,0.0009364393864972204,481,9097634
482,0.0009464119430384055,482,9116548
483,0.0009492805324062409,483,9135462
484,0.0009741160886923839,484,9154376
485,0.0009817704453496667,485,9173290
486,0.0009883800264696707,486,9192204
487,0.0009862467290305266,487,9211118
488,0.0009871398453053376,488,9230032
489,0.0009876015287775541,489,9248946
490,0.000987585735494012,490,9267860
491,0.0009878112054722,491,9286774
492,0.0009982545163410433,492,9305688
493,0.00097106178151872,493,9324602
494,0.0009552148081792278,494,9343516
495,0.000966858156649944,495,9362430
496,0.0009333267466570261,496,9381344
497,0.0009118227390067513,497,9400258
498,0.0009181868576995794,498,9419172
499,0.0008934184126366818,499,9438086
500,0.000889063125878789,500,9457000
501,0.0008920252038834842,501,9475914
502,0.0008736794244368767,502,9494828
503,0.0008654238926077557,503,9513742
504,0.0008678315601950565,504,9532656
505,0.0008582329643626735,505,9551570
506,0.0008468081292605373,506,9570484
507,0.0008453955505848265,507,9589398
508,0.0008350152455490062,508,9608312
509,0.0008269727359713069,509,9627226
510,0.0008333678495069038,510,9646140
511,0.0008224417105242854,511,9665054
512,0.0008147791160307283,512,9683968
513,0.0008134014709913068,513,9702882
514,0.0008106614387705102,514,9721796
515,0.0008041514018064869,515,9740710
516,0.0007941692759335234,516,9759624
517,0.0007877702875002945,517,9778538
518,0.0007916965288024547,518,9797452
519,0.0007930575077583213,519,9816366
520,0.0007919984497743657,520,9835280
521,0.0008033308967234087,521,9854194
522,0.0007958559830130302,522,9873108
523,0.0007826360659186904,523,9892022
524,0.0007858545270729156,524,9910936
525,0.0007893833358089131,525,9929850
526,0.0007779397688949669,526,9948764
527,0.0007690696931629826,527,9967678
528,0.0007555162249338748,528,9986592
529,0.0007532211132937894,529,10005506
530,0.0007483997596719194,530,10024420
531,0.0007402611663732961,531,10043334
532,0.0007268247756774815,532,10062248
533,0.0007268347458063151,533,10081162
534,0.0007344383007935329,534,10100076
535,0.0007475555571690856,535,10118990
536,0.0007531689749416676,536,10137904
537,0.0007482041923042582,537,10156818
538,0.0007532582020252643,538,10175732
539,0.0007604729671788352,539,10194646
540,0.00076370053639091,540,10213560
541,0.0007694493093732269,541,10232474
542,0.0007741161574712774,542,10251388
543,0.0007764984185982815,543,10270302
544,0.0007811966468446313,544,10289216
545,0.0007774043560447863,545,10308130
546,0.0007946671872031824,546,10327044
547,0.0007874263436433299,547,10345958
548,0.000784960624803363,548,10364872
549,0.0008270619710027821,549,10383786
550,0.0008171854899045594,550,10402700
551,0.0008102123541285644,551,10421614
552,0.0008275425867805969,552,10440528
553,0.0008074937597972731,553,10459442
554,0.0007967494466830094,554,10478356
555,0.0008204310012797783,555,10497270
556,0.0007876299332528758,556,10516184
557,0.0007658907930713915,557,10535098
558,0.0007773109753316243,558,10554012
559,0.0007467277974735759,559,10572926
560,0.000725824215666776,560,10591840
561,0.0007324363035714487,561,10610754
562,0.0007122911904943741,562,10629668
563,0.0007013726950092503,563,10648582
564,0.0007062912466940241,564,10667496
565,0.0006935798850531416,565,10686410
566,0.0006857456549387853,566,10705324
567,0.0006814390453968588,567,10724238
568,0.0006727905911433074,568,10743152
569,0.0006655683490170983,569,10762066
570,0.0006605570557250834,570,10780980
571,0.0006502430107443585,571,10799894
572,0.000638273416487381,572,10818808
573,0.0006350139354057011,573,10837722
574,0.000628750033176223,574,10856636
575,0.0006213577697163145,575,10875550
576,0.0006258984991900085,576,10894464
577,0.0006170058844433488,577,10913378
578,0.0006149563892102333,578,10932292
579,0.0006257358479643607,579,10951206
580,0.000619374928612533,580,10970120
581,0.0006194781836887236,581,10989034
582,0.0006194373921959984,582,11007948
583,0.0006325420799353013,583,11026862
584,0.0006456820389555695,584,11045776
585,0.0006504601309458569,585,11064690
586,0.0006521089321060505,586,11083604
587,0.0006456045397338003,587,11102518
588,0.0006415432760383047,588,11121432
589,0.0006534558758671538,589,11140346
590,0.0006703011635438225,590,11159260
591,0.0006559556601458405,591,11178174
592,0.0006335360457687608,592,11197088
593,0.0006343594677973297,593,11216002
594,0.000639407353419108,594,11234916
595,0.0006330753590393784,595,11253830
596,0.0006159824827606242,596,11272744
597,0.000601515063430827,597,11291658
598,0.0006006251985662334,598,11310572
599,0.0006023672621406975,599,11329486
600,0.0005980751319306227,600,11348400
601,0.0005985346396832625,601,11367314
602,0.0005945750390762977,602,11386228
603,0.0005952397788053787,603,11405142
604,0.0006048965001245188,604,11424056
605,0.0006204190938110393,605,11442970
606,0.0006199217166093507,606,11461884
607,0.0006220113526211879,607,11480798
608,0.0006359314158678187,608,11499712
609,0.0006384328739354739,609,11518626
610,0.0006324085189678835,610,11537540
611,0.0006288195639980176,611,11556454
612,0.0006274933130866328,612,11575368
613,0.0006295993784402737,613,11594282
614,0.000629642419774451,614,11613196
615,0.0006380407426404555,615,11632110
616,0.0006425248673979089,616,11651024
617,0.0006408919934933754,617,11669938
618,0.0006452001000341046,618,11688852
619,0.0006411437588938473,619,11707766
620,0.0006448804589195833,620,11726680
621,0.000622537825802752,621,11745594
622,0.0006256285915423737,622,11764508
623,0.0006312837990666287,623,11783422
624,0.0006174510173719838,624,11802336
625,0.000620294570431279,625,11821250
626,0.0005979171833924851,626,11840164
627,0.0005849453711330721,627,11859078
628,0.0005810913333745421,628,11877992
629,0.0005700488750881305,629,11896906
630,0.0005702902001412102,630,11915820
631,0.0005580918200332463,631,11934734
632,0.000545782512307913,632,11953648
633,0.000540018179349247,633,11972562
634,0.0005374713095964156,634,11991476
635,0.0005337523238183733,635,12010390
636,0.0005331558402879993,636,12029304
637,0.0005278786543363861,637,12048218
638,0.000531054338965109,638,12067132
639,0.0005259547567484368,639,12086046
640,0.0005166785400338297,640,12104960
641,0.0005161969657524884,641,12123874
642,0.0005186747237074449,642,12142788
643,0.0005200764625546,643,12161702
644,0.0005153367398375297,644,12180616
645,0.0005099245942477015,645,12199530
646,0.0005076648361792072,646,12218444
647,0.0005145895125261354,647,12237358
648,0.0005240172474920007,648,12256272
649,0.0005424409027100646,649,12275186
650,0.0005486534387781281,650,12294100
651,0.000542437898702175,651,12313014
652,0.0005475049198032517,652,12331928
653,0.0005550514823180197,653,12350842
654,0.0005584378504845944,654,12369756
655,0.000556968121138951,655,12388670
656,0.0005499751627961458,656,12407584
657,0.0005408763521292659,657,12426498
658,0.0005404803845426784,658,12445412
659,0.0005451541510272939,659,12464326
660,0.0005348895932009712,660,12483240
661,0.0005165866237678562,661,12502154
662,0.000514553385689287,662,12521068
663,0.0005169046313205916,663,12539982
664,0.0005201828677568604,664,12558896
665,0.0005138027316373833,665,12577810
666,0.0005078447064662539,666,12596724
667,0.0005061479813710662,667,12615638
668,0.0005071026335462525,668,12634552
669,0.0005069907722947686,669,12653466
670,0.0005106146398536487,670,12672380
671,0.0005110168264280679,671,12691294
672,0.0005099638669610884,672,12710208
673,0.0005127363832496123,673,12729122
674,0.0005188723842462079,674,12748036
675,0.0005191990584747508,675,12766950
676,0.000519901054124583,676,12785864
677,0.0005200998509551497,677,12804778
678,0.0005265028560775403,678,12823692
679,0.0005179703866160512,679,12842606
680,0.0005131733223065066,680,12861520
681,0.0005075198401851971,681,12880434
682,0.0005139631655070864,682,12899348
683,0.0005191568070726515,683,12918262
684,0.0005220143776560049,684,12937176
685,0.000523215840890226,685,12956090
686,0.0005177895130959315,686,12975004
687,0.0005130832002960273,687,12993918
688,0.0005024877720923859,688,13012832
689,0.0004952307553587887,689,13031746
690,0.0004963995704705959,690,13050660
691,0.0004784551411210619,691,13069574
692,0.00047703394373554975,692,13088488
693,0.00047792630521920065,693,13107402
694,0.0004718116794876215,694,13126316
695,0.00047360491815862105,695,13145230
696,0.00047011207372994746,696,13164144
697,0.00047365540908844705,697,13183058
698,0.00047715031254308427,698,13201972
699,0.0004727945036993447,699,13220886
700,0.0004707720620254485,700,13239800
701,0.00046082003432651453,701,13258714
702,0.00045385980746993904,702,13277628
703,0.00045232510531044434,703,13296542
704,0.00044974559408478276,704,13315456
705,0.0004424582936186222,705,13334370
706,0.0004380756132839059,706,13353284
707,0.000444632078079564,707,13372198
708,0.00045350358986913364,708,13391112
709,0.00045284738360431426,709,13410026
710,0.000447931355622766,710,13428940
711,0.0004495553490148074,711,13447854
712,0.0004536651614769835,712,13466768
713,0.00045221331893536415,713,13485682
714,0.0004498225171922082,714,13504596
715,0.0004602805441262306,715,13523510
716,0.00045494256637517577,716,13542424
717,0.0004460748174725526,717,13561338
718,0.00045086462566164276,718,13580252
719,0.0004621764702329445,719,13599166
720,0.0004561030431124852,720,13618080
721,0.0004517267377033424,721,13636994
722,0.00045648831795837286,722,13655908
723,0.00046454948976121235,723,13674822
724,0.00046834420214515726,724,13693736
725,0.0004642895065654351,725,13712650
726,0.00046124890002303964,726,13731564
727,0.00045920833888953017,727,13750478
728,0.0004580013937880434,728,13769392
729,0.0004595451362996439,729,13788306
730,0.00046454727167512255,730,13807220
731,0.00046445738547441773,731,13826134
732,0.00045940714070891175,732,13845048
733,0.00045974026996131734,733,13863962
734,0.0004606540616541033,734,13882876
735,0.00045602485100076917,735,13901790
736,0.00044531068828725096,736,13920704
737,0.000442592459337976,737,13939618
738,0.0004471863207454324,738,13958532
739,0.0004462113551259028,739,13977446
740,0.0004452828785564966,740,13996360
741,0.00044910124849024957,741,14015274
742,0.0004502291566057942,742,14034188
743,0.0004476989361886785,743,14053102
744,0.0004467752089210575,744,14072016
745,0.0004432528146224024,745,14090930
746,0.0004348385298661439,746,14109844
747,0.0004318158182912285,747,14128758
748,0.000435229327104214,748,14147672
749,0.0004376833380233258,749,14166586
750,0.00043222543084638076,750,14185500
751,0.00042910388317496384,751,14204414
752,0.0004238016313951598,752,14223328
753,0.00042939739111447217,753,14242242
754,0.0004229112209670066,754,14261156
755,0.0004236047571119783,755,14280070
756,0.0004241059218945131,756,14298984
757,0.0004197407433410294,757,14317898
758,0.00042260163429697073,758,14336812
759,0.00041164156216133563,759,14355726
760,0.000413180238155772,760,14374640
761,0.0003965296385461947,761,14393554
762,0.00039533704531068137,762,14412468
763,0.0003919632029537601,763,14431382
764,0.0003931485364863929,764,14450296
765,0.00038480683187414044,765,14469210
766,0.0003824862633877088,766,14488124
767,0.0003749768506755846,767,14507038
768,0.00038742886741017363,768,14525952
769,0.0003878307706379064,769,14544866
770,0.00038853909537245324,770,14563780
771,0.0003803122011663898,771,14582694
772,0.0003784916134007693,772,14601608
773,0.0003811684716458555,773,14620522
774,0.0003905618839328273,774,14639436
775,0.00039455733878209637,775,14658350
776,0.0003816480523556459,776,14677264
777,0.0003784098088659149,777,14696178
778,0.00037632794102838985,778,14715092
779,0.0003790072031628969,779,14734006
780,0.00038124119743958296,780,14752920
781,0.0003837888014109059,781,14771834
782,0.0003868253509141245,782,14790748
783,0.000386307055842805,783,14809662
784,0.0003897095342445117,784,14828576
785,0.00038672034996939386,785,14847490
786,0.00038589766850646856,786,14866404
787,0.00038907032164613164,787,14885318
788,0.0003927206354041868,788,14904232
789,0.00040112568176317587,789,14923146
790,0.00040742115626539455,790,14942060
791,0.000402873543627405,791,14960974
792,0.0003980293772598148,792,14979888
793,0.00039569858202716246,793,14998802
794,0.0003934950148721805,794,15017716
