step,Subgame3/tau,Subgame3/alpha,Subgame3/beta,Subgame3/gamma,Subgame3/conv,Subgame3/iters
123,1,1.1964817777912604,-1.1643341559117328,4.992885339993077,0.1254453754425049,123
124,1,1.197905485390848,-1.1674153526196787,4.992821043492469,0.12127519607543945,124
125,1,1.1997941201135622,-1.1702728078313385,4.9927487879601,0.12752178192138672,125
126,1,1.205251675578398,-1.1713325493358764,4.992619721174027,0.12651610374450684,126
127,1,1.208247394041463,-1.173642772423705,4.992527743953193,0.12296870231628418,127
128,1,1.2103722766454488,-1.1764015114914352,4.992448515347288,0.1206078815460205,128
129,1,1.2128849061377944,-1.178972036003711,4.992362065804902,0.11651236534118653,129
130,1,1.2147524743961537,-1.1818797744839262,4.992285026238013,0.11507164478302002,130
131,1,1.2175659009302862,-1.1843132383941544,4.992191549557763,0.11087905883789062,131
132,1,1.2193264909265844,-1.1872943496287807,4.992114290936967,0.10965183734893799,132
133,1,1.2222009925569508,-1.1897122003786944,4.992017533272936,0.1056138277053833,133
134,1,1.223946749503983,-1.1927199282082699,4.991938514270311,0.10503934860229493,134
135,1,1.227069949499676,-1.1950247294864358,4.991835185978427,0.10046621322631837,135
136,1,1.2285178845740374,-1.1982058615282922,4.991759165342788,0.10038540840148925,136
137,1,1.231846578306963,-1.2004187414439158,4.991649810077451,0.09642342567443847,137
138,1,1.2334793027261437,-1.2035231270168407,4.99156851940388,0.09644018173217773,138
139,1,1.2368565800326112,-1.2057247956186172,4.991455633181189,0.09418432235717773,139
140,1,1.239208495058364,-1.2084705022380138,4.991359399677649,0.09355363368988037,140
141,1,1.2422952865490777,-1.2108384456173908,4.991248806576197,0.09123637676239013,141
142,1,1.2445905991346815,-1.21363032598066,4.991151033068967,0.0920494556427002,142
143,1,1.2483598236384477,-1.215652700112852,4.991025165082037,0.08994432926177978,143
144,1,1.2507446096644426,-1.2184127889692489,4.990923029262219,0.08928425788879395,144
145,1,1.2538168800602485,-1.220817018988951,4.990806823769772,0.08798328399658203,145
146,1,1.2565743280436714,-1.223395454814763,4.990694968537217,0.0883825159072876,146
147,1,1.2601719256869335,-1.225534578402809,4.9905657326690385,0.0860975742340088,147
148,1,1.2624331080760762,-1.228391998934005,4.990460266564018,0.0853595781326294,148
149,1,1.2654644319135646,-1.2308467936778231,4.990338601957862,0.08231995582580566,149
150,1,1.2672890825167942,-1.233955397157237,4.99023880259894,0.08389678478240967,150
151,1,1.2715342127786793,-1.2357739616531611,4.99009020952889,0.08275873184204102,151
152,1,1.2743539995432063,-1.2383638804561228,4.9899677757988385,0.07990434646606445,152
153,1,1.2762345056258342,-1.2414679426835729,4.989862542022347,0.07731567859649659,153
154,1,1.2782110808314417,-1.2445306875183242,4.989754048622217,0.07567150592803955,154
155,1,1.280691959013232,-1.2473297846079152,4.989633914704298,0.07347870349884034,155
156,1,1.2828263021818318,-1.250326318660303,4.989519334936138,0.07141977787017822,156
157,1,1.2850053328163342,-1.2533084776721508,4.989402364265904,0.06954874753952027,157
158,1,1.2872683653953225,-1.2562552639243925,4.989282138855953,0.06780006647109986,158
159,1,1.2895806607846165,-1.2591854225819978,4.989159323692766,0.06649451017379761,159
160,1,1.2921607083810707,-1.2619779747906885,4.989029220113059,0.0649546480178833,160
161,1,1.2945664053047024,-1.2648765656470455,4.988901142200087,0.06351583957672119,161
162,1,1.2970194558426065,-1.2677588737657013,4.988770363212847,0.06196362972259521,162
163,1,1.2993704597856421,-1.2707080266216504,4.988640096649544,0.06043245553970337,163
164,1,1.3017106491895776,-1.2736735500147196,4.98850836518252,0.05892673015594482,164
165,1,1.3040430668539509,-1.276653826775911,4.988375082442728,0.05763876438140869,165
166,1,1.3065163162305138,-1.2795651511095887,4.988236891234726,0.056273574829101565,166
167,1,1.308908092740748,-1.2825324976223231,4.988098716515965,0.05512791633605957,167
168,1,1.3114530767958144,-1.285423175873951,4.987955215575926,0.0539418363571167,168
169,1,1.3139473128487165,-1.2883524745008264,4.987810971459854,0.05289252758026123,169
170,1,1.3165373854142415,-1.2912369886216193,4.987662573657731,0.05185205221176147,170
171,1,1.3191194831525797,-1.2941356920673237,4.98751237189231,0.05100489854812622,171
172,1,1.3218554522955532,-1.2969556729687934,4.987356499581022,0.0501592206954956,172
173,1,1.3245826844032322,-1.299789381317481,4.987198724934485,0.04920169353485107,173
174,1,1.327197650971119,-1.3026956052415875,4.987041541477023,0.04841471195220947,174
175,1,1.3299560692908965,-1.3055267844374179,4.986878747745716,0.04769314765930176,175
176,1,1.3327666390432271,-1.3083352876270578,4.986712462961449,0.047038528919219974,176
177,1,1.3356334299151487,-1.3111185385265403,4.986542514623205,0.046093506813049315,177
178,1,1.3382112092912106,-1.3140776135810759,4.986377518571858,0.04540112614631653,178
179,1,1.3410235236343735,-1.3169077153334803,4.986204346212929,0.04457066059112549,179
180,1,1.3436881574502093,-1.3198318459663663,4.986032599998164,0.043871246576309204,180
181,1,1.3464743386660056,-1.3226924608440318,4.985855377684415,0.042923341989517215,181
182,1,1.3489903315031768,-1.3257198397020047,4.985682805726048,0.04212881565093994,182
183,1,1.35165110663544,-1.328670080792254,4.985504087671871,0.04132009983062744,183
184,1,1.3542822618219328,-1.3316458365949988,4.98532373111032,0.04060283422470093,184
185,1,1.357000280035756,-1.3345780548769322,4.9851385840068065,0.039530582427978515,185
186,1,1.3593004905035186,-1.3377670223951024,4.984962272272952,0.03868407130241394,186
187,1,1.36183450226621,-1.340825487876653,4.984777188975497,0.037875837087631224,187
188,1,1.3643944847648384,-1.3438768204659595,4.984588876768232,0.037191689014434814,188
189,1,1.367087646721819,-1.346856455517077,4.98439427497618,0.036189459562301636,189
190,1,1.3693688353781917,-1.3500923815488188,4.9842086493299345,0.035370638370513914,190
191,1,1.3718533634524865,-1.3532147228846343,4.984014733893737,0.034621704816818234,191
192,1,1.3744072833400167,-1.3563036375801922,4.983816183708822,0.03397783517837524,192
193,1,1.3770830251532116,-1.3593268823753784,4.983611374686353,0.033283312320709225,193
194,1,1.3796748200740834,-1.3624093622548505,4.983406208376451,0.032606587409973145,194
195,1,1.3822734874697726,-1.3654959657922574,4.98319801960308,0.032209463119506836,195
196,1,1.3852535047768884,-1.3683570113122308,4.982975532346928,0.031776891946792604,196
197,1,1.3881779921036232,-1.3712593114205336,4.982751586669014,0.03121066451072693,197
198,1,1.39090029556999,-1.374293466175783,4.98253067563935,0.030865877866744995,198
199,1,1.3939402203603752,-1.3771393559443965,4.9822968676119626,0.030574533939361572,199
200,1,1.3970574932893163,-1.3799443544103556,4.982057316276062,0.030136486291885378,200
201,1,1.3999498100751115,-1.3828956452705379,4.981821442372045,0.029936838150024413,201
202,1,1.403203134403502,-1.3856299160475956,4.981570714275428,0.029750070571899413,202
203,1,1.4064774413394119,-1.3883575566738853,4.981315680873087,0.029271042346954344,203
204,1,1.409294117000237,-1.3913771535862263,4.981071874986105,0.02901896595954895,204
205,1,1.4124634994542873,-1.394183717242004,4.980813007287886,0.028822017908096312,205
206,1,1.4157208129568846,-1.3969418050820497,4.980547471643407,0.02829727530479431,206
207,1,1.41844530666393,-1.4000410049883867,4.98029601704919,0.028010140657424926,207
208,1,1.4215507999299342,-1.4029081627990054,4.980028062997486,0.027747507095336913,208
209,1,1.4246950427847713,-1.4057576668180103,4.979754909162821,0.027259794473648073,209
210,1,1.4274556827879572,-1.408856535589744,4.97949113028179,0.027010080814361574,210
211,1,1.4306150029370637,-1.4117103825802026,4.979209616992544,0.026715545654296874,211
212,1,1.4336949662896754,-1.4146213138169674,4.978926830175184,0.026170289516448973,212
213,1,1.4363274026120512,-1.4178242542927297,4.9786560024467015,0.025906543731689453,213
214,1,1.4394508622663906,-1.4207217791626434,4.978363560450765,0.025582659244537353,214
215,1,1.4424624004431612,-1.42369770340975,4.978070964022226,0.025052177906036376,215
216,1,1.4450849605451404,-1.4269303904561494,4.977788533727908,0.02480357527732849,216
217,1,1.4482227263009562,-1.4298398132188144,4.977482836500961,0.02441165566444397,217
218,1,1.451084259298855,-1.4329341186729223,4.977183117016327,0.023965787887573243,218
219,1,1.453830358567688,-1.4361106483976487,4.976883493600176,0.02373613476753235,219
220,1,1.4569911574401202,-1.4390261980379786,4.976563570597424,0.023381177186965942,220
221,1,1.4598991764780498,-1.4421126518718868,4.976248816461947,0.022973424196243285,221
222,1,1.4626905619777097,-1.445282517823678,4.975934103144047,0.0227489972114563,222
223,1,1.4658494358357803,-1.4482201137566564,4.975600206708494,0.02243073344230652,223
224,1,1.4688096960995836,-1.4512944246452055,4.975269395189622,0.022071714401245116,224
225,1,1.4716756058619125,-1.4544384821821272,4.974937602564805,0.021897144317626953,225
226,1,1.4749297205276801,-1.4573356187058286,4.974585007543691,0.021601656675338744,226
227,1,1.4779199226835766,-1.460413778531203,4.974238157980956,0.02131828188896179,227
228,1,1.4809301611261692,-1.4634866312896562,4.973885380173494,0.021176236867904662,228
229,1,1.4842509010211868,-1.466361374003271,4.973514254268995,0.020943605899810792,229
230,1,1.4873691627247652,-1.4693730764540582,4.9731465585332035,0.02071183443069458,230
231,1,1.490487185207148,-1.4723878608844623,4.972773736674233,0.020565093755722047,231
232,1,1.4937991578906114,-1.4752772119654765,4.972387137640922,0.020334616899490357,232
233,1,1.4969178035390704,-1.4782972483433103,4.972003689355201,0.020165239572525025,233
234,1,1.5001778923076452,-1.4812264172835736,4.9716084762414585,0.019980466365814208,234
235,1,1.5034018548256411,-1.4841822097020652,4.9712093228329515,0.019842926859855652,235
236,1,1.506738670896297,-1.4870658440838285,4.97079929650541,0.019668794870376587,236
237,1,1.5099887213553673,-1.4900096007350814,4.970387499510798,0.019512548446655273,237
238,1,1.5132823905441366,-1.4929269921456805,4.969967796838445,0.019346309304237367,238
239,1,1.5165522081440561,-1.4958627461283711,4.969543276312239,0.019202386140823365,239
240,1,1.519877621182106,-1.4987640641686637,4.969110020226995,0.019057247042655944,240
241,1,1.5232011098789187,-1.5016690936930566,4.968670679772613,0.01890902280807495,241
242,1,1.5265178297645352,-1.5045810237275634,4.968225410941016,0.01879155695438385,242
243,1,1.5299135482885455,-1.507442754379459,4.9677697934075455,0.01868525266647339,243
244,1,1.533339783717206,-1.510286454334472,4.967306069035055,0.018572070598602296,244
245,1,1.5367506531056927,-1.5131426165277964,4.966836464934666,0.018471147418022155,245
246,1,1.5401953337403833,-1.5159784555279345,4.966358328089472,0.018378610610961913,246
247,1,1.5436642973423638,-1.518800258138996,4.965871999224742,0.01828283190727234,247
248,1,1.547127443919706,-1.5216280349252655,4.965378950842348,0.018180893063545228,248
249,1,1.550576905334881,-1.5244669995495244,4.964879521218091,0.018083117008209228,249
250,1,1.5540397289921293,-1.5272990796863728,4.964372138239494,0.01799322187900543,250
251,1,1.5575260033695544,-1.5301174937826953,4.963856102583511,0.017901027798652647,251
252,1,1.5610087606459793,-1.5329401912842753,4.963332785820143,0.01780054211616516,252
253,1,1.5644716944839423,-1.5357780278735351,4.9628030222430475,0.017698436975479126,253
254,1,1.567932482391349,-1.5386191691545164,4.962265715142646,0.017587404251098632,254
255,1,1.571371021795911,-1.541477017825711,4.961721941064034,0.017461673617362977,255
256,1,1.574770865033585,-1.5443625582299476,4.961172617242076,0.01733553409576416,256
257,1,1.5781707379441996,-1.5472498763082903,4.960615375872505,0.017211750149726868,257
258,1,1.5815783045013558,-1.5501338029697882,4.960049631731781,0.01708324074745178,258
259,1,1.5849736840914928,-1.553027611787697,4.959476481300929,0.016958281993865967,259
260,1,1.5883800529513876,-1.5559157429264336,4.9588943787853355,0.016835675835609437,260
261,1,1.591794162329767,-1.5588003256352205,4.958303383129897,0.016713371872901915,261
262,1,1.595210193405276,-1.5616852185075933,4.957703726778345,0.016588083505630492,262
263,1,1.5986185403303943,-1.5645768315186848,4.957095905913358,0.016457456350326537,263
264,1,1.6020120205798494,-1.5674799614964654,4.956480286671146,0.016327970027923584,264
265,1,1.6054093800168407,-1.570381986390735,4.955855523854892,0.016203834414482116,265
266,1,1.608823220055379,-1.5732743870985233,4.955220623496243,0.016089502573013306,266
267,1,1.6122672798849447,-1.576147858667165,4.954574467640423,0.01598007619380951,267
268,1,1.6157273305894122,-1.57901191022968,4.9539178301400835,0.015870694518089295,268
269,1,1.6191888069169902,-1.58187629901794,4.953251555122019,0.015755443572998046,269
270,1,1.6226334607046475,-1.5847532869848309,4.95257679878078,0.015638012290000915,270
271,1,1.6260722689861695,-1.5876354501718306,4.9518926718811915,0.015513524413108826,271
272,1,1.6294897545178773,-1.590533204417588,4.951200178072446,0.015387911200523376,272
273,1,1.6329040228404323,-1.5934343090553014,4.950497890030639,0.01526585042476654,273
274,1,1.6363298118033742,-1.5963287685079808,4.949784563589551,0.015146896243095398,274
275,1,1.639765911772583,-1.5992173471939277,4.94906010749358,0.015033226609230042,275
276,1,1.6432195579312006,-1.6020950963761762,4.948323782144559,0.014936225414276123,276
277,1,1.6467282160084895,-1.6049365844977856,4.947572459350894,0.014840899109840393,277
278,1,1.6502437996182222,-1.6077742867774292,4.946809611638203,0.01474335253238678,278
279,1,1.6537535112813262,-1.6106168302866273,4.946036078685422,0.014643269181251526,279
280,1,1.657256099847845,-1.6134650301770894,4.945251814676663,0.014538436532020568,280
281,1,1.660743915152164,-1.6163240471666045,4.944457302322045,0.0144309264421463,281
282,1,1.6642235478666358,-1.619189383647166,4.943651870881618,0.014322682619094848,282
283,1,1.6677013551875128,-1.6220566898125477,4.942834839564067,0.014216283559799195,283
284,1,1.6711860790595217,-1.624919982946102,4.942005294488567,0.014107098579406738,284
285,1,1.6746617807072437,-1.6277900601362167,4.9411644136527935,0.013993173241615295,285
286,1,1.678121341007585,-1.6306717417295018,4.9403126711863,0.013873498439788818,286
287,1,1.6815607161705692,-1.6335677668043536,4.939450298914641,0.013747071027755737,287
288,1,1.6849757174669664,-1.6364809829532518,4.938577558923814,0.013614356517791748,288
289,1,1.6883672447838842,-1.6394107753683245,4.937694268763732,0.013478305935859681,289
290,1,1.6917452329803027,-1.6423503572112101,4.9367994084994935,0.01333973228931427,290
291,1,1.695112177083827,-1.6452980071419976,4.935892604767399,0.013198885917663574,291
292,1,1.6984685890776265,-1.6482533557814993,4.934973658140999,0.013057477474212646,292
293,1,1.7018204811051618,-1.6512122657722106,4.934041838207142,0.012918792366981506,293
294,1,1.705180110806042,-1.654166303626501,4.933095777248909,0.01278295397758484,294
295,1,1.7085481564677492,-1.6571149512401977,4.93213518142554,0.012650116682052612,295
296,1,1.7119254407666287,-1.660057589525457,4.931159735375629,0.012521021962165833,296
297,1,1.7153151154241135,-1.6629919962729804,4.930168880875772,0.012394741773605347,297
298,1,1.7187138489277662,-1.6659204019370828,4.9291627012722845,0.012273231744766236,298
299,1,1.7221296921250913,-1.6688372070902566,4.928140115774165,0.012156269550323485,299
300,1,1.725562216680446,-1.6717426367712,4.927100884668352,0.012046001553535461,300
301,1,1.7290206132647203,-1.674630282472878,4.9260437443870755,0.011944822669029236,301
302,1,1.7325154087466084,-1.677492792954664,4.924967231500062,0.011850165128707886,302
303,1,1.7360368591304283,-1.6803367987851714,4.923872025317593,0.011758350133895874,303
304,1,1.7395701928999392,-1.6831724279324332,4.9227594080246195,0.011673067808151244,304
305,1,1.743131180419384,-1.6859887091091075,4.921627325165947,0.01159140408039093,305
306,1,1.7467080305639788,-1.688793721101039,4.920476747360267,0.01151126742362976,306
307,1,1.7502920931167008,-1.6915933903431035,4.919308348120818,0.011436158418655395,307
308,1,1.7538985266851208,-1.6943771531551335,4.918120078130056,0.011368206739425658,308
309,1,1.7575369540825816,-1.6971382572884042,4.916910442445978,0.011304231882095337,309
310,1,1.7611940679920413,-1.6998858522690745,4.915680617855546,0.01124460220336914,310
311,1,1.76487175728306,-1.70261855586139,4.914430018288755,0.011189268827438354,311
312,1,1.7685698947654664,-1.7053362515386017,4.91315826231521,0.011135131120681763,312
313,1,1.772274787469036,-1.7080482323652253,4.91186664255981,0.011082172393798828,313
314,1,1.7759862455493394,-1.7107544738741929,4.9105548476766705,0.011025591492652894,314
315,1,1.7796825664363796,-1.7134698640681827,4.909225296781958,0.010963197946548462,315
316,1,1.7833535823558844,-1.716201449509677,4.907879082373066,0.010896241068840027,316
317,1,1.78700444187638,-1.7189456236246425,4.90651535839171,0.010829176902770996,317
318,1,1.7906550319186663,-1.7216884965887624,4.9051312864423355,0.010763015747070313,318
319,1,1.7943099387386117,-1.7244268204480195,4.903725944022386,0.010697579383850098,319
320,1,1.7979683763739263,-1.7271610897253902,4.902299103297125,0.010630404949188233,320
321,1,1.8016189101219884,-1.7298992386142127,4.900852006538919,0.01056398093700409,321
322,1,1.8052729585993914,-1.7326331868510931,4.8993827906504865,0.010498929023742675,322
323,1,1.808933364608572,-1.7353606738805079,4.897890752625789,0.010432336330413818,323
324,1,1.812586376980522,-1.738091242161849,4.896377507342381,0.010363963842391967,324
325,1,1.8162306586756751,-1.7408257835952479,4.894842958976945,0.010293233394622802,325
326,1,1.8198628361127045,-1.7435664150413088,4.893287313289927,0.010221767127513886,326
327,1,1.8234896392030637,-1.746307916197864,4.891709281269335,0.010149227380752563,327
328,1,1.8271092505569113,-1.749051498390453,4.890108824110523,0.010076153576374054,328
329,1,1.830724150578349,-1.7517953806477065,4.88848525430589,0.010006443560123444,329
330,1,1.8343535529555228,-1.7545260376073006,4.886835256378957,0.009938717484474183,330
331,1,1.8379908735935808,-1.7572480256012195,4.885159417963997,0.009873775839805603,331
332,1,1.8416402954739757,-1.7599583481370633,4.8834566541219,0.009808194935321807,332
333,1,1.8452847213169108,-1.7626689568786178,4.881729283924926,0.009739904701709746,333
