step,LiarsDice4/conv,LiarsDice4/iters,LiarsDice4/nodes_touched
487,5.669935781228708e-05,487,7968294
488,6.472012278509534e-05,488,7984656
489,6.122069886788789e-05,489,8001018
490,5.966125730939853e-05,490,8017380
491,5.670174901961644e-05,491,8033742
492,5.433158464733523e-05,492,8050104
493,5.3398963987059955e-05,493,8066466
494,6.511577359127885e-05,494,8082828
495,6.980240310745789e-05,495,8099190
496,6.699791163080476e-05,496,8115552
497,5.81650491985608e-05,497,8131914
498,5.006102937807691e-05,498,8148276
499,4.146060086225242e-05,499,8164638
500,3.648391941190807e-05,500,8181000
501,5.519469469753707e-05,501,8197362
502,6.257218464681205e-05,502,8213724
503,5.753906971435463e-05,503,8230086
504,5.623983436690155e-05,504,8246448
505,5.6976822815725525e-05,505,8262810
506,5.363532261100368e-05,506,8279172
507,4.7506751185172336e-05,507,8295534
508,6.333094133473965e-05,508,8311896
509,6.91251426795797e-05,509,8328258
510,6.323611232271487e-05,510,8344620
511,5.514987642596392e-05,511,8360982
512,4.8549708015158816e-05,512,8377344
513,4.216779512957597e-05,513,8393706
514,3.414482553662848e-05,514,8410068
515,5.217381247508979e-05,515,8426430
516,5.9875548835543885e-05,516,8442792
517,5.5454675759028516e-05,517,8459154
518,5.4703069982897645e-05,518,8475516
519,5.5749972698061756e-05,519,8491878
520,5.2120478260267444e-05,520,8508240
521,4.3417264932690824e-05,521,8524602
522,6.11486320655219e-05,522,8540964
523,6.783247300863604e-05,523,8557326
524,6.246640882964088e-05,524,8573688
525,5.405779648215425e-05,525,8590050
526,4.7875019567693994e-05,526,8606412
527,4.3582193848628464e-05,527,8622774
528,3.311997016337831e-05,528,8639136
529,4.787971331561211e-05,529,8655498
530,5.700022470516916e-05,530,8671860
531,5.5043726810345694e-05,531,8688222
532,5.4726621132893116e-05,532,8704584
533,5.4147101725139646e-05,533,8720946
534,5.046128688850071e-05,534,8737308
535,4.511961567457701e-05,535,8753670
536,5.777844383880737e-05,536,8770032
537,6.545013135708655e-05,537,8786394
538,6.145633423376706e-05,538,8802756
539,5.5373896840467396e-05,539,8819118
540,4.803296248845346e-05,540,8835480
541,4.479113389797146e-05,541,8851842
542,3.265241159120316e-05,542,8868204
543,4.2788834209696314e-05,543,8884566
544,5.41304314079262e-05,544,8900928
545,5.5059804497534226e-05,545,8917290
546,5.500321728113544e-05,546,8933652
547,5.418083754813591e-05,547,8950014
548,4.9474467434584835e-05,548,8966376
549,4.722520995460722e-05,549,8982738
550,5.432139399115521e-05,550,8999100
551,6.205721639601647e-05,551,9015462
552,6.047698901825993e-05,552,9031824
553,5.8238505953663033e-05,553,9048186
554,5.1582357207556606e-05,554,9064548
555,4.524701232445569e-05,555,9080910
556,3.375186106691769e-05,556,9097272
557,3.7471934410719665e-05,557,9113634
558,5.109340823220704e-05,558,9129996
559,5.497234505032547e-05,559,9146358
560,5.436234194159534e-05,560,9162720
561,5.315471253019427e-05,561,9179082
562,4.933233785200941e-05,562,9195444
563,4.808174865332526e-05,563,9211806
564,5.187268955124391e-05,564,9228168
565,5.793272625126411e-05,565,9244530
566,5.9760519777775356e-05,566,9260892
567,6.0749758709885415e-05,567,9277254
568,5.363045930085325e-05,568,9293616
569,4.4760327923980964e-05,569,9309978
570,3.5629865960673524e-05,570,9326340
571,3.378433713386794e-05,571,9342702
572,4.7396584057234764e-05,572,9359064
573,5.4130905166080434e-05,573,9375426
574,5.20154144113133e-05,574,9391788
575,5.125126414327191e-05,575,9408150
576,4.9493037204806356e-05,576,9424512
577,4.8129806250234164e-05,577,9440874
578,4.751165742754998e-05,578,9457236
579,5.316177412887507e-05,579,9473598
580,5.9023060245883e-05,580,9489960
581,6.205501744659114e-05,581,9506322
582,5.535686277834129e-05,582,9522684
583,4.3256522485171645e-05,583,9539046
584,3.757008263953476e-05,584,9555408
585,3.317173972696222e-05,585,9571770
586,4.242029784035442e-05,586,9588132
587,5.189405250306464e-05,587,9604494
588,5.0505373824748234e-05,588,9620856
589,4.944196841864118e-05,589,9637218
590,4.903724799161513e-05,590,9653580
591,4.9871687429627054e-05,591,9669942
592,4.30838528562294e-05,592,9686304
593,4.803714068772613e-05,593,9702666
594,5.752453099643756e-05,594,9719028
595,6.149659914964078e-05,595,9735390
596,5.684981304204806e-05,596,9751752
597,4.2706378785214993e-05,597,9768114
598,3.916288706957635e-05,598,9784476
599,3.349220757082466e-05,599,9800838
600,3.5649470205189465e-05,600,9817200
601,4.7755735718600645e-05,601,9833562
602,5.034452213488472e-05,602,9849924
603,4.683450647949977e-05,603,9866286
604,4.7521927812266274e-05,604,9882648
605,4.988821577785879e-05,605,9899010
606,4.386374313340019e-05,606,9915372
607,4.162137289684398e-05,607,9931734
608,5.4365470494845136e-05,608,9948096
609,5.895880913481255e-05,609,9964458
610,5.679187786602341e-05,610,9980820
611,4.587692960109774e-05,611,9997182
612,3.974786497033464e-05,612,10013544
613,3.5356594260994856e-05,613,10029906
614,2.9492933253254944e-05,614,10046268
615,4.1445329680294546e-05,615,10062630
616,4.8285942657242537e-05,616,10078992
617,4.6158881783633227e-05,617,10095354
618,4.653866398698914e-05,618,10111716
619,4.790128538081223e-05,619,10128078
620,4.4870777576880294e-05,620,10144440
621,3.767359491356481e-05,621,10160802
622,4.8797194456363935e-05,622,10177164
623,5.734069796994867e-05,623,10193526
624,5.565546557723122e-05,624,10209888
625,4.852244345429635e-05,625,10226250
626,4.136899669641286e-05,626,10242612
627,3.849732775920017e-05,627,10258974
628,2.996787326267278e-05,628,10275336
629,3.2961006817062294e-05,629,10291698
630,4.4038795537937325e-05,630,10308060
631,4.7280310997498826e-05,631,10324422
632,4.613784156716483e-05,632,10340784
633,4.778478221792448e-05,633,10357146
634,4.583169169485035e-05,634,10373508
635,3.911284260260661e-05,635,10389870
636,4.0412934669185885e-05,636,10406232
637,5.283882409196777e-05,637,10422594
638,5.578123139600433e-05,638,10438956
639,4.989308499132872e-05,639,10455318
640,4.6429464776127916e-05,640,10471680
641,3.9370808349009634e-05,641,10488042
642,3.44828170112596e-05,642,10504404
643,2.582872800322919e-05,643,10520766
644,3.7450789041444665e-05,644,10537128
645,4.587329772929444e-05,645,10553490
646,4.546095366144559e-05,646,10569852
647,4.82238522263867e-05,647,10586214
648,4.774172179686231e-05,648,10602576
649,4.214297261206923e-05,649,10618938
650,3.771515394933311e-05,650,10635300
651,4.541114961359449e-05,651,10651662
652,5.325101595568538e-05,652,10668024
653,5.264239873625787e-05,653,10684386
654,4.8646629931127505e-05,654,10700748
655,4.35657456017563e-05,655,10717110
656,3.685463032088512e-05,656,10733472
657,2.8305177521371905e-05,657,10749834
658,2.8499465846768685e-05,658,10766196
659,4.1473300441619704e-05,659,10782558
660,4.645748420225096e-05,660,10798920
661,4.612415154056637e-05,661,10815282
662,4.723940773572466e-05,662,10831644
663,4.540510168392353e-05,663,10848006
664,4.1420918652453065e-05,664,10864368
665,3.963329071059174e-05,665,10880730
666,4.758434624606289e-05,666,10897092
667,5.303820204058396e-05,667,10913454
668,5.038931957536408e-05,668,10929816
669,4.6405208716016055e-05,669,10946178
670,3.637242057839829e-05,670,10962540
671,3.2902175070802925e-05,671,10978902
672,2.743116105312013e-05,672,10995264
673,3.379706411555869e-05,673,11011626
674,4.367640367257744e-05,674,11027988
675,4.478017918027252e-05,675,11044350
676,4.453865957166486e-05,676,11060712
677,4.6384568404965465e-05,677,11077074
678,4.414990000157354e-05,678,11093436
679,3.922010373581808e-05,679,11109798
680,4.121285835062549e-05,680,11126160
681,4.97653279399185e-05,681,11142522
682,5.322373771950162e-05,682,11158884
683,4.908639582804075e-05,683,11175246
684,4.093088589255528e-05,684,11191608
685,3.458231859567937e-05,685,11207970
686,3.0447086549492686e-05,686,11224332
687,2.6393739217971113e-05,687,11240694
688,3.671271299036938e-05,688,11257056
689,4.342140866870833e-05,689,11273418
690,4.184932017429338e-05,690,11289780
691,4.405464643634366e-05,691,11306142
692,4.450731273630826e-05,692,11322504
693,4.24928408109676e-05,693,11338866
694,3.64266873374014e-05,694,11355228
695,4.209521296507507e-05,695,11371590
696,5.1541291591308824e-05,696,11387952
697,5.2288339462802647e-05,697,11404314
698,4.4736340345227776e-05,698,11420676
699,3.79906671711186e-05,699,11437038
700,3.428402591625426e-05,700,11453400
701,2.9348191739352048e-05,701,11469762
702,2.6881800551561974e-05,702,11486124
703,3.725356202053179e-05,703,11502486
704,4.2187246347358265e-05,704,11518848
705,3.94374635670422e-05,705,11535210
706,4.3071720907637834e-05,706,11551572
707,4.1927753909598575e-05,707,11567934
708,3.9128966945647936e-05,708,11584296
709,3.387575239424678e-05,709,11600658
710,4.45813050506394e-05,710,11617020
711,5.137020257871272e-05,711,11633382
712,4.9471884598133176e-05,712,11649744
713,4.172921551638675e-05,713,11666106
714,3.878612331121439e-05,714,11682468
715,3.442204208375932e-05,715,11698830
716,2.7419735024378916e-05,716,11715192
717,2.651175252696425e-05,717,11731554
718,3.7238539606215815e-05,718,11747916
719,4.152909628770893e-05,719,11764278
720,4.120780791960765e-05,720,11780640
721,4.322454140325699e-05,721,11797002
722,3.963774765838174e-05,722,11813364
723,3.720676414319113e-05,723,11829726
724,3.3527071350465676e-05,724,11846088
725,4.4727962118365494e-05,725,11862450
726,4.939284648843717e-05,726,11878812
727,4.637662739259002e-05,727,11895174
728,4.420136543394071e-05,728,11911536
729,3.9086681109953836e-05,729,11927898
730,3.311509105167684e-05,730,11944260
731,2.426349373100059e-05,731,11960622
732,2.7214905190003913e-05,732,11976984
733,3.77878067169754e-05,733,11993346
734,4.1291418317736944e-05,734,12009708
735,4.259293639723161e-05,735,12026070
736,4.178035611980546e-05,736,12042432
737,3.922030838549029e-05,737,12058794
738,3.764377769897853e-05,738,12075156
739,3.56824417973578e-05,739,12091518
740,4.334570059128656e-05,740,12107880
741,4.754242745350773e-05,741,12124242
742,4.6980712092539734e-05,742,12140604
743,4.470718749138153e-05,743,12156966
744,3.610181288207087e-05,744,12173328
745,3.067198368179175e-05,745,12189690
746,2.300657744101764e-05,746,12206052
747,2.830268501453556e-05,747,12222414
748,3.822292520701959e-05,748,12238776
749,4.048039750868815e-05,749,12255138
