step,Subgame4/tau,Subgame4/alpha,Subgame4/beta,Subgame4/gamma,Subgame4/conv,Subgame4/iters
0,1,1.0224879191439482,-0.8825253571253122,4.9972556300742,38.43119384765625,0
1,,,,,38.43119384765625,1
2,1,1.0255333535840228,-0.8838958880641179,4.997224649023956,39.53416870117187,2
3,1,1.0296529370690233,-0.8851465886846075,4.997185244052966,25.212706298828124,3
4,1,1.0157809248075815,-0.8886720724481643,4.997280203089886,16.90396240234375,4
5,1,1.0038827250632738,-0.8923085155885488,4.99735869025869,26.36566162109375,5
6,1,1.0235305319120394,-0.8912350432248006,4.997205422321578,13.113011474609374,6
7,1,1.000452824859361,-0.8967437275507226,4.99736682265806,15.357239990234374,7
8,1,1.0093353399815377,-0.8971591588264569,4.997293626515607,10.259712219238281,8
9,1,0.9973427669672754,-0.901299699645248,4.997372402370855,11.516412963867188,9
10,1,1.0046291110021417,-0.9019355595211576,4.9973108496588505,6.594701843261719,10
11,1,0.9869819746924027,-0.9075860541218517,4.997429612038289,4.7731149291992185,11
12,1,0.978073843945686,-0.9118083130884893,4.997484029986602,3.3697187805175783,12
13,1,0.9683047086461687,-0.9165275805701154,4.99754356140935,2.404126052856445,13
14,1,0.9589715256868214,-0.9214418434488696,4.9975991380760085,2.0386846923828124,14
15,1,0.9559174594788566,-0.9247380778383292,4.997611627281558,1.5009276962280274,15
16,1,0.9477770609458509,-0.9297409816039011,4.997658122885377,1.3438543701171874,16
17,1,0.9466855803314058,-0.9326116564171081,4.9976571789526325,1.3703440475463866,17
18,1,0.9502813332221094,-0.9339531192484394,4.997624821665534,1.9277688598632812,18
19,1,0.9655477427819776,-0.9315680622740485,4.997511652678597,5.2271426391601565,19
20,1,1.0052472084630268,-0.9230484923079181,4.997214556349078,5.353625183105469,20
21,1,1.0091477102334145,-0.9243556386100817,4.997175255646704,5.7468603515625,21
22,1,1.0148192170649153,-0.9252463190604283,4.997121816331183,4.762307739257812,22
23,1,1.010796806612497,-0.9284893461198078,4.997142744847956,3.2903021240234374,23
24,1,1.000006510011122,-0.9336504301959916,4.99721496549556,2.432675018310547,24
25,1,0.991788459268951,-0.9384135793474488,4.997266763503848,2.196667251586914,25
26,1,0.9909886167504391,-0.9411285299196188,4.997262849908434,1.9649113464355468,26
27,1,0.989839106306073,-0.9439915911419741,4.997261478101949,1.9625891876220702,27
28,1,0.992771631342086,-0.9456047946677704,4.9972293820230895,1.6423182678222656,28
29,1,0.9891530241852249,-0.9493241690290803,4.997246437074945,1.4519050598144532,29
30,1,0.9875686076093522,-0.9524564813720189,4.997248119827816,1.2976799774169923,30
31,1,0.986388372319082,-0.955503824682852,4.997246700143428,1.1983475494384765,31
32,1,0.9864141297465137,-0.9581722602862273,4.997236128854097,1.0862851715087891,32
33,1,0.9857544418665647,-0.9611165519124076,4.9972306338141905,0.9647673034667968,33
34,1,0.9843393630862609,-0.9643800520766623,4.9972307718362385,0.8398945999145507,34
35,1,0.9821846951562907,-0.9679773869414641,4.997236389035152,0.8129476928710937,35
36,1,0.9839422783720722,-0.9701218060699757,4.997212351072836,0.6696116065979004,36
37,1,0.9797266230871067,-0.9746232598535092,4.997233209614895,0.6504616928100586,37
38,1,0.9816136262392208,-0.9767597605775173,4.997208006667853,0.5862346649169922,38
39,1,0.9807211855648701,-0.9800325611876324,4.997203570105771,0.6315909767150879,39
40,1,0.9864578676996665,-0.9806326293200036,4.997148641480685,0.5328877258300782,40
41,1,0.9831106396593103,-0.9849424446115411,4.997162720376514,0.4921954917907715,41
42,1,0.9831256358852494,-0.9879076281020884,4.997150996507756,0.46992820739746094,42
43,1,0.9843739989670652,-0.9903795613298834,4.997129703249602,1.2370802307128905,43
44,1,1.023646078470985,-0.9778223538251405,4.9968009392306065,1.1906698989868163,44
45,1,1.025240348468706,-0.9800493642916084,4.99677465641391,1.3410353088378906,45
46,1,1.0328047037733414,-0.980133713841171,4.996697046497809,1.1013623046875,46
47,1,1.0283769726798893,-0.9845632484121984,4.996721759407219,0.8872970581054688,47
48,1,1.023231045548123,-0.9894034701525081,4.996752404038636,0.739473876953125,48
49,1,1.0193775729727983,-0.9938798911477726,4.996771856865732,0.6647742462158203,49
50,1,1.0183883245132952,-0.9972833287517193,4.9967669128705055,0.6141747283935547,50
51,1,1.0184303638729733,-1.0003008613807605,4.996753098898196,0.5765938186645507,51
52,1,1.0190774667632572,-1.0030916702895885,4.996733970925696,0.5581751251220703,52
53,1,1.0208846686427093,-1.0054050427993244,4.996704672836859,0.5397680854797363,53
