step,Subgame3/conv,Subgame3/iters
0,27.81675537109375,0
1,27.81675537109375,1
2,20.771240844726563,2
3,15.091114501953125,3
4,12.009083251953125,4
5,10.121392211914063,5
6,8.592453918457032,6
7,7.4613232421875,7
8,6.591598205566406,8
9,5.896306762695312,9
10,5.290694580078125,10
11,4.79247817993164,11
12,4.4044413757324214,12
13,4.086132659912109,13
14,3.8189237976074217,14
15,3.5858607482910156,15
16,3.378231964111328,16
17,3.1988348388671874,17
18,3.0428221130371096,18
19,2.9094525146484376,19
20,2.7950653076171874,20
21,2.6933357238769533,21
22,2.599985580444336,22
23,2.5152464294433594,23
24,2.439042510986328,24
25,2.368193359375,25
26,2.301772003173828,26
27,2.238089752197266,27
28,2.177792510986328,28
29,2.1208961486816404,29
30,2.066234893798828,30
31,2.0144573974609377,31
32,1.9658901977539063,32
33,1.920150604248047,33
34,1.8773031616210938,34
35,1.8366999435424805,35
36,1.7980595016479493,36
37,1.7613864135742188,37
38,1.7266062545776366,38
39,1.6941000747680663,39
40,1.6632904052734374,40
41,1.6339982986450194,41
42,1.6065497970581055,42
43,1.5802314758300782,43
44,1.5548592758178712,44
45,1.5307686614990235,45
46,1.5075253295898436,46
47,1.4847888946533203,47
48,1.4632038116455077,48
49,1.442773895263672,49
50,1.4226253509521485,50
51,1.4027471160888672,51
52,1.383092269897461,52
53,1.3637259674072266,53
54,1.344837646484375,54
55,1.3264897918701173,55
56,1.3087798690795898,56
57,1.2916201782226562,57
58,1.275116958618164,58
59,1.259061622619629,59
60,1.2430930709838868,60
61,1.2271042633056641,61
62,1.2111491012573241,62
63,1.1953725051879882,63
64,1.179925651550293,64
65,1.1648065948486328,65
66,1.1500392723083497,66
67,1.1356218338012696,67
68,1.121352081298828,68
69,1.1072557258605957,69
70,1.0935763359069823,70
71,1.080444221496582,71
72,1.0675389862060547,72
73,1.055043601989746,73
74,1.0428096771240234,74
75,1.030909652709961,75
76,1.0193852233886718,76
77,1.0081670379638672,77
78,0.9973451232910157,78
79,0.9869791412353516,79
80,0.9770541763305665,80
81,0.9674918746948242,81
82,0.9581208229064941,82
83,0.9492347717285157,83
84,0.9412958908081055,84
85,0.9337780952453614,85
86,0.9265878295898438,86
87,0.9196472549438477,87
88,0.912825813293457,88
89,0.9059904479980468,89
90,0.8993903160095215,90
91,0.8933032608032226,91
92,0.8880786514282226,92
93,0.8833662033081054,93
94,0.8789237785339356,94
95,0.8746358299255371,95
96,0.8705305099487305,96
97,0.8663474655151367,97
98,0.8620415687561035,98
99,0.857604923248291,99
100,0.8530435371398926,100
101,0.8483641433715821,101
102,0.8436808395385742,102
103,0.8389671325683594,103
104,0.8341616821289063,104
105,0.8292979431152344,105
106,0.8244202995300293,106
107,0.8194902992248535,107
108,0.8144917297363281,108
109,0.8093461990356445,109
110,0.8040560340881348,110
111,0.7986726760864258,111
112,0.7935306167602539,112
113,0.7885736846923828,113
114,0.7836807250976563,114
115,0.7790255355834961,115
116,0.7744373703002929,116
117,0.7697222137451172,117
118,0.7648988914489746,118
119,0.7599585723876953,119
120,0.7549456405639648,120
121,0.7498358917236329,121
122,0.7446240997314453,122
123,0.7393109321594238,123
124,0.7339165496826172,124
125,0.7284552001953125,125
126,0.7229328155517578,126
127,0.7173456954956055,127
128,0.7117048454284668,128
129,0.706099739074707,129
130,0.7005758857727051,130
131,0.6951476287841797,131
132,0.6898765945434571,132
133,0.6848281478881836,133
134,0.6799390411376953,134
135,0.6751155471801757,135
136,0.6703311157226562,136
137,0.6655731201171875,137
138,0.6608184623718262,138
139,0.6560699081420899,139
140,0.6513557434082031,140
141,0.6467221069335938,141
142,0.6421429443359375,142
143,0.6376281547546386,143
144,0.6332584190368652,144
145,0.6290244293212891,145
146,0.6249141311645507,146
147,0.6208870315551758,147
148,0.6169234848022461,148
149,0.6129946517944336,149
150,0.6091130828857422,150
151,0.6053133010864258,151
152,0.6015480995178223,152
153,0.5977943229675293,153
154,0.5940540885925293,154
155,0.5903338241577148,155
156,0.5865689086914062,156
157,0.5827584648132325,157
158,0.5789437675476075,158
159,0.5751484107971191,159
160,0.5713654899597168,160
161,0.5675566101074219,161
162,0.5637786293029785,162
163,0.5600793647766114,163
164,0.5564542388916016,164
165,0.5529270553588868,165
166,0.5494940185546875,166
167,0.5461277770996094,167
168,0.5428174209594726,168
169,0.5395321464538574,169
170,0.5362834930419922,170
171,0.5330698776245117,171
172,0.529873275756836,172
173,0.5266990852355957,173
174,0.5235487461090088,174
175,0.5204357528686523,175
176,0.5173669052124024,176
177,0.5144050407409668,177
178,0.5115091896057129,178
179,0.5086771488189697,179
180,0.5058815956115723,180
181,0.5031221771240234,181
182,0.5003890037536621,182
183,0.4976678466796875,183
184,0.4949773406982422,184
185,0.4923106575012207,185
186,0.4897468566894531,186
187,0.48725772857666017,187
188,0.4848463916778564,188
189,0.4825484848022461,189
190,0.4803969383239746,190
191,0.47827959060668945,191
192,0.47612164497375487,192
193,0.47392702102661133,193
194,0.47169941902160645,194
195,0.46950080871582034,195
