step,GoofSpiel3/conv,GoofSpiel3/iters,GoofSpiel3/nodes_touched
174,6.58696439745744e-07,174,23316
175,6.475006475006482e-07,175,23450
176,6.365571497371572e-07,176,23584
177,6.258588795516713e-07,177,23718
178,6.153990062536854e-07,178,23852
179,6.05170926205458e-07,179,23986
180,5.951682540654251e-07,180,24120
181,5.853848144154529e-07,181,24254
182,5.758146337531029e-07,182,24388
183,5.664519328311015e-07,183,24522
184,5.572911193271751e-07,184,24656
185,5.483267808283032e-07,185,24790
186,5.395536781143006e-07,186,24924
187,5.309667387264389e-07,187,25058
188,5.225610508075664e-07,188,25192
189,5.143318572009038e-07,189,25326
190,5.062745497953572e-07,190,25460
191,4.983846641058244e-07,191,25594
192,4.906578740775638e-07,192,25728
193,4.830899871042584e-07,193,25862
194,4.7567693924993957e-07,194,25996
195,4.684147906654306e-07,195,26130
196,4.612997211904491e-07,196,26264
197,4.5432802613294866e-07,197,26398
198,4.4749611221770566e-07,198,26532
199,4.408004936965535e-07,199,26666
200,4.342377886130451e-07,200,26800
201,4.2780471521467966e-07,201,26934
202,4.214980885061692e-07,202,27068
203,4.153148169375356e-07,203,27202
204,4.092518992211357e-07,204,27336
205,4.033064212719944e-07,205,27470
206,3.974755532660969e-07,206,27604
207,3.917565468115499e-07,207,27738
208,3.8614673222776266e-07,208,27872
209,3.8064351592802845e-07,209,28006
210,3.752443779011086e-07,210,28140
211,3.699468692876244e-07,211,28274
212,3.6474861004726144e-07,212,28408
213,3.596472867129753e-07,213,28542
214,3.5464065022856637e-07,214,28676
215,3.497265138661571e-07,215,28810
216,3.4490275122026636e-07,216,28944
217,3.40167294275325e-07,217,29078
218,3.355181315436225e-07,218,29212
219,3.3095330627080904e-07,219,29346
220,3.264709147062092e-07,220,29480
221,3.2206910443532443e-07,221,29614
222,3.177460727720216e-07,222,29748
223,3.135000652080139e-07,223,29882
224,3.0932937391734757e-07,224,30016
225,3.052323363137094e-07,225,30150
226,3.012073336584654e-07,226,30284
227,2.972527897174319e-07,227,30418
228,2.9336716946446775e-07,228,30552
229,2.8954897783006237e-07,229,30686
230,2.857967584931655e-07,230,30820
231,2.821090927145894e-07,231,30954
232,2.7848459821037873e-07,232,31088
233,2.749219280636144e-07,233,31222
234,2.7141976967318376e-07,234,31356
235,2.6797684373810883e-07,235,31490
236,2.645919032760865e-07,236,31624
237,2.61263732674949e-07,237,31758
238,2.579911467758075e-07,238,31892
239,2.547729899866938e-07,239,32026
240,2.5160813542556304e-07,240,32160
241,2.484954840915678e-07,241,32294
242,2.454339640635592e-07,242,32428
243,2.424225297248119e-07,243,32562
244,2.394601610130125e-07,244,32696
245,2.3654586269458876e-07,245,32830
246,2.33678663662494e-07,246,32964
247,2.308576162565978e-07,247,33098
248,2.280817956058676e-07,248,33232
249,2.2535029899155764e-07,249,33366
250,2.2266224523065448e-07,250,33500
251,2.20016774078856e-07,251,33634
252,2.1741304565239157e-07,252,33768
253,2.1485023986801587e-07,253,33902
254,2.123275559005375e-07,254,34036
255,2.0984421165726586e-07,255,34170
256,2.0739944326878612e-07,256,34304
257,2.0499250459549292e-07,257,34438
258,2.0262266674933691e-07,258,34572
259,2.0028921763025826e-07,259,34706
260,1.979914614768015e-07,260,34840
261,1.9572871843042583e-07,261,34974
262,1.935003241130431e-07,262,35108
263,1.9130562921733273e-07,263,35242
264,1.891439991094021e-07,264,35376
265,1.8701481344337298e-07,265,35510
266,1.8491746578749525e-07,266,35644
267,1.8285136326139976e-07,267,35778
268,1.8081592618411976e-07,268,35912
269,1.7881058773252093e-07,269,36046
270,1.7683479360979696e-07,270,36180
271,1.7488800172369627e-07,271,36314
272,1.7296968187416124e-07,272,36448
273,1.7107931545007042e-07,273,36582
274,1.69216395134787e-07,274,36716
275,1.6738042462022586e-07,275,36850
276,1.655709183291644e-07,276,36984
277,1.6378740114552922e-07,277,37118
278,1.620294081524033e-07,278,37252
279,1.6029648437750477e-07,279,37386
280,1.5858818454589873e-07,280,37520
281,1.5690407283971234e-07,281,37654
282,1.5524372266463e-07,282,37788
283,1.5360671642295437e-07,283,37922
284,1.5199264529302675e-07,284,38056
285,1.5040110901480626e-07,285,38190
286,1.4883171568141574e-07,286,38324
287,1.472840815364677e-07,287,38458
288,1.45757830776991e-07,288,38592
289,1.4425259536178463e-07,289,38726
290,1.4276801482503079e-07,290,38860
291,1.41303736095006e-07,291,38994
292,1.3985941331773317e-07,292,39128
293,1.3843470768542444e-07,293,39262
294,1.3702928726956827e-07,294,39396
295,1.3564282685852003e-07,295,39530
296,1.342750077994599e-07,296,39664
297,1.329255178445863e-07,297,39798
298,1.3159405100141773e-07,298,39932
299,1.302803073870797e-07,299,40066
300,1.2898399308645812e-07,300,40200
301,1.2770482001410387e-07,301,40334
302,1.2644250577977744e-07,302,40468
303,1.2519677355752585e-07,303,40602
304,1.2396735195818844e-07,304,40736
305,1.227539749052297e-07,305,40870
306,1.2155638151380292e-07,306,41004
307,1.2037431597294963e-07,307,41138
308,1.1920752743084428e-07,308,41272
309,1.1805576988299509e-07,309,41406
310,1.1691880206331637e-07,310,41540
311,1.1579638733798943e-07,311,41674
312,1.146882936020318e-07,312,41808
313,1.1359429317849733e-07,313,41942
314,1.1251416272023257e-07,314,42076
315,1.1144768311411587e-07,315,42210
316,1.1039463938770985e-07,316,42344
317,1.0935482061825792e-07,317,42478
318,1.0832801984396013e-07,318,42612
319,1.0731403397746296e-07,319,42746
320,1.0631266372150227e-07,320,42880
321,1.0532371348663846e-07,321,43014
322,1.0434699131102618e-07,322,43148
323,1.0338230878216185e-07,323,43282
324,1.0242948096055453e-07,324,43416
325,1.0148832630526684e-07,325,43550
326,1.0055866660127491e-07,326,43684
327,9.96403268885971e-08,327,43818
328,9.873313539314362e-08,328,43952
329,9.783692345923977e-08,329,44086
330,9.695152548377783e-08,330,44220
331,9.607677885195284e-08,331,44354
332,9.521252387454046e-08,332,44488
333,9.435860372667427e-08,333,44622
334,9.351486438808356e-08,334,44756
335,9.268115458475143e-08,335,44890
336,9.1857325731956e-08,336,45024
337,9.104323187865766e-08,337,45158
338,9.02387296531969e-08,338,45292
339,8.944367821026786e-08,339,45426
340,8.865793917913396e-08,340,45560
341,8.788137661305331e-08,341,45694
342,8.711385693988192e-08,342,45828
343,8.635524891382375e-08,343,45962
344,8.560542356829827e-08,344,46096
345,8.486425416989613e-08,345,46230
346,8.413161617339464e-08,346,46364
347,8.340738717780627e-08,347,46498
348,8.269144688343267e-08,348,46632
349,8.198367704989945e-08,349,46766
350,8.128396145514554e-08,350,46900
351,8.05921858553438e-08,351,47034
352,7.990823794572821e-08,352,47168
353,7.923200732230524e-08,353,47302
354,7.856338544442696e-08,354,47436
355,7.790226559820376e-08,355,47570
356,7.724854286073606e-08,356,47704
357,7.660211406514401e-08,357,47838
358,7.596287776637543e-08,358,47972
359,7.533073420777254e-08,359,48106
360,7.470558528837855e-08,360,48240
361,7.408733453096571e-08,361,48374
362,7.347588705076716e-08,362,48508
363,7.287114952489473e-08,363,48642
364,7.227303016242646e-08,364,48776
365,7.168143867514682e-08,365,48910
366,7.109628624892403e-08,366,49044
367,7.05174855157085e-08,367,49178
368,6.994495052613794e-08,368,49312
369,6.937859672273354e-08,369,49446
370,6.881834091367363e-08,370,49580
371,6.826410124713056e-08,371,49714
372,6.771579718615716e-08,372,49848
373,6.717334948410967e-08,373,49982
374,6.663668016059445e-08,374,50116
375,6.610571247792546e-08,375,50250
376,6.558037091808101e-08,376,50384
377,6.506058116014732e-08,377,50518
378,6.454627005823757e-08,378,50652
379,6.403736561987534e-08,379,50786
380,6.353379698483125e-08,380,50920
381,6.303549440440224e-08,381,51054
382,6.254238922112303e-08,382,51188
383,6.205441384889986e-08,383,51322
384,6.157150175355641e-08,384,51456
385,6.109358743378222e-08,385,51590
386,6.062060640247482e-08,386,51724
387,6.015249516846569e-08,387,51858
388,5.968919121862171e-08,388,51992
389,5.923063300031335e-08,389,52126
390,5.877675990424094e-08,390,52260
391,5.832751224761105e-08,391,52394
392,5.7882831257655033e-08,392,52528
393,5.744265905548153e-08,393,52662
394,5.700693864025586e-08,394,52796
395,5.657561387369836e-08,395,52930
396,5.614862946489492e-08,396,53064
397,5.572593095541235e-08,397,53198
398,5.530746470471181e-08,398,53332
399,5.489317787585361e-08,399,53466
400,5.4483018421486895e-08,400,53600
401,5.407693507011765e-08,401,53734
402,5.367487731264921e-08,402,53868
403,5.327679538918871e-08,403,54002
404,5.2882640276113896e-08,404,54136
405,5.249236367339465e-08,405,54270
406,5.210591799216309e-08,406,54404
407,5.172325634252739e-08,407,54538
408,5.1344332521623475e-08,408,54672
409,5.0969101001899644e-08,409,54806
410,5.059751691962898e-08,410,54940
411,5.022953606364446e-08,411,55074
412,4.986511486429212e-08,412,55208
413,4.9504210382597277e-08,413,55342
414,4.914678029963952e-08,414,55476
415,4.879278290613163e-08,415,55610
416,4.844217709219828e-08,416,55744
417,4.809492233735004e-08,417,55878
418,4.775097870064869e-08,418,56012
419,4.741030681105952e-08,419,56146
420,4.7072867857986825e-08,420,56280
421,4.673862358198857e-08,421,56414
422,4.640753626566647e-08,422,56548
423,4.607956872472768e-08,423,56682
424,4.5754684299214726e-08,424,56816
425,4.543284684489974e-08,425,56950
426,4.5114020724839765e-08,426,57084
427,4.4798170801089863e-08,427,57218
428,4.448526242657041e-08,428,57352
429,4.4175261437085634e-08,429,57486
430,4.386813414349004e-08,430,57620
431,4.356384732399982e-08,431,57754
432,4.3262368216646085e-08,432,57888
433,4.296366451186704e-08,433,58022
434,4.266770434523635e-08,434,58156
435,4.237445629032459e-08,435,58290
436,4.208388935169143e-08,436,58424
437,4.17959729580055e-08,437,58558
438,4.151067695528958e-08,438,58692
439,4.1227971600288456e-08,439,58826
440,4.094782755395696e-08,440,58960
441,4.0670215875065653e-08,441,59094
442,4.0395108013922e-08,442,59228
443,4.012247580620441e-08,443,59362
444,3.985229146690706e-08,444,59496
445,3.958452758439323e-08,445,59630
446,3.931915711455489e-08,446,59764
447,3.905615337507655e-08,447,59898
448,3.879549003980107e-08,448,60032
449,3.8537141133195645e-08,449,60166
450,3.828108102491579e-08,450,60300
451,3.8027284424465413e-08,451,60434
452,3.7775726375951145e-08,452,60568
453,3.752638225292895e-08,453,60702
454,3.7279227753341245e-08,454,60836
455,3.703423889454278e-08,455,60970
456,3.67913920084135e-08,456,61104
457,3.6550663736556606e-08,457,61238
458,3.6312031025580303e-08,458,61372
459,3.607547112246148e-08,459,61506
460,3.5840961569989766e-08,460,61640
461,3.5608480202290345e-08,461,61774
462,3.5378005140424145e-08,462,61908
463,3.514951478806369e-08,463,62042
464,3.492298782724335e-08,464,62176
465,3.469840321418248e-08,465,62310
466,3.44757401751799e-08,466,62444
467,3.425497820257865e-08,467,62578
468,3.403609705079941e-08,468,62712
469,3.3819076732441385e-08,469,62846
470,3.360389751444931e-08,470,62980
471,3.339053991434543e-08,471,63114
472,3.317898469652509e-08,472,63248
473,3.296921286861475e-08,473,63382
474,3.2761205677891354e-08,474,63516
475,3.255494460776174e-08,475,63650
476,3.235041137430111e-08,476,63784
477,3.2147587922849273e-08,477,63918
478,3.1946456424663767e-08,478,64052
479,3.174699927362865e-08,479,64186
480,3.1549199083018024e-08,480,64320
481,3.135303868231312e-08,481,64454
482,3.115850111407221e-08,482,64588
483,3.096556963085201e-08,483,64722
484,3.0774227692179996e-08,484,64856
485,3.058445896157635e-08,485,64990
486,3.0396247303624895e-08,486,65124
487,3.020957678109191e-08,487,65258
488,3.002443165209212e-08,488,65392
489,2.984079636730081e-08,489,65526
490,2.9658655567211405e-08,490,65660
491,2.9477994079437535e-08,491,65794
492,2.929879691605886e-08,492,65928
493,2.912104927100986e-08,493,66062
494,2.8944736517510718e-08,494,66196
495,2.8769844205539654e-08,495,66330
496,2.8596358059345903e-08,496,66464
497,2.8424263975002557e-08,497,66598
498,2.825354801799867e-08,498,66732
499,2.8084196420869762e-08,499,66866
500,2.7916195580866237e-08,500,67000
501,2.77495320576588e-08,501,67134
502,2.7584192571080422e-08,502,67268
503,2.742016399890407e-08,503,67402
504,2.72574333746556e-08,504,67536
505,2.7095987885461233e-08,505,67670
506,2.6935814869928914e-08,506,67804
507,2.6776901816063034e-08,507,67938
508,2.6619236359211904e-08,508,68072
509,2.6462806280047334e-08,509,68206
510,2.630759950257591e-08,510,68340
511,2.6153604092181203e-08,511,68474
512,2.6000808253696572e-08,512,68608
513,2.5849200329507883e-08,513,68742
514,2.5698768797685674e-08,514,68876
515,2.5549502270146276e-08,515,69010
516,2.5401389490841344e-08,516,69144
517,2.5254419333975304e-08,517,69278
518,2.510858080225029e-08,518,69412
519,2.496386302513804e-08,519,69546
520,2.4820255257178266e-08,520,69680
521,2.467774687630314e-08,521,69814
522,2.453632738218733e-08,522,69948
523,2.4395986394623258e-08,523,70082
524,2.4256713651921007e-08,524,70216
525,2.4118499009332657e-08,525,70350
526,2.3981332437500384e-08,526,70484
527,2.3845204020928187e-08,527,70618
528,2.371010395647659e-08,528,70752
529,2.357602255188013e-08,529,70886
530,2.3442950224287076e-08,530,71020
531,2.331087749882117e-08,531,71154
532,2.3179795007164877e-08,532,71288
533,2.304969348616386e-08,533,71422
534,2.2920563776452332e-08,534,71556
535,2.279239682109883e-08,535,71690
536,2.2665183664272215e-08,536,71824
537,2.2538915449927464e-08,537,71958
538,2.241358342051097e-08,538,72092
539,2.228917891568494e-08,539,72226
540,2.2165693371070747e-08,540,72360
541,2.2043118317010692e-08,541,72494
542,2.1921445377348094e-08,542,72628
543,2.1800666268225235e-08,543,72762
544,2.168077279689898e-08,544,72896
545,2.1561756860573702e-08,545,73030
546,2.144361044525127e-08,546,73164
547,2.132632562459781e-08,547,73298
548,2.120989455882698e-08,548,73432
549,2.109430949359946e-08,549,73566
550,2.097956275893838e-08,550,73700
551,2.086564676816051e-08,551,73834
552,2.0752554016822853e-08,552,73968
553,2.0640277081684437e-08,553,74102
554,2.0528808619683087e-08,554,74236
555,2.0418141366926894e-08,555,74370
556,2.0308268137700133e-08,556,74504
557,2.019918182348345e-08,557,74638
558,2.009087539198805e-08,558,74772
559,1.9983341886203662e-08,559,74906
560,1.9876574423460083e-08,560,75040
561,1.977056619450205e-08,561,75174
562,1.9665310462577263e-08,562,75308
563,1.9560800562537326e-08,563,75442
564,1.9457029899951393e-08,564,75576
565,1.9353991950232367e-08,565,75710
566,1.9251680257775376e-08,566,75844
567,1.9150088435108392e-08,567,75978
568,1.9049210162054788e-08,568,76112
569,1.8949039184907616e-08,569,76246
570,1.8849569315615486e-08,570,76380
571,1.8750794430979768e-08,571,76514
572,1.8652708471863e-08,572,76648
573,1.8555305442408393e-08,573,76782
574,1.8458579409270082e-08,574,76916
575,1.836252450085412e-08,575,77050
576,1.826713490656997e-08,576,77184
577,1.8172404876092367e-08,577,77318
578,1.8078328718633317e-08,578,77452
579,1.7984900802224206e-08,579,77586
580,1.789211555300772e-08,580,77720
581,1.7799967454539505e-08,581,77854
582,1.7708451047099446e-08,582,77988
583,1.7617560927012298e-08,583,78122
584,1.7527291745977664e-08,584,78256
585,1.743763821040907e-08,585,78390
586,1.7348595080782073e-08,586,78524
587,1.72601571709912e-08,587,78658
588,1.7172319347715633e-08,588,78792
589,1.708507652979348e-08,589,78926
590,1.6998423687604522e-08,590,79060
591,1.6912355842461272e-08,591,79194
592,1.6826868066008245e-08,592,79328
593,1.6741955479629353e-08,593,79462
594,1.6657613253863194e-08,594,79596
595,1.657383660782623e-08,595,79730
596,1.6490620808643693e-08,596,79864
597,1.6407961170888048e-08,597,79998
598,1.632585305602501e-08,598,80132
599,1.6244291871866884e-08,599,80266
600,1.616327307203325e-08,600,80400
601,1.6082792155418703e-08,601,80534
602,1.6002844665667772e-08,602,80668
603,1.5923426190656677e-08,603,80802
604,1.5844532361982015e-08,604,80936
605,1.5766158854456127e-08,605,81070
606,1.5688301385609156e-08,606,81204
607,1.561095571519765e-08,607,81338
608,1.553411764471957e-08,608,81472
609,1.5457783016935708e-08,609,81606
610,1.5381947715397322e-08,610,81740
611,1.530660766397998e-08,611,81874
612,1.523175882642345e-08,612,82008
613,1.515739720587761e-08,613,82142
614,1.5083518844454215e-08,614,82276
615,1.5010119822784526e-08,615,82410
616,1.4937196259582663e-08,616,82544
617,1.4864744311214576e-08,617,82678
618,1.4792760171272611e-08,618,82812
619,1.4721240070155549e-08,619,82946
620,1.4650180274654053e-08,620,83080
621,1.4579577087541444e-08,621,83214
622,1.4509426847169744e-08,622,83348
623,1.4439725927070841e-08,623,83482
624,1.4370470735562812e-08,624,83616
625,1.430165771536126e-08,625,83750
626,1.4233283343195578e-08,626,83884
627,1.416534412943013e-08,627,84018
628,1.4097836617690223e-08,628,84152
629,1.4030757384492846e-08,629,84286
630,1.3964103038882073e-08,630,84420
631,1.3897870222069068e-08,631,84554
632,1.3832055607076675e-08,632,84688
633,1.376665589838843e-08,633,84822
634,1.3701667831602044e-08,634,84956
635,1.3637088173087225e-08,635,85090
636,1.3572913719647782e-08,636,85224
637,1.3509141298187956e-08,637,85358
638,1.3445767765382973e-08,638,85492
639,1.3382790007353656e-08,639,85626
640,1.3320204939345117e-08,640,85760
641,1.3258009505409468e-08,641,85894
642,1.3196200678092433e-08,642,86028
643,1.3134775458123897e-08,643,86162
644,1.3073730874112266e-08,644,86296
645,1.30130639822426e-08,645,86430
646,1.2952771865978503e-08,646,86564
647,1.2892851635767661e-08,647,86698
648,1.2833300428751037e-08,648,86832
649,1.2774115408475611e-08,649,86966
650,1.271529376461067e-08,650,87100
651,1.2656832712667575e-08,651,87234
652,1.2598729493722939e-08,652,87368
653,1.2540981374145216e-08,653,87502
654,1.2483585645324605e-08,654,87636
655,1.2426539623406265e-08,655,87770
656,1.2369840649026743e-08,656,87904
657,1.2313486087053641e-08,657,88038
658,1.2257473326328436e-08,658,88172
659,1.2201799779412383e-08,659,88306
660,1.2146462882335517e-08,660,88440
661,1.20914600943487e-08,661,88574
662,1.2036788897678615e-08,662,88708
663,1.1982446797285747e-08,663,88842
664,1.1928431320625263e-08,664,88976
665,1.1874740017410744e-08,665,89110
666,1.182137045938079e-08,666,89244
667,1.1768320240068355e-08,667,89378
668,1.1715586974572914e-08,668,89512
669,1.1663168299335282e-08,669,89646
670,1.1611061871915159e-08,670,89780
671,1.15592653707713e-08,671,89914
672,1.1507776495044294e-08,672,90048
673,1.1456592964341942e-08,673,90182
674,1.1405712518527157e-08,674,90316
675,1.1355132917508369e-08,675,90450
676,1.1304851941032422e-08,676,90584
677,1.1254867388479902e-08,677,90718
678,1.1205177078662875e-08,678,90852
679,1.115577884962501e-08,679,90986
680,1.110667055844403e-08,680,91120
681,1.1057850081036508e-08,681,91254
682,1.1009315311964914e-08,682,91388
683,1.096106416424695e-08,683,91522
684,1.0913094569167084e-08,684,91656
685,1.08654044760903e-08,685,91790
686,1.0817991852277985e-08,686,91924
687,1.0770854682706012e-08,687,92058
688,1.0723990969884853e-08,688,92192
689,1.067739873368187e-08,689,92326
690,1.0631076011145564e-08,690,92460
691,1.0585020856331941e-08,691,92594
692,1.0539231340132827e-08,692,92728
693,1.0493705550106176e-08,693,92862
694,1.0448441590308337e-08,694,92996
695,1.0403437581128238e-08,695,93130
696,1.035869165912347e-08,696,93264
697,1.0314201976858261e-08,697,93398
698,1.02699667027433e-08,698,93532
699,1.022598402087737e-08,699,93666
700,1.0182252130890816e-08,700,93800
701,1.0138769247790777e-08,701,93934
702,1.0095533601808185e-08,702,94068
703,1.0052543438246503e-08,703,94202
704,1.0009797017332163e-08,704,94336
705,9.967292614066729e-09,705,94470
706,9.925028518080691e-09,706,94604
707,9.883003033488952e-09,707,94738
708,9.8412144787479e-09,708,94872
709,9.799661186514138e-09,709,95006
710,9.758341503504758e-09,710,95140
711,9.717253790359212e-09,711,95274
712,9.676396421502723e-09,712,95408
713,9.63576778501122e-09,713,95542
714,9.595366282477797e-09,714,95676
715,9.555190328880643e-09,715,95810
716,9.515238352452467e-09,716,95944
717,9.475508794551359e-09,717,96078
718,9.436000109533092e-09,718,96212
719,9.396710764624854e-09,719,96346
720,9.357639239800362e-09,720,96480
721,9.318784027656365e-09,721,96614
722,9.280143633290513e-09,722,96748
723,9.241716574180586e-09,723,96882
724,9.203501380065034e-09,724,97016
725,9.165496592824846e-09,725,97150
726,9.127700766366715e-09,726,97284
727,9.090112466507484e-09,727,97418
728,9.052730270859866e-09,728,97552
729,9.015552768719403e-09,729,97686
730,8.97857856095268e-09,730,97820
731,8.941806259886733e-09,731,97954
732,8.905234489199698e-09,732,98088
733,8.868861883812607e-09,733,98222
734,8.832687089782412e-09,734,98356
735,8.79670876419613e-09,735,98490
736,8.760925575066155e-09,736,98624
737,8.725336201226697e-09,737,98758
738,8.689939332231347e-09,738,98892
739,8.654733668251748e-09,739,99026
740,8.61971791997735e-09,740,99160
741,8.584890808516265e-09,741,99294
742,8.550251065297159e-09,742,99428
743,8.515797431972236e-09,743,99562
744,8.481528660321228e-09,744,99696
745,8.447443512156425e-09,745,99830
746,8.41354075922874e-09,746,99964
747,8.379819183134752e-09,747,100098
748,8.346277575224753e-09,748,100232
749,8.31291473651178e-09,749,100366
750,8.2797294775816e-09,750,100500
751,8.246720618503674e-09,751,100634
752,8.213886988743035e-09,752,100768
753,8.181227427073144e-09,753,100902
754,8.148740781489621e-09,754,101036
