step,LeducPoker/conv,LeducPoker/iters,LeducPoker/nodes_touched
154,0.00319271080086192,154,2912756
155,0.0030126192210332,155,2931670
156,0.0032354619720382782,156,2950584
157,0.0032856025276444684,157,2969498
158,0.0031119937417922877,158,2988412
159,0.0026466989791406326,159,3007326
160,0.002600016365675112,160,3026240
161,0.002705646525323381,161,3045154
162,0.0027528497609352054,162,3064068
163,0.0024899098201191516,163,3082982
164,0.002582347911223859,164,3101896
165,0.00275031139244257,165,3120810
166,0.0025426272081077728,166,3139724
167,0.0024969613701114612,167,3158638
168,0.0026710471170731803,168,3177552
169,0.00254077417225973,169,3196466
170,0.002676995999075407,170,3215380
171,0.0026002050730743465,171,3234294
172,0.0027374338645013707,172,3253208
173,0.0028468960963866224,173,3272122
174,0.002721304409020034,174,3291036
175,0.003092017038224426,175,3309950
176,0.0026022908920466103,176,3328864
177,0.0024914719894723186,177,3347778
178,0.0029902493728037327,178,3366692
179,0.002975132755666729,179,3385606
180,0.002537498284170936,180,3404520
181,0.0026660564113856894,181,3423434
182,0.0029348514126690817,182,3442348
183,0.0024038361420871263,183,3461262
184,0.0022419278777707358,184,3480176
185,0.002542706660585786,185,3499090
186,0.00207549607665658,186,3518004
187,0.0019159824124297536,187,3536918
188,0.0021752536829167113,188,3555832
189,0.002528616441442491,189,3574746
190,0.0023632559526962083,190,3593660
191,0.0025276265005062665,191,3612574
192,0.002427505270996111,192,3631488
193,0.002113202120897162,193,3650402
194,0.0020612528716151546,194,3669316
195,0.0022118326048277126,195,3688230
196,0.0023902140236806285,196,3707144
197,0.002420890059306985,197,3726058
198,0.0022442717094512538,198,3744972
199,0.002028642445878026,199,3763886
200,0.002076069905228753,200,3782800
201,0.0017336543633919843,201,3801714
202,0.0018448978045196296,202,3820628
203,0.001989836613647211,203,3839542
204,0.0019124347747659295,204,3858456
205,0.0017881335604982562,205,3877370
206,0.0018328740330064985,206,3896284
207,0.0018510339885053906,207,3915198
208,0.0016086672200453511,208,3934112
209,0.0018873175627751454,209,3953026
210,0.0020187810068808057,210,3971940
211,0.0017761456597751232,211,3990854
212,0.0016911939976214999,212,4009768
213,0.0016327434732434087,213,4028682
214,0.0017212946260205114,214,4047596
215,0.0020435011860200636,215,4066510
216,0.0019247000416923316,216,4085424
217,0.0015753498205747785,217,4104338
218,0.0018031113531134652,218,4123252
219,0.001977366327725591,219,4142166
220,0.0016761846354615834,220,4161080
221,0.001784766915904623,221,4179994
222,0.0017382033336070038,222,4198908
223,0.001486343478974056,223,4217822
224,0.0017813511533119053,224,4236736
225,0.001518306910923417,225,4255650
226,0.0014922849786456888,226,4274564
227,0.0017143191364454302,227,4293478
228,0.0014482796873491882,228,4312392
229,0.0016569270247656226,229,4331306
230,0.0018231252622910449,230,4350220
231,0.0014884918653331886,231,4369134
232,0.0015670373416684785,232,4388048
233,0.0016448422937009322,233,4406962
234,0.0016164379205780843,234,4425876
235,0.001600453288394088,235,4444790
236,0.001673977431587259,236,4463704
237,0.0014918792280030763,237,4482618
238,0.0015332368238261812,238,4501532
239,0.0017444031696380452,239,4520446
240,0.0015921080850253566,240,4539360
241,0.00152208570730962,241,4558274
242,0.0015877349960293358,242,4577188
243,0.001557583688804945,243,4596102
244,0.0016806778334486627,244,4615016
245,0.0017644351972161965,245,4633930
246,0.001605757950617237,246,4652844
247,0.0015849332569431995,247,4671758
248,0.0016755509566724475,248,4690672
249,0.0013046959972167205,249,4709586
250,0.0014407942695792153,250,4728500
251,0.0016262093062545668,251,4747414
252,0.0014125261088887148,252,4766328
253,0.0013604397162373938,253,4785242
254,0.0015019341374432754,254,4804156
255,0.001283007902907654,255,4823070
256,0.001146629244473743,256,4841984
257,0.0013236545318208864,257,4860898
258,0.0013883973103199776,258,4879812
259,0.0012604447098304578,259,4898726
260,0.0014379314933578163,260,4917640
261,0.001509275059664028,261,4936554
262,0.001405501681138635,262,4955468
263,0.0014700304890693933,263,4974382
264,0.0013018077888583557,264,4993296
265,0.0013099492474650254,265,5012210
266,0.0013416463086058789,266,5031124
267,0.0013071050886286004,267,5050038
268,0.0015204907526065597,268,5068952
269,0.001714956869660958,269,5087866
270,0.0012632580784892045,270,5106780
271,0.0013739595465600551,271,5125694
272,0.0016249446910648474,272,5144608
273,0.0011436931379364829,273,5163522
274,0.001219394661907694,274,5182436
275,0.0012881589106776836,275,5201350
276,0.001296684331697967,276,5220264
277,0.00145702938339623,277,5239178
278,0.001423087979295981,278,5258092
279,0.0011777966645741267,279,5277006
280,0.0012841933184931792,280,5295920
281,0.0015492303241119443,281,5314834
282,0.0011514514785748026,282,5333748
283,0.0011086366675130965,283,5352662
284,0.0012271221293358309,284,5371576
285,0.001310754053836155,285,5390490
286,0.0012584244701636382,286,5409404
287,0.0012812991398457735,287,5428318
288,0.0010609155383099478,288,5447232
289,0.0011713615860302479,289,5466146
290,0.0012145364701139846,290,5485060
291,0.0009128907864027896,291,5503974
292,0.0009947144978018282,292,5522888
293,0.001267430035447159,293,5541802
294,0.0010707698434001822,294,5560716
295,0.001010757601830739,295,5579630
296,0.0011755058647492378,296,5598544
297,0.0009758522500416672,297,5617458
298,0.0010183050570610336,298,5636372
299,0.001127176276472533,299,5655286
300,0.0010565306043662515,300,5674200
301,0.0011612605724636293,301,5693114
302,0.0012885857394917266,302,5712028
303,0.0011694186082039787,303,5730942
304,0.0011029061835828302,304,5749856
305,0.0011958515071998077,305,5768770
306,0.001112419958624225,306,5787684
307,0.0011531599394857817,307,5806598
308,0.0012079485275495877,308,5825512
309,0.0012152229145781096,309,5844426
310,0.001236949930977116,310,5863340
311,0.0012441395709335001,311,5882254
312,0.0010542606950072475,312,5901168
313,0.0010412623333983517,313,5920082
314,0.0011073840721924078,314,5938996
315,0.0010748549575704397,315,5957910
316,0.001160561810706312,316,5976824
317,0.0013022304798426532,317,5995738
318,0.001041601317937832,318,6014652
319,0.0011352944765167378,319,6033566
320,0.0011208948266901303,320,6052480
321,0.0009975096483282597,321,6071394
322,0.0011007484021614,322,6090308
323,0.0012143859899824139,323,6109222
324,0.0009862745107090676,324,6128136
325,0.0011055947010599892,325,6147050
326,0.0010168639701204352,326,6165964
327,0.0008029716140397491,327,6184878
328,0.0008951555032851999,328,6203792
329,0.0008707143297874143,329,6222706
330,0.0008386516760081897,330,6241620
331,0.0009299878676327505,331,6260534
332,0.0008783293466497963,332,6279448
333,0.0007083605373903595,333,6298362
334,0.0008281845358420054,334,6317276
335,0.001030380905240505,335,6336190
336,0.001036767856791826,336,6355104
337,0.0009451308387786461,337,6374018
338,0.0011103674427932197,338,6392932
339,0.0010024786568253383,339,6411846
340,0.0009620417124711206,340,6430760
341,0.0009541296128211529,341,6449674
342,0.0008714658747122905,342,6468588
343,0.0009685782699213746,343,6487502
344,0.0010209429015970717,344,6506416
345,0.000812949244273567,345,6525330
346,0.000862940023962977,346,6544244
347,0.0010858375852951796,347,6563158
348,0.0010863725996669293,348,6582072
349,0.0009380377149955516,349,6600986
350,0.0009345845592373947,350,6619900
351,0.0008181363881912818,351,6638814
352,0.0009004055905654437,352,6657728
353,0.0008776929453123,353,6676642
354,0.0007937407420580203,354,6695556
355,0.0008701683127900414,355,6714470
356,0.0009419199949925322,356,6733384
357,0.0007697541443576761,357,6752298
358,0.0008218110664005573,358,6771212
359,0.0008444968459996871,359,6790126
360,0.0007180639673305955,360,6809040
361,0.0008083176954792048,361,6827954
362,0.000924196205630709,362,6846868
363,0.0007317970875646146,363,6865782
364,0.0008521189559321796,364,6884696
365,0.0010050930231491617,365,6903610
366,0.0007952857540223374,366,6922524
367,0.000684693223055588,367,6941438
368,0.0008499006727406139,368,6960352
369,0.000750285285201685,369,6979266
370,0.0008150754965010748,370,6998180
371,0.0008043876217018325,371,7017094
372,0.0008208078228851418,372,7036008
373,0.0007429200252682677,373,7054922
374,0.0008106810014081867,374,7073836
375,0.0008891510397880109,375,7092750
376,0.0007884157113943746,376,7111664
377,0.0007296691123314658,377,7130578
378,0.0007948951049355779,378,7149492
379,0.000741469050317578,379,7168406
380,0.0006801701923474651,380,7187320
381,0.0007365157769778502,381,7206234
382,0.0006593577360198,382,7225148
383,0.000640720454898186,383,7244062
384,0.0006849365870948698,384,7262976
385,0.0007708807654187022,385,7281890
386,0.0006587858987616296,386,7300804
387,0.0007082897527705828,387,7319718
388,0.0008285105230259604,388,7338632
389,0.0006071197845487902,389,7357546
390,0.0007102444070586078,390,7376460
391,0.0008187987541753844,391,7395374
392,0.0006991334413865985,392,7414288
393,0.0007604321231700767,393,7433202
394,0.0009159105142865914,394,7452116
395,0.0008157155195985255,395,7471030
396,0.0006561810002716911,396,7489944
397,0.0007568764865913957,397,7508858
398,0.0007216624249293674,398,7527772
399,0.0007196263814037498,399,7546686
400,0.0007814815262592589,400,7565600
401,0.0007433771970274256,401,7584514
402,0.0007051365239202079,402,7603428
403,0.0008055092158019556,403,7622342
404,0.0008379997738560685,404,7641256
405,0.0007319566266277278,405,7660170
406,0.0007977819511147607,406,7679084
407,0.0008064843576361391,407,7697998
408,0.00077173741147607,408,7716912
409,0.0008760867346608789,409,7735826
410,0.0008492748026798502,410,7754740
411,0.0006896007901295576,411,7773654
412,0.0007397505511391594,412,7792568
413,0.0008468021239191048,413,7811482
414,0.0007354729588892328,414,7830396
415,0.0007306241998160656,415,7849310
416,0.0007316861372004824,416,7868224
417,0.000609666827513719,417,7887138
418,0.000699797102395816,418,7906052
419,0.0006518950132587409,419,7924966
420,0.0006376763158130461,420,7943880
421,0.0006542630320032772,421,7962794
422,0.0007080562942688579,422,7981708
423,0.0006105015651489132,423,8000622
424,0.0007555315563711335,424,8019536
425,0.0007415615017564298,425,8038450
426,0.0006148406189261935,426,8057364
427,0.0006476615070023367,427,8076278
428,0.0007782006655416424,428,8095192
429,0.000584293436814487,429,8114106
430,0.000638480946461864,430,8133020
431,0.0008531924256486856,431,8151934
432,0.0006865167659941968,432,8170848
433,0.0006242788881695299,433,8189762
434,0.0007499452044829463,434,8208676
435,0.0007956167268398789,435,8227590
436,0.0006321901214846326,436,8246504
437,0.0006651789405824476,437,8265418
438,0.0007089586140106574,438,8284332
439,0.0006511318547623435,439,8303246
440,0.00063007546390903,440,8322160
441,0.0006538712654112627,441,8341074
442,0.0005407128769917696,442,8359988
443,0.0005827135848946452,443,8378902
444,0.0006854868417252719,444,8397816
445,0.0005821063758893602,445,8416730
446,0.0005671548850932628,446,8435644
447,0.0006484609528728258,447,8454558
448,0.000605653124410313,448,8473472
449,0.0005958853067155184,449,8492386
450,0.000593924699116094,450,8511300
451,0.0006069143871243882,451,8530214
452,0.0006287969531664148,452,8549128
453,0.000675461652210857,453,8568042
454,0.0006402887379690289,454,8586956
455,0.000577739647955211,455,8605870
456,0.0006214884779197141,456,8624784
457,0.0007287417136422683,457,8643698
458,0.000593035377381472,458,8662612
459,0.0005203206547024775,459,8681526
460,0.0006376350774487533,460,8700440
461,0.0007023945084346436,461,8719354
462,0.0006171123388224661,462,8738268
463,0.0006649170043145913,463,8757182
464,0.0006989076783661397,464,8776096
465,0.0006377878355182318,465,8795010
466,0.0006673440787416315,466,8813924
467,0.0006857100398559093,467,8832838
468,0.0006500150665412832,468,8851752
469,0.0006680255095350071,469,8870666
470,0.0006838207879710442,470,8889580
471,0.0006516680619393644,471,8908494
472,0.0006900768478495523,472,8927408
473,0.0007786331595486945,473,8946322
474,0.0006957150071384838,474,8965236
475,0.0006562620202775621,475,8984150
476,0.0006791599358965048,476,9003064
477,0.0006242588638184707,477,9021978
478,0.0006330239409731986,478,9040892
479,0.0007250217878247006,479,9059806
480,0.0006061816037912504,480,9078720
481,0.000594805760006395,481,9097634
482,0.0006451342693396256,482,9116548
483,0.0005626520359335724,483,9135462
484,0.0005582249314129151,484,9154376
485,0.000586847901692486,485,9173290
486,0.0004903674199001201,486,9192204
487,0.0006010136794463022,487,9211118
488,0.000680956241804212,488,9230032
489,0.0005524170505524506,489,9248946
490,0.0005889240385423405,490,9267860
491,0.0006171190510266683,491,9286774
492,0.0004971384356568104,492,9305688
493,0.00054178500775591,493,9324602
494,0.0006470165515858883,494,9343516
495,0.0005311041771161457,495,9362430
496,0.0005408383078009116,496,9381344
497,0.0006570876210250098,497,9400258
498,0.0005480061311869955,498,9419172
499,0.0004983968803652927,499,9438086
500,0.0005621192963002064,500,9457000
501,0.0005592132679242967,501,9475914
502,0.0005232584912595317,502,9494828
503,0.000552959969172373,503,9513742
504,0.0006217511799135461,504,9532656
505,0.0005199153665830791,505,9551570
506,0.0005479910528450871,506,9570484
507,0.0006194666587840542,507,9589398
508,0.0005155955550102537,508,9608312
509,0.00047514724096688055,509,9627226
510,0.0005505579697318713,510,9646140
511,0.0005518803370064967,511,9665054
512,0.0004821711939033829,512,9683968
513,0.0005561976012278258,513,9702882
514,0.0005343237136305884,514,9721796
515,0.0004681564131905763,515,9740710
516,0.0005051317644878817,516,9759624
517,0.0005419287678932461,517,9778538
518,0.0005015991972068534,518,9797452
519,0.0005067569659065185,519,9816366
520,0.0005433592077759564,520,9835280
521,0.0004872333368020759,521,9854194
522,0.0005253713515874711,522,9873108
523,0.0006244177277508339,523,9892022
524,0.0005547580254293277,524,9910936
525,0.0005051219178283592,525,9929850
526,0.0005905162196719188,526,9948764
527,0.0005735072277005399,527,9967678
528,0.0005930853246092771,528,9986592
529,0.0006329214113863779,529,10005506
530,0.0005419783905269426,530,10024420
531,0.00046512786623235935,531,10043334
532,0.000561008562117167,532,10062248
533,0.0006005616332541847,533,10081162
534,0.0005207756126508409,534,10100076
535,0.0005617789290425154,535,10118990
536,0.0006127849522998691,536,10137904
537,0.0005559623354322099,537,10156818
538,0.0005394876057077322,538,10175732
539,0.000516645729519434,539,10194646
540,0.0005077965344347998,540,10213560
541,0.0005500415048207002,541,10232474
542,0.0005242750170920615,542,10251388
543,0.0004631281991115538,543,10270302
544,0.0004653533660451403,544,10289216
545,0.00047375062635063303,545,10308130
546,0.0004436339667285849,546,10327044
547,0.0004699658050812544,547,10345958
548,0.00047505790430098227,548,10364872
549,0.0004562470585312006,549,10383786
550,0.0004907573726240649,550,10402700
551,0.0004977766115444038,551,10421614
552,0.0004625430188118368,552,10440528
553,0.000483817888401461,553,10459442
554,0.00046280180307400887,554,10478356
555,0.0004191988849164413,555,10497270
556,0.00046190689251465744,556,10516184
557,0.00045984093309420215,557,10535098
558,0.00042337710191958644,558,10554012
559,0.0004547289680444655,559,10572926
560,0.00045814196115831485,560,10591840
561,0.0004176880503272695,561,10610754
562,0.00045228947023329136,562,10629668
563,0.00047138025239587544,563,10648582
564,0.00042263005799808573,564,10667496
565,0.00044535249683931577,565,10686410
566,0.0004714441650384288,566,10705324
567,0.0004458031457946626,567,10724238
568,0.0004900426491600968,568,10743152
569,0.0004760983153085929,569,10762066
570,0.0004232000986227752,570,10780980
571,0.0004510334516432124,571,10799894
572,0.0004899936374541114,572,10818808
573,0.0004595037868468932,573,10837722
574,0.0004689150836599265,574,10856636
575,0.0004757564722559504,575,10875550
576,0.00039278280550729405,576,10894464
577,0.000398273924163986,577,10913378
578,0.00041886768249546624,578,10932292
579,0.00041565363596693383,579,10951206
580,0.0004488862611504926,580,10970120
581,0.00045144690860628167,581,10989034
582,0.0003912078238981487,582,11007948
583,0.0004162271424439992,583,11026862
584,0.00047817745337968426,584,11045776
585,0.0004120440713922119,585,11064690
586,0.0004026715833120448,586,11083604
587,0.00047097417308770984,587,11102518
588,0.00042939539334634763,588,11121432
589,0.00044083993113130937,589,11140346
590,0.00047515159177791144,590,11159260
591,0.0004390177821053179,591,11178174
592,0.0004260821592189934,592,11197088
593,0.0004441170645741177,593,11216002
594,0.0004571669622491503,594,11234916
595,0.0004890826465340781,595,11253830
596,0.0004882576734742683,596,11272744
597,0.0004121493841398177,597,11291658
598,0.00042157853272411366,598,11310572
599,0.00048704299676865376,599,11329486
600,0.00042715250452390885,600,11348400
601,0.00042236127423200126,601,11367314
602,0.0004895800302006231,602,11386228
603,0.0004229404403463949,603,11405142
604,0.00040435477625249544,604,11424056
605,0.0004895624627904507,605,11442970
606,0.0004033270277898626,606,11461884
607,0.00035295947184827564,607,11480798
608,0.00042591714052177265,608,11499712
609,0.0003860366066652521,609,11518626
610,0.0003831481207608317,610,11537540
611,0.00042763510004135974,611,11556454
612,0.00034766756699206036,612,11575368
613,0.0003147034799116516,613,11594282
614,0.0003758660740914993,614,11613196
615,0.00038319855398409597,615,11632110
616,0.00035069815036761764,616,11651024
617,0.00040292676509262604,617,11669938
618,0.0004230104043515537,618,11688852
619,0.0003868854000639854,619,11707766
620,0.00037577864694861296,620,11726680
621,0.00039924458913372096,621,11745594
622,0.0003538785889534296,622,11764508
623,0.0003451886709586738,623,11783422
624,0.00038765790308938064,624,11802336
625,0.00033735851348014323,625,11821250
626,0.00035812170730836757,626,11840164
627,0.00041580994051315656,627,11859078
628,0.00035760005789198246,628,11877992
629,0.000310097581427346,629,11896906
630,0.0003886480206222592,630,11915820
631,0.00041077903085411094,631,11934734
632,0.0003416563967995889,632,11953648
633,0.00038617313254929453,633,11972562
634,0.00039211538629629894,634,11991476
635,0.00037406709251550097,635,12010390
636,0.0003877019053743769,636,12029304
637,0.0003756320098752819,637,12048218
638,0.00035677953185829503,638,12067132
639,0.00038498642707014696,639,12086046
640,0.0003664894647597561,640,12104960
641,0.00036337334945801825,641,12123874
642,0.0003684726072349931,642,12142788
643,0.0003692176965349875,643,12161702
644,0.0003673166668764008,644,12180616
645,0.000361220520853342,645,12199530
646,0.000362071561884586,646,12218444
647,0.00037314357394174075,647,12237358
648,0.0004089340518186532,648,12256272
649,0.00033708420888232254,649,12275186
650,0.00032779972673505076,650,12294100
651,0.0003682987031982804,651,12313014
652,0.00038860750442415437,652,12331928
653,0.0003225998494531951,653,12350842
654,0.000348179935931045,654,12369756
655,0.00037776472929134525,655,12388670
656,0.0003694880853633564,656,12407584
657,0.00036689373526015145,657,12426498
658,0.0003775789474549582,658,12445412
659,0.00031874559758279797,659,12464326
660,0.0003608314208123839,660,12483240
661,0.00041883641521747034,661,12502154
662,0.00036198126269706976,662,12521068
663,0.0003238453593246704,663,12539982
664,0.00035428073802953874,664,12558896
665,0.00035943903897955876,665,12577810
666,0.0003473245593380303,666,12596724
667,0.0003547140599671206,667,12615638
668,0.00031612328699390235,668,12634552
669,0.0003462137244221175,669,12653466
670,0.00038829899576530574,670,12672380
671,0.0003077766251013622,671,12691294
672,0.000322590563266667,672,12710208
673,0.0003837882980003912,673,12729122
674,0.00036490182840558105,674,12748036
675,0.00030190627425419336,675,12766950
676,0.0003111038157498358,676,12785864
677,0.00034224193026992367,677,12804778
678,0.00034335970763119117,678,12823692
679,0.00033140534057291005,679,12842606
680,0.00031340703671722814,680,12861520
681,0.00029677609027965735,681,12880434
682,0.0003204367568615668,682,12899348
683,0.0003302941698645201,683,12918262
684,0.0003155673950444582,684,12937176
685,0.0003228599664164833,685,12956090
686,0.0003278787965389496,686,12975004
687,0.00031447625161466763,687,12993918
688,0.00031795915468088576,688,13012832
689,0.000339849443385401,689,13031746
690,0.0003360813634469273,690,13050660
691,0.00033247699884435267,691,13069574
692,0.00032019574659514216,692,13088488
693,0.00031052043852608513,693,13107402
694,0.00031637333527147204,694,13126316
695,0.0003272258441585907,695,13145230
696,0.0003072033906724725,696,13164144
697,0.0002921939548330421,697,13183058
698,0.0002967051719768854,698,13201972
699,0.00031220714379039116,699,13220886
700,0.00030993103361465213,700,13239800
701,0.0003067259181537829,701,13258714
702,0.00027840668557896353,702,13277628
703,0.00026795040075650034,703,13296542
704,0.0003032872430872996,704,13315456
705,0.0002878147624091887,705,13334370
706,0.0002619930600501752,706,13353284
707,0.0002675734021041487,707,13372198
708,0.00027542096172361585,708,13391112
709,0.0002595262708029039,709,13410026
710,0.00028429437211532904,710,13428940
711,0.0003037073432171633,711,13447854
712,0.00031235861991570774,712,13466768
713,0.000290396450354842,713,13485682
714,0.00026905557804570573,714,13504596
715,0.0002970362684922151,715,13523510
716,0.0003184695807856436,716,13542424
717,0.00030779557189765383,717,13561338
718,0.00028297210366408365,718,13580252
719,0.00028905057924029365,719,13599166
720,0.0002938801014287923,720,13618080
721,0.0003131392517030651,721,13636994
722,0.00032304835655351527,722,13655908
723,0.0003311695230454048,723,13674822
724,0.00032111831793933676,724,13693736
725,0.00035100783915953393,725,13712650
726,0.0003124762116122337,726,13731564
727,0.00031420022167183426,727,13750478
728,0.000335780866566264,728,13769392
729,0.00033906030665728504,729,13788306
730,0.00026602648504704673,730,13807220
731,0.00028207596226260956,731,13826134
732,0.0002963507687649969,732,13845048
733,0.00031903214283746095,733,13863962
734,0.00030201232800386446,734,13882876
735,0.0002681403881208133,735,13901790
736,0.00025408702467785704,736,13920704
737,0.0002801200737935633,737,13939618
738,0.00028474901086075755,738,13958532
739,0.0002524278267857505,739,13977446
740,0.00024124660608482174,740,13996360
741,0.0002620695591424721,741,14015274
742,0.00026984774637869857,742,14034188
743,0.00025626681886783964,743,14053102
744,0.0002499900602569438,744,14072016
745,0.00023027859490333535,745,14090930
746,0.00023928426153980997,746,14109844
747,0.00024434724545935316,747,14128758
748,0.0002555483342560061,748,14147672
749,0.00023457270016108422,749,14166586
750,0.00023837828635221714,750,14185500
751,0.00025368496444008737,751,14204414
752,0.00023260100436646447,752,14223328
753,0.00023657924735180635,753,14242242
754,0.00024998366769285463,754,14261156
755,0.0002466072132478875,755,14280070
756,0.0002368193422338516,756,14298984
757,0.00024268197305538086,757,14317898
758,0.00024653949443009804,758,14336812
759,0.00026728709649921634,759,14355726
760,0.0002818106802203735,760,14374640
761,0.0002534673818027633,761,14393554
762,0.00024648197348076106,762,14412468
763,0.0002641450124344358,763,14431382
764,0.00026376205991662793,764,14450296
765,0.00024504642492630124,765,14469210
766,0.00023606779074700213,766,14488124
767,0.00022298585376880065,767,14507038
768,0.000219305308216719,768,14525952
769,0.000247104396056394,769,14544866
770,0.0002409650742696834,770,14563780
771,0.00024415295096738565,771,14582694
772,0.00024649731853154666,772,14601608
773,0.0002289648939200195,773,14620522
774,0.0002554393113919362,774,14639436
775,0.00025890756241248036,775,14658350
776,0.0002693644809346127,776,14677264
777,0.00025654147131967675,777,14696178
778,0.00022957064151282042,778,14715092
779,0.00023012699382438107,779,14734006
780,0.00024001033627357032,780,14752920
781,0.0002485892594635275,781,14771834
782,0.000243084358462195,782,14790748
783,0.00023963628661181902,783,14809662
784,0.000244937342482085,784,14828576
785,0.00024895944405035203,785,14847490
786,0.0002430273879829234,786,14866404
787,0.0002427604793717869,787,14885318
788,0.0002537875165026446,788,14904232
