step,BattleShip3/conv,BattleShip3/iters,BattleShip3/nodes_touched
186,0.008659154035560473,186,272529804
187,0.008628675583744735,187,273995018
188,0.008608706166157831,188,275460232
189,0.00845920566102075,189,276925446
190,0.008430114537216565,190,278390660
191,0.008224156892554776,191,279855874
192,0.00817072800211574,192,281321088
193,0.0082109369365998,193,282786302
194,0.008733232390622403,194,284251516
195,0.009125135995972117,195,285716730
196,0.0093918137946859,196,287181944
197,0.009338567539646653,197,288647158
198,0.00873005722695433,198,290112372
199,0.008220820088224084,199,291577586
200,0.008199371269729402,200,293042800
201,0.008114799982228013,201,294508014
202,0.008074301557368477,202,295973228
203,0.007973355833711324,203,297438442
204,0.007751087420204875,204,298903656
205,0.007552884829526055,205,300368870
206,0.007503611170578642,206,301834084
207,0.007432081585296221,207,303299298
208,0.007362295458599996,208,304764512
209,0.007509062996550991,209,306229726
210,0.007448468304103478,210,307694940
211,0.00734941089905107,211,309160154
212,0.007216605480041133,212,310625368
213,0.00713757462998639,213,312090582
214,0.007443988647020838,214,313555796
215,0.007922560734420478,215,315021010
216,0.008141827960353995,216,316486224
217,0.008091146588363976,217,317951438
218,0.007666908905825415,218,319416652
219,0.007701230414888238,219,320881866
220,0.0074614937820262905,220,322347080
221,0.0073250269908508026,221,323812294
222,0.006952711460097738,222,325277508
223,0.00662786054020191,223,326742722
224,0.006798014504743613,224,328207936
225,0.00710826287605916,225,329673150
226,0.007205362619203709,226,331138364
227,0.007353269080976277,227,332603578
228,0.00718957447055299,228,334068792
229,0.007070445695542771,229,335534006
230,0.0068716988259410194,230,336999220
231,0.006826813456451392,231,338464434
232,0.006826427275477803,232,339929648
233,0.0066960353314163,233,341394862
234,0.006595410716815797,234,342860076
235,0.006734735392145391,235,344325290
236,0.006880106954975651,236,345790504
237,0.00702054538494401,237,347255718
238,0.006840319134396686,238,348720932
239,0.006613199893188815,239,350186146
240,0.006394922429404787,240,351651360
241,0.006376411662134374,241,353116574
242,0.0065048407311861095,242,354581788
243,0.006584391595838637,243,356047002
244,0.006346601593488044,244,357512216
245,0.006324401004104502,245,358977430
246,0.006498753308074909,246,360442644
247,0.006480612319386236,247,361907858
248,0.006544203723185829,248,363373072
249,0.0066593096617462155,249,364838286
250,0.006603559065605044,250,366303500
251,0.006338006656659123,251,367768714
252,0.005973172509808097,252,369233928
253,0.006023919637346303,253,370699142
254,0.005988408197057898,254,372164356
255,0.005905118236751342,255,373629570
256,0.0060491555364497185,256,375094784
257,0.006203956330194937,257,376559998
258,0.006171430698535735,258,378025212
259,0.005993140274485442,259,379490426
260,0.005942584053334074,260,380955640
261,0.006099255591262467,261,382420854
262,0.006109939521100588,262,383886068
263,0.006154906710328353,263,385351282
264,0.00601921304079249,264,386816496
265,0.005931471296063473,265,388281710
266,0.005899390938757271,266,389746924
267,0.00573138335713011,267,391212138
268,0.005704910242752825,268,392677352
269,0.005740126004560087,269,394142566
270,0.0059824460045257155,270,395607780
271,0.00602008677255278,271,397072994
272,0.005974214780796891,272,398538208
273,0.005988253170668367,273,400003422
274,0.005907847352656134,274,401468636
275,0.0059037544056749075,275,402933850
276,0.005930193207109413,276,404399064
277,0.0059077448299110075,277,405864278
278,0.005918412385726421,278,407329492
279,0.005926480557683772,279,408794706
280,0.005696216372911331,280,410259920
281,0.0054724477023489065,281,411725134
282,0.005507707669955467,282,413190348
283,0.0054961726649989245,283,414655562
284,0.005503280378875278,284,416120776
285,0.005525793120104525,285,417585990
286,0.005385785332195123,286,419051204
287,0.005271641956510059,287,420516418
288,0.005135255522586896,288,421981632
289,0.005158949444371688,289,423446846
290,0.00517383742476947,290,424912060
291,0.005324457617638181,291,426377274
292,0.0055397616203154,292,427842488
293,0.005743702114700433,293,429307702
294,0.005950683612535687,294,430772916
295,0.006078146046510288,295,432238130
296,0.006106332868212841,296,433703344
297,0.0060387718379177335,297,435168558
298,0.005753448084542381,298,436633772
299,0.005326520059823342,299,438098986
300,0.0049134733905667055,300,439564200
301,0.0049997206923758225,301,441029414
302,0.005093424552630718,302,442494628
303,0.0050914775965610615,303,443959842
304,0.005189881869750598,304,445425056
305,0.005237096647370085,305,446890270
306,0.005172899939145423,306,448355484
307,0.005081424700568465,307,449820698
308,0.004944434271410614,308,451285912
309,0.00498313977540947,309,452751126
310,0.005157394775711227,310,454216340
311,0.005149332213516586,311,455681554
312,0.005034785629932134,312,457146768
313,0.004911850038059537,313,458611982
314,0.004894465176840279,314,460077196
315,0.004951939972202293,315,461542410
316,0.004995120535694619,316,463007624
317,0.004900698732807698,317,464472838
318,0.004892858617181611,318,465938052
319,0.004912572870199555,319,467403266
320,0.004985178862095069,320,468868480
321,0.0049765629983520715,321,470333694
322,0.004871855306918235,322,471798908
323,0.00494199770496595,323,473264122
324,0.005062088215426155,324,474729336
325,0.005064348261818105,325,476194550
326,0.005009449362634644,326,477659764
327,0.004955550698462957,327,479124978
328,0.005025257890984083,328,480590192
329,0.005117368270019559,329,482055406
330,0.005060716427988138,330,483520620
331,0.005011222395197301,331,484985834
332,0.0049417699254762915,332,486451048
333,0.0047591463169039255,333,487916262
334,0.0046442961683149375,334,489381476
335,0.004582420558377875,335,490846690
336,0.004603864704059532,336,492311904
337,0.004603690440530231,337,493777118
338,0.0045288171121107,338,495242332
339,0.004433877345526818,339,496707546
340,0.004416100364372302,340,498172760
341,0.004471456153214912,341,499637974
342,0.004575651071117931,342,501103188
343,0.0045246449946785144,343,502568402
344,0.004546810282413494,344,504033616
345,0.004434514479294521,345,505498830
346,0.00448514525774496,346,506964044
347,0.004550013612740711,347,508429258
348,0.004669992977104853,348,509894472
349,0.004859979544875728,349,511359686
350,0.004836046924770507,350,512824900
351,0.004771489787297925,351,514290114
352,0.004684450064899245,352,515755328
353,0.004581479393558019,353,517220542
354,0.00446231813493031,354,518685756
355,0.004322736680205816,355,520150970
356,0.004271144279703917,356,521616184
357,0.004195054240337684,357,523081398
358,0.004118608096331147,358,524546612
359,0.004292142035712113,359,526011826
360,0.0044314424519256435,360,527477040
361,0.004526831688949323,361,528942254
362,0.00452796459363608,362,530407468
363,0.004420946243530191,363,531872682
364,0.004329381109552555,364,533337896
365,0.00433843725755978,365,534803110
366,0.004500810103054059,366,536268324
367,0.004583359330048317,367,537733538
368,0.004665518667866922,368,539198752
369,0.00458902994927908,369,540663966
370,0.004498467969441949,370,542129180
371,0.004286125800298343,371,543594394
372,0.004119214492272372,372,545059608
373,0.004121159904371147,373,546524822
374,0.004058771931060273,374,547990036
375,0.00409580951282125,375,549455250
376,0.004152889736758036,376,550920464
377,0.004079069053699216,377,552385678
378,0.004003499643887715,378,553850892
379,0.003938637564595615,379,555316106
380,0.00397821127845005,380,556781320
381,0.004008389355612346,381,558246534
382,0.004072457326081469,382,559711748
383,0.0040981825977653985,383,561176962
384,0.00411524718227306,384,562642176
385,0.004200485691972691,385,564107390
386,0.004228042738696397,386,565572604
387,0.0043295626435013446,387,567037818
388,0.004456926647064555,388,568503032
389,0.004371189944028311,389,569968246
390,0.004265742934626643,390,571433460
391,0.0041738876222483096,391,572898674
392,0.003979959614351408,392,574363888
393,0.0038324451793403935,393,575829102
394,0.003806538967890058,394,577294316
395,0.0037867600303989613,395,578759530
396,0.0037890615285494367,396,580224744
397,0.0038499642210860496,397,581689958
398,0.003914286244222909,398,583155172
399,0.004014787857072044,399,584620386
400,0.0039482724997476765,400,586085600
401,0.0038111529026298857,401,587550814
402,0.003677482158636655,402,589016028
403,0.0037046921996015947,403,590481242
404,0.0037430669657807364,404,591946456
405,0.003901943141722694,405,593411670
406,0.004086094863437889,406,594876884
407,0.004166003186959755,407,596342098
408,0.00411746451932124,408,597807312
409,0.00398376203810924,409,599272526
410,0.003850954317962299,410,600737740
411,0.003947691127703851,411,602202954
412,0.004066587828103735,412,603668168
413,0.004073143676981986,413,605133382
414,0.003928265336464398,414,606598596
415,0.003808515780843791,415,608063810
416,0.003724892673369659,416,609529024
417,0.003688050777612445,417,610994238
418,0.003686365281112866,418,612459452
419,0.003651719881122298,419,613924666
420,0.003569157040860166,420,615389880
421,0.003640131415394862,421,616855094
422,0.003729943854026363,422,618320308
423,0.0038281434150089916,423,619785522
424,0.0038071370165352197,424,621250736
425,0.0037431264169988654,425,622715950
426,0.003728254500021788,426,624181164
427,0.003791909808492727,427,625646378
428,0.0037763728352073755,428,627111592
429,0.003701038311270513,429,628576806
430,0.0036708364161096435,430,630042020
431,0.003694727010509824,431,631507234
432,0.0037090512326906078,432,632972448
433,0.003780681373986683,433,634437662
434,0.003865360248721472,434,635902876
435,0.003869271490706344,435,637368090
436,0.0037803776694421837,436,638833304
437,0.0036724033166821435,437,640298518
438,0.003485056571131448,438,641763732
439,0.003528010071342347,439,643228946
440,0.0035371681664993215,440,644694160
441,0.003520805824143672,441,646159374
442,0.003508202290787174,442,647624588
443,0.003470790771726101,443,649089802
444,0.0034617807585866495,444,650555016
445,0.0034166413826383774,445,652020230
446,0.0034071270672032944,446,653485444
447,0.0034285693816496626,447,654950658
448,0.0034178075903783106,448,656415872
449,0.003462609143777537,449,657881086
450,0.0034285266466672487,450,659346300
451,0.003605547365175918,451,660811514
452,0.003656559114621566,452,662276728
453,0.0036505895029841223,453,663741942
454,0.0036751762455242143,454,665207156
455,0.003675476035586933,455,666672370
456,0.0036266976617611024,456,668137584
457,0.003515076003200515,457,669602798
458,0.0033710620867692526,458,671068012
459,0.00329557640784732,459,672533226
460,0.0033192549902421042,460,673998440
461,0.0032946269939757022,461,675463654
462,0.0032302093013099192,462,676928868
463,0.0032016085502812597,463,678394082
464,0.003352372840322748,464,679859296
465,0.003491081847728547,465,681324510
466,0.003541051944920451,466,682789724
467,0.003484224670406419,467,684254938
468,0.0034881793327784794,468,685720152
469,0.003571881040992292,469,687185366
470,0.0035689899245368167,470,688650580
471,0.0034924764372712136,471,690115794
472,0.0035200463731117765,472,691581008
473,0.0036071033777597267,473,693046222
474,0.003650268094689685,474,694511436
475,0.0036109741401760542,475,695976650
476,0.003500142943639803,476,697441864
477,0.0034382242340780106,477,698907078
478,0.00343346070531432,478,700372292
479,0.0034000106197411145,479,701837506
480,0.003374126151937551,480,703302720
481,0.0033031982344630395,481,704767934
482,0.003238361873910911,482,706233148
483,0.0031310714716448335,483,707698362
484,0.0031659887804691422,484,709163576
485,0.003212360133570874,485,710628790
486,0.0031421718422258715,486,712094004
487,0.0031605958913760446,487,713559218
488,0.003207398600094183,488,715024432
489,0.003256769970995055,489,716489646
490,0.003259821981793226,490,717954860
491,0.003284024136184227,491,719420074
492,0.003395678102463398,492,720885288
493,0.003469720291501832,493,722350502
494,0.003496197903034834,494,723815716
495,0.003407573785860804,495,725280930
496,0.003316435269347176,496,726746144
497,0.0033603016474948316,497,728211358
498,0.003368140234534911,498,729676572
499,0.003342954656058064,499,731141786
500,0.0032278012025565156,500,732607000
501,0.003137082466921709,501,734072214
502,0.00308044481816562,502,735537428
503,0.0030491752897340296,503,737002642
504,0.003004139171405115,504,738467856
505,0.003094665084854495,505,739933070
506,0.0031484225255823395,506,741398284
507,0.0032215884077804458,507,742863498
508,0.003244893056792833,508,744328712
509,0.0031819725590453013,509,745793926
510,0.0031527669837940336,510,747259140
511,0.0031435012691952563,511,748724354
512,0.0031288437885925863,512,750189568
513,0.003216496003610861,513,751654782
514,0.003289237099928982,514,753119996
515,0.003227377529075953,515,754585210
516,0.0031721448394158303,516,756050424
517,0.0030480815061970784,517,757515638
518,0.002962714510295561,518,758980852
519,0.0029504033940614266,519,760446066
520,0.002981338807519121,520,761911280
521,0.0030421806773812815,521,763376494
522,0.003064738768335837,522,764841708
523,0.003088806213995876,523,766306922
524,0.003082570563886222,524,767772136
525,0.0030609567757865497,525,769237350
526,0.00296452186655935,526,770702564
527,0.0028875642660090295,527,772167778
528,0.002858244483948877,528,773632992
529,0.0028844100642054227,529,775098206
530,0.0029537616102305875,530,776563420
531,0.0030340596976615175,531,778028634
532,0.0030919735688646754,532,779493848
533,0.0031265420432172453,533,780959062
534,0.003154316481793415,534,782424276
535,0.003095880256042266,535,783889490
536,0.0029581013027105696,536,785354704
537,0.0028912720831855143,537,786819918
538,0.0028829471989389593,538,788285132
539,0.0030083411412946404,539,789750346
540,0.0030585928954092734,540,791215560
541,0.0030522148329988757,541,792680774
542,0.002964562946496163,542,794145988
543,0.002856165722042392,543,795611202
544,0.0028110504126726554,544,797076416
545,0.002817614983244607,545,798541630
546,0.0028353962557469137,546,800006844
547,0.0028468648998059842,547,801472058
548,0.0029066238759251073,548,802937272
549,0.0029153962520516996,549,804402486
550,0.002906041981104626,550,805867700
551,0.0028784358014005557,551,807332914
552,0.0028887306498416865,552,808798128
553,0.0028725141337392207,553,810263342
554,0.002882405264368948,554,811728556
555,0.0029106031352151424,555,813193770
556,0.002982666436418993,556,814658984
557,0.0030503476137453966,557,816124198
558,0.0030653056504640896,558,817589412
559,0.0029768625333703586,559,819054626
560,0.0029171618248296782,560,820519840
561,0.002926243229963821,561,821985054
562,0.0029052391573071434,562,823450268
563,0.002908169212901393,563,824915482
564,0.002918748879196423,564,826380696
565,0.002919116452859971,565,827845910
566,0.0028410784456389254,566,829311124
567,0.0027977885768277477,567,830776338
568,0.002779806029728882,568,832241552
569,0.002705236067924416,569,833706766
570,0.002703025528904751,570,835171980
571,0.0026916056959974677,571,836637194
572,0.0027003026328538265,572,838102408
573,0.0027292204181585816,573,839567622
574,0.0027698955237412948,574,841032836
575,0.002791240519105412,575,842498050
576,0.002779875576366192,576,843963264
577,0.0028192857821974504,577,845428478
578,0.0028255930146294517,578,846893692
579,0.0028134094119892372,579,848358906
580,0.0027698497235382757,580,849824120
581,0.002749576463291478,581,851289334
582,0.002732848258409498,582,852754548
583,0.0027289715390029223,583,854219762
584,0.0027065907111737675,584,855684976
585,0.0026532506657397092,585,857150190
586,0.002622291246737102,586,858615404
587,0.0026069357274494526,587,860080618
588,0.002628986383241369,588,861545832
589,0.002627748832819188,589,863011046
590,0.002621837250571704,590,864476260
591,0.00262595203635016,591,865941474
592,0.0026720245330011383,592,867406688
593,0.002691669463706095,593,868871902
594,0.002743636953196932,594,870337116
595,0.0027646060496125946,595,871802330
596,0.002787005452553254,596,873267544
597,0.0028081291379850742,597,874732758
598,0.002791256648790749,598,876197972
599,0.0027170386657452417,599,877663186
600,0.0026547538854193448,600,879128400
601,0.0025345725415213266,601,880593614
602,0.0025337283136932787,602,882058828
603,0.0025660827118279272,603,883524042
604,0.002575554519586673,604,884989256
605,0.00261246054232514,605,886454470
606,0.002660036084258799,606,887919684
607,0.002672691334215438,607,889384898
608,0.002617179734281383,608,890850112
609,0.0026078744797175674,609,892315326
610,0.00262166695535386,610,893780540
611,0.002662960052335489,611,895245754
612,0.002705351294781791,612,896710968
613,0.0027085944734674683,613,898176182
614,0.00272530927871506,614,899641396
615,0.0026986787989941446,615,901106610
616,0.002648681152284324,616,902571824
617,0.0026042258978262456,617,904037038
618,0.00269725424485881,618,905502252
619,0.0027518549477639903,619,906967466
620,0.0027184922497331815,620,908432680
621,0.0026319887097138173,621,909897894
622,0.0026072256340610167,622,911363108
623,0.002604353637423451,623,912828322
624,0.0025857442943297004,624,914293536
625,0.002502551130487432,625,915758750
626,0.0025295285750995544,626,917223964
627,0.0025114682041412345,627,918689178
628,0.002526339179320783,628,920154392
629,0.0025124602480100233,629,921619606
630,0.0024474651394413155,630,923084820
631,0.0024676497873872966,631,924550034
632,0.0024468778125785323,632,926015248
633,0.002410100984293173,633,927480462
634,0.0023992119655455585,634,928945676
635,0.0024839921777278923,635,930410890
636,0.0025309863832103513,636,931876104
637,0.0025127709724280384,637,933341318
638,0.002466820707145115,638,934806532
639,0.0024628989195514817,639,936271746
640,0.002503089924854665,640,937736960
641,0.002559534034941538,641,939202174
642,0.0025415282918995336,642,940667388
643,0.00246302134304012,643,942132602
644,0.0023930773480507483,644,943597816
645,0.0023959677854315103,645,945063030
646,0.0023984460927749807,646,946528244
647,0.0023984638321106755,647,947993458
648,0.0024290646111862213,648,949458672
649,0.0024433013075584875,649,950923886
650,0.0024883708399452975,650,952389100
651,0.002515225805062804,651,953854314
652,0.0025378140585412823,652,955319528
653,0.0025133802468290944,653,956784742
654,0.0024437475375021916,654,958249956
655,0.0023637426998597694,655,959715170
656,0.002311288282110774,656,961180384
657,0.002253364001521971,657,962645598
658,0.002246530422658391,658,964110812
659,0.0023147423160224667,659,965576026
660,0.002411101087273465,660,967041240
661,0.002475252803726971,661,968506454
662,0.002478675354752727,662,969971668
663,0.002458337345402642,663,971436882
664,0.0023967658654890783,664,972902096
665,0.0024064989545312665,665,974367310
666,0.0024110869011694236,666,975832524
667,0.0023675475102070825,667,977297738
668,0.0023744317514642066,668,978762952
669,0.002385146576113495,669,980228166
670,0.0023780505315306733,670,981693380
671,0.002341243230945908,671,983158594
672,0.002348373504289014,672,984623808
673,0.0023746019822881576,673,986089022
674,0.0023992235705935644,674,987554236
675,0.0024816639252749767,675,989019450
676,0.0025227962876215593,676,990484664
677,0.002478302869847196,677,991949878
678,0.0023919827427023727,678,993415092
679,0.002283016069841687,679,994880306
680,0.002274773825327564,680,996345520
681,0.0022945138857531494,681,997810734
682,0.002257647467703461,682,999275948
683,0.002248710279627697,683,1000741162
684,0.002214881434879551,684,1002206376
685,0.0021791077944632586,685,1003671590
686,0.002207956565092234,686,1005136804
687,0.0022387868264772542,687,1006602018
688,0.0022526173957381074,688,1008067232
689,0.0022467290454610406,689,1009532446
690,0.00226331312269748,690,1010997660
691,0.0022451597335336054,691,1012462874
692,0.0023241402928920185,692,1013928088
693,0.0024311882580903,693,1015393302
694,0.0024366883711425813,694,1016858516
695,0.0023713442890159336,695,1018323730
696,0.002291643337050578,696,1019788944
697,0.002236227018981546,697,1021254158
698,0.0022043341582325265,698,1022719372
699,0.0022426811875346786,699,1024184586
700,0.0022450035581864786,700,1025649800
701,0.0022149832751763437,701,1027115014
702,0.002188091070744455,702,1028580228
703,0.002223067928744993,703,1030045442
704,0.0022810504875227927,704,1031510656
705,0.002325557426529387,705,1032975870
706,0.0023462733348382087,706,1034441084
707,0.0023069311361374745,707,1035906298
708,0.0022726932690681073,708,1037371512
709,0.0022308095362496283,709,1038836726
710,0.0022421230747689674,710,1040301940
711,0.0022581125404192853,711,1041767154
712,0.0022690743849539258,712,1043232368
713,0.0022572606606855172,713,1044697582
714,0.0022684721042470074,714,1046162796
715,0.0022706691910590465,715,1047628010
716,0.002303689889533597,716,1049093224
717,0.0023108178934080487,717,1050558438
718,0.0023071352257827415,718,1052023652
719,0.0023112244326194686,719,1053488866
720,0.002287822316322491,720,1054954080
721,0.002298130396994405,721,1056419294
722,0.002251151453636163,722,1057884508
723,0.0022022560671451086,723,1059349722
724,0.0022177779709579293,724,1060814936
725,0.0021854855099166653,725,1062280150
726,0.0021877800595051233,726,1063745364
727,0.0022004285125282463,727,1065210578
728,0.002170636717042901,728,1066675792
729,0.0021813575780922634,729,1068141006
730,0.002206283993942279,730,1069606220
731,0.0022410755469519233,731,1071071434
732,0.002273341536621787,732,1072536648
733,0.002276030846446994,733,1074001862
734,0.002271375295945538,734,1075467076
735,0.0023328169248543196,735,1076932290
736,0.0024019153327265036,736,1078397504
737,0.002428912137802025,737,1079862718
738,0.0023899246878400504,738,1081327932
739,0.002368899214424375,739,1082793146
740,0.0023274272284196373,740,1084258360
741,0.002244341720300219,741,1085723574
742,0.002163519664856395,742,1087188788
743,0.002130608456977795,743,1088654002
744,0.0021134595242966042,744,1090119216
745,0.002105268145466785,745,1091584430
746,0.0020847813229428747,746,1093049644
747,0.0021302217893332254,747,1094514858
748,0.00214825996754478,748,1095980072
749,0.0021603532728055597,749,1097445286
750,0.0021295225685434432,750,1098910500
751,0.002084257816532681,751,1100375714
752,0.0020215465183744674,752,1101840928
753,0.0020245323531004195,753,1103306142
754,0.0020721121536357856,754,1104771356
755,0.0020743038569438627,755,1106236570
756,0.0020461573714217474,756,1107701784
757,0.002089637355933621,757,1109166998
758,0.0021590104738647975,758,1110632212
759,0.0022142805436227153,759,1112097426
760,0.002262857014625544,760,1113562640
761,0.002285870249580879,761,1115027854
762,0.002256758777589546,762,1116493068
763,0.0022304260138513027,763,1117958282
764,0.00219403587800171,764,1119423496
765,0.0021184551595043594,765,1120888710
766,0.002047157666285576,766,1122353924
767,0.002023033026126858,767,1123819138
768,0.002009413854434608,768,1125284352
769,0.0020161824887350577,769,1126749566
770,0.001985194680184668,770,1128214780
771,0.0020113179505702183,771,1129679994
772,0.002017302831478579,772,1131145208
773,0.001975163485375339,773,1132610422
774,0.0019458867169121485,774,1134075636
775,0.0019469133290485052,775,1135540850
776,0.0020316502298541456,776,1137006064
777,0.0021376134310443773,777,1138471278
778,0.0022275393935024396,778,1139936492
779,0.002274705602792332,779,1141401706
780,0.0022874498212802213,780,1142866920
781,0.0022486225918512126,781,1144332134
782,0.002178952230363976,782,1145797348
783,0.0021148185191797453,783,1147262562
784,0.0020614435690806815,784,1148727776
785,0.0021044581054162487,785,1150192990
786,0.002132400423659475,786,1151658204
787,0.0021367316053762797,787,1153123418
788,0.002131508674806465,788,1154588632
789,0.0020915425628756784,789,1156053846
790,0.0020255686423271274,790,1157519060
791,0.001960240156182305,791,1158984274
792,0.0019203039160743396,792,1160449488
793,0.0018992373929324902,793,1161914702
794,0.0019062820772103445,794,1163379916
795,0.0018962427078293848,795,1164845130
