step,BattleShip3/conv,BattleShip3/iters,BattleShip3/nodes_touched,BattleShip3/tau,BattleShip3/alpha,BattleShip3/beta,BattleShip3/gamma
968,0.0008042910963801525,968,1418327152,,4.173748485467771,-2.0043331551290464,0.008889310260665084
969,0.0008189855922487166,969,1419792366,5,4.186031217914564,-2.0024630602212614,0.008248281958396664
970,0.0008239252338987507,970,1421257580,,4.186031217914564,-2.0024630602212614,0.008248281958396664
971,0.0008228649659953041,971,1422722794,,4.186031217914564,-2.0024630602212614,0.008248281958396664
972,0.0008344651069697312,972,1424188008,,4.186031217914564,-2.0024630602212614,0.008248281958396664
973,0.000854748070158437,973,1425653222,,4.186031217914564,-2.0024630602212614,0.008248281958396664
974,0.0008707777284844009,974,1427118436,5,4.200270354364639,-1.999161660311956,0.007634952398419159
975,0.0008842244640600017,975,1428583650,,4.200270354364639,-1.999161660311956,0.007634952398419159
976,0.0008894163177426834,976,1430048864,,4.200270354364639,-1.999161660311956,0.007634952398419159
977,0.0008599590866249923,977,1431514078,,4.200270354364639,-1.999161660311956,0.007634952398419159
978,0.0008366384065544158,978,1432979292,,4.200270354364639,-1.999161660311956,0.007634952398419159
979,0.0008135489055180883,979,1434444506,5,4.211835647515573,-1.9975771678717673,0.00708920166610838
980,0.0007741440356009849,980,1435909720,,4.211835647515573,-1.9975771678717673,0.00708920166610838
981,0.0007497320053208717,981,1437374934,,4.211835647515573,-1.9975771678717673,0.00708920166610838
982,0.000747036083951047,982,1438840148,,4.211835647515573,-1.9975771678717673,0.00708920166610838
983,0.0007657152363301639,983,1440305362,,4.211835647515573,-1.9975771678717673,0.00708920166610838
984,0.0007838340829334628,984,1441770576,5,4.221257502095777,-1.9973250322473,0.006599250811473389
985,0.0007993386566237937,985,1443235790,,4.221257502095777,-1.9973250322473,0.006599250811473389
986,0.0008085367610829869,986,1444701004,,4.221257502095777,-1.9973250322473,0.006599250811473389
987,0.0008013681408527845,987,1446166218,,4.221257502095777,-1.9973250322473,0.006599250811473389
988,0.0008099923293221067,988,1447631432,,4.221257502095777,-1.9973250322473,0.006599250811473389
989,0.0008161121146161993,989,1449096646,5,4.234900243859007,-1.9941482429212751,0.00611111545049603
990,0.0008059866102289592,990,1450561860,,4.234900243859007,-1.9941482429212751,0.00611111545049603
991,0.0008239587138299115,991,1452027074,,4.234900243859007,-1.9941482429212751,0.00611111545049603
992,0.0008310361379176984,992,1453492288,,4.234900243859007,-1.9941482429212751,0.00611111545049603
993,0.0008330065328147618,993,1454957502,,4.234900243859007,-1.9941482429212751,0.00611111545049603
994,0.0008329238881004397,994,1456422716,5,4.247542687699107,-1.9915557855773824,0.005665446226531756
995,0.0008196454425160732,995,1457887930,,4.247542687699107,-1.9915557855773824,0.005665446226531756
996,0.0007935170370079181,996,1459353144,,4.247542687699107,-1.9915557855773824,0.005665446226531756
997,0.0007658943845596788,997,1460818358,,4.247542687699107,-1.9915557855773824,0.005665446226531756
998,0.0007564024911263512,998,1462283572,,4.247542687699107,-1.9915557855773824,0.005665446226531756
999,0.0007431988131167133,999,1463748786,5,4.256431369105267,-1.99140961975144,0.005276814176240041
1000,0.0007579425884993302,1000,1465214000,,4.256431369105267,-1.99140961975144,0.005276814176240041
