step,BattleShip3/conv,BattleShip3/iters,BattleShip3/nodes_touched,BattleShip3/tau,BattleShip3/alpha,BattleShip3/beta,BattleShip3/gamma
0,0.4571428571428572,0,0,,,,
1,0.45714285714285713,1,1465214,1,1.0224879191439482,-0.8825253571253122,4.9972556300742
2,1.73934132203794,2,2930428,1,1.0255333535840228,-0.8838958880641179,4.997224649023956
3,0.9932303009298925,3,4395642,1,1.0884449776372058,-0.8805370537256396,4.9967169391003425
4,0.8221375207851559,4,5860856,1,1.066200201641891,-0.8833695794431562,4.996890708076889
5,0.9081250888922592,5,7326070,1,1.0608275735161985,-0.8853953155339565,4.996924639962133
6,0.7184028212299949,6,8791284,1,1.0684281174755017,-0.886386012386948,4.9968536373083685
7,0.7131489843098694,7,10256498,1,1.0610118849183023,-0.8886637036289535,4.996904249672716
8,0.7606398316696988,8,11721712,1,1.0638031986044585,-0.8900677419785652,4.996872001643878
9,0.6011075989875434,9,13186926,1,1.0698370198756033,-0.8911728146058076,4.996812770634544
10,0.3936379324368054,10,14652140,1,1.0623645932365533,-0.8935994727325132,4.9968641316859355
11,0.4056617975780136,11,16117354,1,1.0465388088398073,-0.8972321885517374,4.99698175338664
12,0.39149012141346173,12,17582568,1,1.0509720925610044,-0.8984695509301184,4.996936605843059
13,0.38445627543692495,13,19047782,1,1.052482485225628,-0.9000933859641382,4.99691454238158
14,0.3061015136503522,14,20512996,1,1.0547735468925499,-0.9016220662889263,4.996885938029121
15,0.2940977949123816,15,21978210,1,1.047695170140451,-0.9044924214728685,4.996933089861212
16,0.250876958271433,16,23443424,1,1.0490027367935166,-0.9062003570478747,4.99691240859538
17,0.22624544555504542,17,24908638,1,1.0450111172232968,-0.908763020888947,4.9969344111540375
18,0.2117650520960453,18,26373852,1,1.0434976712691502,-0.9109860407386183,4.996936347263664
19,0.2074325463235442,19,27839066,1,1.0436377278259432,-0.9129595259206813,4.99692488149452
20,0.1685396432314502,20,29304280,1,1.0458005154187113,-0.9145932834311443,4.996896890302422
21,0.1805659278188205,21,30769494,1,1.0396512914026252,-0.9177766374833576,4.996936146492617
22,0.16630216249043578,22,32234708,1,1.0457928388376125,-0.9186836606116546,4.99687565142157
23,0.14774126004177784,23,33699922,1,1.045212276510627,-0.9208762259955026,4.996869597407583
24,0.12659989493809304,24,35165136,1,1.043027299325169,-0.9234231345891657,4.996876603220465
25,0.12266841033677005,25,36630350,1,1.0392422146670077,-0.9263664876778943,4.996896590376755
26,0.10989778022338985,26,38095564,1,1.0409139708907436,-0.9281902675628988,4.996871922804508
27,0.10132380397910792,27,39560778,1,1.0391050367088708,-0.930800686471178,4.996875637102461
28,0.09970880139347191,28,41025992,1,1.038570255808358,-0.9331647475219831,4.996868828691641
29,0.08952238166412935,29,42491206,1,1.0409280992090104,-0.9348765218277615,4.996838067333043
30,0.07691240391681604,30,43956420,1,1.0392133642293158,-0.9375710034302545,4.996840798370878
31,0.08316223050158278,31,45421634,1,1.0355464396430194,-0.9408103181106111,4.996859570836532
32,0.07489390827802425,32,46886848,1,1.0420839251287084,-0.9415059360119746,4.996793646799639
33,0.06971568635236339,33,48352062,1,1.0405014860471087,-0.9442643066795111,4.9967950546863715
34,0.06615175741084334,34,49817276,1,1.040389134130708,-0.9466815619456581,4.996784070363321
35,0.06679371822739542,35,51282490,1,1.0411288132674044,-0.9488968795285833,4.996765797758193
36,0.06361722053053606,36,52747704,1,1.044635517142673,-0.9503793897037593,4.996723874957741
37,0.0561627375835381,37,54212918,1,1.0455440644244622,-0.9525730950411959,4.996703716315248
38,0.060202602701002014,38,55678132,1,1.0430687396582776,-0.9557361646710769,4.996712350661097
39,0.07509131033314367,39,57143346,1,1.0492511563816866,-0.9564816307727115,4.996646498610484
40,0.08064201650042382,40,58608560,1,1.0622694129452013,-0.9554033707172462,4.996519148305091
41,0.10665076266776322,41,60073774,1,1.0686073628871406,-0.956172980094387,4.996448875214307
42,0.11573616012051274,42,61538988,1,1.0844454254832583,-0.954612305348455,4.996289736406197
43,0.11805873676421344,43,63004202,1,1.091344849651732,-0.9553247309753079,4.996210574266637
44,0.11644096988472445,44,64469416,1,1.0954276665860094,-0.9567113759897383,4.996157032070272
45,0.09678916913687345,45,65934630,1,1.0979709522527212,-0.9584647443806453,4.996117652332932
46,0.08191342995210682,46,67399844,1,1.0926562543220328,-0.9621407943623039,4.996153570515477
47,0.07800339306590234,47,68865058,1,1.088178649628797,-0.9657294196925266,4.996181235699629
48,0.08161816176305392,48,70330272,1,1.0891026216409696,-0.9679629382846577,4.996157230426622
49,0.07792120883989849,49,71795486,1,1.0943469249763145,-0.9690550457627078,4.996091275035148
50,0.07438455050096879,50,73260700,1,1.0953914800648885,-0.9712725668698432,4.996065435724554
51,0.06497397869046587,51,74725914,1,1.0964320511310353,-0.973508139370528,4.996039392555163
52,0.06862860097503132,52,76191128,1,1.0933923829630636,-0.9769079312149345,4.996053140057548
53,0.07368108932435799,53,77656342,1,1.0990835796235316,-0.9778701182325347,4.995980919092621
54,0.06654158311243026,54,79121556,1,1.1055470052606915,-0.9786303728423462,4.995899834124724
55,0.05758129811038405,55,80586770,1,1.1040300266638623,-0.9816330732423773,4.995898270005315
56,0.05878211091878699,56,82051984,1,1.1005443366162735,-0.9852685985785352,4.99591640027551
57,0.05830823927706766,57,83517198,1,1.104683673379949,-0.9866867918445994,4.995857549594817
58,0.05856212236688835,58,84982412,1,1.107502627369611,-0.988503232835332,4.995811457300198
59,0.04820983691788025,59,86447626,1,1.1109025859387258,-0.9901531765947396,4.995758851976826
60,0.046779232373499596,60,87912840,1,1.105094961685198,-0.9946349989411882,4.995800843365609
61,0.051008045390764076,61,89378054,1,1.106894898338562,-0.9968089157067355,4.9957644205374905
62,0.05018163631475919,62,90843268,1,1.1141075837497914,-0.9972811004804272,4.995671080654413
63,0.048721988829158014,63,92308482,1,1.1165578586175164,-0.999257292467518,4.995626659847533
64,0.046005774592512955,64,93773696,1,1.118397440067852,-1.0014359734078482,4.9955882646930245
65,0.04294833010773973,65,95238910,1,1.1189414780773765,-1.0040439759155195,4.995563353468404
66,0.04231933549181498,66,96704124,1,1.1189542196756277,-1.0068505882224366,4.995543912322788
67,0.041520598130318304,67,98169338,1,1.1214845444824042,-1.0088473760486647,4.995497084934169
68,0.03949159039138135,68,99634552,1,1.1238174797011748,-1.0109189187129082,4.995451895661248
69,0.03854653756263715,69,101099766,1,1.1247020353200883,-1.0134895331054672,4.995422119795728
70,0.03937738341284762,70,102564980,1,1.1267972523208736,-1.0156656551517713,4.99537869807701
71,0.04004816153620207,71,104030194,1,1.1310292021446595,-1.017120042424982,4.995311000065349
72,0.03532052558014563,72,105495408,1,1.1350624387345596,-1.018648831578874,4.995244644190084
73,0.035294892584540216,73,106960622,1,1.1324053223599249,-1.022500056573529,4.995253302064862
74,0.03286186218585008,74,108425836,1,1.135613248514641,-1.0243297457704406,4.995195413042991
75,0.03331340945632742,75,109891050,1,1.1355006129958232,-1.0273521598336206,4.99517487232552
76,0.031103934108095227,76,111356264,1,1.1393907063324633,-1.0289536150455394,4.995108072914407
77,0.03312185624295361,77,112821478,1,1.1394094028175115,-1.0319662139647854,4.995085417407703
78,0.03229967880511954,78,114286692,1,1.1456318581754088,-1.0327309119234984,4.994989989925091
79,0.032261829265356146,79,115751906,1,1.1477063601634332,-1.035007892702149,4.994942277818131
80,0.029949778815637096,80,117217120,1,1.150918212094312,-1.0368781320554814,4.994880470855385
81,0.030165873465025375,81,118682334,1,1.1506616428270842,-1.040026034479633,4.994859590253909
82,0.02996826686996068,82,120147548,1,1.1542745704587607,-1.041760234630571,4.994791801188033
83,0.028095404717313352,83,121612762,1,1.1572389604398312,-1.0437394224133034,4.994731071570632
84,0.026522286777587084,84,123077976,1,1.1574459539701463,-1.0467517848112795,4.9947034780163255
85,0.02567021713746262,85,124543190,1,1.1579805706483617,-1.0496610387305383,4.994671548705173
86,0.026880855962759603,86,126008404,1,1.1597042933408017,-1.0521337240239808,4.994624562371763
87,0.026504190104267064,87,127473618,1,1.1651913266289586,-1.0531811324353726,4.994529990328402
88,0.024769011443018504,88,128938832,1,1.1678084937311857,-1.0553240830022916,4.9944703686426255
89,0.024782404793062,89,130404046,1,1.1678588768544154,-1.0584568564376418,4.994442719268208
90,0.025101078749278125,90,131869260,1,1.1711813090158074,-1.0603442640856053,4.9943729317715855
91,0.024227594646360262,91,133334474,1,1.1750975048619945,-1.0620086045498076,4.99429458865584
92,0.0261790052863638,92,134799688,1,1.176699289508817,-1.0645713622637456,4.9942454405818335
93,0.02652311047930661,93,136264902,1,1.1837491623165062,-1.0650409558601344,4.9941239476580535
94,0.024367564321158677,94,137730116,1,1.1877030891150697,-1.0667085872759021,4.994041843993702
95,0.023344098772555277,95,139195330,1,1.1869234531977426,-1.0702014939242828,4.994022396317948
96,0.023410458288895458,96,140660544,1,1.1881690606723903,-1.0729318975801299,4.993975394011226
97,0.02337379534295146,97,142125758,1,1.191634025754548,-1.0748033169912867,4.993897704088516
98,0.021312377860230602,98,143590972,1,1.1948902763319453,-1.0767620093736372,4.99382189611528
99,0.02190962855586215,99,145056186,1,1.1937344280428603,-1.0804713672590247,4.9938061497522765
100,0.021899676396312948,100,146521400,1,1.1984154474719473,-1.0818759741890158,4.993709169218938
101,0.022051145948890336,101,147986614,1,1.2017351911516165,-1.0838277117545994,4.993629978067416
102,0.020662892258150406,102,149451828,1,1.2054191737090216,-1.0856402853838654,4.993544612145847
103,0.019835154480649014,103,150917042,1,1.2055880193782689,-1.0888634815280416,4.993508450299596
104,0.019741272695826734,104,152382256,1,1.206937080430395,-1.09162971204122,4.993454947702121
105,0.02011786700977164,105,153847470,1,1.2100578228289596,-1.093686679246197,4.993375213167104
106,0.019991676523636995,106,155312684,1,1.214344478696216,-1.0952760153071064,4.993277413191312
107,0.020399997150607335,107,156777898,1,1.217399243750077,-1.097370789855852,4.99319649420217
108,0.019655120060338108,108,158243112,1,1.2217654893718732,-1.0989392318099984,4.9930949765949375
109,0.01790771763655795,109,159708326,1,1.2233035269180912,-1.1016621152773634,4.993034715022217
110,0.0184661956681149,110,161173540,1,1.2220798598053055,-1.1055380308400724,4.993015535262338
111,0.0183543600423038,111,162638754,1,1.226973465341472,-1.106898109912251,4.992903092710446
112,0.01772385332061313,112,164103968,1,1.2300542555749798,-1.1090145354051746,4.9928169730621015
113,0.016870928622955347,113,165569182,1,1.2317057260529265,-1.1117316210717532,4.992751975612716
114,0.01754956327633425,114,167034396,1,1.232644321477849,-1.1147600111834097,4.992697370713082
115,0.017828934050677897,115,168499610,1,1.2379950413833756,-1.1159436673465355,4.992572665542992
116,0.017310182162668455,116,169964824,1,1.242179472119096,-1.1176235272576291,4.992464701562977
117,0.0167623594560357,117,171430038,1,1.2441081704215338,-1.12025372275219,4.992391620593967
118,0.016312501780454403,118,172895252,1,1.2459061728172771,-1.1229492717524823,4.992319810586427
119,0.0168443392103812,119,174360466,1,1.2479525374659857,-1.1255499163971532,4.992243114843912
120,0.018417981802641092,120,175825680,1,1.25297068738513,-1.1268950356417007,4.992116481359963
121,0.01941273150218263,121,177290894,1,1.2608777059084755,-1.127037035376324,4.991939468529253
122,0.017811758801179536,122,178756108,1,1.2669596454436904,-1.127963371972588,4.991790286552467
123,0.014761093042756704,123,180221322,1,1.266052720395368,-1.1318065217598368,4.991758898058423
124,0.015207008519408968,124,181686536,1,1.260015122712276,-1.1378985742247671,4.991814766488316
125,0.015628910666318954,125,183151750,1,1.2649414701424073,-1.1392990022136495,4.991682730916078
126,0.015417022853238913,126,184616964,1,1.2697571815699782,-1.140755090163377,4.991550656170551
127,0.015067630982830427,127,186082178,1,1.2725055745972647,-1.1431104360937927,4.991453058638415
128,0.015953868292867435,128,187547392,1,1.274786545065511,-1.1456760141086457,4.9913625356853215
129,0.016034692485637048,129,189012606,1,1.281135221618517,-1.1464841939901782,4.991197960798374
130,0.01525749397527,130,190477820,1,1.2848475114407198,-1.1484397908348278,4.991078649734995
131,0.01570680851332315,131,191943034,1,1.285775480154246,-1.151607472440589,4.991008757405842
132,0.01543889112483876,132,193408248,1,1.290717253735101,-1.1530401824816008,4.990863988322873
133,0.01488809984332684,133,194873462,1,1.2933052245422336,-1.1555011888296896,4.990761083103898
134,0.014545086241672403,134,196338676,1,1.294916815549547,-1.1583972916069647,4.990675274181479
135,0.015389112582438205,135,197803890,1,1.2971950455467132,-1.1610117384425853,4.9905758249551875
136,0.01501928276929293,136,199269104,1,1.3035648311142998,-1.1618351267158973,4.990396701613063
137,0.01373871445565332,137,200734318,1,1.3057979244809659,-1.1644781734924812,4.990295036257632
138,0.01238801642733206,138,202199532,1,1.3047000465128176,-1.1686091709326432,4.990257086133741
139,0.013494909562879881,139,203664746,1,1.3028621647382652,-1.1731174986024824,4.990233036919502
140,0.013538046261936457,140,205129960,1,1.3107489700821453,-1.173244536585821,4.990017213889866
141,0.012887244533740488,141,206595174,1,1.314404861068856,-1.1752882291539986,4.989882300612134
142,0.012314372727553313,142,208060388,1,1.3153548963021229,-1.1785583708516778,4.989800181992896
143,0.013239006927116742,143,209525602,1,1.3165001035658817,-1.181757092477934,4.989713150093224
144,0.014449745723675217,144,210990816,1,1.3237474110836671,-1.1821858768578941,4.98949994060499
145,0.014725768362675806,145,212456030,1,1.3318015427202121,-1.1822773957772474,4.989265980361494
146,0.01374556360453319,146,213921244,1,1.3363056922031658,-1.1839705706625328,4.989103016250321
147,0.012695280765333813,147,215386458,1,1.3362379241472444,-1.1877148854490347,4.989035405766339
148,0.012454709418758259,148,216851672,1,1.335615897042586,-1.1917404970000307,4.988978852889258
149,0.011984748843433896,149,218316886,1,1.3381387936192712,-1.1943498454576535,4.988853891679049
150,0.012187181412081485,150,219782100,1,1.3396538632238009,-1.1974329776646762,4.988749264594624
151,0.01202943935881999,151,221247314,1,1.3440549085374778,-1.1991907293175705,4.988580064919738
152,0.01222234472331897,152,222712528,1,1.3469032879758462,-1.201672215109453,4.98844288699415
153,0.011996671595248434,153,224177742,1,1.351271647134965,-1.2034558825794972,4.98826984037357
154,0.011774153229671305,154,225642956,1,1.353832010639052,-1.2060831201403712,4.988135266349494
155,0.011331805310582713,155,227108170,1,1.3563894940677181,-1.2087198874998375,4.987999032696624
156,0.011627225375626687,156,228573384,1,1.3579186487530162,-1.2118475394067454,4.987884735545275
157,0.011858691086947287,157,230038598,1,1.3628210725984373,-1.2133998023893746,4.987690643304837
158,0.01200816651891734,158,231503812,1,1.3674140646127544,-1.2151037181098965,4.9875008873410245
159,0.01292119352131027,159,232969026,1,1.3716343891267848,-1.2169878480895213,4.987317190809967
160,0.013549402495430102,160,234434240,1,1.3790826302238597,-1.2173784395077616,4.98705279032607
161,0.012476814515229862,161,235899454,1,1.3851787127355861,-1.2184115704527314,4.986816797312645
162,0.0113452770528117,162,237364668,1,1.384369855630616,-1.2226392452341681,4.986748100297689
163,0.01177659769603058,163,238829882,1,1.382889504827723,-1.227223154945779,4.986695152648907
164,0.011237824553318315,164,240295096,1,1.3884509561559737,-1.2284994704503795,4.986465698938522
165,0.010509167704846278,165,241760310,1,1.3895352986393619,-1.2319000461294658,4.986345989533062
166,0.010657171608401461,166,243225524,1,1.3895413134099424,-1.2358366613229264,4.986252229930213
167,0.011150051305780617,167,244690738,1,1.3938685825509687,-1.237709660108592,4.986046684878694
168,0.011113539658502675,168,246155952,1,1.3998727085070237,-1.2387847151954081,4.985794481237182
169,0.010920551432332837,169,247621166,1,1.4032898698484493,-1.2411050797201308,4.985606277879667
170,0.010371654253768028,170,249086380,1,1.4059465341201014,-1.243796604273353,4.985435673250682
171,0.011005728608604923,171,250551594,1,1.4067766301602067,-1.247380477175264,4.985311710511871
172,0.011502863941454777,172,252016808,1,1.413566605699825,-1.2480895774814402,4.985025167268072
173,0.011013869206775134,173,253482022,1,1.4195552787889603,-1.2491982875528262,4.984755637276494
174,0.010273909519734642,174,254947236,1,1.4208250172391093,-1.252578879692425,4.9846128681559065
175,0.010136797354186905,175,256412450,1,1.4206850443291663,-1.2566647257018364,4.9845076721093555
176,0.01013356359085206,176,257877664,1,1.4235728630726503,-1.2592907931096624,4.98431617147534
177,0.010350006425187366,177,259342878,1,1.4271720315441954,-1.261575023783204,4.984101865098038
178,0.010100450107562761,178,260808092,1,1.4319370939863698,-1.2632925755132254,4.983850979082761
179,0.009675613739502847,179,262273306,1,1.4342385605157986,-1.2662275112971595,4.983667933868508
180,0.009849271230023368,180,263738520,1,1.435533273354016,-1.269673628661421,4.9835119887322294
181,0.010080288968965609,181,265203734,1,1.440127914405833,-1.271489758567582,4.983256562147341
182,0.010120349614410898,182,266668948,1,1.4450229098986023,-1.2731630615811602,4.982988236811342
183,0.009886588870847784,183,268134162,1,1.4488774019312065,-1.2753586339238308,4.982747321264272
184,0.009936278066573156,184,269599376,1,1.4512439579120224,-1.2783010459910389,4.982548503616888
185,0.009579775927056194,185,271064590,1,1.45516202308159,-1.2804775050933528,4.9822990911919565
186,0.009782089990795939,186,272529804,1,1.4568113667680536,-1.2837962506932208,4.9821169677790245
187,0.009358888092609596,187,273995018,1,1.4616049845868877,-1.2855439295565563,4.981833411202105
188,0.009430419816021454,188,275460232,1,1.4628344646066647,-1.289091000404856,4.981659242904532
189,0.00976688009423915,189,276925446,1,1.4669068040228943,-1.2912121701881782,4.981391528075199
190,0.00952038001968289,190,278390660,1,1.472492142466198,-1.2925771658419372,4.981070515877977
191,0.009083037071971,191,279855874,1,1.4747497265022693,-1.2956249057337692,4.980854155808049
192,0.00951709468902362,192,281321088,1,1.4758261998244273,-1.2992833419304328,4.980674213986431
193,0.00949815482802785,193,282786302,1,1.4820663699657908,-1.3003273167795582,4.980318715967433
194,0.009008285138910152,194,284251516,1,1.485629304373492,-1.3027357785944251,4.980048465384899
195,0.00953078080771673,195,285716730,1,1.4863789972713777,-1.3065824040530352,4.979871028759246
196,0.009944120982279314,196,287181944,1,1.4931749355806143,-1.3073579740390677,4.979481710977744
197,0.009492814003565997,197,288647158,1,1.499212256393435,-1.3085337090994593,4.9791122809190655
198,0.009597495710540138,198,290112372,1,1.5003231012269933,-1.3122053540227954,4.978912537607698
199,0.009061830589988357,199,291577586,1,1.5046220434324415,-1.3142699192996214,4.978595714095599
200,0.009016784408819478,200,293042800,1,1.5051219632526367,-1.3182766828434154,4.978412261827916
201,0.008740250649367884,201,294508014,1,1.5085377242892855,-1.3208039318075926,4.978119870496531
202,0.008620743404329792,202,295973228,1,1.510498950024302,-1.3240869886604822,4.977877172524437
203,0.009108556601259268,203,297438442,1,1.513428792591427,-1.3268794128177648,4.977595135101076
204,0.008831288220228897,204,298903656,1,1.520200954023965,-1.327693963124523,4.977163763930194
205,0.008657609573168287,205,300368870,1,1.5221792716329245,-1.3309860710383712,4.976908820481825
206,0.008817377375279212,206,301834084,1,1.5247757132479662,-1.3339689632591114,4.976626650293951
207,0.008391907165110596,207,303299298,1,1.529509202295575,-1.3358505246309182,4.976257091138528
208,0.008799693886463927,208,304764512,1,1.5304507578163387,-1.3397086040981276,4.976031720781002
209,0.00835302518569507,209,306229726,1,1.5368271443785906,-1.3407445201952115,4.9755867090132915
210,0.008327318101003026,210,307694940,1,1.5376205189232373,-1.3446946313758121,4.975359969693216
211,0.00785464236560117,211,309160154,1,1.541166891691697,-1.347216711283119,4.975018320193565
212,0.008306314615423568,212,310625368,1,1.5416023891576833,-1.351385777138587,4.974799746524745
213,0.009237129935192781,213,312090582,1,1.5484727522291961,-1.352166695147813,4.974311166856467
214,0.009396218125066358,214,313555796,1,1.5581973532689448,-1.3514844064602902,4.973692671759268
215,0.00943303029822691,215,315021010,1,1.5629016048015374,-1.353427221104539,4.973277865867695
216,0.00862438866346446,216,316486224,1,1.5668653313859744,-1.355757818210151,4.972888826027976
217,0.008037361288232861,217,317951438,1,1.5655319820723466,-1.3608488015915547,4.972726607164844
218,0.00811235353427868,218,319416652,1,1.5652810877934455,-1.3654140346087853,4.972514706471651
219,0.008457437692205083,219,320881866,1,1.5695489227577322,-1.3676010008101882,4.972099321069328
220,0.008301739232548525,220,322347080,1,1.5756588291326123,-1.3688197605153254,4.9715943477782405
221,0.007782840571008753,221,323812294,1,1.5783529324902614,-1.3718494403853247,4.971237093132848
222,0.007988377790357451,222,325277508,1,1.578434675756854,-1.3762808775435746,4.970995238120955
223,0.008129339140560299,223,326742722,1,1.5836690871497048,-1.377972180494664,4.970510939192021
224,0.007964227315892775,224,328207936,1,1.588421395908702,-1.3799275073940724,4.970041500342587
225,0.007730222414384841,225,329673150,1,1.5910101014072946,-1.383042628488433,4.969667950720189
226,0.0076696698874781505,226,331138364,1,1.5930685919844945,-1.3864516036197685,4.969314739378966
227,0.007681584385885898,227,332603578,1,1.596381236503893,-1.3891948095429734,4.968895751926655
228,0.007489428354587005,228,334068792,1,1.6002341959874067,-1.3916525157054027,4.968444064682366
229,0.007317939714027846,229,335534006,1,1.6025513621201342,-1.394946761045762,4.968062021585828
230,0.007557965303582603,230,336999220,1,1.604993095711627,-1.398183347237981,4.9676684601151955
231,0.008067318423116435,231,338464434,1,1.6106129760427321,-1.3996972592177976,4.967107897287475
232,0.008444546711077638,232,339929648,1,1.6181330796051814,-1.4001957217501528,4.96643966240933
233,0.008102999705090042,233,341394862,1,1.6245435862765638,-1.40130828069459,4.965817190348035
234,0.007874895977477231,234,342860076,1,1.625951193120385,-1.4051074618096333,4.965449702419906
235,0.007621156502795962,235,344325290,1,1.628091748952564,-1.4085260073159525,4.965038157215226
236,0.007214477552634019,236,345790504,1,1.629990399829,-1.4120875247906925,4.964634027126032
237,0.007249587734236035,237,347255718,1,1.6306153501897955,-1.4163612581372373,4.9642937911299185
238,0.007126630093026193,238,348720932,1,1.6346827553427794,-1.4187561199716743,4.963759934208295
239,0.007030998014691203,239,350186146,1,1.6374847522231795,-1.4218537207647235,4.963288357302531
240,0.007416499120647624,240,351651360,1,1.640495460913438,-1.4248435865722882,4.962798281873668
241,0.007627573701617069,241,353116574,1,1.6473782499309426,-1.4256997469678616,4.962080314569474
242,0.007534651778893481,242,354581788,1,1.6528039229568152,-1.4273689094144328,4.961433781920253
243,0.007243910993869229,243,356047002,1,1.6558954367157144,-1.4303244364568395,4.960913359365003
244,0.007088145071504598,244,357512216,1,1.6574150603517919,-1.4341554421183207,4.960478331647298
245,0.007065513749991356,245,358977430,1,1.6599570937776664,-1.4374326884803277,4.959976424393714
246,0.007098114414284748,246,360442644,1,1.6635772045723092,-1.4401174315128105,4.95940229572548
247,0.007123461293791419,247,361907858,1,1.6676533120168413,-1.442553241166516,4.958791612442416
248,0.0071994971341989705,248,363373072,1,1.6716717757097523,-1.4450260892572553,4.958175013228866
249,0.007042364376234414,249,364838286,1,1.6761042363901009,-1.447272886058186,4.957522922499738
250,0.006858377527990317,250,366303500,1,1.6786337437242094,-1.4505842270755458,4.956981471442726
251,0.007074080834127042,251,367768714,1,1.6809084164874672,-1.454042015805889,4.956449236519474
252,0.007108881822984581,252,369233928,1,1.6865390390724322,-1.4556210045064286,4.955692074831412
253,0.006989485311523519,253,370699142,1,1.6906528090083812,-1.458051048118748,4.955022362675347
254,0.007134634612525351,254,372164356,1,1.6934925753038776,-1.461194261198179,4.9544276853465705
255,0.006975289061527848,255,373629570,1,1.6985291459734342,-1.4631103883453125,4.953676373070286
256,0.006872710856109382,256,375094784,1,1.7010437363689779,-1.4664372238515546,4.95308595376261
257,0.006841478684461763,257,376559998,1,1.7040158532142549,-1.4695105031811273,4.952456038969532
258,0.006685578943337822,258,378025212,1,1.707591921049727,-1.4722462913741687,4.95177508308721
259,0.006662741495801677,259,379490426,1,1.7100863191079927,-1.475591650300687,4.951161186750391
260,0.006791394880382259,260,380955640,1,1.71373441314661,-1.4782890466049845,4.950456237416674
261,0.006910361611750987,261,382420854,1,1.7187096043251562,-1.4802399118373986,4.949644260841151
262,0.00652687205999887,262,383886068,1,1.7235865528733494,-1.4822482456530273,4.948826538191752
263,0.006307180874231363,263,385351282,1,1.724089982908021,-1.4867185100216775,4.94832337069759
264,0.006665509662370089,264,386816496,1,1.7259387087899831,-1.4904394105253425,4.947713210264336
265,0.007104396590792608,265,388281710,1,1.7330532076115122,-1.4911783250358248,4.946692103540945
266,0.00699595543114126,266,389746924,1,1.7406799173633882,-1.491645848100661,4.945612191192467
267,0.006766323693411375,267,391212138,1,1.7436470421579973,-1.494727196385083,4.944881096397331
268,0.006361920986178229,268,392677352,1,1.7455551026829121,-1.4984053147854812,4.944224664008486
269,0.006422179395729907,269,394142566,1,1.7457990044112104,-1.5030322807432461,4.943694438970075
270,0.006188191070987989,270,395607780,1,1.7502355134563152,-1.5052885632573467,4.942816363081838
271,0.005953884814601559,271,397072994,1,1.7519289293414109,-1.5091042664162122,4.94215192829909
272,0.006054531168050978,272,398538208,1,1.7535368166970486,-1.5129761636761887,4.941486488295457
273,0.006464787061473978,273,400003422,1,1.7584141922714434,-1.5149779855832461,4.9405361349407855
274,0.006386928025650412,274,401468636,1,1.766181416169292,-1.5153377179953025,4.939321693450659
275,0.00652426204015677,275,402933850,1,1.7693612852799252,-1.5183079050268673,4.9384856118871685
276,0.006653187213871203,276,404399064,1,1.7745206328749163,-1.5201556760787098,4.937462568139933
277,0.006374441742155082,277,405864278,1,1.7795838275956968,-1.522059749731444,4.936431524818649
278,0.006248879413828082,278,407329492,1,1.780953514056717,-1.5260544429434812,4.935719995259638
279,0.006452157190333735,279,408794706,1,1.7836828730561625,-1.5292822393132899,4.93487505276927
280,0.006203305871798598,280,410259920,1,1.7894933930812615,-1.5307575942245033,4.93373151057224
281,0.006035407999801637,281,411725134,1,1.7910742021598913,-1.534638463896257,4.932968516468674
282,0.006033858144423157,282,413190348,1,1.7933627857938366,-1.53812118223886,4.932128679192711
283,0.005868398565453514,283,414655562,1,1.7972668876195907,-1.540680084454963,4.931121751146857
284,0.006060752745117581,284,416120776,1,1.7995379720749436,-1.5441764470072417,4.930259768561425
285,0.005903303707421856,285,417585990,1,1.8053789244801175,-1.5456228670771655,4.929032520173214
286,0.005749622092089443,286,419051204,1,1.80774245001049,-1.5490650073538048,4.928134520094999
287,0.005917331338311016,287,420516418,1,1.8101047066186688,-1.5525111332885084,4.927224853034123
288,0.0060328895696325074,288,421981632,1,1.8157478811211223,-1.554066327683137,4.92596508248475
289,0.0058409457647322915,289,423446846,1,1.820836020158406,-1.5559428330906746,4.924742264700596
290,0.005884813376060644,290,424912060,1,1.822850151416347,-1.5595854677411936,4.923825748518574
291,0.006020235176333294,291,426377274,1,1.8272379435394766,-1.5618623179978892,4.922642936141304
292,0.005876873657581189,292,427842488,1,1.8325395347806235,-1.5636135223269636,4.921342318512684
293,0.0058865518125695016,293,429307702,1,1.8350504269816152,-1.566968730964775,4.920328487782497
294,0.0058329652501954155,294,430772916,1,1.8390993261952007,-1.5694386226948391,4.9191293746769595
295,0.0056627714095538045,295,432238130,1,1.8425070313607819,-1.5722773738466094,4.9179847978451505
296,0.005821311086078418,296,433703344,1,1.8446953400611186,-1.5758214959918604,4.916963520331683
297,0.005896211457519243,297,435168558,1,1.850302509669391,-1.5773872836748222,4.915532228984414
298,0.006331885392034317,298,436633772,1,1.8550277218794726,-1.5794631142880782,4.914180895975349
299,0.0059536738098835,299,438098986,1,1.863256485384257,-1.5795298196491443,4.9123884434392515
300,0.005701666230188335,300,439564200,1,1.863537521505764,-1.584153922464256,4.911527630184732
301,0.005536175187623921,301,441029414,1,1.864918336386449,-1.5881580032025433,4.9105229483847985
302,0.005646815897597579,302,442494628,1,1.8671261348849155,-1.591688689904661,4.909403700609587
303,0.005654850389786206,303,443959842,1,1.8722812476677735,-1.5935047688984156,4.907899774638217
304,0.0055863961709857884,304,445425056,1,1.876340120779592,-1.595956929202076,4.90651107856598
