step,LiarsDice4/conv,LiarsDice4/iters,LiarsDice4/nodes_touched
0,0.6550595238095238,0,0
1,0.6550595238095238,1,16362
2,0.44058168422861305,2,32724
3,0.3488255929537188,3,49086
4,0.26713561490279925,4,65448
5,0.23877298216611478,5,81810
6,0.20749608470541592,6,98172
7,0.18701183791683623,7,114534
8,0.1732406302936908,8,130896
9,0.15678191893230936,9,147258
10,0.14163825678198746,10,163620
11,0.13479612615822678,11,179982
12,0.12610894643210946,12,196344
13,0.11632483937549619,13,212706
14,0.11189645762729475,14,229068
15,0.10250905008221547,15,245430
16,0.09505413893644556,16,261792
17,0.09131117549361549,17,278154
18,0.08962852080832587,18,294516
19,0.0873178390184407,19,310878
20,0.08460756255768692,20,327240
21,0.0813080207275754,21,343602
22,0.077518828546496,22,359964
23,0.07455498509613326,23,376326
24,0.0716953882302218,24,392688
25,0.06836534946674694,25,409050
26,0.06476420123159135,26,425412
27,0.06156591654657623,27,441774
28,0.0596122698077933,28,458136
29,0.058152734195411,29,474498
30,0.05683248659776974,30,490860
31,0.05542276477222005,31,507222
32,0.05366095001536621,32,523584
33,0.051704102743357946,33,539946
34,0.05039652382019431,34,556308
35,0.048995348590934955,35,572670
36,0.04729481533368368,36,589032
37,0.04534064801584201,37,605394
38,0.04369051140637242,38,621756
39,0.04294443815794689,39,638118
40,0.04243094231972368,40,654480
41,0.04175828391504561,41,670842
42,0.04099301566345553,42,687204
43,0.03996952888026828,43,703566
44,0.03897740719690719,44,719928
45,0.03825232790969667,45,736290
46,0.03737839441598367,46,752652
47,0.03633190216401484,47,769014
48,0.035251155812749485,48,785376
49,0.03428539037250646,49,801738
50,0.03362867039795543,50,818100
51,0.033153042353438966,51,834462
52,0.032776040286037963,52,850824
53,0.03237127818129659,53,867186
54,0.03179733019010582,54,883548
55,0.031076954286516925,55,899910
56,0.030676366421985832,56,916272
57,0.03011674088840266,57,932634
58,0.02943914860982507,58,948996
59,0.028686945576964183,59,965358
60,0.0278444608481297,60,981720
61,0.02731007920548753,61,998082
62,0.027119509074428616,62,1014444
63,0.026958669939765423,63,1030806
64,0.026744764593614065,64,1047168
65,0.026450956434415543,65,1063530
66,0.02603466417943158,66,1079892
67,0.025661329133587332,67,1096254
68,0.025337981784749858,68,1112616
69,0.02494964344931165,69,1128978
70,0.024451649753338543,70,1145340
71,0.023932155758783304,71,1161702
72,0.02344686166599152,72,1178064
73,0.023099322875432468,73,1194426
74,0.022847424111981013,74,1210788
75,0.022648249151692848,75,1227150
76,0.022509650411815837,76,1243512
77,0.022280639618313683,77,1259874
78,0.021955562216551427,78,1276236
79,0.021750725004955417,79,1292598
80,0.02151621659856854,80,1308960
81,0.021183312203361254,81,1325322
82,0.020772837922350275,82,1341684
83,0.02034488736701777,83,1358046
84,0.019950538108689325,84,1374408
85,0.01968241030979477,85,1390770
86,0.019595499708315423,86,1407132
87,0.01953269301772126,87,1423494
88,0.019438234483183763,88,1439856
89,0.01929620210521138,89,1456218
90,0.01906772664876498,90,1472580
91,0.018879996802971463,91,1488942
92,0.018721153004179612,92,1505304
93,0.018531742851637723,93,1521666
94,0.018267703209656365,94,1538028
95,0.0179557145202911,95,1554390
96,0.017662536467639933,96,1570752
97,0.017383989887180568,97,1587114
98,0.01723902963143424,98,1603476
99,0.017095592720125563,99,1619838
100,0.017043557656577772,100,1636200
101,0.016951180737137063,101,1652562
102,0.01679783654192954,102,1668924
103,0.016607257191783298,103,1685286
104,0.01651897015605361,104,1701648
105,0.01637003354036603,105,1718010
106,0.016160823462432604,106,1734372
107,0.01590585425134948,107,1750734
108,0.01562777545553995,108,1767096
109,0.015410763559338667,109,1783458
110,0.015242121748493022,110,1799820
111,0.015194051983157361,111,1816182
112,0.015171036416162693,112,1832544
113,0.015126334977116004,113,1848906
114,0.01503805763156664,114,1865268
115,0.014947298362923647,115,1881630
116,0.01483533272849559,116,1897992
117,0.014708878820036957,117,1914354
118,0.014595819672948318,118,1930716
119,0.01443259573443198,119,1947078
120,0.01424053813352099,120,1963440
121,0.014058151442047653,121,1979802
122,0.013870652326363739,122,1996164
123,0.013781455949927274,123,2012526
124,0.013688955167212594,124,2028888
125,0.013621779837438341,125,2045250
126,0.013561290342241517,126,2061612
127,0.013483575464241171,127,2077974
128,0.013379486155186887,128,2094336
129,0.013316539148355885,129,2110698
130,0.013228680343831359,130,2127060
131,0.013098740948744352,131,2143422
132,0.012932760653664326,132,2159784
133,0.012743226185620002,133,2176146
134,0.012579349241899976,134,2192508
135,0.012453028872465945,135,2208870
136,0.012365049313251122,136,2225232
137,0.012351073831728038,137,2241594
138,0.012333475679905392,138,2257956
139,0.012295952619367619,139,2274318
140,0.012268154398583989,140,2290680
141,0.012215012686869808,141,2307042
142,0.012127967762424169,142,2323404
143,0.012023775745703097,143,2339766
144,0.0119399947294613,144,2356128
145,0.011823280343116346,145,2372490
146,0.011708526925368792,146,2388852
147,0.011577997400888655,147,2405214
148,0.011475033818509298,148,2421576
149,0.011415824507327504,149,2437938
150,0.01135112997186822,150,2454300
151,0.011306985989926015,151,2470662
152,0.011265623012631495,152,2487024
153,0.011210324657013604,153,2503386
154,0.01113504036646143,154,2519748
155,0.011087018573568655,155,2536110
156,0.011021089402100281,156,2552472
157,0.010924954023779437,157,2568834
158,0.01080226331129086,158,2585196
159,0.0106611510198735,159,2601558
160,0.010544359754280128,160,2617920
161,0.010450286438062353,161,2634282
162,0.010377901982556365,162,2650644
163,0.010368770539718825,163,2667006
164,0.010363672249382123,164,2683368
165,0.01036281598283062,165,2699730
166,0.010350821800199937,166,2716092
167,0.010319116916183903,167,2732454
168,0.010261725031126281,168,2748816
169,0.010177121511985444,169,2765178
170,0.010102456455870733,170,2781540
171,0.010029639138051119,171,2797902
172,0.009953374044668006,172,2814264
173,0.009860870697232973,173,2830626
174,0.009778626849967276,174,2846988
175,0.009739162999670106,175,2863350
176,0.009695476362143879,176,2879712
177,0.009649753775680697,177,2896074
178,0.009625726616348071,178,2912436
179,0.009593160839017269,179,2928798
180,0.009546321357491602,180,2945160
181,0.009486033529515145,181,2961522
182,0.00944686808440931,182,2977884
183,0.009384291834809586,183,2994246
184,0.00929847688479328,184,3010608
185,0.009193638715185984,185,3026970
186,0.00908092002771739,186,3043332
187,0.009007340314735823,187,3059694
188,0.008946220178495695,188,3076056
189,0.008923139058668303,189,3092418
190,0.008925460467795902,190,3108780
191,0.008930761886095206,191,3125142
192,0.008932095201487605,192,3141504
193,0.008921917414854097,193,3157866
194,0.00889341981206259,194,3174228
195,0.008842194455998952,195,3190590
196,0.008767806610796285,196,3206952
197,0.008706893398779225,197,3223314
198,0.008657220291038215,198,3239676
199,0.008596635418610749,199,3256038
200,0.008522823130484157,200,3272400
201,0.008481330746930554,201,3288762
202,0.008454479135001039,202,3305124
203,0.008423248056814492,203,3321486
204,0.008387217690349363,204,3337848
205,0.008374019420232984,205,3354210
206,0.008352710234608846,206,3370572
207,0.008318171508376347,207,3386934
208,0.008267116929208077,208,3403296
209,0.008228143922403078,209,3419658
210,0.008176905322809416,210,3436020
211,0.008105434044999818,211,3452382
212,0.008017377496456132,212,3468744
213,0.007926337413467335,213,3485106
214,0.007873292192447,214,3501468
215,0.007824443327967383,215,3517830
216,0.007814072541390008,216,3534192
217,0.00781959347902525,217,3550554
218,0.007828472524534329,218,3566916
219,0.007834681155057296,219,3583278
220,0.007831428073627106,220,3599640
221,0.007812305049001211,221,3616002
222,0.007772831157244267,222,3632364
223,0.007712051519926502,223,3648726
224,0.0076523512004053745,224,3665088
225,0.007614088647210138,225,3681450
226,0.007569133693013694,226,3697812
227,0.0075119171542550045,227,3714174
228,0.007477760192363757,228,3730536
229,0.0074615967420689905,229,3746898
230,0.007442352840773894,230,3763260
231,0.007417243886514921,231,3779622
232,0.007402283453297229,232,3795984
233,0.0073940033196044225,233,3812346
234,0.007374473644578827,234,3828708
235,0.0073398020122950325,235,3845070
236,0.007290720304028858,236,3861432
237,0.007255322528078485,237,3877794
238,0.007200797250419597,238,3894156
239,0.007129472806718162,239,3910518
240,0.007060806704782319,240,3926880
241,0.006991289268736989,241,3943242
242,0.006948933516207435,242,3959604
243,0.0069323258121707435,243,3975966
244,0.006937806833965228,244,3992328
245,0.006948982927511074,245,4008690
246,0.006960858818808979,246,4025052
247,0.006967308526653518,247,4041414
248,0.0069619445043154135,248,4057776
249,0.006939413486496973,249,4074138
250,0.006896995695940711,250,4090500
251,0.006835907277735642,251,4106862
252,0.006794487908350494,252,4123224
253,0.006761747855236089,253,4139586
254,0.006721205691685869,254,4155948
255,0.00667160397600125,255,4172310
256,0.00666355451611568,256,4188672
257,0.006654990123931628,257,4205034
258,0.006643112707485153,258,4221396
259,0.00662515606610431,259,4237758
260,0.006618839630999171,260,4254120
261,0.006616244516310557,261,4270482
262,0.006601567802858019,262,4286844
263,0.0065715374322320025,263,4303206
264,0.006525456848286246,264,4319568
265,0.006491391993689005,265,4335930
266,0.006440902794489715,266,4352292
267,0.006384430658525703,267,4368654
268,0.0063258325282219835,268,4385016
269,0.006253697537151451,269,4401378
270,0.006215535342571382,270,4417740
271,0.0062154846055064855,271,4434102
272,0.006224146514808945,272,4450464
273,0.0062382128600919,273,4466826
274,0.006252848660302485,274,4483188
275,0.00626222081130548,275,4499550
276,0.006260327896729742,276,4515912
277,0.006242241598296304,277,4532274
278,0.006205613894388548,278,4548636
279,0.006151830421524819,279,4564998
280,0.00611179470043164,280,4581360
281,0.006085685771668042,281,4597722
282,0.00605208361421114,282,4614084
283,0.006006470898967789,283,4630446
284,0.005997564737350511,284,4646808
285,0.005995774873755029,285,4663170
286,0.005991882479648866,286,4679532
287,0.0059830279719291155,287,4695894
288,0.0059725212735864674,288,4712256
289,0.005978473120728849,289,4728618
290,0.005973815907441865,290,4744980
291,0.00595493187623522,291,4761342
292,0.005920464402675435,292,4777704
293,0.005881108850185834,293,4794066
294,0.005841863227608393,294,4810428
295,0.005798036824755506,295,4826790
296,0.00574875774600396,296,4843152
297,0.005684498970009992,297,4859514
298,0.0056212951882005716,298,4875876
299,0.005618483336285063,299,4892238
300,0.0056255577528601525,300,4908600
301,0.005645324118643491,301,4924962
302,0.005667331826613359,302,4941324
303,0.005679746797836685,303,4957686
304,0.005678316342082115,304,4974048
305,0.005672295396118167,305,4990410
306,0.005649846538048481,306,5006772
307,0.005610554645118719,307,5023134
308,0.005559923144177845,308,5039496
309,0.0055468216165042855,309,5055858
310,0.005521910092170554,310,5072220
311,0.005484942984767406,311,5088582
312,0.005436053895050211,312,5104944
313,0.005438525590056281,313,5121306
314,0.0054416642698085355,314,5137668
315,0.005442609969378585,315,5154030
316,0.005438611615882508,316,5170392
317,0.005432733616386326,317,5186754
318,0.00544183339609669,318,5203116
319,0.005440094311476233,319,5219478
320,0.005424436886585712,320,5235840
321,0.005394019158878348,321,5252202
322,0.0053551710089747365,322,5268564
323,0.005319106783786692,323,5284926
324,0.005287288604408427,324,5301288
325,0.005239183746289525,325,5317650
326,0.005178135794509729,326,5334012
327,0.0051215798752232075,327,5350374
328,0.005116197911204455,328,5366736
329,0.005128480189430337,329,5383098
330,0.005154392339833454,330,5399460
331,0.005177898685425772,331,5415822
332,0.005192281694950167,332,5432184
333,0.005191855691201189,333,5448546
334,0.005180704598295546,334,5464908
335,0.005163752383057045,335,5481270
336,0.005131469519108103,336,5497632
337,0.005099258829067366,337,5513994
338,0.005082649158396478,338,5530356
339,0.005054361354202411,339,5546718
340,0.005025885619815984,340,5563080
341,0.004981523093671822,341,5579442
342,0.004960640232579028,342,5595804
343,0.0049675563785100615,343,5612166
344,0.004973899220848579,344,5628528
345,0.004979639756367206,345,5644890
346,0.004978076169564943,346,5661252
347,0.0049787903044618,347,5677614
348,0.004985949411917233,348,5693976
349,0.0049811523924424075,349,5710338
350,0.004962642407864107,350,5726700
351,0.004930936167228228,351,5743062
352,0.0048949186732012845,352,5759424
353,0.004869741428638233,353,5775786
354,0.0048331306605880475,354,5792148
355,0.004781616239411826,355,5808510
356,0.004728443511523767,356,5824872
357,0.004688520384485348,357,5841234
358,0.004693508263679813,358,5857596
359,0.004718151712234969,359,5873958
360,0.004744134243281475,360,5890320
361,0.00476526946234343,361,5906682
362,0.0047757899543166005,362,5923044
363,0.0047712253577833486,363,5939406
364,0.004754374543837009,364,5955768
365,0.004736751420689286,365,5972130
366,0.0047107129778165766,366,5988492
367,0.004692698296703227,367,6004854
368,0.004674335472685684,368,6021216
369,0.004642657794307253,369,6037578
370,0.004615707206207548,370,6053940
371,0.00457533156145587,371,6070302
372,0.004550344407989085,372,6086664
373,0.004559911135999656,373,6103026
374,0.0045794733757879985,374,6119388
375,0.0045925376989011946,375,6135750
376,0.004593604721815796,376,6152112
377,0.004586292105496867,377,6168474
378,0.004590146738797492,378,6184836
379,0.004589796560394384,379,6201198
380,0.0045769411645172065,380,6217560
381,0.004551853105689216,381,6233922
382,0.004516797351484872,382,6250284
383,0.004495382538511082,383,6266646
384,0.004463597085507573,384,6283008
385,0.004417714793871021,385,6299370
386,0.0043757108057655356,386,6315732
387,0.004338005289827168,387,6332094
388,0.004325789451372075,388,6348456
389,0.004348893646474672,389,6364818
390,0.004374256276882774,390,6381180
391,0.004396392606933773,391,6397542
392,0.004410063693942277,392,6413904
393,0.004410995549486117,393,6430266
394,0.004396698180541211,394,6446628
395,0.004377922415571098,395,6462990
396,0.0043589079185240714,396,6479352
397,0.004350805178346365,397,6495714
398,0.004329162570806719,398,6512076
399,0.004307060719692474,399,6528438
400,0.00427510840568654,400,6544800
401,0.004245593429358027,401,6561162
402,0.00420664080292444,402,6577524
403,0.004204616848267381,403,6593886
404,0.004227391852632871,404,6610248
405,0.004246424548111236,405,6626610
406,0.004256830355554582,406,6642972
407,0.004254881516087508,407,6659334
408,0.004245415871180401,408,6675696
409,0.004245541081029897,409,6692058
410,0.004244615867483079,410,6708420
411,0.004232329098837306,411,6724782
412,0.0042094233259558494,412,6741144
413,0.004182461312828727,413,6757506
414,0.0041595308182584625,414,6773868
415,0.004127921153584221,415,6790230
416,0.004091638748009274,416,6806592
417,0.004054915556323049,417,6822954
418,0.004023249205125194,418,6839316
419,0.004013453733643459,419,6855678
420,0.004035885121655446,420,6872040
421,0.004059413739673216,421,6888402
422,0.004079237120479973,422,6904764
423,0.004090892246136429,423,6921126
424,0.004090875027029761,424,6937488
425,0.004077317291341698,425,6953850
426,0.004054994075516766,426,6970212
427,0.0040459652347161895,427,6986574
428,0.004041263263612774,428,7002936
429,0.004024458099531454,429,7019298
430,0.003998407120428121,430,7035660
431,0.003965349574130028,431,7052022
432,0.00393930170839335,432,7068384
433,0.003914324307793635,433,7084746
434,0.003905732080662888,434,7101108
435,0.003923628740207463,435,7117470
436,0.003943762936970921,436,7133832
437,0.003956952589375694,437,7150194
438,0.003959588370770949,438,7166556
439,0.003949439740634525,439,7182918
440,0.003938497625410896,440,7199280
441,0.0039419601285077405,441,7215642
442,0.003936445086655541,442,7232004
443,0.0039211894369015204,443,7248366
444,0.003899782732151323,444,7264728
445,0.003883119306020151,445,7281090
446,0.003857500646971296,446,7297452
447,0.003826276082908392,447,7313814
448,0.0037931876704262665,448,7330176
449,0.0037633807456841917,449,7346538
450,0.003749992075618769,450,7362900
451,0.0037483970179552906,451,7379262
452,0.003769813003795759,452,7395624
453,0.0037896574835925498,453,7411986
454,0.0038039100920706365,454,7428348
455,0.00380916808237574,455,7444710
456,0.003803189358299708,456,7461072
457,0.0037854106629917617,457,7477434
458,0.003763810741504503,458,7493796
459,0.0037678297118445975,459,7510158
460,0.003761344064265204,460,7526520
461,0.003744512741357911,461,7542882
462,0.0037189449736843433,462,7559244
463,0.0036873335742220667,463,7575606
464,0.0036687899954674155,464,7591968
465,0.003649180942739534,465,7608330
466,0.003646333059124568,466,7624692
467,0.0036634579198989575,467,7641054
468,0.0036816832561067034,468,7657416
469,0.003692940845443346,469,7673778
470,0.0036942829756009127,470,7690140
471,0.00368402837137706,471,7706502
472,0.0036692407451299203,472,7722864
473,0.003670873901857101,473,7739226
474,0.003666829745182773,474,7755588
475,0.0036545095978376546,475,7771950
476,0.003641912788797247,476,7788312
477,0.003626730453468882,477,7804674
478,0.0036038451078725248,478,7821036
479,0.0035762515449201254,479,7837398
480,0.0035471968861297,480,7853760
481,0.003526740837885428,481,7870122
482,0.0035161840804820987,482,7886484
483,0.003510487217894598,483,7902846
484,0.0035231019614235456,484,7919208
485,0.0035403227972970325,485,7935570
486,0.0035525150024645624,486,7951932
487,0.003556856403357983,487,7968294
488,0.0035515446981881915,488,7984656
489,0.0035361944542850465,489,8001018
490,0.0035143408987224414,490,8017380
491,0.0035184549903960055,491,8033742
492,0.0035156379531334075,492,8050104
493,0.0035038572892004613,493,8066466
494,0.003484305350512952,494,8082828
495,0.003459104869384111,495,8099190
496,0.0034359322074181617,496,8115552
497,0.0034217702517143414,497,8131914
498,0.0034150788702926385,498,8148276
499,0.003421471656528882,499,8164638
500,0.0034396487382817448,500,8181000
501,0.0034525766400368765,501,8197362
502,0.0034574920354708827,502,8213724
503,0.0034525842360286496,503,8230086
504,0.003437377053925411,504,8246448
505,0.003426556236890692,505,8262810
506,0.003427324291949474,506,8279172
507,0.0034209520756103423,507,8295534
508,0.0034142330740999788,508,8311896
509,0.003404593050633925,509,8328258
510,0.003387396843704725,510,8344620
511,0.0033649992698855796,511,8360982
512,0.0033401520269117704,512,8377344
513,0.0033213297046310736,513,8393706
514,0.003311532426142544,514,8410068
515,0.0033057261814053163,515,8426430
516,0.0033031561273552112,516,8442792
517,0.003311809154863843,517,8459154
518,0.003324269324344556,518,8475516
