step,LeducPoker/conv,LeducPoker/iters,LeducPoker/nodes_touched,LeducPoker/tau,LeducPoker/alpha,LeducPoker/beta,LeducPoker/gamma
169,0.006024380256561546,169,3196466,1,1.3123498712853745,-1.2892630035674915,4.98784779555867
170,0.00664622333329154,170,3215380,1,1.3064090525151104,-1.2970686468743426,4.987896743420922
171,0.00618723096473435,171,3234294,1,1.3146178831752815,-1.2967235923326288,4.987617872946894
172,0.006430885940351905,172,3253208,1,1.314615491496587,-1.3011386228636936,4.987527470701131
173,0.005557101527729202,173,3272122,1,1.3199555741368112,-1.3024638901318488,4.9873092732940165
174,0.005544545439597703,174,3291036,1,1.3163406211026538,-1.3090192357342403,4.987302223008833
175,0.005244951360282801,175,3309950,1,1.3196974932951193,-1.3115137096231917,4.987127593384438
176,0.005321790891915146,176,3328864,1,1.320471175131733,-1.3155397585462256,4.987013229106893
177,0.004435786678259834,177,3347778,1,1.3246489437938531,-1.317562947458058,4.986814167733755
178,0.005692416008600487,178,3366692,1,1.3192806993564046,-1.325285355709245,4.986847439103451
179,0.005367077869402284,179,3385606,1,1.334889932538065,-1.3205109927056944,4.986359567698717
180,0.004975148654235373,180,3404520,1,1.3355036470274817,-1.3246605045112583,4.98624143243602
181,0.005122913244419228,181,3423434,1,1.3352887268459748,-1.3293236206478276,4.9861429967583994
182,0.0049766035992007684,182,3442348,1,1.3402077588739294,-1.3309315782642206,4.985911195398041
183,0.0039658894389423965,183,3461262,1,1.342283367214482,-1.3342464782817458,4.985749976821493
184,0.004744908230771228,184,3480176,1,1.334683966949635,-1.3434388872141565,4.985839345152828
185,0.004784177848521795,185,3499090,1,1.3469416055162582,-1.3406008752665743,4.985407695520595
186,0.005182207744122869,186,3518004,1,1.3508475033178637,-1.3428384808997809,4.9851907959386095
187,0.0047254665731844,187,3536918,1,1.3582866047028588,-1.3429520986887293,4.984874375539739
188,0.004947367952619679,188,3555832,1,1.357255400475367,-1.348180231182172,4.984785825452614
189,0.004382739510525396,189,3574746,1,1.363031642784735,-1.3493020287416044,4.984507530766846
190,0.004797586193601128,190,3593660,1,1.3605727466503756,-1.3554331378476527,4.984455714126815
191,0.005548959361096645,191,3612574,1,1.3685554873601231,-1.355214548640225,4.984108628029891
192,0.004229684286816429,192,3631488,1,1.3792977994132851,-1.3533481188781673,4.983674760406265
193,0.0038776539185871317,193,3650402,1,1.3693751144483983,-1.3640431941319602,4.983834470848041
194,0.0038687676300799695,194,3669316,1,1.368604320531325,-1.369220124053379,4.983729011440104
195,0.003966759169188178,195,3688230,1,1.3720146216207938,-1.3718212738502062,4.983500285452692
196,0.004188484741049936,196,3707144,1,1.3767812472536294,-1.3735852664662827,4.983228083971045
197,0.004225988547607279,197,3726058,1,1.383014800618856,-1.3744448770542708,4.982907458881694
198,0.003834427265617543,198,3744972,1,1.3869989628838133,-1.3767045728260603,4.982649747893709
199,0.003959796847882183,199,3763886,1,1.3857051816984562,-1.3822568550813281,4.982550083904332
200,0.004569195540371301,200,3782800,1,1.3908497696013056,-1.383803999129739,4.982250510514765
201,0.005305681022644962,201,3801714,1,1.4015502334980352,-1.381904076254886,4.981770840496766
202,0.004663852966148158,202,3820628,1,1.412614264374252,-1.3798222824833808,4.981268258713455
203,0.0045216570299740355,203,3839542,1,1.4097067045784826,-1.3863517530376377,4.981211219888151
204,0.004529212359063006,204,3858456,1,1.4117215009162019,-1.3898646435688724,4.980992590115141
205,0.003554870038277258,205,3877370,1,1.4153779029825044,-1.392364703457991,4.980716754078783
206,0.0036541066237187475,206,3896284,1,1.4067900929983552,-1.4025765954102165,4.980843192372028
207,0.0034402806485926973,207,3915198,1,1.4117354471254377,-1.4042789106499778,4.9805208153554315
208,0.0033775793142484245,208,3934112,1,1.41227855909975,-1.4087883669063146,4.980341489900955
209,0.0032956592131649365,209,3953026,1,1.4149247944613998,-1.4119689715322024,4.980088630229487
210,0.003338586956359413,210,3971940,1,1.4172633697364314,-1.4153555453547533,4.979842750589867
211,0.0034470718636811504,211,3990854,1,1.4214890538048257,-1.4175368602010092,4.979528107908798
212,0.0035300740049659662,212,4009768,1,1.4266798274200434,-1.4191029295949351,4.979174654034368
213,0.004095292225684888,213,4028682,1,1.4314661254048293,-1.4209338306057921,4.978829739448054
214,0.0036153211280867403,214,4047596,1,1.4425801993786245,-1.4187275817540073,4.978249882547625
215,0.0038693021220056467,215,4066510,1,1.4398582907080841,-1.425368145332023,4.978166197818297
216,0.0037721575781975436,216,4085424,1,1.4469036848735932,-1.4257641558110712,4.977721140261769
217,0.003297788979782737,217,4104338,1,1.449217158500215,-1.4292003767452635,4.977445606761475
218,0.0036794724714988014,218,4123252,1,1.4459957039212816,-1.4362293295387754,4.977374828970845
219,0.002944167872471204,219,4142166,1,1.455170281838122,-1.4352446737867892,4.976832262227431
220,0.003389802471457315,220,4161080,1,1.4474452357253114,-1.445258634433807,4.976929824841893
221,0.003787924544381205,221,4179994,1,1.4582195353796383,-1.4432056794088608,4.976314297010292
222,0.003571036503235578,222,4198908,1,1.4675083437655805,-1.442153751873401,4.97574347005379
223,0.004335663314405089,223,4217822,1,1.4681171910074111,-1.4467414572131725,4.9755096445494456
224,0.0035100850190211835,224,4236736,1,1.481699046921903,-1.44294289981037,4.97474536506556
225,0.003984717598445445,225,4255650,1,1.474490511131686,-1.4525958309391038,4.974822731893435
226,0.0029209374398181387,226,4274564,1,1.4846375218781453,-1.4510053709073492,4.974182551508239
227,0.0033693633849927324,227,4293478,1,1.4723412396353774,-1.464103572243874,4.974469531245569
228,0.002967256476296698,228,4312392,1,1.4832930819534031,-1.4619305203037047,4.973785781086647
229,0.0033850957668275644,229,4331306,1,1.4804075632252203,-1.4689061788568318,4.9736775708252186
230,0.003065010873787813,230,4350220,1,1.4908154358006258,-1.4671011734978356,4.972997701622853
231,0.0030215042295798633,231,4369134,1,1.4893519870502403,-1.4731391277139365,4.972823238880531
232,0.003803366726502,232,4388048,1,1.4922644842440476,-1.4762935688280463,4.972454877938539
233,0.0030156885773786613,233,4406962,1,1.507794271750038,-1.4711504364694707,4.971514254775043
234,0.0032480678355767956,234,4425876,1,1.499472781028324,-1.4816936913548548,4.971640386984664
235,0.003534526631759613,235,4444790,1,1.5069637610220512,-1.4818273131678414,4.971045729771813
236,0.00349808074020079,236,4463704,1,1.5150056593003853,-1.481615451923787,4.970413819825548
237,0.0031338607595964157,237,4482618,1,1.5181445047054576,-1.484629049208499,4.970002511494778
238,0.00274570583747831,238,4501532,1,1.516128129410219,-1.4910417994825156,4.969832202083792
239,0.002994628590946846,239,4520446,1,1.5129714543788475,-1.4982466481481378,4.96971538579305
240,0.002631827091493677,240,4539360,1,1.5211374291978172,-1.4979277154858965,4.969048539413391
241,0.0027267811089928123,241,4558274,1,1.5181428285498724,-1.5050433509902086,4.9689197275742725
242,0.0030174657907068164,242,4577188,1,1.5236606986161516,-1.5064850445336644,4.968368024851454
243,0.00309440009121123,243,4596102,1,1.5326031992867115,-1.5056563626039934,4.96763341488352
244,0.002512299843969945,244,4615016,1,1.5376110110989307,-1.5074515681727623,4.967086557056221
245,0.00264138627711738,245,4633930,1,1.5305009839351573,-1.517322090489191,4.967159783553078
246,0.0027936609078754032,246,4652844,1,1.5367984750640207,-1.5182465402190028,4.9665365805427975
247,0.0025320967221994645,247,4671758,1,1.543416610296304,-1.5189653441328532,4.96588518578737
248,0.002513343782431135,248,4690672,1,1.542021674484763,-1.5250435353454568,4.965653481461507
249,0.0029711775866815837,249,4709586,1,1.5453489273167476,-1.5279659038725406,4.9651641803979265
250,0.0032848004686049093,250,4728500,1,1.557781323254872,-1.524809072701479,4.964164767080646
251,0.0033834314186469983,251,4747414,1,1.5667568493337836,-1.5239946124506365,4.963336357764159
252,0.003015634116751431,252,4766328,1,1.5720440896213637,-1.5256262971810832,4.962702862279944
253,0.002364281287317249,253,4785242,1,1.569755930921171,-1.5322608999783163,4.962498524131357
254,0.0025928127358617326,254,4804156,1,1.5607923061334295,-1.54341326647661,4.962679509550494
255,0.0026327121916276536,255,4823070,1,1.5693405737740753,-1.5428362796658226,4.9618414546577405
256,0.0031501416531974913,256,4841984,1,1.5738824077340123,-1.5449571849308799,4.961225611107951
257,0.0033659923769156636,257,4860898,1,1.5870379211901082,-1.5413502955033387,4.960076811087857
258,0.002984178122503303,258,4879812,1,1.594284997925484,-1.5416964099531385,4.9592663635785454
259,0.003172941480966654,259,4898726,1,1.5917150925874528,-1.5485311204817187,4.959057044220366
260,0.002435072499953242,260,4917640,1,1.59870852518155,-1.54903904900372,4.958242269629013
261,0.0027965815111972714,261,4936554,1,1.5885750137194512,-1.5609640306221255,4.95850767017749
262,0.002187983967570986,262,4955468,1,1.5996072596335429,-1.5587429566088138,4.957419922628807
263,0.002638468892005766,263,4974382,1,1.5905068281461017,-1.5700528143582761,4.957622461677824
264,0.0023051281925058065,264,4993296,1,1.6040992146347615,-1.566079560013401,4.9563422901069645
265,0.00230155681815275,265,5012210,1,1.6007847631033896,-1.5735004685542904,4.956164030989499
266,0.0024768092630989558,266,5031124,1,1.6044834452469825,-1.5762019647947496,4.9555138780003745
267,0.0025227768338377254,267,5050038,1,1.612125129790889,-1.5762435418608485,4.954584219207213
268,0.0022661926802156063,268,5068952,1,1.616884208743345,-1.578233432451524,4.953837389785836
269,0.0024532116292386857,269,5087866,1,1.6150332748954197,-1.5846838837474106,4.95354335273594
270,0.002344943989644299,270,5106780,1,1.62300440838906,-1.5845032582315048,4.952550350220392
271,0.0024389420071281587,271,5125694,1,1.624427177684557,-1.5887464096802937,4.952011341025397
272,0.0026038312885302006,272,5144608,1,1.6303048312272166,-1.5899832969251193,4.951140546861227
273,0.002297939308634714,273,5163522,1,1.6375719680827774,-1.5902907735177485,4.950151262901555
274,0.00243746484647607,274,5182436,1,1.6347837835353785,-1.597374777194528,4.949900443393966
275,0.002227505792111617,275,5201350,1,1.6417138782212368,-1.5979015281172364,4.948911936863251
276,0.001936824419903324,276,5220264,1,1.6407745904266835,-1.603752357802864,4.948511698681488
277,0.002425162583628626,277,5239178,1,1.6372219934311611,-1.6114133051106219,4.94830968961028
278,0.0020844582290512337,278,5258092,1,1.6529215575004246,-1.605963176043708,4.946597834242858
279,0.0022601441728016675,279,5277006,1,1.6487447378549975,-1.614023290891508,4.946435656584731
280,0.002823008358187773,280,5295920,1,1.6568565174922791,-1.6137361419972682,4.945284187046308
281,0.002046176293478308,281,5314834,1,1.6725067763414962,-1.6083997450472098,4.943485511994794
282,0.001972943803981511,282,5333748,1,1.6592703089625664,-1.6225641871027174,4.9440626013307245
283,0.00233262807226417,283,5352662,1,1.6611848989643274,-1.6265039050433852,4.943381730865225
284,0.002286937240781148,284,5371576,1,1.6739070592001615,-1.623072752817148,4.94177280069842
285,0.002365726754876965,285,5390490,1,1.6767099655467201,-1.626398045949891,4.9409872022374435
286,0.002739944973738695,286,5409404,1,1.6823680636811278,-1.6277875201782819,4.939940031159919
287,0.0027664405379224655,287,5428318,1,1.6940595414876443,-1.625116797655524,4.9383343488376354
288,0.002727809874394499,288,5447232,1,1.698443769841819,-1.6273730625329428,4.937358897757978
289,0.0028682135748946957,289,5466146,1,1.7015655836875565,-1.6304763917731173,4.93648479082306
290,0.0026871305900065257,290,5485060,1,1.708128956902021,-1.6312723219870362,4.935276040649834
291,0.0028414352636606383,291,5503974,1,1.7085189633175417,-1.6362080973812534,4.934632023346342
292,0.002681649680154205,292,5522888,1,1.7153935535251863,-1.636792989558285,4.933358706409362
293,0.0032104483918876103,293,5541802,1,1.716180338816935,-1.6414644539451086,4.932655937553439
294,0.0023868435658499776,294,5560716,1,1.7297358808745047,-1.6375871129191126,4.9306819905710135
295,0.002547299838880343,295,5579630,1,1.717729482760608,-1.6508510487244399,4.931228618440645
296,0.0024293861041513876,296,5598544,1,1.7251070669196493,-1.6510788323241663,4.929838505423332
297,0.0023308330134620137,297,5617458,1,1.7264674210027218,-1.655379194826586,4.929037834244662
298,0.001975460092779824,298,5636372,1,1.728151651545801,-1.6594653968613102,4.928194034192225
299,0.0022203524611679737,299,5655286,1,1.7232148462424257,-1.668090494414803,4.928027801170927
300,0.0020414412391783487,300,5674200,1,1.7333632501933682,-1.6663924656229754,4.926279995438257
301,0.001992375355621967,301,5693114,1,1.7327795515764453,-1.6720436690442428,4.92564391300821
302,0.0019224887920329115,302,5712028,1,1.7353902973841677,-1.6755118626608407,4.924657580834578
