step,LeducPoker/conv,LeducPoker/iters,LeducPoker/nodes_touched,LeducPoker/tau,LeducPoker/alpha,LeducPoker/beta,LeducPoker/gamma
303,0.002132494053040196,303,5730942,1,1.7373961699205793,-1.6793985715527215,4.923723815677731
304,0.001965322073988779,304,5749856,1,1.7468589406193418,-1.6781562175043665,4.9219516804075605
305,0.0020868415484560643,305,5768770,1,1.7464105110511325,-1.6837245661465463,4.921259920715086
306,0.0020445313422314954,306,5787684,1,1.7535469418371605,-1.6840789105215386,4.919698944628239
307,0.002318219367070218,307,5806598,1,1.7563775415344154,-1.6873930392275063,4.918607381197527
308,0.0019840381104739985,308,5825512,1,1.7670539210959026,-1.6853298532050554,4.916578858449631
309,0.0021906777223044266,309,5844426,1,1.7626332034268557,-1.6936136922991922,4.9163080720516605
310,0.0018074782189749505,310,5863340,1,1.771889091040305,-1.692509660458823,4.914395824375468
311,0.0021036656523405473,311,5882254,1,1.7655168362049019,-1.7021706160690933,4.914351912928889
312,0.00212516689786052,312,5901168,1,1.7775988979019952,-1.6990949409233087,4.912045495607019
313,0.001921600618138744,313,5920082,1,1.782093762377558,-1.7012601160226648,4.910639881141602
314,0.00218220287847648,314,5938996,1,1.7806345836994182,-1.7075294913148062,4.9099680816398426
315,0.0019158503012155076,315,5957910,1,1.7914241445879049,-1.7053524768202442,4.907717483874606
316,0.0022095966024172076,316,5976824,1,1.7883784449770186,-1.712712147306564,4.9072277620891525
317,0.0019240843160589632,317,5995738,1,1.8000127536051056,-1.7099483205732056,4.904799250602455
318,0.002026744640616085,318,6014652,1,1.7965231759439486,-1.7176106633965817,4.90435008336145
319,0.0017267358937713,319,6033566,1,1.8032822429174389,-1.7181991232424447,4.902513600072289
320,0.0017706307184252729,320,6052480,1,1.7986268975927109,-1.7267015491082471,4.902209369541133
321,0.00150087649645457,321,6071394,1,1.8039388328348607,-1.7282808387551045,4.900531404292891
322,0.0016449621198282999,322,6090308,1,1.7990253198601849,-1.7370140027314092,4.900253746241791
323,0.0015660175463373394,323,6109222,1,1.8079117578349773,-1.736075351225678,4.898035474307505
324,0.001908919391335806,324,6128136,1,1.809235438754835,-1.74043934143651,4.8968580007209646
325,0.0016058013678915267,325,6147050,1,1.823867283897835,-1.7355028285776215,4.89372692944157
326,0.0016691057512034924,326,6165964,1,1.8185235504000796,-1.7445047927372324,4.89348474918024
327,0.0014546969853112685,327,6184878,1,1.8245774149216742,-1.7455463346953382,4.89154656768834
328,0.0015227752126388827,328,6203792,1,1.8211493145406745,-1.7532418010571602,4.891009020903088
329,0.0016202489541935206,329,6222706,1,1.8275812412961343,-1.7540030175983197,4.88896702962561
330,0.0014809850155076965,330,6241620,1,1.8348972338196696,-1.7541446780620413,4.886750636149344
331,0.0019118990363198862,331,6260534,1,1.8340279759151963,-1.7600357296920557,4.885783063819266
332,0.0015403361770338353,332,6279448,1,1.8517919756634151,-1.7528653927931674,4.881825814816384
333,0.001508659046409247,333,6298362,1,1.8440938232638957,-1.7635063575319445,4.88192204970094
334,0.0014381480297577798,334,6317276,1,1.8469481573780973,-1.7667705672224974,4.88030098131528
335,0.0017944873865175237,335,6336190,1,1.8483417976651666,-1.771063798394663,4.878899298554968
336,0.001925811677860212,336,6355104,1,1.8642803507311392,-1.7651296015140074,4.875026125851459
337,0.0017156560250642938,337,6374018,1,1.872088986295986,-1.7649213709853848,4.872456060582652
338,0.001696013535259805,338,6392932,1,1.8698080697935295,-1.7717461999956996,4.871603426761311
339,0.0015656215110661162,339,6411846,1,1.8731647192355785,-1.7746355781399397,4.869751639361038
340,0.0015234750154057841,340,6430760,1,1.8728140221511473,-1.7801265470889047,4.868534860931334
341,0.0015904151038020342,341,6449674,1,1.8753166825297989,-1.7836134645255664,4.866791548342284
342,0.0016064453359238423,342,6468588,1,1.8816239220133193,-1.7844161969798522,4.864328260693821
343,0.0016444639436207498,343,6487502,1,1.8861477307930152,-1.7864715313887283,4.862153036041763
344,0.001437018077303731,344,6506416,1,1.89139688248628,-1.788013012762982,4.859806383541875
345,0.0014744972885664676,345,6525330,1,1.8880719698317625,-1.7955962611872271,4.859056797886161
346,0.0016532531908767245,346,6544244,1,1.8934457272881144,-1.797036625738396,4.856632005983361
347,0.0015848821488364112,347,6563158,1,1.9036321945172885,-1.7950819713889985,4.853221626328415
348,0.0015305247224616791,348,6582072,1,1.9053218881753837,-1.7991116061768402,4.851434970141151
349,0.0016730493787829315,349,6600986,1,1.907409907498168,-1.802860144474404,4.84954543761809
350,0.0013990437750829587,350,6619900,1,1.9162273756318287,-1.8018597218478738,4.846254796893957
351,0.0015206940996579515,351,6638814,1,1.9105007579707811,-1.8111244272230502,4.845915270466776
352,0.00117716685774584,352,6657728,1,1.9190053114788106,-1.8103188697595143,4.842610886252438
353,0.001627680496986611,353,6676642,1,1.9091098134816198,-1.8225997218974754,4.843135995426236
354,0.0012774771372442983,354,6695556,1,1.9306653936724412,-1.8124933352456973,4.8369623184628425
355,0.0014553475241652208,355,6714470,1,1.9214938373269843,-1.8242159409910745,4.837338586695686
356,0.0012318354380513874,356,6733384,1,1.9325467381135066,-1.8215627442819482,4.833290483443164
357,0.0011973248821006838,357,6752298,1,1.927480960625417,-1.8303923855741515,4.83276060343229
358,0.0011411195522009893,358,6771212,1,1.9299203313087934,-1.833872924859612,4.830547595992642
359,0.001140003001652068,359,6790126,1,1.931294811898554,-1.8381172160703696,4.82854698257241
360,0.0012956250631827593,360,6809040,1,1.9352198079195815,-1.84052384229844,4.825934365666242
361,0.0013042282616358564,361,6827954,1,1.946136961446023,-1.8379064680360901,4.821641924581906
362,0.001140773339829565,362,6846868,1,1.950476085187459,-1.8400052592980853,4.81882800786274
363,0.001040419835555001,363,6865782,1,1.947190364481353,-1.8475737103652645,4.817809361814408
364,0.0011526540219526926,364,6884696,1,1.9461804469660415,-1.8535275928049202,4.816233244987584
365,0.0013314700082689979,365,6903610,1,1.9557078787915114,-1.8518614333481025,4.812051719621833
366,0.0014013828272823048,366,6922524,1,1.967518123927217,-1.8485743094720726,4.8072062330145595
367,0.0014090495285580817,367,6941438,1,1.9742820855895307,-1.8489143615799524,4.803545659595823
368,0.0012122177541195045,368,6960352,1,1.9785589030885053,-1.8510264322814662,4.800466879840117
369,0.0013139565807343129,369,6979266,1,1.974353254186815,-1.8592131231765452,4.799569987060069
370,0.0009818430295494146,370,6998180,1,1.9827124144894972,-1.8583812164625173,4.795340635875853
371,0.0013990169632271399,371,7017094,1,1.970867933538671,-1.8721239684059543,4.79645504524076
372,0.0014747709953710775,372,7036008,1,1.994082266690673,-1.8605480760895157,4.788102906888966
373,0.001316571639062361,373,7054922,1,2.0009342611253182,-1.8607915508803652,4.784065877281881
374,0.0015015278153321376,374,7073836,1,1.9987233430833244,-1.8675093700839631,4.782517721449585
375,0.0012334225757865136,375,7092750,1,2.0098667512317676,-1.8646674664606617,4.777144839379396
376,0.001316051476262306,376,7111664,1,2.0031162086715115,-1.8746353884734095,4.776853638575028
377,0.0009551741206573344,377,7130578,1,2.010619787046543,-1.8743712749702526,4.772413280640354
378,0.0010917491615030084,378,7149492,1,1.9971630062424128,-1.8892712641681308,4.774076942471085
379,0.0010657965860228352,379,7168406,1,2.008386588567428,-1.8862566653190869,4.7684669500854895
380,0.0011408880817831424,380,7187320,1,2.0110454172040493,-1.8894704761596541,4.765327481811648
381,0.0009366246909462278,381,7206234,1,2.0187143797522125,-1.889040036339321,4.760609388891666
382,0.0010815113405536203,382,7225148,1,2.0119580154072296,-1.8991038390691959,4.760279394880016
383,0.0008987132490079347,383,7244062,1,2.023735126686696,-1.8956486302902884,4.754168023002677
384,0.000910370240778613,384,7262976,1,2.0176394837990963,-1.9052416367094949,4.753612833389752
385,0.0009130407518897765,385,7281890,1,2.0222985095161325,-1.90696645085451,4.749627576192079
386,0.0009172305889199733,386,7300804,1,2.026416349565462,-1.9090819158730972,4.745755322753023
387,0.0008634139183515133,387,7319718,1,2.0306227048770134,-1.9111255410684205,4.741795006292931
388,0.0007994322724987346,388,7338632,1,2.0312980889724943,-1.9157605251720042,4.738951741825225
389,0.0009104500652114267,389,7357546,1,2.0310789963567273,-1.9210599034186058,4.73637648623254
390,0.0006906479656674652,390,7376460,1,2.042086569062242,-1.9180640738166228,4.729943757493717
391,0.0009384276934355645,391,7395374,1,2.0310666750435016,-1.9313638328896854,4.730998379124321
392,0.0008109868119885455,392,7414288,1,2.0516363027604005,-1.9212523001284447,4.721074076804547
393,0.0008408797588146388,393,7433202,1,2.0476636876192313,-1.92928933922755,4.7196529115890185
394,0.0010528705256040022,394,7452116,1,2.0535769581745122,-1.9300182062451072,4.714676227199652
395,0.0008563258100338089,395,7471030,1,2.0697491040425358,-1.923200543879569,4.705840520484938
396,0.0010117249869777134,396,7489944,1,2.0624645367826036,-1.9336214778151257,4.7055621921456865
397,0.0008552727886247113,397,7508858,1,2.075479145886869,-1.9290991729340174,4.697664026645291
398,0.0009274814380256652,398,7527772,1,2.070296984047788,-1.937964030101222,4.696570735573019
399,0.000951459132480334,399,7546686,1,2.0786493685304466,-1.9368449525192246,4.690259104071126
400,0.0008705741765012848,400,7565600,1,2.0839864566214237,-1.9379432237011294,4.685015092870048
401,0.0010445046394186863,401,7584514,1,2.083107261480134,-1.9436150494082147,4.682162962383166
402,0.0008383245798393446,402,7603428,1,2.096962503767344,-1.9384220808691235,4.673339102026973
403,0.0011022032827633504,403,7622342,1,2.0889550552223657,-1.9493228081372882,4.673293118474778
404,0.0008063116703153489,404,7641256,1,2.1077893121060787,-1.9404422203956926,4.662159098953762
405,0.0011638301801327466,405,7660170,1,2.0947385082329215,-1.9550381685400569,4.664209414320001
406,0.0007302988572373825,406,7679084,1,2.118651860738243,-1.9423852501248708,4.650603140127339
407,0.0008547894398424766,407,7697998,1,2.0972670045946176,-1.9631209643140097,4.6562720890237905
408,0.0008673574970233799,408,7716912,1,2.1097479721279004,-1.9587844234200533,4.64737006536622
409,0.0009095783672089242,409,7735826,1,2.114486713553865,-1.9601939968979043,4.64169875160152
410,0.000895247213698061,410,7754740,1,2.1210143689074314,-1.9602614818877044,4.635138583978495
411,0.0008234143721384257,411,7773654,1,2.124096716735859,-1.96286126260294,4.630036151856672
412,0.0009029652142845818,412,7792568,1,2.1235009322937493,-1.9681747718742872,4.626555889058206
413,0.0008406544452422282,413,7811482,1,2.1324520426751024,-1.9663852247420124,4.618602624129647
414,0.0008210237292603506,414,7830396,1,2.132513493570337,-1.9711741128641096,4.614706284478306
415,0.0006403836899410709,415,7849310,1,2.13517499826416,-1.9740186611202368,4.609530781586693
416,0.0008402755698349029,416,7868224,1,2.125668993204492,-1.985969630592081,4.6101361349665595
417,0.0007980526142905703,417,7887138,1,2.1443173029049847,-1.976810879288278,4.597107637230818
418,0.0008534582354248338,418,7906052,1,2.1454633147800184,-1.9807313721058315,4.5924591560630486
419,0.0008475918375549091,419,7924966,1,2.1530443069555747,-1.9798381857345022,4.584523417777996
420,0.0008387419308803629,420,7943880,1,2.156610347240408,-1.9819174333362044,4.578501120980999
421,0.0008554275526805322,421,7962794,1,2.1599806542712496,-1.9841241897327988,4.572497581845242
422,0.0007817773020865615,422,7981708,1,2.1649879316437435,-1.98509286939936,4.565555407513058
423,0.0007560090339909231,423,8000622,1,2.164046732173756,-1.9904818341199055,4.561663343878362
424,0.0007396127076060577,424,8019536,1,2.166170545311532,-1.993569518985081,4.556099312072385
425,0.0007812609282614735,425,8038450,1,2.1689220718302713,-1.9961701090141084,4.550127965321211
426,0.0006356052313926247,426,8057364,1,2.1758233963203333,-1.9956394851187087,4.541802839075047
427,0.0007201131088245272,427,8076278,1,2.168611676525772,-2.005707129189191,4.54117047188271
428,0.0006884402723366656,428,8095192,1,2.179287567203388,-2.002277701274571,4.5305683084100075
429,0.0007536939776341678,429,8114106,1,2.180793557964246,-2.005745368466371,4.524981169324726
430,0.0008098216986662382,430,8133020,1,2.1896207737487217,-2.0036807303913777,4.515113556754068
431,0.0006879177264723785,431,8151934,1,2.1974391866184604,-2.0023656817633406,4.505656909855201
432,0.0008295544172157165,432,8170848,1,2.1925554926947792,-2.0105770027437266,4.503573657099004
433,0.0006294132259894863,433,8189762,1,2.206604990004167,-2.004532206388797,4.490160371572235
434,0.0007528772700087782,434,8208676,1,2.1956294605838482,-2.017312074126927,4.491688513802612
435,0.0006936909207296282,435,8227590,1,2.2092213709228496,-2.011536211262344,4.4782619901190595
436,0.0007974852599186982,436,8246504,1,2.208732272518582,-2.0163755534658336,4.473331546916268
437,0.0007800044595608902,437,8265418,1,2.220188330317733,-2.0121908412555873,4.460833891535448
438,0.000827648186487201,438,8284332,1,2.2229178267806042,-2.0145590075424917,4.453689110141875
439,0.0008754064747559798,439,8303246,1,2.230047089654324,-2.0136012981217886,4.443601938138491
440,0.0007110750383758635,440,8322160,1,2.2370046582822765,-2.0127573722689633,4.433463251131185
441,0.0008104867139005628,441,8341074,1,2.229703251616291,-2.0226159737750247,4.43265359901625
442,0.0007106657890474655,442,8359988,1,2.24068568448807,-2.01868464708088,4.41962004995411
443,0.000603913594152225,443,8378902,1,2.2375198345463962,-2.0254061264489387,4.415983997425932
444,0.0005427107783332746,444,8397816,1,2.232687766120284,-2.033416935110211,4.413462455733437
445,0.0006321097554331523,445,8416730,1,2.2308752468049518,-2.0391477003962497,4.4088560619273975
446,0.0006391351280247148,446,8435644,1,2.242981604261477,-2.034205218250388,4.39453563113641
447,0.0005457563439644902,447,8454558,1,2.2474939286130535,-2.0350540430964577,4.385317841506359
448,0.0006909968683308093,448,8473472,1,2.2429331384133633,-2.042831163302706,4.382451749441219
449,0.0007121476297886897,449,8492386,1,2.2595197750532243,-2.034406805817643,4.364321183910538
450,0.0006104899236304417,450,8511300,1,2.265054320574553,-2.0344190992874953,4.353940637750743
451,0.00047558102799334645,451,8530214,1,2.260688742737179,-2.0419636179903478,4.350773692074092
452,0.0004831009066909031,452,8549128,1,2.251225659280583,-2.053493870890784,4.351369735806225
453,0.0006073844491057412,453,8568042,1,2.2559778829094097,-2.054041367115506,4.341368474313078
454,0.0006772785630023981,454,8586956,1,2.2721479537536755,-2.045755170268724,4.322520576937687
455,0.0006127511337059022,455,8605870,1,2.281902752372381,-2.0424326295650514,4.308247722263328
456,0.0007658746444826892,456,8624784,1,2.2804367555008134,-2.047689507044866,4.302570144340551
457,0.0006674584919768023,457,8643698,1,2.2963220918606755,-2.039647257966089,4.283034867160557
458,0.000687017605309051,458,8662612,1,2.292836095242442,-2.04639022071168,4.2787951881851365
459,0.0007775815351421939,459,8681526,1,2.298289922879084,-2.0462847956929293,4.2672580987084245
460,0.0005897431755334109,460,8700440,1,2.308845829555839,-2.0422722859919644,4.251342987657772
461,0.0006287831930791438,461,8719354,1,2.2979140394695063,-2.0546999691822236,4.253108461187212
462,0.000636554872233408,462,8738268,1,2.3052558221121147,-2.0531073157752324,4.2396433610545685
463,0.0005526241251737479,463,8757182,1,2.3098251997590986,-2.053649381347334,4.228344572790556
464,0.0005927546911519699,464,8776096,1,2.306168039653865,-2.060520444343749,4.223942950177942
465,0.0005867929397244676,465,8795010,1,2.3138360209527638,-2.0586632514034946,4.209781422855977
466,0.0006863664752054521,466,8813924,1,2.3172141733328826,-2.0601108238768973,4.199167238207369
467,0.0006595315275399749,467,8832838,1,2.3295381061332767,-2.0547063857590073,4.1805427396051
468,0.0005158839888776967,468,8851752,1,2.3313231695511214,-2.0573641222426966,4.171048691437722
469,0.0005620555416603473,469,8870666,1,2.3221020387602995,-2.0684799306240604,4.171336062414853
470,0.0005435726981384281,470,8889580,1,2.3306149571993062,-2.0659574771484857,4.1556697753000735
471,0.00047363605075047277,471,8908494,1,2.3327603090631057,-2.0683384226366854,4.145609023479357
472,0.0005229936223863363,472,8927408,1,2.3293404771741857,-2.075009440818909,4.140565198965195
473,0.0006301970401050988,473,8946322,1,2.338572784370414,-2.07191940315419,4.123786205264212
474,0.0006093896596107706,474,8965236,1,2.3524918794414256,-2.06527066019161,4.102349278331202
475,0.00047844731607774027,475,8984150,1,2.3546376431072624,-2.0676319473221234,4.091799563693363
476,0.00045991741103723616,476,9003064,1,2.345651990360475,-2.0785229858266816,4.0917991990414215
477,0.0005990010959317643,477,9021978,1,2.347494364254637,-2.081114645769922,4.08143271080026
478,0.0005783466391785785,478,9040892,1,2.3655574722392587,-2.0712674341321096,4.0551836789723446
479,0.0005233982665096143,479,9059806,1,2.3676323203601735,-2.073665331492313,4.044277837305527
480,0.0005166558760489465,480,9078720,1,2.3662578181363063,-2.0787017733183895,4.036701757077086
481,0.00046589162541854634,481,9097634,1,2.3695211999632244,-2.0801821568665266,4.024439314690313
482,0.0005726386410420115,482,9116548,1,2.3679688644619787,-2.0853536721226567,4.01691326909725
483,0.0007247168830881168,483,9135462,1,2.3829038447234705,-2.077865549017162,3.992564594059694
484,0.0004905007535344064,484,9154376,1,2.399364756989259,-2.069208604065987,3.9662085762433996
485,0.00047710139891959935,485,9173290,1,2.382584912057793,-2.0860414254220103,3.9742062785802457
486,0.0005439679358277827,486,9192204,1,2.3850739780313126,-2.0880902633964964,3.962165194347352
487,0.00044180705084657934,487,9211118,1,2.395986893021192,-2.0836532467806355,3.9411336393075675
488,0.0004592523753341182,488,9230032,1,2.388923639073692,-2.0930435810253516,3.9389644141946047
489,0.00044502174300656283,489,9248946,1,2.3949380537576523,-2.0923613172479487,3.9228519408613796
490,0.000554030442567105,490,9267860,1,2.397236608382745,-2.0945372445769683,3.910577907414032
491,0.00042073067523895613,491,9286774,1,2.4127736550227317,-2.08650009847549,3.8837702670969985
492,0.0004494833502039497,492,9305688,1,2.4022035024944035,-2.0985902237937526,3.885320454353985
493,0.00042066545442014103,493,9324602,1,2.409657963673241,-2.0967686113236756,3.8670508798986907
494,0.0005349403531443725,494,9343516,1,2.4101318010344603,-2.1003344062391998,3.8563565662287775
495,0.00039875726408739043,495,9362430,1,2.426748075765261,-2.0914189520744824,3.8274476757262015
496,0.0004732224342896274,496,9381344,1,2.4152560280030215,-2.1042252876470804,3.830039677790392
497,0.0005434759828674557,497,9400258,1,2.4282236918804463,-2.0981071494134245,3.804872566571982
498,0.0004263724684200332,498,9419172,1,2.4394504887234763,-2.093331130103582,3.7813750988083497
499,0.0003962315171703312,499,9438086,1,2.430684174259371,-2.104022678971919,3.780845495042363
500,0.0004534237390155793,500,9457000,1,2.4308116513274527,-2.107831366471417,3.76998693923016
501,0.0005234792500151547,501,9475914,1,2.441842530500786,-2.1031769727435856,3.746277472945451
502,0.0006977063739079387,502,9494828,1,2.453320106525217,-2.0981704831412644,3.721753273918135
503,0.0005426675615388121,503,9513742,1,2.47227794155807,-2.0873674947501306,3.687913625023427
504,0.0005653136088347582,504,9532656,5,2.463117637678025,-2.098336084556676,3.6877844173468546
505,0.0005313772022269292,505,9551570,,2.463117637678025,-2.098336084556676,3.6877844173468546
506,0.00042856123529377843,506,9570484,,2.463117637678025,-2.098336084556676,3.6877844173468546
507,0.00047716792051560875,507,9589398,,2.463117637678025,-2.098336084556676,3.6877844173468546
508,0.0005799138242807422,508,9608312,,2.463117637678025,-2.098336084556676,3.6877844173468546
509,0.000501910205074188,509,9627226,5,2.4863568086002417,-2.09960986143226,3.602003243457278
510,0.0004754828233260594,510,9646140,,2.4863568086002417,-2.09960986143226,3.602003243457278
511,0.0004858333236245904,511,9665054,,2.4863568086002417,-2.09960986143226,3.602003243457278
512,0.00043201466796202737,512,9683968,,2.4863568086002417,-2.09960986143226,3.602003243457278
513,0.00045902864870148163,513,9702882,,2.4863568086002417,-2.09960986143226,3.602003243457278
514,0.0004484298411343568,514,9721796,5,2.494059029065661,-2.112834657539791,3.5329750835957614
515,0.0005149716020353412,515,9740710,,2.494059029065661,-2.112834657539791,3.5329750835957614
516,0.0005088023325827279,516,9759624,,2.494059029065661,-2.112834657539791,3.5329750835957614
517,0.00043789998662660534,517,9778538,,2.494059029065661,-2.112834657539791,3.5329750835957614
518,0.0003758071492798165,518,9797452,,2.494059029065661,-2.112834657539791,3.5329750835957614
519,0.00042134622562389756,519,9816366,5,2.503614913969948,-2.1245200592009277,3.459473786022506
520,0.0005149725769267588,520,9835280,,2.503614913969948,-2.1245200592009277,3.459473786022506
521,0.0003992411598484069,521,9854194,,2.503614913969948,-2.1245200592009277,3.459473786022506
522,0.0003941800394861028,522,9873108,,2.503614913969948,-2.1245200592009277,3.459473786022506
523,0.00045084822360230703,523,9892022,,2.503614913969948,-2.1245200592009277,3.459473786022506
524,0.000482057354061205,524,9910936,5,2.5328313651004413,-2.1206708618291534,3.3574156206204457
525,0.0005192731311179921,525,9929850,,2.5328313651004413,-2.1206708618291534,3.3574156206204457
526,0.0004851039420952219,526,9948764,,2.5328313651004413,-2.1206708618291534,3.3574156206204457
527,0.00038010936706900367,527,9967678,,2.5328313651004413,-2.1206708618291534,3.3574156206204457
528,0.0003414272105337207,528,9986592,,2.5328313651004413,-2.1206708618291534,3.3574156206204457
529,0.0003794687825896953,529,10005506,5,2.5385340258010816,-2.1351347235867224,3.2846818631010244
530,0.0003613536268095574,530,10024420,,2.5385340258010816,-2.1351347235867224,3.2846818631010244
531,0.0003742816645868341,531,10043334,,2.5385340258010816,-2.1351347235867224,3.2846818631010244
532,0.00038849148919475884,532,10062248,,2.5385340258010816,-2.1351347235867224,3.2846818631010244
533,0.0004208450494823657,533,10081162,,2.5385340258010816,-2.1351347235867224,3.2846818631010244
534,0.0004455186574850306,534,10100076,5,2.5690670725316074,-2.12993382542584,3.175497716836168
535,0.000443695822559001,535,10118990,,2.5690670725316074,-2.12993382542584,3.175497716836168
536,0.00044117184791209185,536,10137904,,2.5690670725316074,-2.12993382542584,3.175497716836168
537,0.0004011861358773072,537,10156818,,2.5690670725316074,-2.12993382542584,3.175497716836168
538,0.0004967262292871893,538,10175732,,2.5690670725316074,-2.12993382542584,3.175497716836168
539,0.0005453518832562732,539,10194646,5,2.5973629595829255,-2.1263967287975207,3.0669902607142343
540,0.0004678327088883105,540,10213560,,2.5973629595829255,-2.1263967287975207,3.0669902607142343
541,0.0004065622320729295,541,10232474,,2.5973629595829255,-2.1263967287975207,3.0669902607142343
542,0.00040852068707444844,542,10251388,,2.5973629595829255,-2.1263967287975207,3.0669902607142343
543,0.00044543454324552645,543,10270302,,2.5973629595829255,-2.1263967287975207,3.0669902607142343
544,0.0004450462881069317,544,10289216,5,2.6117434067460836,-2.133616437614471,2.9764275510270433
545,0.00048224361242946157,545,10308130,,2.6117434067460836,-2.133616437614471,2.9764275510270433
546,0.0004052203242534552,546,10327044,,2.6117434067460836,-2.133616437614471,2.9764275510270433
547,0.00040908893008936853,547,10345958,,2.6117434067460836,-2.133616437614471,2.9764275510270433
548,0.000497601456153754,548,10364872,,2.6117434067460836,-2.133616437614471,2.9764275510270433
549,0.0004881636958244534,549,10383786,5,2.6372329186634627,-2.1320276909602724,2.868469747278586
550,0.0003857857105397239,550,10402700,,2.6372329186634627,-2.1320276909602724,2.868469747278586
551,0.00033887583479347283,551,10421614,,2.6372329186634627,-2.1320276909602724,2.868469747278586
552,0.0003978617716112881,552,10440528,,2.6372329186634627,-2.1320276909602724,2.868469747278586
553,0.000479351533695882,553,10459442,,2.6372329186634627,-2.1320276909602724,2.868469747278586
554,0.00041195126617617206,554,10478356,5,2.655266442830725,-2.1361284918446417,2.7700798709259
555,0.0004019007401840774,555,10497270,,2.655266442830725,-2.1361284918446417,2.7700798709259
556,0.00044159750247727003,556,10516184,,2.655266442830725,-2.1361284918446417,2.7700798709259
557,0.0004322892724976657,557,10535098,,2.655266442830725,-2.1361284918446417,2.7700798709259
558,0.00033787934986743984,558,10554012,,2.655266442830725,-2.1361284918446417,2.7700798709259
559,0.0003653081910078293,559,10572926,5,2.6577613172075667,-2.1522647052293844,2.693446105273882
560,0.00039301531608157414,560,10591840,,2.6577613172075667,-2.1522647052293844,2.693446105273882
561,0.00031892496080228316,561,10610754,,2.6577613172075667,-2.1522647052293844,2.693446105273882
562,0.0003083497959011916,562,10629668,,2.6577613172075667,-2.1522647052293844,2.693446105273882
563,0.00036146506643282283,563,10648582,,2.6577613172075667,-2.1522647052293844,2.693446105273882
564,0.00032342307667210246,564,10667496,5,2.6811026482050773,-2.15192210753503,2.585987314303675
565,0.00039411137424717746,565,10686410,,2.6811026482050773,-2.15192210753503,2.585987314303675
566,0.00034532342512905156,566,10705324,,2.6811026482050773,-2.15192210753503,2.585987314303675
567,0.00034401897535896175,567,10724238,,2.6811026482050773,-2.15192210753503,2.585987314303675
568,0.00038675705911767055,568,10743152,,2.6811026482050773,-2.15192210753503,2.585987314303675
569,0.00032803405586491474,569,10762066,5,2.7044374706278016,-2.1514556921785606,2.4784038063941423
570,0.00028604779135711633,570,10780980,,2.7044374706278016,-2.1514556921785606,2.4784038063941423
571,0.0002705467683727508,571,10799894,,2.7044374706278016,-2.1514556921785606,2.4784038063941423
572,0.00030523517555827717,572,10818808,,2.7044374706278016,-2.1514556921785606,2.4784038063941423
573,0.00035050755813000045,573,10837722,,2.7044374706278016,-2.1514556921785606,2.4784038063941423
574,0.0003512767774727643,574,10856636,5,2.7195757242509493,-2.157236768512595,2.382874050499477
575,0.0003163003742631676,575,10875550,,2.7195757242509493,-2.157236768512595,2.382874050499477
576,0.0003457265394178344,576,10894464,,2.7195757242509493,-2.157236768512595,2.382874050499477
577,0.00030501573574497065,577,10913378,,2.7195757242509493,-2.157236768512595,2.382874050499477
578,0.00032904122275012604,578,10932292,,2.7195757242509493,-2.157236768512595,2.382874050499477
579,0.00041259663657181034,579,10951206,5,2.7364859864876627,-2.161483199374191,2.2852276013993174
580,0.000376877639454154,580,10970120,,2.7364859864876627,-2.161483199374191,2.2852276013993174
581,0.00034673966940956813,581,10989034,,2.7364859864876627,-2.161483199374191,2.2852276013993174
582,0.0003643592270206053,582,11007948,,2.7364859864876627,-2.161483199374191,2.2852276013993174
583,0.00038524720694055326,583,11026862,,2.7364859864876627,-2.161483199374191,2.2852276013993174
584,0.00040018893486010176,584,11045776,5,2.7642118499465065,-2.1571882936271534,2.173061686917275
585,0.00039889708127816004,585,11064690,,2.7642118499465065,-2.1571882936271534,2.173061686917275
586,0.0004150742760659215,586,11083604,,2.7642118499465065,-2.1571882936271534,2.173061686917275
587,0.00035819161454386794,587,11102518,,2.7642118499465065,-2.1571882936271534,2.173061686917275
588,0.0004031264340553925,588,11121432,,2.7642118499465065,-2.1571882936271534,2.173061686917275
589,0.0003735580286692436,589,11140346,5,2.7864187496733406,-2.157054377840092,2.0700707957324496
590,0.00038613007733030724,590,11159260,,2.7864187496733406,-2.157054377840092,2.0700707957324496
591,0.00038074004853283494,591,11178174,,2.7864187496733406,-2.157054377840092,2.0700707957324496
592,0.0003001686377541307,592,11197088,,2.7864187496733406,-2.157054377840092,2.0700707957324496
593,0.00031616274207502126,593,11216002,,2.7864187496733406,-2.157054377840092,2.0700707957324496
594,0.000349325685440674,594,11234916,5,2.7946318924619122,-2.1675753714012815,1.9876976775036703
595,0.00034376205269116833,595,11253830,,2.7946318924619122,-2.1675753714012815,1.9876976775036703
596,0.00033564056848151,596,11272744,,2.7946318924619122,-2.1675753714012815,1.9876976775036703
597,0.00033460613586089316,597,11291658,,2.7946318924619122,-2.1675753714012815,1.9876976775036703
598,0.0002997884696784303,598,11310572,,2.7946318924619122,-2.1675753714012815,1.9876976775036703
599,0.00030114386048729624,599,11329486,5,2.8121103477223315,-2.1707930120317105,1.8940998941684528
600,0.0003090733555582009,600,11348400,,2.8121103477223315,-2.1707930120317105,1.8940998941684528
601,0.00033508423803393916,601,11367314,,2.8121103477223315,-2.1707930120317105,1.8940998941684528
602,0.00034607051009633016,602,11386228,,2.8121103477223315,-2.1707930120317105,1.8940998941684528
