step,GoofSpiel4/conv,GoofSpiel4/iters,GoofSpiel4/nodes_touched
96,0.0037102931730681266,96,206784
97,0.004332529848145074,97,208938
98,0.005380995545325174,98,211092
99,0.006343923319627602,99,213246
100,0.00793972304359054,100,215400
101,0.009434513074895949,101,217554
102,0.010614897897989771,102,219708
103,0.011302750232766692,103,221862
104,0.01132744730163961,104,224016
105,0.010630764118525232,105,226170
106,0.00932112609292796,106,228324
107,0.00761816589677239,107,230478
108,0.005750541867110097,108,232632
109,0.004344363105750614,109,234786
110,0.00313086086746274,110,236940
111,0.001960503206199266,111,239094
112,0.0018687386068529602,112,241248
113,0.0031812510181643042,113,243402
114,0.004729649127120775,114,245556
115,0.006167594851255927,115,247710
116,0.007407122854229498,116,249864
117,0.008325833884139747,117,252018
118,0.008811337503526242,118,254172
119,0.008817000162854966,119,256326
120,0.008377000380610677,120,258480
121,0.007571400498085439,121,260634
122,0.0064903864847257855,122,262788
123,0.005838075316688689,123,264942
124,0.005047981345532495,124,267096
125,0.004556110512363578,125,269250
126,0.0042051905359327185,126,271404
127,0.003842290633243384,127,273558
128,0.0034017217579144247,128,275712
129,0.0028765459285078317,129,277866
130,0.0035849187411107885,130,280020
131,0.004030168617842373,131,282174
132,0.004309725493093747,132,284328
133,0.004520593009007295,133,286482
134,0.004712056157195994,134,288636
135,0.004858911586787624,135,290790
136,0.0052494494502876845,136,292944
137,0.005687552070686632,137,295098
138,0.0062694009535971314,138,297252
139,0.006600324159111836,139,299406
140,0.006665196192639287,140,301560
141,0.006470957148926738,141,303714
142,0.00603442061789667,142,305868
143,0.005369387106293902,143,308022
144,0.004493488830883912,144,310176
145,0.00345382710383952,145,312330
146,0.002318583361897344,146,314484
147,0.0012057568337527737,147,316638
148,0.0014634488400319873,148,318792
149,0.0021444812573073527,149,320946
150,0.0028039754991693077,150,323100
151,0.0034291970659226733,151,325254
152,0.0042411494940527705,152,327408
153,0.005129977499743206,153,329562
154,0.005867852023436133,154,331716
155,0.006375544603448524,155,333870
156,0.006578169799428145,156,336024
157,0.006437295277985856,157,338178
158,0.005973265130548482,158,340332
159,0.005258800087269972,159,342486
160,0.004388977919684419,160,344640
161,0.003450249891485308,161,346794
162,0.0025035444270431403,162,348948
163,0.001754125842031435,163,351102
164,0.0011536706244075988,164,353256
165,0.0005676404281857179,165,355410
166,0.0011372794513622223,166,357564
167,0.0019764092964163647,167,359718
168,0.0027850578260230777,168,361872
169,0.003542180467507438,169,364026
170,0.0042113926149623315,170,366180
171,0.004746058183414063,171,368334
172,0.005102460093534276,172,370488
173,0.005254779522653512,173,372642
174,0.005199900533675054,174,374796
175,0.004949547258286408,175,376950
176,0.0045219494708420484,176,379104
177,0.004001872415015508,177,381258
178,0.0036476095665834807,178,383412
179,0.003178638079282333,179,385566
180,0.0026901615958783744,180,387720
181,0.002428906959020389,181,389874
182,0.0021670396403070252,182,392028
183,0.001887596105244598,183,394182
184,0.0015780836247876653,184,396336
185,0.0021395221948126964,185,398490
186,0.002593772635260827,186,400644
187,0.0029284615952031605,187,402798
188,0.0031749292830851065,188,404952
189,0.0033631264505430743,189,407106
190,0.003504818744546324,190,409260
191,0.0035882004992631128,191,411414
192,0.0035849827570679582,192,413568
193,0.0036092814864525304,193,415722
194,0.0037296124122082512,194,417876
195,0.0038033636789009738,195,420030
196,0.003758728908141942,196,422184
197,0.003622517604614082,197,424338
198,0.003416452609351305,198,426492
199,0.0031488629222219014,199,428646
200,0.002813423954405287,200,430800
201,0.002397273578366399,201,432954
202,0.0018924917260396564,202,435108
203,0.0013132926208048695,203,437262
204,0.0012495012983765588,204,439416
205,0.001409159171516639,205,441570
206,0.0015663057592735473,206,443724
207,0.001735318851048139,207,445878
208,0.00209247249464949,208,448032
209,0.0024190877768540844,209,450186
210,0.00290733138957553,210,452340
211,0.0033763455535136123,211,454494
212,0.003760673018601708,212,456648
213,0.004029550542919103,213,458802
214,0.004152738800237221,214,460956
215,0.00410873283552904,215,463110
216,0.003893684446342749,216,465264
217,0.0035262481605208623,217,467418
218,0.0030439381184870977,218,469572
219,0.002491951998996313,219,471726
220,0.0019108859183746294,220,473880
221,0.001330229041349059,221,476034
222,0.0007589844511759661,222,478188
223,0.000354238486524891,223,480342
224,0.0006831367543709004,224,482496
225,0.0010458574149298197,225,484650
226,0.001452310553895754,226,486804
227,0.001971283507631134,227,488958
228,0.0024684916933911238,228,491112
229,0.0029257528958675323,229,493266
230,0.0033155626664061184,230,495420
231,0.003604162674366821,231,497574
232,0.0037591176756818856,232,499728
233,0.003759719401937668,233,501882
234,0.0036053198645646135,234,504036
235,0.0033162787171947747,235,506190
236,0.002926669156542108,236,508344
237,0.002473542559327129,237,510498
238,0.0019885091360243063,238,512652
239,0.0015558298969521392,239,514806
240,0.0012251880326355701,240,516960
241,0.0008999999962944311,241,519114
242,0.0007117035155034281,242,521268
243,0.0005594923361648316,243,523422
244,0.0009251487580977959,244,525576
245,0.00136735893005667,245,527730
246,0.0017794382325018836,246,529884
247,0.0021460594020733786,247,532038
248,0.0024520116997540095,248,534192
249,0.002687164071964586,249,536346
250,0.0028483485063232894,250,538500
251,0.002936582827615129,251,540654
252,0.0029524700474876627,252,542808
253,0.0028938925179679545,253,544962
254,0.0027574754206591006,254,547116
255,0.0025415027832128207,255,549270
256,0.002380038501906432,256,551424
257,0.0021984944715158286,257,553578
258,0.0019580883671589775,258,555732
259,0.001813385422314973,259,557886
260,0.0016570436634050258,260,560040
261,0.0014946886108150022,261,562194
262,0.0013239264879184097,262,564348
263,0.0011340305641246882,263,566502
264,0.0009660260446304624,264,568656
265,0.0012558179498971455,265,570810
266,0.0014890437680976092,266,572964
267,0.0016718157065650956,267,575118
268,0.0018165210200943157,268,577272
269,0.0019350164344497946,269,579426
270,0.0020326446024390376,270,581580
271,0.002105920955439521,271,583734
272,0.0021410316218978837,272,585888
273,0.002203213922529579,273,588042
274,0.002287979032089428,274,590196
275,0.002397723811825356,275,592350
276,0.002437462748828196,276,594504
277,0.0024152712893603222,277,596658
278,0.002341152780054903,278,598812
279,0.0022231014976184056,279,600966
280,0.002064607918204154,280,603120
281,0.001865137692330541,281,605274
282,0.001623565277508688,282,607428
283,0.0013416844528930793,283,609582
284,0.0010257186173165261,284,611736
285,0.0006866837362284841,285,613890
286,0.0007392947266492388,286,616044
287,0.0008502833720986909,287,618198
288,0.0009602632741456964,288,620352
289,0.0010684770048684578,289,622506
290,0.0012529492900266233,290,624660
291,0.001452317270390144,291,626814
292,0.001680425577603903,292,628968
293,0.0019585975219834537,293,631122
294,0.0021995096736361114,294,633276
295,0.0023905239081616907,295,635430
296,0.0025189155200295533,296,637584
297,0.002573981827010283,297,639738
298,0.0025492362456009743,298,641892
299,0.002444065029502584,299,644046
300,0.0022644496198290526,300,646200
301,0.0020225114956402127,301,648354
302,0.0017346781843954305,302,650508
303,0.0014186331449483277,303,652662
304,0.001090166791279705,304,654816
305,0.0007595700748225289,305,656970
306,0.0004317639559895235,306,659124
307,0.00021694781486070956,307,661278
308,0.00043400993663737157,308,663432
309,0.0006482757852352629,309,665586
310,0.0008590612408849977,310,667740
311,0.0011536728866346816,311,669894
312,0.0014501507382195305,312,672048
313,0.0017304515909218484,313,674202
314,0.001983506196393734,314,676356
315,0.002194744635567963,315,678510
316,0.0023480824005488836,316,680664
317,0.002429367520883796,317,682818
318,0.002430279823183828,318,684972
319,0.0023509562705605995,319,687126
320,0.0022000151016312378,320,689280
321,0.0019920685413962937,321,691434
322,0.001744061394238181,322,693588
323,0.0014719536645962396,323,695742
324,0.0011886091769571232,324,697896
325,0.0009026063652281201,325,700050
326,0.0006789095589421853,326,702204
327,0.00048504163511706915,327,704358
328,0.00029352717776819743,328,706512
329,0.00022064872081857068,329,708666
330,0.000490724001526232,330,710820
331,0.0007563055627232371,331,712974
332,0.0010151343011816512,332,715128
333,0.0012629982607869797,333,717282
334,0.00149341104447188,334,719436
335,0.001697947409850486,335,721590
336,0.0018672695959737209,336,723744
337,0.00199265090352269,337,725898
338,0.002067419504196773,338,728052
339,0.0020877467369172383,339,730206
340,0.0020527098004228654,340,732360
341,0.001964077032409222,341,734514
342,0.0018261954642351344,342,736668
343,0.001645852704598527,343,738822
344,0.0014415627178297123,344,740976
345,0.0012971863590887783,345,743130
346,0.0011315002424161958,346,745284
347,0.0009587960604289571,347,747438
348,0.0008613539578097787,348,749592
349,0.0007642273295485857,349,751746
350,0.0006663270610470293,350,753900
351,0.0005646440618747813,351,756054
352,0.0006026621761126777,352,758208
353,0.0008198633049439448,353,760362
354,0.001013379061681027,354,762516
355,0.0011798540082734615,355,764670
356,0.0013184482784936388,356,766824
357,0.0014305429157268667,357,768978
358,0.001518177893902788,358,771132
359,0.0015822095616036228,359,773286
360,0.0016212128281024455,360,775440
361,0.001631621176981352,361,777594
362,0.0016089478377969279,362,779748
363,0.0015487850217238534,363,781902
364,0.0014706888103180875,364,784056
365,0.0014384682460920326,365,786210
366,0.0014182768099937158,366,788364
367,0.0013721896177763342,367,790518
368,0.00130747487209971,368,792672
369,0.0012300067038542295,369,794826
370,0.00114324217528132,370,796980
371,0.001047764006947512,371,799134
372,0.0009413703271325439,372,801288
373,0.0008194313183074915,373,803442
374,0.0006779507608223672,374,805596
375,0.0005826845573588519,375,807750
376,0.0006919649515577847,376,809904
377,0.0007827076197633939,377,812058
378,0.0008607373364910025,378,814212
379,0.0009311329779931222,379,816366
380,0.0009969451637825387,380,818520
381,0.0010586112605192048,381,820674
382,0.0011127746341273277,382,822828
383,0.0011809402953269002,383,824982
384,0.0012594135796028516,384,827136
385,0.001388981813268341,385,829290
386,0.0014972906642418847,386,831444
387,0.0015716850700462726,387,833598
388,0.0016098397171919279,388,835752
389,0.001611448466776038,389,837906
390,0.0015779455683253747,390,840060
391,0.0015118152061492514,391,842214
392,0.0014159064883926592,392,844368
393,0.0012931840106240504,393,846522
394,0.0011469804982941838,394,848676
395,0.000981363382416249,395,850830
396,0.000801218228041305,396,852984
397,0.0006105487423814133,397,855138
398,0.00041360741234788443,398,857292
399,0.0003416059422811772,399,859446
400,0.0004169860879049777,400,861600
401,0.0004918074996798828,401,863754
402,0.0005753797070843263,402,865908
403,0.0007057087591265096,403,868062
404,0.0008308230697247249,404,870216
405,0.0009474901896042564,405,872370
406,0.0011138584244982333,406,874524
407,0.0012685196458177756,407,876678
408,0.0014018620073750986,408,878832
409,0.0015077650666287532,409,880986
410,0.0015806034786836497,410,883140
411,0.0016161039568838866,411,885294
412,0.0016120054145563056,412,887448
413,0.001568399961221127,413,889602
414,0.0014877601551197357,414,891756
415,0.0013746966275952944,415,893910
416,0.0012354450361945456,416,896064
417,0.001077080471461339,417,898218
418,0.0009065738377081953,418,900372
419,0.0007299323746775012,419,902526
420,0.0005517841162293302,420,904680
421,0.0003741575792919569,421,906834
422,0.00019810009950666277,422,908988
423,0.00011475691116921653,423,911142
424,0.00023388332124829196,424,913296
425,0.00035187828209818956,425,915450
426,0.0004935677004865247,426,917604
427,0.0006608799283117012,427,919758
428,0.0008248920815029111,428,921912
429,0.0009833131164763802,429,924066
430,0.0011325297888353481,430,926220
431,0.00126753329212059,431,928374
432,0.0013821514954105321,432,930528
433,0.0014696787869108222,433,932682
434,0.0015238920851823562,434,934836
435,0.0015402567113443468,435,936990
436,0.0015169606371734459,436,939144
437,0.0014554035804207474,437,941298
438,0.001359955004385149,438,943452
439,0.0012370786392215693,439,945606
440,0.0010941362812436893,440,947760
441,0.0009382354384375246,441,949914
442,0.0007753875813198046,442,952068
443,0.0006100520492802867,443,954222
444,0.0004728756223512787,444,956376
445,0.00035638996281578167,445,958530
446,0.000240945512615275,446,960684
447,0.00012765604344079794,447,962838
448,0.00020470031923468826,448,964992
449,0.00036245472569739157,449,967146
450,0.0005180897572182035,450,969300
451,0.0006705259909311636,451,971454
452,0.0008177659325586249,452,973608
453,0.0009567674707835944,453,975762
454,0.001083467291254104,454,977916
455,0.0011930510362812134,455,980070
456,0.0012804824798081985,456,982224
457,0.0013412108906450558,457,984378
458,0.001371887848197412,458,986532
459,0.0013709027533120967,459,988686
460,0.0013386097828336527,460,990840
461,0.0012772223731578396,461,992994
462,0.0011904335210166997,462,995148
463,0.0010828625863461576,463,997302
464,0.0009594454755437849,464,999456
465,0.0008246816125365125,465,1001610
466,0.0007189995694105078,466,1003764
467,0.0006202875868244794,467,1005918
468,0.0005247925507417797,468,1008072
469,0.00046859247123065485,469,1010226
470,0.0004128050291208952,470,1012380
471,0.00035705619408258195,471,1014534
472,0.0003005354109015607,472,1016688
473,0.0003325661684891062,473,1018842
474,0.00046464498796374137,474,1020996
475,0.0005887159621391117,475,1023150
476,0.000702535530433257,476,1025304
477,0.0008041155507883246,477,1027458
478,0.0008920798387389321,478,1029612
479,0.0009657755623043729,479,1031766
480,0.0010250668573248808,480,1033920
481,0.001069901488975083,481,1036074
482,0.0010998743619189755,482,1038228
483,0.001114005696437848,483,1040382
484,0.0011108367519906159,484,1042536
485,0.0010888067950015152,485,1044690
486,0.001046772372570415,486,1046844
487,0.0009842234902929432,487,1048998
488,0.0009440725335683588,488,1051152
489,0.0008950820945814752,489,1053306
490,0.0008472419852701345,490,1055460
491,0.0008059580041919542,491,1057614
492,0.0007573589376053387,492,1059768
493,0.0007041443864255719,493,1061922
494,0.0006479157585914892,494,1064076
495,0.0005890273311685693,495,1066230
496,0.0005264498586186629,496,1068384
497,0.0004581948013144028,497,1070538
498,0.0003822410518612015,498,1072692
499,0.0004162620577865857,499,1074846
500,0.0005022936600364023,500,1077000
501,0.0005769579790686541,501,1079154
502,0.0006415789904046805,502,1081308
503,0.0006979072171049139,503,1083462
504,0.0007475274482644562,504,1085616
505,0.0007913019213466848,505,1087770
506,0.0008290347358247245,506,1089924
507,0.0008594112913733518,507,1092078
508,0.0008799783606823217,508,1094232
509,0.0008877811772417471,509,1096386
510,0.0008965953610975129,510,1098540
511,0.0009257902581580953,511,1100694
512,0.0009593885147939661,512,1102848
513,0.0009744501596251915,513,1105002
514,0.0009724047891645507,514,1107156
515,0.0009553568282454741,515,1109310
516,0.0009255990220755206,516,1111464
517,0.000885131041049499,517,1113618
518,0.0008353154446263864,518,1115772
519,0.0007767657354408235,519,1117926
520,0.0007094989504076512,520,1120080
521,0.000633295669844512,521,1122234
522,0.0005480474442453283,522,1124388
523,0.00045393698607488554,523,1126542
524,0.00035203251510351025,524,1128696
525,0.00029941189988225977,525,1130850
526,0.0003480953012254767,526,1133004
527,0.0003934065536534457,527,1135158
528,0.0004368709506228926,528,1137312
529,0.0004793719104614498,529,1139466
530,0.0005210024534972663,530,1141620
531,0.0005609355609412339,531,1143774
532,0.0006133122239646127,532,1145928
533,0.0006762668552048439,533,1148082
534,0.0007431339998416265,534,1150236
535,0.0008284904215959996,535,1152390
536,0.0009018915396611603,536,1154544
537,0.0009609248470839291,537,1156698
538,0.0010034986232339426,538,1158852
539,0.0010280912526309245,539,1161006
540,0.0010339247419999646,540,1163160
541,0.0010210081546081205,541,1165314
542,0.0009900538978991347,542,1167468
543,0.0009423244428233464,543,1169622
544,0.0008794869606713602,544,1171776
545,0.0008035202865795826,545,1173930
546,0.0007166558133392432,546,1176084
547,0.000621293246523088,547,1178238
548,0.0005198593414133196,548,1180392
549,0.0004144834214095689,549,1182546
550,0.0003067017824917279,550,1184700
551,0.0001978439133291542,551,1186854
552,0.00016654330029536595,552,1189008
553,0.00021031884903287339,553,1191162
554,0.00025380416372263934,554,1193316
555,0.0003201079408408658,555,1195470
556,0.0003934307985945356,556,1197624
557,0.0004648757690572285,557,1199778
558,0.000546527684716045,558,1201932
559,0.0006441721594215466,559,1204086
560,0.0007361737735161638,560,1206240
561,0.0008202031378805089,561,1208394
562,0.000893534898600432,562,1210548
563,0.000953266186145603,563,1212702
564,0.0009966294488610017,564,1214856
565,0.0010213528039182168,565,1217010
566,0.0010259986790097072,566,1219164
567,0.001010207462745605,567,1221318
568,0.0009747888888207634,568,1223472
569,0.0009216351694715494,569,1225626
570,0.0008534699683770392,570,1227780
571,0.0007734872549967955,571,1229934
572,0.0006849602149676065,572,1232088
573,0.0005909004067406786,573,1234242
574,0.0004938214121319401,574,1236396
575,0.00039563039739706415,575,1238550
576,0.00029758057337867004,576,1240704
577,0.0002001044892149221,577,1242858
578,0.0001032932758229335,578,1245012
579,5.871447204361358e-05,579,1247166
580,0.000126292430706104,580,1249320
581,0.00019340450656426362,581,1251474
582,0.00027885665378760724,582,1253628
583,0.00037218590374989916,583,1255782
584,0.00046427594549172744,584,1257936
585,0.0005543491469429044,585,1260090
586,0.0006411772091677367,586,1262244
587,0.0007230269139812455,587,1264398
588,0.0007976661908138643,588,1266552
589,0.0008624582817019787,589,1268706
590,0.0009145645160438949,590,1270860
591,0.0009512542914210367,591,1273014
592,0.0009702850942478992,592,1275168
593,0.0009702765349842734,593,1277322
594,0.0009509803945973212,594,1279476
595,0.000913362630522913,595,1281630
596,0.0008594656972198538,596,1283784
597,0.0007920890270148298,597,1285938
598,0.0007143783605596968,598,1288092
599,0.0006294276465467837,599,1290246
600,0.0005399717526873322,600,1292400
601,0.00044820433280465884,601,1294554
602,0.00035566444424226705,602,1296708
603,0.0002786574614380779,603,1298862
604,0.0002128901469953473,604,1301016
605,0.0001475565816199447,605,1303170
606,8.391414863657867e-05,606,1305324
607,0.00010153402138541421,607,1307478
608,0.00019084101378835883,608,1309632
609,0.00027932384571784357,609,1311786
610,0.000366635249377008,610,1313940
611,0.00045211723262135906,611,1316094
612,0.0005347382273608758,612,1318248
613,0.0006130604410384648,613,1320402
614,0.0006852685814113323,614,1322556
615,0.0007492730933205026,615,1324710
616,0.0008028852814129949,616,1326864
617,0.000844040957159423,617,1329018
618,0.0008710333118879995,618,1331172
619,0.0008827128608045032,619,1333326
620,0.0008786220820562885,620,1335480
621,0.0008590468848756072,621,1337634
622,0.0008249799032981628,622,1339788
623,0.0007780021113587368,623,1341942
624,0.0007201017701050405,624,1344096
625,0.0006534613853167977,625,1346250
626,0.0005802487362222621,626,1348404
627,0.000502366579674736,627,1350558
628,0.0004355667222512961,628,1352712
629,0.00037810627723945287,629,1354866
630,0.0003194131562042355,630,1357020
631,0.0002787031314705233,631,1359174
632,0.00024445538038198804,632,1361328
633,0.00021035491396316632,633,1363482
634,0.00017622425324272987,634,1365636
635,0.00015499068359676885,635,1367790
636,0.00023351312203865845,636,1369944
637,0.000309775742385631,637,1372098
638,0.00038297581780234394,638,1374252
639,0.00045216603129980183,639,1376406
640,0.0005163169610602752,640,1378560
641,0.000574410905134968,641,1380714
642,0.0006255331519361528,642,1382868
643,0.0006689271139317138,643,1385022
644,0.0007039899934742622,644,1387176
645,0.0007302150543423954,645,1389330
646,0.00074711737315158,646,1391484
647,0.0007541923651658518,647,1393638
648,0.0007509419269420066,648,1395792
649,0.0007369703276971357,649,1397946
650,0.0007121188032606655,650,1400100
651,0.0006765893841430225,651,1402254
652,0.0006309378866483636,652,1404408
653,0.0005890704575097957,653,1406562
654,0.0005538742764887396,654,1408716
655,0.0005114737507762555,655,1410870
656,0.00048084292315294947,656,1413024
657,0.00045138669623044517,657,1415178
658,0.00042001831355750394,658,1417332
659,0.00038753586360448116,659,1419486
660,0.0003542891247436627,660,1421640
661,0.00032013298589466017,661,1423794
662,0.0002843917552029662,662,1425948
663,0.00024625798518992784,663,1428102
664,0.00022311623815968827,664,1430256
665,0.00028456208222298404,665,1432410
666,0.0003407054617671087,666,1434564
667,0.000391324034632775,667,1436718
668,0.00043650361642509985,668,1438872
669,0.0004765699845075545,669,1441026
670,0.0005119414358692137,670,1443180
671,0.0005429507051161684,671,1445334
672,0.0005696862919740804,672,1447488
673,0.0005918932850073214,673,1449642
674,0.000608955199032498,674,1451796
675,0.0006199595101720253,675,1453950
676,0.0006238337908132705,676,1456104
677,0.0006194266256560435,677,1458258
678,0.000605871625474682,678,1460412
679,0.0005900238652415966,679,1462566
680,0.0005981247601703432,680,1464720
681,0.0005991394268430072,681,1466874
682,0.0005920269013488129,682,1469028
683,0.0005780288483813936,683,1471182
684,0.0005584372952302673,684,1473336
685,0.0005344233415643973,685,1475490
686,0.0005068993468352114,686,1477644
687,0.000476432947998253,687,1479798
688,0.0004432219605898063,688,1481952
689,0.0004071326587965531,689,1484106
690,0.00036778629956951323,690,1486260
691,0.000324579036685284,691,1488414
692,0.00027705681156425224,692,1490568
693,0.00022506901338627483,693,1492722
694,0.00023427053623107231,694,1494876
695,0.00026994098601438275,695,1497030
696,0.0003020891251719895,696,1499184
697,0.0003315451797617696,697,1501338
698,0.00035902799289030664,698,1503492
699,0.00038503034437700317,699,1505646
700,0.0004097398140076912,700,1507800
701,0.0004330034533284428,701,1509954
702,0.0004542527353759853,702,1512108
703,0.00047259800467909713,703,1514262
704,0.0004912757947012521,704,1516416
705,0.0005167293772809209,705,1518570
706,0.0005535698744020025,706,1520724
707,0.0005891110513050159,707,1522878
708,0.0006163120231345098,708,1525032
709,0.0006346399866432149,709,1527186
710,0.0006439064560662172,710,1529340
711,0.0006442664399084927,711,1531494
712,0.0006361601055489335,712,1533648
713,0.0006202101918426192,713,1535802
714,0.0005971052439844807,714,1537956
715,0.0005675042606363529,715,1540110
716,0.0005319898291179006,716,1542264
717,0.0004910769091995568,717,1544418
718,0.00044526140028495705,718,1546572
719,0.00039507718233314356,719,1548726
720,0.0003411353066809032,720,1550880
721,0.00028399139014891994,721,1553034
722,0.0002242640936142978,722,1555188
723,0.0001626394076199185,723,1557342
724,0.00015947650838190653,724,1559496
725,0.00018680176397874689,725,1561650
726,0.00021349203826991702,726,1563804
727,0.00023985476776561867,727,1565958
728,0.00026597738713099206,728,1568112
729,0.0002916319726263665,729,1570266
730,0.00032708900559284257,730,1572420
731,0.0003674145037543737,731,1574574
732,0.00040507732942024515,732,1576728
733,0.00044975734613886904,733,1578882
734,0.0004999089790776838,734,1581036
735,0.0005448413437869448,735,1583190
736,0.0005834325002293424,736,1585344
737,0.0006146277778234344,737,1587498
738,0.0006375377081738131,738,1589652
739,0.0006515204193033277,739,1591806
740,0.0006562319841828031,740,1593960
741,0.0006516379796967947,741,1596114
742,0.0006379917255373602,742,1598268
743,0.0006157933817143644,743,1600422
744,0.0005857449201723107,744,1602576
745,0.0005487091076173299,745,1604730
746,0.0005056709262548674,746,1606884
747,0.00045769390835101833,747,1609038
748,0.000405865486270621,748,1611192
749,0.00035123300852196325,749,1613346
750,0.00029474451737937464,750,1615500
751,0.00023714725031393334,751,1617654
752,0.00017893727797808537,752,1619808
753,0.000120513530183085,753,1621962
754,7.618551659657229e-05,754,1624116
755,0.00010063625277898763,755,1626270
756,0.00012496100200606473,756,1628424
757,0.00015473430328012892,757,1630578
758,0.00019510357401026452,758,1632732
759,0.0002349596133352469,759,1634886
760,0.0002815093808592471,760,1637040
761,0.0003364131193803686,761,1639194
762,0.0003898033724830244,762,1641348
763,0.00044100444587956856,763,1643502
764,0.0004891474837250285,764,1645656
765,0.0005331816550764099,765,1647810
766,0.0005719140832652818,766,1649964
767,0.0006040817144941376,767,1652118
768,0.0006284538936924247,768,1654272
769,0.0006439569679606748,769,1656426
770,0.0006498038957365689,770,1658580
771,0.0006456054446504009,771,1660734
772,0.0006314384895359077,772,1662888
773,0.000607853409674048,773,1665042
774,0.0005758159173701067,774,1667196
775,0.0005365946240467798,775,1669350
776,0.0004916182536437539,776,1671504
777,0.00044233101208830336,777,1673658
778,0.0003900704338033913,778,1675812
779,0.0003359821006059374,779,1677966
780,0.0002809746176045295,780,1680120
781,0.00022571371237472345,781,1682274
782,0.00017060113485662022,782,1684428
783,0.00011575666775486674,783,1686582
784,6.11914847340882e-05,784,1688736
785,3.337339601967629e-05,785,1690890
786,7.239620682670102e-05,786,1693044
787,0.00011122105810818035,787,1695198
788,0.00015492759294898127,788,1697352
789,0.0002080554720261743,789,1699506
790,0.0002607048236113095,790,1701660
791,0.00031259930684735676,791,1703814
792,0.0003632992368996137,792,1705968
793,0.0004121758121296616,793,1708122
794,0.0004584002077322866,794,1710276
795,0.0005009551533753042,795,1712430
796,0.000538676292169805,796,1714584
797,0.0005703275471342892,797,1716738
798,0.0005947083178466797,798,1718892
799,0.0006107813187026059,799,1721046
800,0.0006178007805401586,800,1723200
801,0.0006154154417972869,801,1725354
802,0.0006037227506907795,802,1727508
803,0.0005832608348831718,803,1729662
804,0.0005549400458104249,804,1731816
805,0.0005199304786836183,805,1733970
806,0.00047953034708605563,806,1736124
807,0.0004350401952105715,807,1738278
808,0.00038766129753220273,808,1740432
809,0.00033842711029412396,809,1742586
810,0.0002881680393313396,810,1744740
811,0.0002375041623634477,811,1746894
