step,LiarsDice4/conv,LiarsDice4/iters,LiarsDice4/nodes_touched
0,0.6550595238095238,0,0
1,0.6550595238095238,1,16362
2,0.38955743335037996,2,32724
3,0.3298024687916853,3,49086
4,0.2350991218237315,4,65448
5,0.20503256115070612,5,81810
6,0.17462796767960326,6,98172
7,0.15460229368643286,7,114534
8,0.14257958068884197,8,130896
9,0.12014470811451751,9,147258
10,0.10656180505892263,10,163620
11,0.09384161734246638,11,179982
12,0.085617751712843,12,196344
13,0.08037533740095487,13,212706
14,0.07085767952981624,14,229068
15,0.06614749012447303,15,245430
16,0.062008859238621095,16,261792
17,0.056899422974974176,17,278154
18,0.05193592375062983,18,294516
19,0.04813138527594879,19,310878
20,0.04503507922210594,20,327240
21,0.041830318837524506,21,343602
22,0.03876930965822484,22,359964
23,0.035738334626672114,23,376326
24,0.03349854102594318,24,392688
25,0.03194810748459945,25,409050
26,0.030081331219365313,26,425412
27,0.027850737393216557,27,441774
28,0.025842315874493413,28,458136
29,0.023913234274966316,29,474498
30,0.022312981984738245,30,490860
31,0.021212970077271173,31,507222
32,0.020236719079788842,32,523584
33,0.019246608634699222,33,539946
34,0.018007448616746927,34,556308
35,0.01684233659376802,35,572670
36,0.015474469203776417,36,589032
37,0.013980803430900676,37,605394
38,0.013641238279769874,38,621756
39,0.013183566476114905,39,638118
40,0.012607408279365566,40,654480
41,0.012022909278206859,41,670842
42,0.011733029333876668,42,687204
43,0.01135287538715573,43,703566
44,0.010664829992002998,44,719928
45,0.010147134239138468,45,736290
46,0.009701728347031709,46,752652
47,0.009308946480352211,47,769014
48,0.00896876526513649,48,785376
49,0.008765462053016912,49,801738
50,0.008708330313848038,50,818100
51,0.008526849359001686,51,834462
52,0.008124081378132052,52,850824
53,0.007673960927917917,53,867186
54,0.007164194640860086,54,883548
55,0.006570826690415289,55,899910
56,0.006498186992706694,56,916272
57,0.006474162318736321,57,932634
58,0.0062289829052566,58,948996
59,0.00600759592952603,59,965358
60,0.006021583140805142,60,981720
61,0.005865769817415649,61,998082
62,0.005603167343382967,62,1014444
63,0.005249092746389985,63,1030806
64,0.0050066845378810634,64,1047168
65,0.004900455280916909,65,1063530
66,0.004862397702667016,66,1079892
67,0.0048619270240351925,67,1096254
68,0.004839711508550795,68,1112616
69,0.004870173748655879,69,1128978
70,0.004779864734846359,70,1145340
71,0.004520782908257588,71,1161702
72,0.004295864041295332,72,1178064
73,0.004003708388755932,73,1194426
74,0.003797851143534429,74,1210788
75,0.0038658692722239457,75,1227150
76,0.003833590981764494,76,1243512
77,0.0036495042938530023,77,1259874
78,0.0036516046855202267,78,1276236
79,0.003702958773774759,79,1292598
80,0.0035856759944213196,80,1308960
81,0.003329156852603765,81,1325322
82,0.0031422059861008662,82,1341684
83,0.002988078307356687,83,1358046
84,0.0030169222212985923,84,1374408
85,0.0030764320725728996,85,1390770
86,0.0030980135054506468,86,1407132
87,0.0030966793899767225,87,1423494
88,0.003129173596875562,88,1439856
89,0.003095213896718886,89,1456218
90,0.002939646580915771,90,1472580
91,0.002802183494288235,91,1488942
92,0.00266215174961831,92,1505304
93,0.002534917825976906,93,1521666
94,0.0025641331909595534,94,1538028
95,0.0025478357975986105,95,1554390
96,0.0024371095407556,96,1570752
97,0.002458400458289711,97,1587114
98,0.002521899194139865,98,1603476
99,0.002460334318259233,99,1619838
100,0.002295214063446467,100,1636200
101,0.0021776390852846148,101,1652562
102,0.002035551778231396,102,1668924
103,0.0020577068045889817,103,1685286
104,0.00211681527856104,104,1701648
105,0.0021435100707938616,105,1718010
106,0.002152661281245749,106,1734372
107,0.0021511103785108593,107,1750734
108,0.002169490747985739,108,1767096
109,0.002103374571838089,109,1783458
110,0.0019911877700940495,110,1799820
111,0.0019496786773869242,111,1816182
112,0.0018756238705036204,112,1832544
113,0.0017984891180564018,113,1848906
114,0.001805025721909742,114,1865268
115,0.0017878711387193796,115,1881630
116,0.0017866192342432807,116,1897992
117,0.001831674900631082,117,1914354
118,0.00180746191408801,118,1930716
119,0.0017150139393653854,119,1947078
120,0.001618691039285726,120,1963440
121,0.001535888445275864,121,1979802
122,0.0014975186156251825,122,1996164
123,0.0015187881687176302,123,2012526
124,0.0015309559690387976,124,2028888
125,0.0015753023014513055,125,2045250
126,0.0015724359438184891,126,2061612
127,0.0015620331505646207,127,2077974
128,0.0015657735960264152,128,2094336
129,0.001515092338412849,129,2110698
130,0.0014799156956277586,130,2127060
131,0.0014676149395378563,131,2143422
132,0.001416848541214162,132,2159784
133,0.001372841980768369,133,2176146
134,0.0013797108856053245,134,2192508
135,0.0013771829417319678,135,2208870
136,0.0013901165802017515,136,2225232
137,0.001414606887656128,137,2241594
138,0.001382674599431366,138,2257956
139,0.0013005262765242859,139,2274318
140,0.001228621192068572,140,2290680
141,0.0011891715930289239,141,2307042
142,0.0011863228518279832,142,2323404
143,0.0011546962708093335,143,2339766
144,0.0011573116300686755,144,2356128
145,0.0011897003697498854,145,2372490
146,0.0011878456733281466,146,2388852
147,0.001174922731378862,147,2405214
148,0.001175417353687841,148,2421576
149,0.0011859523711936458,149,2437938
150,0.00116401235337096,150,2454300
151,0.0011564878642900851,151,2470662
152,0.0011279761813488658,152,2487024
153,0.0010920357804473542,153,2503386
154,0.001106945071122717,154,2519748
155,0.001105147692022225,155,2536110
156,0.00109620011525971,156,2552472
157,0.0011150934890902797,157,2568834
158,0.0010908768662634544,158,2585196
159,0.0010286654449128269,159,2601558
160,0.0009829030178116899,160,2617920
161,0.0009771382011054715,161,2634282
162,0.0009666007531385877,162,2650644
163,0.0009439524908628413,163,2667006
164,0.0009186673092620307,164,2683368
165,0.0009122922647726052,165,2699730
166,0.000910222697371902,166,2716092
167,0.0009021736770420327,167,2732454
168,0.0009337061441040788,168,2748816
169,0.000958448351608663,169,2765178
170,0.0009553120022878676,170,2781540
171,0.0009312445406763278,171,2797902
172,0.0009214300053904147,172,2814264
173,0.0008895252780751449,173,2830626
174,0.0009064463705884956,174,2846988
175,0.0009085830563588665,175,2863350
176,0.00088130200230533,176,2879712
177,0.0008884567102028507,177,2896074
178,0.0008773807522320237,178,2912436
179,0.0008359210105010131,179,2928798
180,0.0008178144146339106,180,2945160
181,0.0008223187255606834,181,2961522
182,0.0007965010439110742,182,2977884
183,0.0007874359988937867,183,2994246
184,0.0007545520787179266,184,3010608
185,0.000748388561439238,185,3026970
186,0.0007208568292818573,186,3043332
187,0.0007143051673981077,187,3059694
188,0.0007455978157963512,188,3076056
189,0.000778735687176093,189,3092418
190,0.0007900499152136246,190,3108780
191,0.000781191237432418,191,3125142
192,0.0007564310531279483,192,3141504
193,0.000742451937924108,193,3157866
194,0.0007485124204462054,194,3174228
195,0.0007561577332520358,195,3190590
196,0.0007376643576419706,196,3206952
197,0.0007069482385792247,197,3223314
198,0.0007028395618206423,198,3239676
199,0.0006798600806985147,199,3256038
200,0.0006748159419754651,200,3272400
201,0.0006863442808330636,201,3288762
202,0.0006770726696808879,202,3305124
203,0.0006520098143120052,203,3321486
204,0.0006356464197777856,204,3337848
205,0.0006211179793986776,205,3354210
206,0.000609869843638762,206,3370572
207,0.0005935374142097515,207,3386934
208,0.0005827507028007689,208,3403296
209,0.0006218879394568125,209,3419658
210,0.0006418116825689657,210,3436020
211,0.000646208440345436,211,3452382
212,0.0006366632391485716,212,3468744
213,0.0006154230006996456,213,3485106
214,0.0006155841550346194,214,3501468
215,0.0006265617685086503,215,3517830
216,0.0006202093473987522,216,3534192
217,0.0005948234337254873,217,3550554
218,0.0005677916913925107,218,3566916
219,0.0005554343331556216,219,3583278
220,0.000555744197617461,220,3599640
221,0.0005775778902105608,221,3616002
222,0.0005845288793129011,222,3632364
223,0.000573397944243749,223,3648726
224,0.0005591495914233982,224,3665088
225,0.0005504347913411478,225,3681450
226,0.0005292256879671775,226,3697812
227,0.0005155796197239999,227,3714174
228,0.0004974234005385783,228,3730536
229,0.0004898535712358869,229,3746898
230,0.0005144366276502929,230,3763260
231,0.000528077283787183,231,3779622
232,0.0005307253960256317,232,3795984
233,0.0005254520129718832,233,3812346
234,0.0005208065472617207,234,3828708
235,0.0005321659303550164,235,3845070
236,0.0005452190800906698,236,3861432
237,0.0005424045740489297,237,3877794
238,0.0005188589767561869,238,3894156
239,0.0004897095294179588,239,3910518
240,0.00045976193782783226,240,3926880
241,0.00046997184682395776,241,3943242
242,0.0004969119682552703,242,3959604
243,0.000509185469820303,243,3975966
244,0.000503065300021574,244,3992328
245,0.0004924593728878324,245,4008690
246,0.00048354982853059114,246,4025052
247,0.00045177342136164256,247,4041414
248,0.0004324521879413776,248,4057776
249,0.00043100537442458675,249,4074138
250,0.000407281576521111,250,4090500
251,0.0004249655830892568,251,4106862
252,0.00045177710784904956,252,4123224
253,0.0004602690371536544,253,4139586
254,0.00044678322343187984,254,4155948
255,0.0004611754615059388,255,4172310
256,0.00047979094012084306,256,4188672
257,0.00047885442577651205,257,4205034
258,0.0004796548739505052,258,4221396
259,0.00045965246760168443,259,4237758
260,0.000421424274823029,260,4254120
261,0.00040098133496863086,261,4270482
262,0.00040669318637449187,262,4286844
263,0.00042703011387185824,263,4303206
264,0.0004455455856581039,264,4319568
265,0.0004459274849710551,265,4335930
266,0.0004339035869720259,266,4352292
267,0.0004262313678766727,267,4368654
268,0.000397313913955033,268,4385016
269,0.0003910456375525416,269,4401378
270,0.0003804704986863673,270,4417740
271,0.00036722246049548934,271,4434102
272,0.0003792591860087291,272,4450464
273,0.0004019363411839616,273,4466826
274,0.0004046564119886825,274,4483188
275,0.0003985588151034468,275,4499550
276,0.0004110626461293204,276,4515912
277,0.0004337011153268955,277,4532274
278,0.00043373130958007655,278,4548636
279,0.0004231412058639389,279,4564998
280,0.00040933460537128513,280,4581360
281,0.00037962440384725626,281,4597722
282,0.0003668815554127014,282,4614084
283,0.0003651331020003007,283,4630446
284,0.00036330952596806687,284,4646808
285,0.0003856971366202472,285,4663170
286,0.0003937210827655857,286,4679532
287,0.0003842100048310759,287,4695894
288,0.000372154264646804,288,4712256
289,0.00035561643138229404,289,4728618
290,0.0003570371004450387,290,4744980
291,0.00034324628205336175,291,4761342
292,0.00033562553198112494,292,4777704
293,0.00032780034490748067,293,4794066
294,0.00034522541822380043,294,4810428
295,0.0003448199938848179,295,4826790
296,0.00034945971772761333,296,4843152
297,0.00036909781123166396,297,4859514
298,0.00038553164883545904,298,4875876
299,0.0003877629501098101,299,4892238
300,0.00036769480635862745,300,4908600
301,0.00036181561968703924,301,4924962
302,0.00034383252047962,302,4941324
303,0.0003425357532867851,303,4957686
304,0.00034252045972670703,304,4974048
305,0.0003306264500384862,305,4990410
306,0.0003244146299370698,306,5006772
307,0.00034028682739417615,307,5023134
308,0.00034148724597028723,308,5039496
309,0.00032970471365940945,309,5055858
310,0.0003240738485012773,310,5072220
311,0.0003168020931847357,311,5088582
312,0.00030363107281104057,312,5104944
313,0.00029894085746566545,313,5121306
314,0.00028474713386329037,314,5137668
315,0.0002834407497879013,315,5154030
316,0.00029485816665153833,316,5170392
317,0.00029641161726653986,317,5186754
318,0.0003233716656920807,318,5203116
319,0.00034266481180266276,319,5219478
320,0.0003454597274359164,320,5235840
321,0.0003313242481935326,321,5252202
322,0.0003146209884960817,322,5268564
323,0.0003065559743560542,323,5284926
324,0.00031360187279992624,324,5301288
325,0.0003161915461120865,325,5317650
326,0.0003059986930898789,326,5334012
327,0.00028163905316112847,327,5350374
328,0.0002812285801187392,328,5366736
329,0.00029722388024737423,329,5383098
330,0.00031281255483051745,330,5399460
331,0.0003110960688785108,331,5415822
332,0.000294268914879825,332,5432184
333,0.0002716288658329083,333,5448546
334,0.00026348849958968135,334,5464908
335,0.00026603653696601753,335,5481270
336,0.00026302940600722927,336,5497632
337,0.00025131225193601725,337,5513994
338,0.00024155893487106186,338,5530356
339,0.0002685346639642906,339,5546718
340,0.00029064288938103824,340,5563080
341,0.000298916109640876,341,5579442
342,0.00029336894382799364,342,5595804
343,0.00027633830728674216,343,5612166
344,0.0002627634362048527,344,5628528
345,0.00027691020178402526,345,5644890
346,0.00028354252373338773,346,5661252
347,0.00027777926288304056,347,5677614
348,0.0002592432614525464,348,5693976
349,0.00024618020759845094,349,5710338
350,0.0002663278981974576,350,5726700
351,0.00028500098214191,351,5743062
352,0.0002879818991984723,352,5759424
353,0.000277645522443061,353,5775786
354,0.0002607830132096492,354,5792148
355,0.00025440048036995747,355,5808510
356,0.00025298542992463133,356,5824872
357,0.0002580886463071398,357,5841234
358,0.0002510806205637088,358,5857596
359,0.00023244201349612026,359,5873958
360,0.0002297378939329492,360,5890320
361,0.000238782498007295,361,5906682
362,0.00024304568554968375,362,5923044
363,0.00024852756145128663,363,5939406
364,0.0002519422006369218,364,5955768
365,0.00024738235166794215,365,5972130
366,0.0002434479339021023,366,5988492
367,0.0002447113459826747,367,6004854
368,0.0002501610206510768,368,6021216
369,0.0002566393825185753,369,6037578
370,0.0002543785150631722,370,6053940
371,0.00024123497516563563,371,6070302
372,0.0002460700434957913,372,6086664
373,0.0002543741907473085,373,6103026
374,0.00025130613950422043,374,6119388
375,0.00024223588342700553,375,6135750
376,0.00024961190500499136,376,6152112
377,0.0002482504775052491,377,6168474
378,0.00024166730758440336,378,6184836
379,0.0002435185081212099,379,6201198
380,0.00023157215307369194,380,6217560
381,0.00022084954600033388,381,6233922
382,0.000221347261213721,382,6250284
383,0.00020946838053545122,383,6266646
384,0.00020355870174267043,384,6283008
385,0.0002215996568983164,385,6299370
386,0.00022995768743989953,386,6315732
387,0.0002260146274695729,387,6332094
388,0.00022625556670482702,388,6348456
389,0.000231109702278378,389,6364818
390,0.00024140973232177065,390,6381180
391,0.0002463240574719916,391,6397542
392,0.00024618585131327975,392,6413904
393,0.00023379354425642762,393,6430266
394,0.00021615360430937008,394,6446628
395,0.00021527500800973265,395,6462990
396,0.00021231593714021724,396,6479352
397,0.0002235199388267023,397,6495714
398,0.0002368684456636877,398,6512076
399,0.00024001491417149218,399,6528438
400,0.00023169989578597505,400,6544800
401,0.00023192593562938735,401,6561162
402,0.0002192007304945287,402,6577524
403,0.00020822655241971993,403,6593886
404,0.00019909739076638677,404,6610248
405,0.00019376322130934542,405,6626610
406,0.00018230008044150398,406,6642972
407,0.00019533465523761256,407,6659334
408,0.00020199139052695658,408,6675696
409,0.0001999012475034992,409,6692058
410,0.00021366302955001804,410,6708420
411,0.000224558069461471,411,6724782
412,0.00023679486829602386,412,6741144
413,0.00023503048214018607,413,6757506
414,0.0002330572387591462,414,6773868
415,0.00022419650564436955,415,6790230
416,0.00020530622478147353,416,6806592
417,0.00018654719894832528,417,6822954
418,0.0001800207138276111,418,6839316
419,0.00020021502884736558,419,6855678
420,0.00021833318177792715,420,6872040
421,0.00022631632898414272,421,6888402
422,0.00022305324703355417,422,6904764
423,0.000214244147802245,423,6921126
424,0.00020492016193419949,424,6937488
425,0.000191857917893834,425,6953850
426,0.00017655655738582632,426,6970212
427,0.00017316841671690536,427,6986574
428,0.00016163703635109494,428,7002936
429,0.00016313529353399053,429,7019298
430,0.00017184056154602445,430,7035660
431,0.00017688300214714972,431,7052022
432,0.0001937675971094878,432,7068384
433,0.00020862523827978874,433,7084746
434,0.00022229995744366127,434,7101108
435,0.00022252860226019272,435,7117470
436,0.00021416372102156522,436,7133832
437,0.00021114966923643785,437,7150194
438,0.00019928111311877383,438,7166556
439,0.00018115384082669633,439,7182918
440,0.00016850269344219349,440,7199280
441,0.00018292025288883101,441,7215642
442,0.0001920555145619729,442,7232004
443,0.00020531470673414848,443,7248366
444,0.00020860104696379667,444,7264728
445,0.00020225157642639324,445,7281090
446,0.0001879207800770319,446,7297452
447,0.00017690473556671027,447,7313814
448,0.0001696895744543632,448,7330176
449,0.00016569620129668755,449,7346538
450,0.00016168088527692553,450,7362900
451,0.0001516321846688623,451,7379262
452,0.00015684804861623713,452,7395624
453,0.00016479972963485273,453,7411986
454,0.00017169877832040256,454,7428348
455,0.00018385581563742232,455,7444710
456,0.00019955532289395173,456,7461072
457,0.00020365825590997616,457,7477434
458,0.000196185761926565,458,7493796
459,0.0001922089628259016,459,7510158
460,0.00018839619823082798,460,7526520
461,0.00017884563807672033,461,7542882
462,0.00016955025434847032,462,7559244
463,0.00017386553210023414,463,7575606
464,0.0001709609927058181,464,7591968
465,0.0001760838709856799,465,7608330
466,0.00018610210068323307,466,7624692
467,0.0001880167826138618,467,7641054
468,0.00018271836802631614,468,7657416
469,0.0001717283063741859,469,7673778
470,0.00016406608280080878,470,7690140
471,0.0001650583971306331,471,7706502
472,0.00016199356753878943,472,7722864
473,0.00015368755918165541,473,7739226
474,0.0001402601385866245,474,7755588
475,0.00014585733292557523,475,7771950
476,0.0001507810296187892,476,7788312
477,0.00015439946915740688,477,7804674
478,0.00017196077492379058,478,7821036
479,0.00018279041252093273,479,7837398
480,0.00018440394265625826,480,7853760
481,0.0001772072734589937,481,7870122
482,0.00017660586124517916,482,7886484
483,0.00017082856745809227,483,7902846
484,0.00016687250218486854,484,7919208
485,0.0001744020868855306,485,7935570
486,0.00017405090123996658,486,7951932
487,0.0001651283067510556,487,7968294
488,0.00017024184939962161,488,7984656
489,0.00017264050258733454,489,8001018
490,0.00016743008169328721,490,8017380
491,0.00016595406248647027,491,8033742
492,0.00016523949188373618,492,8050104
493,0.0001629641537998841,493,8066466
494,0.0001568765007857499,494,8082828
495,0.00015407488327166124,495,8099190
496,0.00014500463112047599,496,8115552
497,0.00013340791676981142,497,8131914
498,0.00013077597925801807,498,8148276
499,0.0001371303917476717,499,8164638
500,0.00014662515309356305,500,8181000
501,0.0001619784133561862,501,8197362
