step,LiarsDice4/conv,LiarsDice4/iters,LiarsDice4/nodes_touched,LiarsDice4/tau,LiarsDice4/alpha,LiarsDice4/beta,LiarsDice4/gamma
594,2.807461897894742e-05,594,9719028,,2.7293055914897484,-2.2086696739777585,2.1222239639234965
595,3.6998500678606105e-05,595,9735390,,2.7293055914897484,-2.2086696739777585,2.1222239639234965
596,5.406819296238999e-05,596,9751752,5,2.739604353749228,-2.217662830506977,2.03657344005603
597,5.496428144070864e-05,597,9768114,,2.739604353749228,-2.217662830506977,2.03657344005603
598,5.766057655288981e-05,598,9784476,,2.739604353749228,-2.217662830506977,2.03657344005603
599,7.134653154115822e-05,599,9800838,,2.739604353749228,-2.217662830506977,2.03657344005603
600,4.5911118298040676e-05,600,9817200,,2.739604353749228,-2.217662830506977,2.03657344005603
601,3.0401705692198466e-05,601,9833562,5,2.770551960163769,-2.2100425925114453,1.9231203322237138
602,4.2130768285991715e-05,602,9849924,,2.770551960163769,-2.2100425925114453,1.9231203322237138
603,4.4093703098792986e-05,603,9866286,,2.770551960163769,-2.2100425925114453,1.9231203322237138
604,4.803368422829496e-05,604,9882648,,2.770551960163769,-2.2100425925114453,1.9231203322237138
605,7.014076089695287e-05,605,9899010,,2.770551960163769,-2.2100425925114453,1.9231203322237138
606,5.233693895315139e-05,606,9915372,5,2.8117410917329035,-2.194349403044345,1.7987922259364335
607,2.4824101210324523e-05,607,9931734,,2.8117410917329035,-2.194349403044345,1.7987922259364335
608,3.78349395703699e-05,608,9948096,,2.8117410917329035,-2.194349403044345,1.7987922259364335
609,4.9872461846726945e-05,609,9964458,,2.8117410917329035,-2.194349403044345,1.7987922259364335
610,4.665099789962629e-05,610,9980820,,2.8117410917329035,-2.194349403044345,1.7987922259364335
611,6.168379168346172e-05,611,9997182,5,2.81187678025893,-2.210827116453997,1.7317702720115598
612,6.215603179866164e-05,612,10013544,,2.81187678025893,-2.210827116453997,1.7317702720115598
613,3.868102281896074e-05,613,10029906,,2.81187678025893,-2.210827116453997,1.7317702720115598
614,3.31104121492759e-05,614,10046268,,2.81187678025893,-2.210827116453997,1.7317702720115598
615,4.1707998980747285e-05,615,10062630,,2.81187678025893,-2.210827116453997,1.7317702720115598
616,4.476942671227668e-05,616,10078992,5,2.8266939322074114,-2.215672692048052,1.6471254872644665
617,5.049860295403691e-05,617,10095354,,2.8266939322074114,-2.215672692048052,1.6471254872644665
618,6.64896956466543e-05,618,10111716,,2.8266939322074114,-2.215672692048052,1.6471254872644665
619,3.772571481857473e-05,619,10128078,,2.8266939322074114,-2.215672692048052,1.6471254872644665
620,2.7334197981523922e-05,620,10144440,,2.8266939322074114,-2.215672692048052,1.6471254872644665
621,3.991866192117749e-05,621,10160802,5,2.826565049952608,-2.232374380484008,1.583349666474699
622,4.687698261583717e-05,622,10177164,,2.826565049952608,-2.232374380484008,1.583349666474699
623,4.330029933737045e-05,623,10193526,,2.826565049952608,-2.232374380484008,1.583349666474699
624,6.306105744342816e-05,624,10209888,,2.826565049952608,-2.232374380484008,1.583349666474699
625,5.698138523228813e-05,625,10226250,,2.826565049952608,-2.232374380484008,1.583349666474699
626,3.442709555197959e-05,626,10242612,5,2.8823539319509415,-2.2044505474604703,1.453555998654926
627,3.267681802757161e-05,627,10258974,,2.8823539319509415,-2.2044505474604703,1.453555998654926
628,3.9619843726860365e-05,628,10275336,,2.8823539319509415,-2.2044505474604703,1.453555998654926
629,4.380202551018675e-05,629,10291698,,2.8823539319509415,-2.2044505474604703,1.453555998654926
630,5.3482871208244964e-05,630,10308060,,2.8823539319509415,-2.2044505474604703,1.453555998654926
631,6.066922293629373e-05,631,10324422,5,2.8994930485285044,-2.2070787583005966,1.3742537495452858
632,2.7060650417090604e-05,632,10340784,,2.8994930485285044,-2.2070787583005966,1.3742537495452858
633,2.9012206953435427e-05,633,10357146,,2.8994930485285044,-2.2070787583005966,1.3742537495452858
634,3.8579091035623875e-05,634,10373508,,2.8994930485285044,-2.2070787583005966,1.3742537495452858
635,4.234557220614277e-05,635,10389870,,2.8994930485285044,-2.2070787583005966,1.3742537495452858
636,4.3747656788578615e-05,636,10406232,5,2.908479916025577,-2.216010856730178,1.306578691080843
637,6.118049202416542e-05,637,10422594,,2.908479916025577,-2.216010856730178,1.306578691080843
638,5.2100135078579635e-05,638,10438956,,2.908479916025577,-2.216010856730178,1.306578691080843
639,3.1705024222367095e-05,639,10455318,,2.908479916025577,-2.216010856730178,1.306578691080843
640,3.31386161405052e-05,640,10471680,,2.908479916025577,-2.216010856730178,1.306578691080843
641,3.727486462878904e-05,641,10488042,5,2.9169667075146455,-2.2251985026489205,1.241584781752805
642,4.1792373579069286e-05,642,10504404,,2.9169667075146455,-2.2251985026489205,1.241584781752805
643,5.4124573610231375e-05,643,10520766,,2.9169667075146455,-2.2251985026489205,1.241584781752805
644,5.537961590350998e-05,644,10537128,,2.9169667075146455,-2.2251985026489205,1.241584781752805
645,2.161392887900515e-05,645,10553490,,2.9169667075146455,-2.2251985026489205,1.241584781752805
646,2.8166150472776208e-05,646,10569852,5,2.916714309243286,-2.2409807924989376,1.1877051264352934
647,3.570200868746598e-05,647,10586214,,2.916714309243286,-2.2409807924989376,1.1877051264352934
648,3.8572961861133015e-05,648,10602576,,2.916714309243286,-2.2409807924989376,1.1877051264352934
649,4.456702330445095e-05,649,10618938,,2.916714309243286,-2.2409807924989376,1.1877051264352934
650,5.8366927515839107e-05,650,10635300,,2.916714309243286,-2.2409807924989376,1.1877051264352934
651,4.833585641412369e-05,651,10651662,5,2.984335312399872,-2.203654421045432,1.0700262247721484
652,2.99412641168173e-05,652,10668024,,2.984335312399872,-2.203654421045432,1.0700262247721484
653,3.320472039533215e-05,653,10684386,,2.984335312399872,-2.203654421045432,1.0700262247721484
654,3.818750609292654e-05,654,10700748,,2.984335312399872,-2.203654421045432,1.0700262247721484
655,4.1915976269901734e-05,655,10717110,,2.984335312399872,-2.203654421045432,1.0700262247721484
656,5.2526069036509804e-05,656,10733472,5,2.9886359724146025,-2.2155303252114864,1.0172230831039644
657,5.1749093392186585e-05,657,10749834,,2.9886359724146025,-2.2155303252114864,1.0172230831039644
658,1.9830046427062042e-05,658,10766196,,2.9886359724146025,-2.2155303252114864,1.0172230831039644
659,2.5802923771023334e-05,659,10782558,,2.9886359724146025,-2.2155303252114864,1.0172230831039644
660,3.229011028061182e-05,660,10798920,,2.9886359724146025,-2.2155303252114864,1.0172230831039644
661,3.72201324473076e-05,661,10815282,5,2.996282230713886,-2.2245779274369775,0.9635053184062548
662,4.4595152413076655e-05,662,10831644,,2.996282230713886,-2.2245779274369775,0.9635053184062548
663,5.558027516533448e-05,663,10848006,,2.996282230713886,-2.2245779274369775,0.9635053184062548
664,4.562792853048114e-05,664,10864368,,2.996282230713886,-2.2245779274369775,0.9635053184062548
665,2.8556994829058435e-05,665,10880730,,2.996282230713886,-2.2245779274369775,0.9635053184062548
666,3.168622400726018e-05,666,10897092,5,3.0105337016439817,-2.228393093776353,0.9066015070519171
667,3.9131347521183246e-05,667,10913454,,3.0105337016439817,-2.228393093776353,0.9066015070519171
668,4.067548794792902e-05,668,10929816,,3.0105337016439817,-2.228393093776353,0.9066015070519171
669,4.949152312393179e-05,669,10946178,,3.0105337016439817,-2.228393093776353,0.9066015070519171
670,4.984343874572805e-05,670,10962540,,3.0105337016439817,-2.228393093776353,0.9066015070519171
671,2.001700073908652e-05,671,10978902,5,3.056907527251406,-2.207474977010049,0.8276174464085773
672,2.2365964418180617e-05,672,10995264,,3.056907527251406,-2.207474977010049,0.8276174464085773
673,2.8760204184526128e-05,673,11011626,,3.056907527251406,-2.207474977010049,0.8276174464085773
674,3.522297509200856e-05,674,11027988,,3.056907527251406,-2.207474977010049,0.8276174464085773
675,4.280218589290674e-05,675,11044350,,3.056907527251406,-2.207474977010049,0.8276174464085773
676,5.2886180921474235e-05,676,11060712,5,3.0696508916659715,-2.212160529342663,0.7782769598906449
677,4.354164313997988e-05,677,11077074,,3.0696508916659715,-2.212160529342663,0.7782769598906449
678,2.716186157013939e-05,678,11093436,,3.0696508916659715,-2.212160529342663,0.7782769598906449
679,2.889176616812511e-05,679,11109798,,3.0696508916659715,-2.212160529342663,0.7782769598906449
680,3.946786701493343e-05,680,11126160,,3.0696508916659715,-2.212160529342663,0.7782769598906449
681,3.783304314787517e-05,681,11142522,5,3.085763890830393,-2.2141494349422866,0.729113397063935
682,4.627155120667803e-05,682,11158884,,3.085763890830393,-2.2141494349422866,0.729113397063935
683,4.909692128446386e-05,683,11175246,,3.085763890830393,-2.2141494349422866,0.729113397063935
684,2.2664444335324108e-05,684,11191608,,3.085763890830393,-2.2141494349422866,0.729113397063935
685,1.783400025183457e-05,685,11207970,,3.085763890830393,-2.2141494349422866,0.729113397063935
686,2.508348476197575e-05,686,11224332,5,3.068667974791186,-2.24139022782514,0.7047479877183243
687,3.2458542972998994e-05,687,11240694,,3.068667974791186,-2.24139022782514,0.7047479877183243
688,3.8930059521422034e-05,688,11257056,,3.068667974791186,-2.24139022782514,0.7047479877183243
689,4.971481547072498e-05,689,11273418,,3.068667974791186,-2.24139022782514,0.7047479877183243
690,4.1425707933084865e-05,690,11289780,,3.068667974791186,-2.24139022782514,0.7047479877183243
691,2.554340294483315e-05,691,11306142,5,3.1277820675825785,-2.210304312924445,0.632667590740986
692,2.5392961288797644e-05,692,11322504,,3.1277820675825785,-2.210304312924445,0.632667590740986
693,3.8560659831668453e-05,693,11338866,,3.1277820675825785,-2.210304312924445,0.632667590740986
694,3.5253146781197287e-05,694,11355228,,3.1277820675825785,-2.210304312924445,0.632667590740986
695,4.1808853714013494e-05,695,11371590,,3.1277820675825785,-2.210304312924445,0.632667590740986
696,4.8513389906384985e-05,696,11387952,5,3.1480235150037665,-2.208772402136452,0.5891446741580377
697,2.7888673616541237e-05,697,11404314,,3.1480235150037665,-2.208772402136452,0.5891446741580377
698,1.4754639635690403e-05,698,11420676,,3.1480235150037665,-2.208772402136452,0.5891446741580377
699,2.2938531233647474e-05,699,11437038,,3.1480235150037665,-2.208772402136452,0.5891446741580377
700,2.861448366899e-05,700,11453400,,3.1480235150037665,-2.208772402136452,0.5891446741580377
701,3.411196624838325e-05,701,11469762,5,3.150280079242496,-2.220636572673972,0.5579755464100689
702,4.595715591988042e-05,702,11486124,,3.150280079242496,-2.220636572673972,0.5579755464100689
703,4.306271687685992e-05,703,11502486,,3.150280079242496,-2.220636572673972,0.5579755464100689
704,2.7376062820411162e-05,704,11518848,,3.150280079242496,-2.220636572673972,0.5579755464100689
705,2.367575730681526e-05,705,11535210,,3.150280079242496,-2.220636572673972,0.5579755464100689
706,3.565977462842429e-05,706,11551572,5,3.16138752629206,-2.2256913253734867,0.5237506900327946
707,3.7700697332977706e-05,707,11567934,,3.16138752629206,-2.2256913253734867,0.5237506900327946
708,3.842579515796196e-05,708,11584296,,3.16138752629206,-2.2256913253734867,0.5237506900327946
709,4.678020253512383e-05,709,11600658,,3.16138752629206,-2.2256913253734867,0.5237506900327946
710,3.387138415179847e-05,710,11617020,,3.16138752629206,-2.2256913253734867,0.5237506900327946
711,1.5172675991693974e-05,711,11633382,5,3.1975496966206185,-2.211761538156854,0.47924359699172836
712,1.9095970478590074e-05,712,11649744,,3.1975496966206185,-2.211761538156854,0.47924359699172836
713,2.558454227251719e-05,713,11666106,,3.1975496966206185,-2.211761538156854,0.47924359699172836
714,3.31071157519125e-05,714,11682468,,3.1975496966206185,-2.211761538156854,0.47924359699172836
715,4.20563170479768e-05,715,11698830,,3.1975496966206185,-2.211761538156854,0.47924359699172836
716,4.475724230654232e-05,716,11715192,5,3.2271159755899173,-2.202763132544115,0.441151793848404
717,2.9198014991904664e-05,717,11731554,,3.2271159755899173,-2.202763132544115,0.441151793848404
718,2.1554075255211802e-05,718,11747916,,3.2271159755899173,-2.202763132544115,0.441151793848404
719,3.0219092477586085e-05,719,11764278,,3.2271159755899173,-2.202763132544115,0.441151793848404
720,3.8009432336186255e-05,720,11780640,,3.2271159755899173,-2.202763132544115,0.441151793848404
721,3.3529108172017374e-05,721,11797002,5,3.2420997428101535,-2.2044820662889193,0.4118012141864371
722,4.251601000490601e-05,722,11813364,,3.2420997428101535,-2.2044820662889193,0.4118012141864371
723,3.915208260137082e-05,723,11829726,,3.2420997428101535,-2.2044820662889193,0.4118012141864371
724,1.994668251814602e-05,724,11846088,,3.2420997428101535,-2.2044820662889193,0.4118012141864371
725,1.3176004904691396e-05,725,11862450,,3.2420997428101535,-2.2044820662889193,0.4118012141864371
726,2.0919737757214146e-05,726,11878812,5,3.213947978837353,-2.2382689306203973,0.4017167087255409
727,3.0322533376217486e-05,727,11895174,,3.213947978837353,-2.2382689306203973,0.4017167087255409
728,3.484009954107803e-05,728,11911536,,3.213947978837353,-2.2382689306203973,0.4017167087255409
729,4.374288398555082e-05,729,11927898,,3.213947978837353,-2.2382689306203973,0.4017167087255409
730,3.280256750155808e-05,730,11944260,,3.213947978837353,-2.2382689306203973,0.4017167087255409
731,1.9697964699416648e-05,731,11960622,5,3.2745288086304334,-2.205666592738277,0.3575264620940355
732,2.3604456994175127e-05,732,11976984,,3.2745288086304334,-2.205666592738277,0.3575264620940355
733,3.512693722928367e-05,733,11993346,,3.2745288086304334,-2.205666592738277,0.3575264620940355
734,3.4058762893834915e-05,734,12009708,,3.2745288086304334,-2.205666592738277,0.3575264620940355
735,3.5327296922516016e-05,735,12026070,,3.2745288086304334,-2.205666592738277,0.3575264620940355
736,4.184854663256271e-05,736,12042432,5,3.2973437580611114,-2.2011932553180564,0.3307075656630567
737,2.676363382345809e-05,737,12058794,,3.2973437580611114,-2.2011932553180564,0.3307075656630567
738,1.4871066516226189e-05,738,12075156,,3.2973437580611114,-2.2011932553180564,0.3307075656630567
739,1.778235499852454e-05,739,12091518,,3.2973437580611114,-2.2011932553180564,0.3307075656630567
740,2.520226202114284e-05,740,12107880,,3.2973437580611114,-2.2011932553180564,0.3307075656630567
741,3.0429706589146788e-05,741,12124242,5,3.3016993116199496,-2.210144252572065,0.3116579457764477
742,3.862298726281521e-05,742,12140604,,3.3016993116199496,-2.210144252572065,0.3116579457764477
743,3.8815676266665267e-05,743,12156966,,3.3016993116199496,-2.210144252572065,0.3116579457764477
744,2.0989999940428106e-05,744,12173328,,3.3016993116199496,-2.210144252572065,0.3116579457764477
745,1.9475905722453335e-05,745,12189690,,3.3016993116199496,-2.210144252572065,0.3116579457764477
746,2.8532429276612037e-05,746,12206052,5,3.309726845346798,-2.2162460861147113,0.29256801392557064
747,3.485376823158387e-05,747,12222414,,3.309726845346798,-2.2162460861147113,0.29256801392557064
748,2.925442604320705e-05,748,12238776,,3.309726845346798,-2.2162460861147113,0.29256801392557064
749,3.9972526902451455e-05,749,12255138,,3.309726845346798,-2.2162460861147113,0.29256801392557064
750,3.438983273758994e-05,750,12271500,,3.309726845346798,-2.2162460861147113,0.29256801392557064
751,2.1316822111233646e-05,751,12287862,5,3.3542474269993083,-2.1954892573190405,0.26425531513997225
752,1.4209542038318146e-05,752,12304224,,3.3542474269993083,-2.1954892573190405,0.26425531513997225
753,1.924485120350511e-05,753,12320586,,3.3542474269993083,-2.1954892573190405,0.26425531513997225
754,2.8712868742092335e-05,754,12336948,,3.3542474269993083,-2.1954892573190405,0.26425531513997225
755,3.064576282818532e-05,755,12353310,,3.3542474269993083,-2.1954892573190405,0.26425531513997225
756,4.0192068659530844e-05,756,12369672,5,3.3684273496495662,-2.1967927054578325,0.2462891971969805
757,2.8916910793014283e-05,757,12386034,,3.3684273496495662,-2.1967927054578325,0.2462891971969805
758,1.623888389996886e-05,758,12402396,,3.3684273496495662,-2.1967927054578325,0.2462891971969805
759,2.079421597094011e-05,759,12418758,,3.3684273496495662,-2.1967927054578325,0.2462891971969805
760,3.106957007437128e-05,760,12435120,,3.3684273496495662,-2.1967927054578325,0.2462891971969805
761,3.128167635835233e-05,761,12451482,5,3.388243314452158,-2.1938691606259075,0.228135283546691
762,3.220323009875403e-05,762,12467844,,3.388243314452158,-2.1938691606259075,0.228135283546691
763,3.840071487308527e-05,763,12484206,,3.388243314452158,-2.1938691606259075,0.228135283546691
764,2.83880649253887e-05,764,12500568,,3.388243314452158,-2.1938691606259075,0.228135283546691
765,1.720538475209754e-05,765,12516930,,3.388243314452158,-2.1938691606259075,0.228135283546691
766,1.6504397313595737e-05,766,12533292,5,3.3817313000170097,-2.2098489279482085,0.21727551723481264
767,2.327266281497431e-05,767,12549654,,3.3817313000170097,-2.2098489279482085,0.21727551723481264
768,2.8408064468854466e-05,768,12566016,,3.3817313000170097,-2.2098489279482085,0.21727551723481264
769,3.511042528937802e-05,769,12582378,,3.3817313000170097,-2.2098489279482085,0.21727551723481264
770,3.647419368534022e-05,770,12598740,,3.3817313000170097,-2.2098489279482085,0.21727551723481264
771,1.8356244613951245e-05,771,12615102,5,3.433392153008823,-2.1836759758652264,0.19444807151072974
772,1.5170405416566751e-05,772,12631464,,3.433392153008823,-2.1836759758652264,0.19444807151072974
773,2.265330365781859e-05,773,12647826,,3.433392153008823,-2.1836759758652264,0.19444807151072974
774,3.062151417446146e-05,774,12664188,,3.433392153008823,-2.1836759758652264,0.19444807151072974
775,2.692854410066281e-05,775,12680550,,3.433392153008823,-2.1836759758652264,0.19444807151072974
776,3.610641748441612e-05,776,12696912,5,3.4393132143702845,-2.190313335445895,0.18264785875683076
777,3.5468501307783784e-05,777,12713274,,3.4393132143702845,-2.190313335445895,0.18264785875683076
778,2.420039114620076e-05,778,12729636,,3.4393132143702845,-2.190313335445895,0.18264785875683076
779,1.6416317772591227e-05,779,12745998,,3.4393132143702845,-2.190313335445895,0.18264785875683076
780,1.9849517737188793e-05,780,12762360,,3.4393132143702845,-2.190313335445895,0.18264785875683076
781,2.5954300028573074e-05,781,12778722,5,3.445276357400954,-2.196755445391444,0.17156118299193102
782,2.6362326663260938e-05,782,12795084,,3.445276357400954,-2.196755445391444,0.17156118299193102
783,3.6914007660530934e-05,783,12811446,,3.445276357400954,-2.196755445391444,0.17156118299193102
784,3.050643390748592e-05,784,12827808,,3.445276357400954,-2.196755445391444,0.17156118299193102
785,1.2858736452146802e-05,785,12844170,,3.445276357400954,-2.196755445391444,0.17156118299193102
786,1.5288082874716225e-05,786,12860532,5,3.4460791810247207,-2.207050350563339,0.16212150136803416
787,2.4360138588044866e-05,787,12876894,,3.4460791810247207,-2.207050350563339,0.16212150136803416
788,2.8385038723842404e-05,788,12893256,,3.4460791810247207,-2.207050350563339,0.16212150136803416
789,2.6638771573363196e-05,789,12909618,,3.4460791810247207,-2.207050350563339,0.16212150136803416
790,3.6368000677862444e-05,790,12925980,,3.4460791810247207,-2.207050350563339,0.16212150136803416
791,3.221285726241058e-05,791,12942342,5,3.5086233807146456,-2.1725596927516952,0.14311502868313664
792,2.1289469416485574e-05,792,12958704,,3.5086233807146456,-2.1725596927516952,0.14311502868313664
793,1.7747981179261352e-05,793,12975066,,3.5086233807146456,-2.1725596927516952,0.14311502868313664
794,2.1980660604492552e-05,794,12991428,,3.5086233807146456,-2.1725596927516952,0.14311502868313664
795,2.6593878090883094e-05,795,13007790,,3.5086233807146456,-2.1725596927516952,0.14311502868313664
796,2.8398240915897266e-05,796,13024152,5,3.514103353375221,-2.1788612970673142,0.13440659427288137
797,3.59685653724684e-05,797,13040514,,3.514103353375221,-2.1788612970673142,0.13440659427288137
798,2.443242765264725e-05,798,13056876,,3.514103353375221,-2.1788612970673142,0.13440659427288137
799,1.0384137600839144e-05,799,13073238,,3.514103353375221,-2.1788612970673142,0.13440659427288137
800,1.5167517284836451e-05,800,13089600,,3.514103353375221,-2.1788612970673142,0.13440659427288137
801,2.4367881990283724e-05,801,13105962,5,3.50963777751541,-2.192508943820269,0.127688068292938
802,2.6184402527461292e-05,802,13122324,,3.50963777751541,-2.192508943820269,0.127688068292938
803,2.947379914446796e-05,803,13138686,,3.50963777751541,-2.192508943820269,0.127688068292938
804,3.473315288302081e-05,804,13155048,,3.50963777751541,-2.192508943820269,0.127688068292938
805,2.8828775529801676e-05,805,13171410,,3.50963777751541,-2.192508943820269,0.127688068292938
806,1.9150444609712658e-05,806,13187772,5,3.5543510021298514,-2.170448286172886,0.11479915302032317
807,1.9340822741166497e-05,807,13204134,,3.5543510021298514,-2.170448286172886,0.11479915302032317
808,2.3127576304404762e-05,808,13220496,,3.5543510021298514,-2.170448286172886,0.11479915302032317
809,2.6375994784604007e-05,809,13236858,,3.5543510021298514,-2.170448286172886,0.11479915302032317
810,3.094532610836698e-05,810,13253220,,3.5543510021298514,-2.170448286172886,0.11479915302032317
811,3.384486089308414e-05,811,13269582,5,3.5754726765475393,-2.165393507037267,0.10594801769006201
812,1.940615265783041e-05,812,13285944,,3.5754726765475393,-2.165393507037267,0.10594801769006201
813,9.691501634625371e-06,813,13302306,,3.5754726765475393,-2.165393507037267,0.10594801769006201
814,1.4762475541149622e-05,814,13318668,,3.5754726765475393,-2.165393507037267,0.10594801769006201
815,2.3329527355980817e-05,815,13335030,,3.5754726765475393,-2.165393507037267,0.10594801769006201
816,2.5762710245513798e-05,816,13351392,5,3.582218451403251,-2.170481527441853,0.0993423089025316
817,3.118592197081521e-05,817,13367754,,3.582218451403251,-2.170481527441853,0.0993423089025316
818,3.331614051477194e-05,818,13384116,,3.582218451403251,-2.170481527441853,0.0993423089025316
819,2.5963310346668877e-05,819,13400478,,3.582218451403251,-2.170481527441853,0.0993423089025316
820,1.7627690578364552e-05,820,13416840,,3.582218451403251,-2.170481527441853,0.0993423089025316
821,2.1437450099096034e-05,821,13433202,5,3.589251962915282,-2.1754789701570005,0.09314572364005169
822,2.382159831586239e-05,822,13449564,,3.589251962915282,-2.1754789701570005,0.09314572364005169
823,2.7196667025657095e-05,823,13465926,,3.589251962915282,-2.1754789701570005,0.09314572364005169
824,3.1823077092832386e-05,824,13482288,,3.589251962915282,-2.1754789701570005,0.09314572364005169
825,3.1621714322374594e-05,825,13498650,,3.589251962915282,-2.1754789701570005,0.09314572364005169
826,1.5874588886521934e-05,826,13515012,5,3.630166786876077,-2.155779351003742,0.08399623031451409
827,9.164646874386395e-06,827,13531374,,3.630166786876077,-2.155779351003742,0.08399623031451409
828,1.4926160510256303e-05,828,13547736,,3.630166786876077,-2.155779351003742,0.08399623031451409
829,2.2110584385684473e-05,829,13564098,,3.630166786876077,-2.155779351003742,0.08399623031451409
830,2.5944469908494028e-05,830,13580460,,3.630166786876077,-2.155779351003742,0.08399623031451409
831,3.159078376398228e-05,831,13596822,5,3.640121694087485,-2.158300623349314,0.07845328764333592
832,3.163043845456903e-05,832,13613184,,3.640121694087485,-2.158300623349314,0.07845328764333592
833,2.3844797938508966e-05,833,13629546,,3.640121694087485,-2.158300623349314,0.07845328764333592
834,1.6486423053060917e-05,834,13645908,,3.640121694087485,-2.158300623349314,0.07845328764333592
835,2.2722233569111294e-05,835,13662270,,3.640121694087485,-2.158300623349314,0.07845328764333592
836,2.4402270380148583e-05,836,13678632,5,3.6526466957325,-2.1589563145990542,0.07306479358793938
837,2.7365000511841986e-05,837,13694994,,3.6526466957325,-2.1589563145990542,0.07306479358793938
838,3.171019330232283e-05,838,13711356,,3.6526466957325,-2.1589563145990542,0.07306479358793938
839,2.9893906390944525e-05,839,13727718,,3.6526466957325,-2.1589563145990542,0.07306479358793938
840,1.38902085805373e-05,840,13744080,,3.6526466957325,-2.1589563145990542,0.07306479358793938
841,8.265657298733159e-06,841,13760442,5,3.651583512139796,-2.1697824147084863,0.06916879759169703
842,1.4415257059585684e-05,842,13776804,,3.651583512139796,-2.1697824147084863,0.06916879759169703
843,2.2182919353727626e-05,843,13793166,,3.651583512139796,-2.1697824147084863,0.06916879759169703
844,2.5759648446747885e-05,844,13809528,,3.651583512139796,-2.1697824147084863,0.06916879759169703
845,3.123173492122766e-05,845,13825890,,3.651583512139796,-2.1697824147084863,0.06916879759169703
846,2.987163227378964e-05,846,13842252,5,3.699565516147662,-2.1441623659918316,0.061754825408347536
847,2.2456034677931225e-05,847,13858614,,3.699565516147662,-2.1441623659918316,0.061754825408347536
848,1.5504996744013233e-05,848,13874976,,3.699565516147662,-2.1441623659918316,0.061754825408347536
849,2.32966181721167e-05,849,13891338,,3.699565516147662,-2.1441623659918316,0.061754825408347536
850,2.4999060368076365e-05,850,13907700,,3.699565516147662,-2.1441623659918316,0.061754825408347536
851,2.7010602805688233e-05,851,13924062,5,3.708374679036595,-2.1471907114917728,0.057742699825813926
852,3.1015691476773966e-05,852,13940424,,3.708374679036595,-2.1471907114917728,0.057742699825813926
853,2.8886998281296705e-05,853,13956786,,3.708374679036595,-2.1471907114917728,0.057742699825813926
854,1.3335448358693658e-05,854,13973148,,3.708374679036595,-2.1471907114917728,0.057742699825813926
855,7.139981518609201e-06,855,13989510,,3.708374679036595,-2.1471907114917728,0.057742699825813926
856,1.349550821229395e-05,856,14005872,5,3.67963322706028,-2.1798943174470415,0.056638979667338774
857,2.1744030180875784e-05,857,14022234,,3.67963322706028,-2.1798943174470415,0.056638979667338774
858,2.527956886037852e-05,858,14038596,,3.67963322706028,-2.1798943174470415,0.056638979667338774
859,3.037636370105401e-05,859,14054958,,3.67963322706028,-2.1798943174470415,0.056638979667338774
860,2.8763702265455215e-05,860,14071320,,3.67963322706028,-2.1798943174470415,0.056638979667338774
861,2.165999790343376e-05,861,14087682,5,3.747521550113315,-2.137432924477656,0.04920348637176719
862,1.5388104186983553e-05,862,14104044,,3.747521550113315,-2.137432924477656,0.04920348637176719
863,2.31577255460913e-05,863,14120406,,3.747521550113315,-2.137432924477656,0.04920348637176719
864,2.555584118185683e-05,864,14136768,,3.747521550113315,-2.137432924477656,0.04920348637176719
865,2.6122162577996155e-05,865,14153130,,3.747521550113315,-2.137432924477656,0.04920348637176719
866,2.9880435467401212e-05,866,14169492,5,3.760756550690916,-2.137023658869988,0.04575678420684026
867,2.8565524222486094e-05,867,14185854,,3.760756550690916,-2.137023658869988,0.04575678420684026
868,1.4037302381503247e-05,868,14202216,,3.760756550690916,-2.137023658869988,0.04575678420684026
869,5.882040877754763e-06,869,14218578,,3.760756550690916,-2.137023658869988,0.04575678420684026
870,1.2355880752136505e-05,870,14234940,,3.760756550690916,-2.137023658869988,0.04575678420684026
871,2.0851448508371617e-05,871,14251302,5,3.750586286268135,-2.154407154927671,0.043821588458584415
872,2.445108823845299e-05,872,14267664,,3.750586286268135,-2.154407154927671,0.043821588458584415
873,2.9810793539988834e-05,873,14284026,,3.750586286268135,-2.154407154927671,0.043821588458584415
874,2.8764971681319307e-05,874,14300388,,3.750586286268135,-2.154407154927671,0.043821588458584415
875,2.1270808840442856e-05,875,14316750,,3.750586286268135,-2.154407154927671,0.043821588458584415
876,1.511391898195713e-05,876,14333112,5,3.7865447768266436,-2.136543374822156,0.03960091481582584
877,2.221582313759185e-05,877,14349474,,3.7865447768266436,-2.136543374822156,0.03960091481582584
878,2.5869742288339714e-05,878,14365836,,3.7865447768266436,-2.136543374822156,0.03960091481582584
879,2.4590201696442215e-05,879,14382198,,3.7865447768266436,-2.136543374822156,0.03960091481582584
880,2.823025964587833e-05,880,14398560,,3.7865447768266436,-2.136543374822156,0.03960091481582584
881,2.8703706713789634e-05,881,14414922,5,3.8129481080004295,-2.126174278189998,0.03622355270977806
882,1.5796882986557348e-05,882,14431284,,3.8129481080004295,-2.126174278189998,0.03622355270977806
883,5.8490465072551234e-06,883,14447646,,3.8129481080004295,-2.126174278189998,0.03622355270977806
884,1.1113841827260773e-05,884,14464008,,3.8129481080004295,-2.126174278189998,0.03622355270977806
885,1.9465270653030997e-05,885,14480370,,3.8129481080004295,-2.126174278189998,0.03622355270977806
886,2.3141029422593662e-05,886,14496732,5,3.8161123424425814,-2.1329611108909505,0.03410519055269301
