step,KuhnPoker/conv,KuhnPoker/iters,KuhnPoker/nodes_touched
197,0.0038573927984800194,197,22852
198,0.003645658735114077,198,22968
199,0.00343597343721716,199,23084
200,0.003329603136321274,200,23200
201,0.0034448960443855814,201,23316
202,0.0034999052864312374,202,23432
203,0.00349235875608489,203,23548
204,0.0034222898558416703,204,23664
205,0.003460029342752552,205,23780
206,0.003712868884416548,206,23896
207,0.003931972620445007,207,24012
208,0.0041054369124161605,208,24128
209,0.004221777019510431,209,24244
210,0.0042721180433179795,210,24360
211,0.004251757567333536,211,24476
212,0.004160493656298503,212,24592
213,0.004264594443902148,213,24708
214,0.004384638258241896,214,24824
215,0.004472835127701413,215,24940
216,0.004527390286145905,216,25056
217,0.004546263227165559,217,25172
218,0.004527464572134682,218,25288
219,0.004469607231523037,219,25404
220,0.004372629140082879,220,25520
221,0.0042385326638298415,221,25636
222,0.00407184206914557,222,25752
223,0.0038793612788402543,223,25868
224,0.003726995543762157,224,25984
225,0.0038559799188545296,225,26100
226,0.0039409776380018025,226,26216
227,0.003977271049746101,227,26332
228,0.003968755993039946,228,26448
229,0.003916592885525955,229,26564
230,0.0038190994613203355,230,26680
231,0.0036934365324732543,231,26796
232,0.003546761247047059,232,26912
233,0.0033838985347297013,233,27028
234,0.003211429269436128,234,27144
235,0.0030354042870733844,235,27260
236,0.0028613118818127115,236,27376
237,0.002795605141380053,237,27492
238,0.002895145957571954,238,27608
239,0.002945454214303783,239,27724
240,0.0029432947210940863,240,27840
241,0.0028869030316718003,241,27956
242,0.00285719463055642,242,28072
243,0.0030489093224265462,243,28188
244,0.003242109413925165,244,28304
245,0.0034056107603605557,245,28420
246,0.003527211856346746,246,28536
247,0.0035962960718437798,247,28652
248,0.0036063859371745777,248,28768
249,0.0035558613623620505,249,28884
250,0.0036408434792969124,250,29000
251,0.0037419192068290086,251,29116
252,0.003816897183669149,252,29232
253,0.003865569149155257,253,29348
254,0.0038875114506253805,254,29464
255,0.0038822368139583285,255,29580
256,0.0038495189232115312,256,29696
257,0.0037979412029273962,257,29812
258,0.003704797397659082,258,29928
259,0.0035974649387188473,259,30044
260,0.0034720895544672337,260,30160
261,0.0033332090654235036,261,30276
262,0.0031891844457351826,262,30392
263,0.0033073763687579416,263,30508
264,0.0033913027865019874,264,30624
265,0.003435524414119012,265,30740
266,0.0034395448725192956,266,30856
267,0.0034063284860449405,267,30972
268,0.0033407038310810655,268,31088
269,0.0032482717241668346,269,31204
270,0.0031347955610972478,270,31320
271,0.0030058931065765626,271,31436
272,0.002866884284910831,272,31552
273,0.0027227159717775062,273,31668
274,0.002577931900187874,274,31784
275,0.002506446896624742,275,31900
276,0.0024512961000558997,276,32016
277,0.00246328914321875,277,32132
278,0.0024990881424653832,278,32248
279,0.002489636258006689,279,32364
280,0.0024333907898756446,280,32480
281,0.0023773954371686945,281,32596
282,0.00256581687341223,282,32712
283,0.0027419073503344993,283,32828
284,0.0028939469586558297,284,32944
285,0.0030106523122592765,285,33060
286,0.0030827688190649127,286,33176
287,0.0031051351185647502,287,33292
288,0.003076809404119446,288,33408
289,0.0031292157716028834,289,33524
290,0.0032149573354684213,290,33640
291,0.0032806584555890306,291,33756
292,0.003326652472118885,292,33872
293,0.0033530819251626487,293,33988
294,0.0033599842078986253,294,34104
295,0.0033474805310866884,295,34220
296,0.003359121487478578,296,34336
297,0.0033236338779502883,297,34452
298,0.0032264924415151275,298,34568
299,0.003122958428855682,299,34684
300,0.003033960616151188,300,34800
301,0.0029364753880427308,301,34916
302,0.0028302100383215123,302,35032
303,0.002887554469059833,303,35148
304,0.002964520036669638,304,35264
305,0.0030082925649122794,305,35380
306,0.0030186028475527316,306,35496
307,0.0029979283506289256,307,35612
308,0.00295013709401698,308,35728
309,0.002879636181331857,309,35844
310,0.0027909292881800885,310,35960
311,0.0026884087976829785,311,36076
312,0.002576259456227692,312,36192
313,0.002458410468147154,313,36308
314,0.002338512595956188,314,36424
315,0.0022541883523113093,315,36540
316,0.002221741812705208,316,36656
317,0.0021706605581366667,317,36772
318,0.002115140215612349,318,36888
319,0.002135571747488657,319,37004
320,0.002117269658232862,320,37120
321,0.0020593707821802143,321,37236
322,0.00204252050128495,322,37352
323,0.0022118305813447203,323,37468
324,0.0023694266019952948,324,37584
325,0.00250601481055604,325,37700
326,0.0026121835843817554,326,37816
327,0.002680673891510582,327,37932
328,0.0027076786902402727,328,38048
329,0.0026926543092054833,329,38164
330,0.0027344546819424165,330,38280
331,0.0028088616198218286,331,38396
332,0.002867372839163801,332,38512
333,0.002910388710380546,333,38628
334,0.0029381680725400483,334,38744
335,0.0029508738845440974,335,38860
336,0.002948687267815747,336,38976
337,0.002959707835319292,337,39092
338,0.0029638584275796243,338,39208
339,0.002918426242599359,339,39324
340,0.002821380884561131,340,39440
341,0.002742745480362685,341,39556
342,0.0026742737716110854,342,39672
343,0.0025976982943338445,343,39788
344,0.002514319892314265,344,39904
345,0.0025532951248286306,345,40020
346,0.0026221952410347693,346,40136
347,0.002663572560660965,347,40252
348,0.0026769978743354517,348,40368
349,0.002664329400135279,349,40484
350,0.0026285988759249534,350,40600
351,0.0025733023708341407,351,40716
352,0.0025020299710777905,352,40832
353,0.002418294836255136,353,40948
354,0.0023254587946685,354,41064
355,0.00222669841865783,355,41180
356,0.002124988751201068,356,41296
357,0.002023098872227791,357,41412
358,0.001985476072796616,358,41528
359,0.0019589571653196303,359,41644
360,0.0019155787336233854,360,41760
361,0.001854010152729263,361,41876
362,0.0018486857631638542,362,41992
363,0.0018259382720561823,363,42108
364,0.0017693641236715407,364,42224
365,0.0017873890174033569,365,42340
366,0.0019339189450497951,366,42456
367,0.002071233586452448,367,42572
368,0.0021912426308821065,368,42688
369,0.002287955048973278,369,42804
370,0.00235356433855749,370,42920
371,0.002384322205580769,371,43036
372,0.0023792868772445908,372,43152
373,0.002447874297660635,373,43268
374,0.002513695934977578,374,43384
375,0.0025654156241678994,375,43500
376,0.0026034442221929965,376,43616
377,0.002628084811545306,377,43732
378,0.002639553663836447,378,43848
379,0.002638057211699907,379,43964
380,0.002623911009816765,380,44080
381,0.0026268906437618977,381,44196
382,0.0026193122512417066,382,44312
383,0.0025700968786734613,383,44428
384,0.002478166537348392,384,44544
385,0.0023997747321136964,385,44660
386,0.0023375309899373586,386,44776
387,0.002272743986541953,387,44892
388,0.0022041433004745536,388,45008
389,0.0022918773063138054,389,45124
390,0.0023695067319113305,390,45240
391,0.0024111245325656727,391,45356
392,0.0024186418897458595,392,45472
393,0.002397099850880241,393,45588
394,0.0023580932930477305,394,45704
395,0.002312506607688586,395,45820
396,0.0022526203007047496,396,45936
397,0.002181373029678052,397,46052
398,0.002101582119060863,398,46168
399,0.0020159112267517376,399,46284
400,0.0019268586789612796,400,46400
401,0.0018367557313707372,401,46516
402,0.0017477725648324116,402,46632
403,0.001729788552082917,403,46748
404,0.001714141950146686,404,46864
405,0.001684297876525881,405,46980
406,0.001638830296398719,406,47096
407,0.0016199125476829834,407,47212
408,0.001594926703699484,408,47328
409,0.0015519500146902732,409,47444
410,0.0015854209304615452,410,47560
411,0.0017065911821882163,411,47676
412,0.001819119701455929,412,47792
413,0.0019179521323759163,413,47908
414,0.002001169878907527,414,48024
415,0.0020665876787437087,415,48140
416,0.0021034097834136956,416,48256
417,0.0021725514558413594,417,48372
418,0.0022481873669339125,418,48488
419,0.0023090537239203457,419,48604
420,0.002355572765312147,420,48720
421,0.0023882245140744995,421,48836
422,0.0024074152838073903,422,48952
423,0.0024134643786603016,423,49068
424,0.0024066574396655604,424,49184
425,0.002387341555462802,425,49300
426,0.002356050261247994,426,49416
427,0.0023136477917106713,427,49532
428,0.002299940798658695,428,49648
429,0.0022549765922020015,429,49764
430,0.00217583749075545,430,49880
431,0.002068402702830957,431,49996
432,0.0020013488034082427,432,50112
433,0.00193735317875543,433,50228
434,0.0020140856758623094,434,50344
435,0.0021102698769142336,435,50460
436,0.0021801809865202026,436,50576
437,0.0022197222390430427,437,50692
438,0.0022280517399880517,438,50808
439,0.0022076133493677264,439,50924
440,0.002163150105539885,440,51040
441,0.0021002970188272185,441,51156
442,0.0020315011974600117,442,51272
443,0.001970131202492925,443,51388
444,0.001900360243782373,444,51504
445,0.0018245403814988737,445,51620
446,0.0017448769238603001,446,51736
447,0.001663424243580569,447,51852
448,0.0015820906932135503,448,51968
449,0.0015026493323414825,449,52084
450,0.0014646147318467806,450,52200
451,0.0014675540760114292,451,52316
452,0.0014600188142644133,452,52432
453,0.0014403083437060094,453,52548
454,0.0014181401616243094,454,52664
455,0.0014476602479746303,455,52780
456,0.001487444308340663,456,52896
457,0.0015011854695801963,457,53012
458,0.0014956461650988129,458,53128
459,0.001578726800201602,459,53244
460,0.001651574016603069,460,53360
461,0.0017255289932047169,461,53476
462,0.0018222115481540124,462,53592
463,0.0019171884850313903,463,53708
464,0.0020094093092799803,464,53824
465,0.0020922212462686773,465,53940
466,0.0021586227086163035,466,54056
467,0.002208245408681475,467,54172
468,0.0022414991004939544,468,54288
469,0.0022590269289392284,469,54404
470,0.0022614681528348446,470,54520
471,0.002249410435789495,471,54636
472,0.0022234416505242105,472,54752
473,0.002184251168587642,473,54868
474,0.0021327550847103083,474,54984
475,0.0020702283244870834,475,55100
476,0.0019984232347717845,476,55216
477,0.0019196442010288028,477,55332
478,0.0018627969785546261,478,55448
479,0.0017874055254448462,479,55564
480,0.0017013932937936516,480,55680
481,0.0017426239095169327,481,55796
482,0.0018314045924742728,482,55912
483,0.0019082054566978979,483,56028
484,0.001969458133114582,484,56144
485,0.002011740015230218,485,56260
486,0.0020320956207662555,486,56376
487,0.0020286602948490773,487,56492
488,0.0020013088776872356,488,56608
489,0.0019519134354941126,489,56724
490,0.0018840157618842668,490,56840
491,0.0018020714778581026,491,56956
492,0.001710625425848794,492,57072
493,0.0016491174795933983,493,57188
494,0.0015823432155316342,494,57304
495,0.0015121671322616825,495,57420
496,0.0014403693377965654,496,57536
497,0.0013686142729803785,497,57652
498,0.001298452061267108,498,57768
499,0.0012313257347610906,499,57884
500,0.0011685824404747414,500,58000
501,0.001203192649061352,501,58116
502,0.0012927520559112005,502,58232
503,0.0013740074358896404,503,58348
504,0.0014443337324674954,504,58464
505,0.0015011482242023033,505,58580
506,0.0015419414923570351,506,58696
507,0.0015643947611818643,507,58812
508,0.0015666749429589233,508,58928
509,0.001557685149670418,509,59044
510,0.001635475259187641,510,59160
511,0.0017109935082211813,511,59276
512,0.0017836032669573954,512,59392
513,0.0018526393861537371,513,59508
514,0.001917409084556898,514,59624
515,0.001977193676425709,515,59740
516,0.0020312514108914714,516,59856
517,0.0020788215248684905,517,59972
518,0.0021086994528577707,518,60088
519,0.0021195228900119656,519,60204
520,0.0021122418216439065,520,60320
521,0.0020881349602352994,521,60436
522,0.0020485967371405567,522,60552
523,0.001995119509910215,523,60668
524,0.0019293561522834568,524,60784
525,0.0018531965978972331,525,60900
526,0.0017688190237843127,526,61016
527,0.0016786912863392678,527,61132
528,0.0015855110680543516,528,61248
529,0.0015831698708044795,529,61364
530,0.0015872991182507568,530,61480
531,0.0015888581957105852,531,61596
532,0.0016387311974923047,532,61712
533,0.001676964523713187,533,61828
534,0.0016923442109653408,534,61944
535,0.0017142343848784436,535,62060
536,0.001727087090597712,536,62176
537,0.0017301299796582126,537,62292
538,0.0017225222383724093,538,62408
539,0.0017033627682399577,539,62524
540,0.001671825511005115,540,62640
541,0.0016274246102907508,541,62756
542,0.0015703271051711876,542,62872
543,0.0015015688509540104,543,62988
544,0.001423058503980279,544,63104
545,0.0013431854195683213,545,63220
546,0.0013232161759152705,546,63336
547,0.0013100486303475878,547,63452
548,0.0012828827201991633,548,63568
549,0.0013040306855937045,549,63684
550,0.0013315967883475999,550,63800
551,0.0013487468892417476,551,63916
552,0.0013562025742986927,552,64032
553,0.0013547747073925087,553,64148
554,0.001353786806141677,554,64264
555,0.001386838596881157,555,64380
556,0.0014283261433389871,556,64496
557,0.0015114624769507479,557,64612
558,0.001582397154255205,558,64728
559,0.001638728849594706,559,64844
560,0.0016781823025376341,560,64960
561,0.0016987024919109805,561,65076
562,0.0016986478302691566,562,65192
563,0.0017090924973173216,563,65308
564,0.00175231688619365,564,65424
565,0.0017891723793021785,565,65540
566,0.001819359035060364,566,65656
567,0.0018426684684471617,567,65772
568,0.0018590017868760356,568,65888
569,0.0018683836836690393,569,66004
570,0.0018709700931024142,570,66120
571,0.0018654789857318888,571,66236
572,0.0018447322032638103,572,66352
573,0.0018094792435516538,573,66468
574,0.0017613034272194183,574,66584
575,0.001702203610259384,575,66700
576,0.0016343497507522453,576,66816
577,0.0015986597834052874,577,66932
578,0.001595785962912405,578,67048
579,0.00158654801335964,579,67164
580,0.0015715114756556237,580,67280
581,0.0015512578300192759,581,67396
582,0.001526404660504188,582,67512
583,0.0014976155974691652,583,67628
584,0.001467696797275958,584,67744
585,0.0014547664845611374,585,67860
586,0.0014390375696657631,586,67976
587,0.0014207348809250342,587,68092
588,0.0014175962634931094,588,68208
589,0.0014022899237736974,589,68324
590,0.0013717219228676358,590,68440
591,0.001326032734508098,591,68556
592,0.0012976917153162126,592,68672
593,0.0012675033161398952,593,68788
594,0.0012352740217368152,594,68904
595,0.0012006619577775157,595,69020
596,0.0011724851136412362,596,69136
597,0.0011783457301935973,597,69252
598,0.0011701754310739776,598,69368
599,0.0012177939537945104,599,69484
600,0.0012908845825936321,600,69600
601,0.0013515037961387422,601,69716
602,0.0013984414943102874,602,69832
603,0.0014310112447352141,603,69948
604,0.001448981508767655,604,70064
605,0.0014524972109873913,605,70180
606,0.001468183344571855,606,70296
607,0.0015075745799076334,607,70412
608,0.001542916784486953,608,70528
609,0.0015741007360148551,609,70644
610,0.001601018001728377,610,70760
611,0.0016235561314479063,611,70876
612,0.0016416015537713546,612,70992
613,0.0016550499345671932,613,71108
614,0.001663823478507881,614,71224
615,0.0016678936466646699,615,71340
616,0.0016673060148231778,616,71456
617,0.0016622015378925936,617,71572
618,0.001652825532315244,618,71688
619,0.0016395130878254227,619,71804
620,0.0016226396904385765,620,71920
621,0.0016025331297046808,621,72036
622,0.0015793626075442935,622,72152
623,0.0015530518727517595,623,72268
624,0.0015232838213252442,624,72384
625,0.001502277102466143,625,72500
626,0.0015079338430764588,626,72616
627,0.001545460823717315,627,72732
628,0.001568143001497574,628,72848
629,0.0015766667605271178,629,72964
630,0.001572431961719023,630,73080
631,0.001557210336723347,631,73196
632,0.0015328578393934977,632,73312
633,0.001501129691369063,633,73428
634,0.0014649437605301907,634,73544
635,0.0014283131607112642,635,73660
636,0.0013872260852785534,636,73776
637,0.001342689233402361,637,73892
638,0.0012956794182697184,638,74008
639,0.0012471374286859016,639,74124
640,0.0011979644134915701,640,74240
641,0.0011490204163419615,641,74356
642,0.0011011248058375167,642,74472
643,0.0010550582124349006,643,74588
644,0.0010371056057882078,644,74704
645,0.0010232116819477721,645,74820
646,0.001002426467560713,646,74936
647,0.0009743468426725299,647,75052
648,0.0009386864454292154,648,75168
649,0.0009208568782810567,649,75284
650,0.000943733792363538,650,75400
651,0.00100311765862518,651,75516
652,0.0010647772794593335,652,75632
653,0.0011245318053796638,653,75748
654,0.0011804540313039291,654,75864
655,0.0012362270905235673,655,75980
656,0.0013045966962413336,656,76096
657,0.0013702596947553491,657,76212
658,0.0014310611079286495,658,76328
659,0.0014855364231191326,659,76444
660,0.0015327479529309018,660,76560
661,0.0015721747832496968,661,76676
662,0.0016035697349576217,662,76792
663,0.0016268392802676612,663,76908
664,0.0016419648618789529,664,77024
665,0.0016489634261016295,665,77140
666,0.001647878627752175,666,77256
667,0.0016387944002555777,667,77372
668,0.0016218645189988168,668,77488
669,0.0015973532540057567,669,77604
670,0.0015656824241892242,670,77720
671,0.0015274789292599456,671,77836
672,0.0014836143376293631,672,77952
673,0.0014352251660939286,673,78068
674,0.001383700852304326,674,78184
675,0.0013306285273289031,675,78300
676,0.0012776912619745506,676,78416
677,0.0012697010125276575,677,78532
678,0.001330378072065097,678,78648
679,0.0013847466409597498,679,78764
680,0.0014309999673843832,680,78880
681,0.0014674930972377598,681,78996
682,0.0014927977233344658,682,79112
683,0.0015058011886523726,683,79228
684,0.001505844186523858,684,79344
685,0.0014928536641142798,685,79460
686,0.001467410723947432,686,79576
687,0.0014307130136703428,687,79692
688,0.0013844334154282378,688,79808
689,0.0013305160893584411,689,79924
690,0.0012709691179504656,690,80040
691,0.001207704167645346,691,80156
692,0.001161281989604357,692,80272
693,0.0011164704991756536,693,80388
694,0.0010704153685251738,694,80504
695,0.0010239834592766228,695,80620
696,0.000978001719298044,696,80736
697,0.0009332550509583704,697,80852
698,0.0008904864382025257,698,80968
699,0.0008795285936057939,699,81084
700,0.0008931638232287098,700,81200
701,0.0009143638829489376,701,81316
702,0.0009747407437566136,702,81432
703,0.0010297144724473184,703,81548
704,0.0010779045385173047,704,81664
705,0.0011179746517552547,705,81780
706,0.0011486572959285013,706,81896
707,0.0011688069074229923,707,82012
708,0.0011775019731244951,708,82128
709,0.0011916363142810416,709,82244
710,0.001244168153490599,710,82360
711,0.0012948055377858814,711,82476
712,0.0013431958158469925,712,82592
713,0.001388977816715764,713,82708
714,0.0014317838808046435,714,82824
715,0.0014712425948340824,715,82940
716,0.0015069822790323706,716,83056
717,0.0015386351896228556,717,83172
718,0.0015626960465569273,718,83288
719,0.0015758305534781525,719,83404
720,0.001577925163693178,720,83520
721,0.0015693023942923157,721,83636
722,0.001550541947613976,722,83752
723,0.0015223834182110652,723,83868
724,0.001485688271148311,724,83984
725,0.0014414340729469455,725,84100
726,0.0013907196568125335,726,84216
727,0.0013347664379781965,727,84332
728,0.0012749068447873713,728,84448
729,0.0012125562146560465,729,84564
730,0.0012057505032574412,730,84680
731,0.0012044168858457438,731,84796
732,0.0012008685838542643,732,84912
733,0.0011997360573311744,733,85028
734,0.0012184926230087434,734,85144
735,0.0012337810360962265,735,85260
736,0.001245235656383653,736,85376
737,0.0012525859454888821,737,85492
738,0.0012556309368522978,738,85608
739,0.0012542105112389457,739,85724
740,0.0012481770274451187,740,85840
741,0.001237371469536841,741,85956
742,0.0012216099596694951,742,86072
743,0.0012006882793585694,743,86188
744,0.0011744117450178115,744,86304
745,0.0011426528221988586,745,86420
746,0.0011054286694185123,746,86536
747,0.001062979260606528,747,86652
748,0.001015821172454412,748,86768
749,0.0009766273669903902,749,86884
750,0.0009604263161467064,750,87000
751,0.0009661298494124115,751,87116
752,0.0010064814133739497,752,87232
753,0.00103834692373872,753,87348
754,0.0010617143050294375,754,87464
755,0.0010767051943173511,755,87580
756,0.0010835534424815108,756,87696
757,0.0010825913975366641,757,87812
758,0.0011078695432947538,758,87928
759,0.0011340672250485795,759,88044
760,0.0011594164326721446,760,88160
761,0.0011838543134939095,761,88276
762,0.0012073204687121086,762,88392
763,0.0012297566252896242,763,88508
764,0.0012511068548527737,764,88624
765,0.001271317744111683,765,88740
766,0.001290337282883386,766,88856
767,0.0013081103076886258,767,88972
768,0.0013245672142548626,768,89088
769,0.001339601722543854,769,89204
770,0.0013530337693132,770,89320
771,0.001364557140137862,771,89436
772,0.0013736809387191462,772,89552
773,0.0013787486713186248,773,89668
774,0.0013791105549378346,774,89784
775,0.001375113483632645,775,89900
776,0.0013665463462712302,776,90016
777,0.0013515820229269004,777,90132
778,0.0013299792795063436,778,90248
779,0.0013019362213224084,779,90364
780,0.001268017115043707,780,90480
781,0.0012349185578629795,781,90596
782,0.0012442787776066055,782,90712
783,0.0012475619668096127,783,90828
784,0.0012451252722444905,784,90944
785,0.0012373845166868125,785,91060
786,0.0012247962166968274,786,91176
787,0.0012078466814891275,787,91292
788,0.00118704471705125,788,91408
789,0.0011629158529065653,789,91524
790,0.001136944484623953,790,91640
791,0.0011141040914286193,791,91756
792,0.0010898056647706267,792,91872
793,0.0010644146652320219,793,91988
794,0.0010382812828375887,794,92104
795,0.0010117357838186625,795,92220
796,0.0009850840727621268,796,92336
797,0.0009586038844426048,797,92452
798,0.0009325416666901842,798,92568
799,0.000907109852127358,799,92684
800,0.0008824838461108653,800,92800
801,0.0008587977290114013,801,92916
802,0.0008361375092800771,802,93032
803,0.0008145310075656775,803,93148
804,0.0007939344602943266,804,93264
805,0.0007953985736840752,805,93380
806,0.0008418814433062971,806,93496
807,0.0008835885964894596,807,93612
808,0.0009289434796367624,808,93728
809,0.000975788038644898,809,93844
810,0.0010162706222722473,810,93960
811,0.0010491383588987768,811,94076
812,0.0010862032256055976,812,94192
813,0.0011304429469443655,813,94308
814,0.0011713946855422264,814,94424
815,0.0012085754522804804,815,94540
816,0.0012416378207696643,816,94656
817,0.0012703312404430955,817,94772
818,0.0012944684032884235,818,94888
819,0.0013139004172423585,819,95004
820,0.0013285016176898812,820,95120
821,0.001338163493465272,821,95236
822,0.0013427967872895186,822,95352
823,0.0013423407955451827,823,95468
824,0.001336778882780304,824,95584
825,0.001326159047438047,825,95700
826,0.0013106179187327704,826,95816
827,0.0012904057613226938,827,95932
828,0.0012659089013047908,828,96048
829,0.0012376646051069085,829,96164
830,0.0012063622857758638,830,96280
831,0.0011728248029727883,831,96396
832,0.0011379655778732678,832,96512
833,0.0011027218879754996,833,96628
834,0.0010918422273203665,834,96744
835,0.0011214803883727031,835,96860
836,0.0011649276048611157,836,96976
837,0.0012015331455074163,837,97092
838,0.001230131169375176,838,97208
