step,GoofSpiel3/conv,GoofSpiel3/iters,GoofSpiel3/nodes_touched
122,0.0001221733528810698,122,16348
123,0.00012020281493137512,123,16482
124,0.00011827956989247311,124,16616
125,0.0001164021164021164,125,16750
126,0.00011456901220680748,126,16884
127,0.00011277887139107611,127,17018
128,0.00011103036175710593,128,17152
129,0.00010932220234545815,129,17286
130,0.00010765316108827559,130,17420
131,0.00010602205258693808,131,17554
132,0.00010442773600668337,132,17688
133,0.00010286911308121047,133,17822
134,0.0001013451262207481,134,17956
135,9.985475671750183e-05,135,18090
136,9.839702304279377e-05,136,18224
137,9.697097923057934e-05,137,18358
138,9.557571334236958e-05,138,18492
139,9.421034600890716e-05,139,18626
140,9.287402904424182e-05,140,18760
141,9.156594412812573e-05,141,18894
142,9.028530155290719e-05,142,19028
143,8.903133903133902e-05,143,19162
144,8.780332056194126e-05,144,19296
145,8.660053534876398e-05,145,19430
146,8.542229677259032e-05,146,19564
147,8.426794141079856e-05,147,19698
148,8.313682810327105e-05,148,19832
149,8.20283370618941e-05,149,19966
150,8.094186902133922e-05,150,20100
151,7.987684442895319e-05,151,20234
152,7.883270267171195e-05,152,20368
153,7.78089013383131e-05,153,20502
154,7.680491551459293e-05,154,20636
155,7.582023711055969e-05,155,20770
156,7.485437421743154e-05,156,20904
157,7.390685049316027e-05,157,21038
158,7.297720457500729e-05,158,21172
159,7.20649895178197e-05,159,21306
160,7.116977225672878e-05,160,21440
161,7.029113309306545e-05,161,21574
162,6.9428665202353e-05,162,21708
163,6.858197416329993e-05,163,21842
164,6.775067750677507e-05,164,21976
165,6.693440428380188e-05,165,22110
166,6.613279465166054e-05,166,22244
167,6.534549947723601e-05,167,22378
168,6.457217995679533e-05,168,22512
169,6.381250725142128e-05,169,22646
170,6.306616213736957e-05,170,22780
171,6.233283467065597e-05,171,22914
172,6.161222386521486e-05,172,23048
173,6.090403738400549e-05,173,23182
174,6.0207991242474e-05,174,23316
175,5.9523809523809524e-05,175,23450
176,5.88512241054614e-05,176,23584
177,5.818997439641126e-05,177,23718
178,5.7539807084719524e-05,178,23852
179,5.6900475894889306e-05,179,23986
180,5.627174135461428e-05,180,24120
181,5.565337057049764e-05,181,24254
182,5.504513701235012e-05,182,24388
183,5.444682030569414e-05,183,24522
184,5.3858206032119064e-05,184,24656
185,5.327908553715005e-05,185,24790
186,5.270925574530887e-05,186,24924
187,5.21485189820609e-05,187,25058
188,5.159668280235656e-05,188,25192
189,5.105355982548965e-05,189,25326
190,5.051896757600808e-05,190,25460
191,4.9992728330424656e-05,191,25594
192,4.9474668969487614e-05,192,25728
193,4.896462083578156e-05,193,25862
194,4.846241959644021e-05,194,25996
195,4.796790511076224e-05,195,26130
196,4.748092130253116e-05,196,26264
197,4.700131603684903e-05,197,26398
198,4.652894100130281e-05,198,26532
199,4.606365159128978e-05,199,26666
200,4.560530679933665e-05,200,26800
201,4.515376910825411e-05,201,26934
202,4.4708904387975736e-05,202,27068
203,4.4270581795936766e-05,203,27202
204,4.383867368085445e-05,204,27336
205,4.34130554897782e-05,205,27470
206,4.2993605678282756e-05,206,27604
207,4.258020562368388e-05,207,27738
208,4.217273954116059e-05,208,27872
209,4.1771094402673345e-05,209,28006
210,4.1375159858572176e-05,210,28140
211,4.09848281617932e-05,211,28274
212,4.059999409454631e-05,212,28408
213,4.022055489740102e-05,213,28542
214,3.984641020068101e-05,214,28676
215,3.947746195808211e-05,215,28810
216,3.9113614382431584e-05,216,28944
217,3.8754773883510194e-05,217,29078
218,3.84008490078617e-05,218,29212
219,3.805175038051751e-05,219,29346
220,3.7707390648567114e-05,220,29480
221,3.736768442650795e-05,221,29614
222,3.703254824331057e-05,222,29748
223,3.670190049113816e-05,223,29882
224,3.637566137566137e-05,224,30016
225,3.605375286791216e-05,225,30150
226,3.5736098657622183e-05,226,30284
227,3.542262410799392e-05,227,30418
228,3.511325621185424e-05,228,30552
229,3.4807923549142456e-05,229,30686
230,3.4506556245686676e-05,230,30820
231,3.4209085933223865e-05,231,30954
232,3.391544571062108e-05,232,31088
233,3.3625570106256804e-05,233,31222
234,3.33393950415227e-05,234,31356
235,3.30568577954081e-05,235,31490
236,3.2777896970130395e-05,236,31624
237,3.250245245777636e-05,237,31758
238,3.223046540792049e-05,238,31892
239,3.196187819618782e-05,239,32026
240,3.1696634393729825e-05,240,32160
241,3.14346787375833e-05,241,32294
242,3.1175957101883024e-05,242,32428
243,3.092041646990038e-05,243,32562
244,3.066800490688078e-05,244,32696
245,3.0418671533654113e-05,245,32830
246,3.0172366500992947e-05,246,32964
247,2.9929040964694613e-05,247,33098
248,2.968864706136373e-05,248,33232
249,2.945113788487282e-05,249,33366
250,2.921646746347941e-05,250,33500
251,2.8984590737578787e-05,251,33634
252,2.875546353807223e-05,252,33768
253,2.8529042565331506e-05,253,33902
254,2.830528536874067e-05,254,34036
255,2.8084150326797384e-05,255,34170
256,2.7865596627756163e-05,256,34304
257,2.764958425079681e-05,257,34438
258,2.7436073947701853e-05,258,34572
259,2.7225027225027223e-05,259,34706
260,2.7016406326751153e-05,260,34840
261,2.681017421738664e-05,261,34974
262,2.6606294565543397e-05,262,35108
263,2.640473172792564e-05,263,35242
264,2.620545073375262e-05,264,35376
265,2.6008417269589065e-05,265,35510
266,2.581359766457342e-05,266,35644
267,2.5620958876031824e-05,267,35778
268,2.5430468475466538e-05,268,35912
269,2.5242094634907522e-05,269,36046
270,2.5055806113616695e-05,270,36180
271,2.4871572245134216e-05,271,36314
272,2.4689362924657043e-05,272,36448
273,2.4509148596739838e-05,273,36582
274,2.4330900243309002e-05,274,36716
275,2.415458937198068e-05,275,36850
276,2.3980188004673957e-05,276,36984
277,2.380766866651083e-05,277,37118
278,2.3637004374994627e-05,278,37252
279,2.346816862945895e-05,279,37386
280,2.330113540077953e-05,280,37520
281,2.3135879121341372e-05,281,37654
282,2.2972374675254157e-05,282,37788
283,2.2810597388808706e-05,283,37922
284,2.2650523021167942e-05,284,38056
285,2.249212775528565e-05,285,38190
286,2.2335388189046726e-05,286,38324
287,2.2180281326622792e-05,287,38458
288,2.2026784570037168e-05,288,38592
289,2.1874875710933463e-05,289,38726
290,2.1724532922542163e-05,290,38860
291,2.1575734751839824e-05,291,38994
292,2.1428460111895523e-05,292,39128
293,2.1282688274399633e-05,293,39262
294,2.1138398862369802e-05,294,39396
295,2.099557184302947e-05,295,39530
296,2.0854187520854185e-05,296,39664
297,2.071422653078134e-05,297,39798
298,2.057566983157879e-05,298,39932
299,2.0438498699368263e-05,299,40066
300,2.030269472129937e-05,300,40200
301,2.0168239789370235e-05,301,40334
302,2.0035116094390896e-05,302,40468
303,1.990330612008569e-05,303,40602
304,1.9772792637331035e-05,304,40736
305,1.9643558698524945e-05,305,40870
306,1.9515587632085046e-05,306,41004
307,1.9388863037071504e-05,307,41138
308,1.9263368777931886e-05,308,41272
309,1.913908897936458e-05,309,41406
310,1.901600802129793e-05,310,41540
311,1.8894110533981916e-05,311,41674
312,1.87733813931897e-05,312,41808
313,1.865380571552607e-05,313,41942
314,1.853536885384019e-05,314,42076
315,1.8418056392739937e-05,315,42210
316,1.8301854144205302e-05,316,42344
317,1.818674814329835e-05,317,42478
318,1.8072724643967325e-05,318,42612
319,1.795977011494253e-05,319,42746
320,1.7847871235721703e-05,320,42880
321,1.7737014892642688e-05,321,43014
322,1.762718817504118e-05,322,43148
323,1.751837837149155e-05,323,43282
324,1.741057296612852e-05,324,43416
325,1.730375963504798e-05,325,43550
326,1.7197926242784686e-05,326,43684
327,1.7093060838865267e-05,327,43818
328,1.6989151654434476e-05,328,43952
329,1.6886187098953058e-05,329,44086
330,1.6784155756965425e-05,330,44220
331,1.6683046384935514e-05,331,44354
332,1.6582847908149114e-05,332,44488
333,1.6483549417681155e-05,333,44622
334,1.638514016742634e-05,334,44756
335,1.628760957119166e-05,335,44890
336,1.6190947199849275e-05,336,45024
337,1.6095142778548395e-05,337,45158
338,1.6000186183984685e-05,338,45292
339,1.5906067441725954e-05,339,45426
340,1.581277672359266e-05,340,45560
341,1.5720304345092123e-05,341,45694
342,1.5628640762904995e-05,342,45828
343,1.553777657242299e-05,343,45962
344,1.544770250533648e-05,344,46096
345,1.535840942727095e-05,345,46230
346,1.5269888335471117e-05,346,46364
347,1.5182130356531628e-05,347,46498
348,1.509512674417328e-05,348,46632
349,1.5008868877063718e-05,349,46766
350,1.4923348256681591e-05,350,46900
351,1.4838556505223171e-05,351,47034
352,1.4754485363550517e-05,352,47168
353,1.4671126689180179e-05,353,47302
354,1.4588472454311557e-05,354,47436
355,1.4506514743894074e-05,355,47570
356,1.4425245753732206e-05,356,47704
357,1.4344657788627556e-05,357,47838
358,1.4264743260557206e-05,358,47972
359,1.4185494686887445e-05,359,48106
360,1.410690468862214e-05,360,48240
361,1.4028965988685001e-05,361,48374
362,1.3951671410234946e-05,362,48508
363,1.3875013875013873e-05,363,48642
364,1.3798986401726127e-05,364,48776
365,1.3723582104448935e-05,365,48910
366,1.3648794191073192e-05,366,49044
367,1.357461596177388e-05,367,49178
368,1.3501040807509524e-05,368,49312
369,1.3428062208550012e-05,369,49446
370,1.3355673733032222e-05,370,49580
371,1.3283869035542802e-05,371,49714
372,1.321264185572756e-05,372,49848
373,1.3141986016926877e-05,373,49982
374,1.30718954248366e-05,374,50116
375,1.3002364066193854e-05,375,50250
376,1.2933386007487253e-05,376,50384
377,1.2864955393691024e-05,377,50518
378,1.2797066447022468e-05,378,50652
379,1.2729713465722352e-05,379,50786
380,1.266289082285767e-05,380,50920
381,1.2596592965146371e-05,381,51054
382,1.253081441180357e-05,382,51188
383,1.2465549753408761e-05,383,51322
384,1.240079365079365e-05,384,51456
385,1.2336540833950158e-05,385,51590
386,1.227278610095817e-05,386,51724
387,1.2209524316932612e-05,387,51858
388,1.2146750412989511e-05,388,51992
389,1.2084459385230593e-05,389,52126
390,1.2022646293746037e-05,390,52260
391,1.1961306261635087e-05,391,52394
392,1.190043447404407e-05,392,52528
393,1.1840026177221512e-05,393,52662
394,1.178007667759001e-05,394,52796
395,1.1720581340834505e-05,395,52930
396,1.1661535591006623e-05,396,53064
397,1.160293490964478e-05,397,53198
398,1.1544774834909718e-05,398,53332
399,1.1487050960735171e-05,399,53466
400,1.142975893599335e-05,400,53600
401,1.1372894463674974e-05,401,53734
402,1.1316453300083535e-05,402,53868
403,1.1260431254043517e-05,403,54002
404,1.1204824186122316e-05,404,54136
405,1.1149628007865554e-05,405,54270
406,1.1094838681045577e-05,406,54404
407,1.1040452216922806e-05,407,54538
408,1.0986464675519759e-05,408,54672
409,1.0932872164907467e-05,409,54806
410,1.0879670840504024e-05,410,54940
411,1.0826856904385073e-05,411,55074
412,1.0774426604605969e-05,412,55208
413,1.0722376234535409e-05,413,55342
414,1.0670702132200298e-05,414,55476
415,1.0619400679641644e-05,415,55610
416,1.0568468302281252e-05,416,55744
417,1.0517901468299044e-05,417,55878
418,1.0467696688020767e-05,418,56012
419,1.0417850513315905e-05,419,56146
420,1.0368359537005616e-05,420,56280
421,1.0319220392280473e-05,421,56414
422,1.0270429752127846e-05,422,56548
423,1.0221984328768753e-05,423,56682
424,1.0173880873103959e-05,424,56816
425,1.0126116174169198e-05,425,56950
426,1.0078687058599318e-05,426,57084
427,1.0031590390101192e-05,427,57218
428,9.984823068935217e-06,428,57352
429,9.938382031405287e-06,429,57486
430,9.892264249357001e-06,430,57620
431,9.846466729684052e-06,431,57754
432,9.800986513842556e-06,432,57888
433,9.755820677373236e-06,433,58022
434,9.71096632943129e-06,434,58156
435,9.666420612323808e-06,435,58290
436,9.62218070105459e-06,436,58424
437,9.57824380287626e-06,437,58558
438,9.534607156849488e-06,438,58692
439,9.491268033409262e-06,439,58826
440,9.44822373393802e-06,440,58960
441,9.405471590345539e-06,441,59094
442,9.363008964655492e-06,442,59228
443,9.320833248598486e-06,443,59362
444,9.278941863211526e-06,444,59496
445,9.23733225844376e-06,445,59630
446,9.196001912768397e-06,446,59764
447,9.15494833280068e-06,447,59898
448,9.114169052921836e-06,448,60032
449,9.07366163490885e-06,449,60166
450,9.033423667570008e-06,450,60300
451,8.99345276638607e-06,451,60434
452,8.953746573156993e-06,452,60568
453,8.914302755654099e-06,453,60702
454,8.875119007277596e-06,454,60836
455,8.836193046719362e-06,455,60970
456,8.797522617630874e-06,456,61104
457,8.759105488296241e-06,457,61238
458,8.720939451310201e-06,458,61372
459,8.683022323261025e-06,459,61506
460,8.645351944418246e-06,460,61640
461,8.607926178425094e-06,461,61774
462,8.570742911995611e-06,462,61908
463,8.53380005461632e-06,463,62042
464,8.497095538252379e-06,464,62176
465,8.460627317058163e-06,465,62310
466,8.424393367092174e-06,466,62444
467,8.388391686036224e-06,467,62578
468,8.3526202929188e-06,468,62712
469,8.317077227842551e-06,469,62846
470,8.28176055171583e-06,470,62980
471,8.24666834598822e-06,471,63114
472,8.211798712389962e-06,472,63248
473,8.177149772675236e-06,473,63382
474,8.142719668369234e-06,474,63516
475,8.108506560518944e-06,475,63650
476,8.074508629447585e-06,476,63784
477,8.040724074512658e-06,477,63918
478,8.007151113867511e-06,478,64052
479,7.973787984226397e-06,479,64186
480,7.94063294063294e-06,480,64320
481,7.907684256231975e-06,481,64454
482,7.874940222044677e-06,482,64588
483,7.842399146746973e-06,483,64722
484,7.810059356451108e-06,484,64856
485,7.777919194490404e-06,485,64990
486,7.745977021207076e-06,486,65124
487,7.714231213743112e-06,487,65258
488,7.682680165834142e-06,488,65392
489,7.651322287606249e-06,489,65526
490,7.6201560053756725e-06,490,65660
491,7.589179761451382e-06,491,65794
492,7.558392013940423e-06,492,65928
493,7.527791236556049e-06,493,66062
494,7.497375918428549e-06,494,66196
495,7.467144563918757e-06,495,66330
496,7.437095692434174e-06,496,66464
497,7.4072278382476915e-06,497,66598
498,7.377539550318844e-06,498,66732
499,7.348029392117568e-06,499,66866
500,7.318695941450432e-06,500,67000
501,7.289537790289276e-06,501,67134
502,7.26055354460224e-06,502,67268
503,7.231741824187152e-06,503,67402
504,7.203101262507202e-06,504,67536
505,7.174630506528914e-06,505,67670
506,7.1463282165623295e-06,506,67804
507,7.1181930661034235e-06,507,67938
508,7.0902237416786554e-06,508,68072
509,7.06241894269168e-06,509,68206
510,7.034777381272143e-06,510,68340
511,7.007297782126549e-06,511,68474
512,6.979978882391163e-06,512,68608
513,6.952819431486917e-06,513,68742
514,6.9258181909762884e-06,514,68876
515,6.898973934422116e-06,515,69010
516,6.872285447248337e-06,516,69144
517,6.8457515266025906e-06,517,69278
518,6.819370981220692e-06,518,69412
519,6.79314263129292e-06,519,69546
520,6.767065308332103e-06,520,69680
521,6.7411378550434735e-06,521,69814
522,6.715359125196272e-06,522,69948
523,6.689727983497048e-06,523,70082
524,6.66424330546468e-06,524,70216
525,6.638903977307019e-06,525,70350
526,6.6137088957992125e-06,526,70484
527,6.58865696816361e-06,527,70618
528,6.56374711195127e-06,528,70752
529,6.538978254925039e-06,529,70886
530,6.514349334944155e-06,530,71020
531,6.489859299850379e-06,531,71154
532,6.465507107355632e-06,532,71288
533,6.441291724931078e-06,533,71422
534,6.417212129697691e-06,534,71556
535,6.393267308318222e-06,535,71690
536,6.369456256890594e-06,536,71824
537,6.345777980842674e-06,537,71958
538,6.322231494828415e-06,538,72092
539,6.298815822625346e-06,539,72226
540,6.2755299970333856e-06,540,72360
541,6.25237305977496e-06,541,72494
542,6.229344061396414e-06,542,72628
543,6.206442061170693e-06,543,72762
544,6.183666127001259e-06,544,72896
545,6.1610153353272616e-06,545,73030
546,6.138488771029904e-06,546,73164
547,6.116085527340014e-06,547,73298
548,6.09380470574679e-06,548,73432
549,6.071645415907711e-06,549,73566
550,6.049606775559588e-06,550,73700
551,6.02768791043075e-06,551,73834
552,6.0058879541543265e-06,552,73968
553,5.984206048182651e-06,553,74102
554,5.962641341702713e-06,554,74236
555,5.941192991552704e-06,555,74370
556,5.919860162139588e-06,556,74504
557,5.898642025357725e-06,557,74638
558,5.877537760508503e-06,558,74772
559,5.856546554220972e-06,559,74906
560,5.835667600373482e-06,560,75040
561,5.814900100016282e-06,561,75174
562,5.794243261295087e-06,562,75308
563,5.773696299375601e-06,563,75442
564,5.753258436368962e-06,564,75576
565,5.7329289012581175e-06,565,75710
566,5.712706929825107e-06,566,75844
567,5.692591764579245e-06,567,75978
568,5.672582654686173e-06,568,76112
569,5.6526788558978e-06,569,76246
570,5.632879630483097e-06,570,76380
571,5.613184247159728e-06,571,76514
572,5.593591981026536e-06,572,76648
573,5.574102113496826e-06,573,76782
574,5.55471393223249e-06,574,76916
575,5.5354267310789046e-06,575,77050
576,5.516239810000641e-06,576,77184
577,5.49715247501794e-06,577,77318
578,5.478164038143958e-06,578,77452
579,5.459273817322772e-06,579,77586
580,5.440481136368133e-06,580,77720
581,5.42178532490295e-06,581,77854
582,5.4031857182995094e-06,582,77988
583,5.384681657620401e-06,583,78122
584,5.366272489560161e-06,584,78256
585,5.3479575663876005e-06,585,78390
586,5.329736245888836e-06,586,78524
587,5.311607891310982e-06,587,78658
588,5.293571871306531e-06,588,78792
589,5.275627559878373e-06,589,78926
590,5.257774336325485e-06,590,79060
591,5.24001158518925e-06,591,79194
592,5.222338696200416e-06,592,79328
593,5.204755064226677e-06,593,79462
594,5.187260089220873e-06,594,79596
595,5.169853176169796e-06,595,79730
596,5.1525337350436e-06,596,79864
597,5.135301180745795e-06,597,79998
598,5.1181549330638395e-06,598,80132
599,5.101094416620293e-06,599,80266
600,5.084119060824551e-06,600,80400
601,5.067228299825134e-06,601,80534
602,5.050421572462531e-06,602,80668
603,5.033698322222589e-06,603,80802
604,5.0170579971904475e-06,604,80936
605,5.000500050005001e-06,605,81070
606,4.98402393781388e-06,606,81204
607,4.967629122228966e-06,607,81338
608,4.9513150692824015e-06,608,81472
609,4.935081249383114e-06,609,81606
610,4.918927137273841e-06,610,81740
611,4.902852211988633e-06,611,81874
612,4.886855956810856e-06,612,82008
613,4.870937859231667e-06,613,82142
614,4.855097410908963e-06,614,82276
615,4.8393341076267905e-06,615,82410
616,4.823647449255229e-06,616,82544
617,4.808036939710714e-06,617,82678
618,4.792502086916818e-06,618,82812
619,4.7770424027654735e-06,619,82946
620,4.761657403078628e-06,620,83080
621,4.746346607570336e-06,621,83214
622,4.731109539809276e-06,622,83348
623,4.715945727181682e-06,623,83482
624,4.700854700854701e-06,624,83616
625,4.685835995740149e-06,625,83750
626,4.670889150458681e-06,626,83884
627,4.656013707304355e-06,627,84018
628,4.641209212209587e-06,628,84152
629,4.626475214710509e-06,629,84286
630,4.611811267912695e-06,630,84420
631,4.5972169284572735e-06,631,84554
632,4.5826917564874255e-06,632,84688
633,4.568235315615225e-06,633,84822
634,4.553847172888878e-06,634,84956
635,4.539526898760296e-06,635,85090
636,4.525274067053043e-06,636,85224
637,4.51108825493062e-06,637,85358
638,4.496969042865109e-06,638,85492
639,4.482916014606156e-06,639,85626
640,4.468928757150285e-06,640,85760
641,4.455006860710565e-06,641,85894
642,4.441149918686583e-06,642,86028
643,4.4273575276347605e-06,643,86162
644,4.413629287238994e-06,644,86296
645,4.399964800281598e-06,645,86430
646,4.386363672614575e-06,646,86564
647,4.372825513131197e-06,647,86698
648,4.3593499337378806e-06,648,86832
649,4.34593654932638e-06,649,86966
650,4.332584977746268e-06,650,87100
651,4.319294839777721e-06,651,87234
652,4.306065759104588e-06,652,87368
653,4.292897362287755e-06,653,87502
654,4.279789278738785e-06,654,87636
655,4.2667411406938495e-06,655,87770
656,4.253752583187932e-06,656,87904
657,4.240823244029307e-06,657,88038
658,4.227952763774285e-06,658,88172
659,4.215140785702242e-06,659,88306
660,4.202386955790889e-06,660,88440
661,4.189690922691823e-06,661,88574
662,4.177052337706327e-06,662,88708
663,4.164470854761429e-06,663,88842
664,4.151946130386207e-06,664,88976
665,4.13947782368835e-06,665,89110
666,4.127065596330964e-06,666,89244
667,4.114709112509614e-06,667,89378
668,4.102408038929614e-06,668,89512
669,4.0901620447835565e-06,669,89646
670,4.07797080172906e-06,670,89780
671,4.065833983866771e-06,671,89914
672,4.053751267718578e-06,672,90048
673,4.04172233220606e-06,673,90182
674,4.029746858629154e-06,674,90316
675,4.017824530645043e-06,675,90450
676,4.005955034247274e-06,676,90584
677,3.994138057745069e-06,677,90718
678,3.982373291742875e-06,678,90852
679,3.970660429120101e-06,679,90986
680,3.958999165011086e-06,680,91120
681,3.947389196785246e-06,681,91254
682,3.935830224027456e-06,682,91388
683,3.924321948518604e-06,683,91522
684,3.9128640742163595e-06,684,91656
685,3.901456307236137e-06,685,91790
686,3.8900983558322475e-06,686,91924
687,3.878789930379247e-06,687,92058
688,3.867530743353472e-06,688,92192
689,3.856320509314767e-06,689,92326
690,3.845158944888385e-06,690,92460
691,3.83404576874709e-06,691,92594
692,3.822980701593418e-06,692,92728
693,3.81196346614214e-06,693,92862
694,3.800993787102883e-06,694,92996
695,3.7900713911629315e-06,695,93130
696,3.7791960069702113e-06,696,93264
697,3.768367365116429e-06,697,93398
698,3.7575851981203876e-06,698,93532
699,3.746849240411472e-06,699,93666
700,3.7361592283132936e-06,700,93800
701,3.725514900027501e-06,701,93934
702,3.71491599561775e-06,702,94068
703,3.704362256993836e-06,703,94202
704,3.6938534278959813e-06,704,94336
705,3.6833892538792787e-06,705,94470
706,3.6729694822982906e-06,706,94604
707,3.662593862291798e-06,707,94738
708,3.652262144767703e-06,708,94872
709,3.641974082388076e-06,709,95006
710,3.6317294295543537e-06,710,95140
711,3.6215279423926844e-06,711,95274
712,3.6113693787394085e-06,712,95408
713,3.6012534981266935e-06,713,95542
714,3.591180061768297e-06,714,95676
715,3.5811488325454803e-06,715,95810
716,3.5711595749930524e-06,716,95944
717,3.561212055285551e-06,717,96078
718,3.5513060412235604e-06,718,96212
719,3.5414413022201614e-06,719,96346
720,3.5316176092875122e-06,720,96480
721,3.521834735023558e-06,721,96614
722,3.512092453598873e-06,722,96748
723,3.5023905407436273e-06,723,96882
724,3.4927287737346796e-06,724,97016
725,3.4831069313827932e-06,725,97150
726,3.4735247940199796e-06,726,97284
727,3.463982143486957e-06,727,97418
728,3.454478763120738e-06,728,97552
729,3.445014437742325e-06,729,97686
730,3.435588953644535e-06,730,97820
731,3.4262020985799322e-06,731,97954
732,3.4168536617488824e-06,732,98088
733,3.4075434337877134e-06,733,98222
734,3.398271206756999e-06,734,98356
735,3.3890367741299415e-06,735,98490
736,3.379839930780878e-06,736,98624
737,3.3706804729738834e-06,737,98758
738,3.361558198351492e-06,738,98892
739,3.3524729059235145e-06,739,99026
740,3.3434243960559745e-06,740,99160
741,3.3344124704601366e-06,741,99294
742,3.3254369321816433e-06,742,99428
743,3.3164975855897572e-06,743,99562
744,3.3075942363666977e-06,744,99696
745,3.298726691497082e-06,745,99830
746,3.2898947592574648e-06,746,99964
747,3.2810982492059736e-06,747,100098
748,3.2723369721720462e-06,748,100232
749,3.263610740246254e-06,749,100366
750,3.254919366770232e-06,750,100500
751,3.246262666326694e-06,751,100634
752,3.237640454729545e-06,752,100768
753,3.2290525490140818e-06,753,100902
754,3.2204987674272894e-06,754,101036
755,3.2119789294182225e-06,755,101170
756,3.2034928556284785e-06,756,101304
757,3.195040367882757e-06,757,101438
758,3.186621289179509e-06,758,101572
759,3.178235443681668e-06,759,101706
760,3.1698826567074713e-06,760,101840
761,3.1615627547213626e-06,761,101974
762,3.153275565324976e-06,762,102108
763,3.1450209172482094e-06,763,102242
764,3.1367986403403708e-06,764,102376
765,3.1286085655614148e-06,765,102510
766,3.1204505249732486e-06,766,102644
767,3.112324351731131e-06,767,102778
768,3.104229880075133e-06,768,102912
769,3.096166945321692e-06,769,103046
