step,BattleShip2/conv,BattleShip2/iters,BattleShip2/nodes_touched,BattleShip2/tau,BattleShip2/alpha,BattleShip2/beta,BattleShip2/gamma
30,0.09781643093694231,30,604140,1,1.048980162505973,-0.9352771795976933,4.996759300890205
31,0.09196217049679972,31,624278,1,1.0424829620054177,-0.9390831982076797,4.996802050553661
32,0.09063480586197814,32,644416,1,1.042822697383199,-0.9413218776277374,4.996787463286614
33,0.08158885842742603,33,664554,1,1.0452565252148553,-0.9430549484808961,4.996755101878568
34,0.09415652823628873,34,684692,1,1.043667529289039,-0.9458235810816329,4.9967564822732164
35,0.08648103975799903,35,704830,1,1.0531319535783163,-0.9457866301510764,4.996663531407123
36,0.0756217201079053,36,724968,1,1.052432533306182,-0.9483310452572749,4.996657067739671
37,0.06548975592467421,37,745106,1,1.049541677614456,-0.9514921684296582,4.99666941746137
38,0.05942131025093189,38,765244,1,1.0462246065380425,-0.9548478443570121,4.996685330244465
39,0.059603209806227464,39,785382,1,1.0449831089925141,-0.957690960630716,4.996683322486725
40,0.06761745805992508,40,805520,1,1.0482027354776422,-0.9592792095255667,4.996642699549974
41,0.08093644281844048,41,825658,1,1.056930514360079,-0.9593122349969669,4.996553164108565
42,0.08208774407247271,42,845796,1,1.0681191813215416,-0.9587369775620449,4.996439578590982
43,0.07421801515544207,43,865934,1,1.0718840835211643,-0.9601895146077766,4.996391459762689
44,0.08286361860006936,44,886072,1,1.0704643842909547,-0.963046059361238,4.996390370399701
45,0.08244882865213604,45,906210,1,1.0785846564936667,-0.9633318094043068,4.996301160576962
46,0.10693384098978043,46,926348,1,1.0815032359211096,-0.9650269495935784,4.996259268329304
47,0.09067794498733206,47,946486,1,1.096527041990073,-0.9635903852894239,4.99610112038291
48,0.07821108218665068,48,966624,1,1.0921550500848336,-0.967154388687554,4.996127928340043
49,0.08062311898227037,49,986762,1,1.088567800423432,-0.9706126555165131,4.99614701934745
50,0.07726563983846085,50,1006900,1,1.0931209487431117,-0.9718877935125503,4.9960875181528674
51,0.07561689015148271,51,1027038,1,1.0943462518981444,-0.9740820168077267,4.9960597874087345
52,0.08163570238977341,52,1047176,1,1.096532744483703,-0.9760226329882518,4.996022351552318
53,0.0841491710722036,53,1067314,1,1.1032311265442343,-0.9767178966187087,4.9959396759452686
54,0.08295581952228859,54,1087452,1,1.1078202579299277,-0.9780055346146619,4.995876933670723
55,0.07042892767625364,55,1107590,1,1.110359983980522,-0.9798600983333448,4.995834224917561
56,0.0629426104931205,56,1127728,1,1.1060056065536163,-0.9836701605727283,4.995861324242258
57,0.06030441139335635,57,1147866,1,1.1040216774840164,-0.9868834605163237,4.995864261624241
58,0.056035245529818756,58,1168004,1,1.1052407138856597,-0.9891816556266064,4.995834552167921
59,0.05205465217557981,59,1188142,1,1.1050502539698457,-0.991929375017089,4.995818984170878
60,0.05573201591255372,60,1208280,1,1.1048474850067236,-0.9947129439922751,4.9958033821177
61,0.06431450734870503,61,1228418,1,1.1111932773331534,-0.9954577436363545,4.995719856424564
62,0.052783380350959974,62,1248556,1,1.121041915590499,-0.9951577760653647,4.995597869354786
63,0.055594261304361126,63,1268694,1,1.1150893557698462,-0.999720606958203,4.995642173920007
64,0.04930125213730363,64,1288832,1,1.120710330788393,-1.0007061963857014,4.995563584742058
65,0.053850006538073925,65,1308970,1,1.1183489931855934,-1.0042356442912421,4.995569689058812
66,0.05375020167109945,66,1329108,1,1.125673830584356,-1.004675785021043,4.995471342251406
67,0.05011586785963118,67,1349246,1,1.1288177487587039,-1.0064623486005164,4.9954172120299045
68,0.044930146138749905,68,1369384,1,1.1287834023449983,-1.0092814829313927,4.995397500082417
69,0.04805396064606987,69,1389522,1,1.1269193582327095,-1.0127420293529759,4.995397760883178
70,0.046644081155253814,70,1409660,1,1.133294096445348,-1.0134806677643702,4.995306543409342
71,0.04520552490810148,71,1429798,1,1.1351426251467747,-1.015731384047431,4.9952649082534695
72,0.04278058070843738,72,1449936,1,1.1369203577053666,-1.0180187752221672,4.995223644610605
73,0.05074377434173721,73,1470074,1,1.1375828708670896,-1.020700905550007,4.995194655622044
74,0.041658730917296605,74,1490212,1,1.1488702953733168,-1.0198024245772899,4.995042835516051
75,0.04142913895660871,75,1510350,1,1.1428404607369784,-1.0247574860855966,4.995090504156384
76,0.038038271273379165,76,1530488,1,1.1458402180350808,-1.0266696422739314,4.995033222576247
77,0.04032410835603517,77,1550626,1,1.1450805178010792,-1.0299171914991014,4.99501938898051
78,0.035515181752847236,78,1570764,1,1.1510988652635907,-1.0307775687124552,4.9949254343493905
79,0.03855717796811531,79,1590902,1,1.1483731918924627,-1.0347657788592222,4.994934380515116
80,0.040094716344324044,80,1611040,1,1.1555299505349463,-1.0352154108590785,4.9948251679816975
81,0.034552635547852706,81,1631178,1,1.160666820336306,-1.0364038352300688,4.994738681498108
82,0.03304490471823679,82,1651316,1,1.1568917984092923,-1.0407992292692732,4.994760067013652
83,0.03802187757977671,83,1671454,1,1.1580555400348704,-1.0434379160542482,4.994721100007616
84,0.03782856094796033,84,1691592,1,1.1680187514328377,-1.0428728321166987,4.994572768670999
85,0.035297605331750914,85,1711730,1,1.171075950325563,-1.0448243184156318,4.9945085724461755
86,0.030886099285003743,86,1731868,1,1.171070052959263,-1.0478922645735447,4.994482395232211
87,0.030562166062452323,87,1752006,1,1.1679930876534055,-1.0521262498549504,4.994494745872924
88,0.03414952751307865,88,1772144,1,1.1707872789954514,-1.0541991295950182,4.994432586528193
89,0.032792638424328946,89,1792282,1,1.1794114437031449,-1.054108093861594,4.99429455951339
90,0.036642006803049965,90,1812420,1,1.1807796374467068,-1.056714939758527,4.994248888559648
91,0.034654474368434496,91,1832558,1,1.1894475687309112,-1.0566406097597811,4.994106451614357
92,0.03099015367306629,92,1852696,1,1.190087009121954,-1.0595166375340404,4.9940689346876335
93,0.02923689696205134,93,1872834,1,1.1880221721383677,-1.0634213307774751,4.994067163317565
94,0.031944637055412506,94,1892972,1,1.1885383404202334,-1.066390420246695,4.994030660532934
95,0.03312999923916671,95,1913110,1,1.1961552005467428,-1.066683175776186,4.993897606098284
96,0.03523434011964521,96,1933248,1,1.2012663893441804,-1.067933174383894,4.993796727021058
97,0.0329793269243715,97,1953386,1,1.2076151558132513,-1.0687351160210634,4.993677060948706
98,0.0300104904107793,98,1973524,1,1.2077496748034386,-1.0718446421316061,4.993643168163394
99,0.030849736283434237,99,1993662,1,1.206508265193424,-1.0754979229640491,4.993628280318077
100,0.02897082804816048,100,2013800,1,1.2112118360961353,-1.0769149311792103,4.993528891952052
101,0.026592249946439495,101,2033938,1,1.211503627565975,-1.0800154955517116,4.99349140748522
102,0.030213160552851392,102,2054076,1,1.2106781229091932,-1.0835714524852802,4.993469540739902
103,0.030600036591710622,103,2074214,1,1.2202959242197944,-1.083105218755244,4.993295951970584
104,0.028612445023782962,104,2094352,1,1.2242988136369761,-1.0848089651213912,4.99320199672912
105,0.02806500239463422,105,2114490,1,1.2243765012376373,-1.0880198949902664,4.993165214776014
106,0.02496140447817513,106,2134628,1,1.22680747371282,-1.0903393584047412,4.993092883231958
107,0.027299278929732995,107,2154766,1,1.2244188189154461,-1.094556729268167,4.993092084768897
108,0.025779137372536953,108,2174904,1,1.2322174926558107,-1.0947868977396815,4.992937323256053
109,0.02906861449667425,109,2195042,1,1.232777955380686,-1.0978625682941718,4.9928909785154305
110,0.029271414526058692,110,2215180,1,1.2421232932111668,-1.097511480418524,4.992708180134896
111,0.026464649289289155,111,2235318,1,1.2458772414877817,-1.0993470517843447,4.992609973746528
112,0.02666275304968263,112,2255456,1,1.2442766342235467,-1.1032737511734334,4.99259526654523
113,0.0293881719659832,113,2275594,1,1.2480580495612288,-1.1051086879453145,4.992494878104319
114,0.03057506786866504,114,2295732,1,1.2563318660777787,-1.1051977293601845,4.992320595465163
115,0.027243675927345556,115,2315870,1,1.261742833354041,-1.1064160085874497,4.992190055394815
116,0.02437870601735448,116,2336008,1,1.2593978898979281,-1.1106478284743495,4.992185711244009
117,0.023454501927331062,117,2356146,1,1.2572650501592257,-1.1148514466575,4.99217756947731
118,0.023282385483477275,118,2376284,1,1.258756614102638,-1.11763462357806,4.992109298689173
119,0.02451900861730888,119,2396422,1,1.2618161084153452,-1.1197932812813638,4.992014099455226
120,0.02198026392395791,120,2416560,1,1.2678496192977637,-1.120756749963926,4.991867454447527
121,0.023801755300162708,121,2436698,1,1.2657932091364978,-1.1250038125666322,4.99185645877101
122,0.023755870225173448,122,2456836,1,1.2732410480916803,-1.1253929234468192,4.991682604015717
123,0.023443270782365966,123,2476974,1,1.276592481499434,-1.1274554000494104,4.991577072333918
124,0.027263891667128504,124,2497112,1,1.2793760389951467,-1.12975420078564,4.991480142338221
125,0.027549804564224345,125,2517250,1,1.2904906079214924,-1.128709788035798,4.991233571883425
126,0.02587997637417616,126,2537388,1,1.29449535139311,-1.130526070969031,4.9911108008751945
127,0.02158691263203344,127,2557526,1,1.2947896579780371,-1.133825360413365,4.991054126576347
128,0.022335910830700523,128,2577664,1,1.2890370725053726,-1.1396257228855877,4.991106972718153
129,0.02473496565608846,129,2597802,1,1.2942418430388711,-1.1409583509387178,4.990959720666911
130,0.02340708372521011,130,2617940,1,1.3029262010482954,-1.140880604532398,4.990745352747898
131,0.0212525284198119,131,2638078,1,1.3035922244819718,-1.1440816520754247,4.990678387418459
132,0.022124432821587325,132,2658216,1,1.3021410121370025,-1.148181707230971,4.990650620560091
133,0.021938573942864747,133,2678354,1,1.3076855973179704,-1.1493910463301678,4.99048956123062
134,0.024247522414385547,134,2698492,1,1.3107460731403444,-1.1516382656921476,4.990373933659264
135,0.02514439344108843,135,2718630,1,1.3193902196932852,-1.15158671213371,4.990147761338283
136,0.02216252517124112,136,2738768,1,1.3247734578216561,-1.1528917685422968,4.98998205594563
137,0.02391330875960468,137,2758906,1,1.3217743359107368,-1.1576460165824332,4.989981409820739
138,0.02372690092913693,138,2779044,1,1.3292144708154776,-1.1581015489651105,4.989771238670183
139,0.026385137998409802,139,2799182,1,1.3323309184355638,-1.1603499841066047,4.989645657298446
140,0.02431211053774729,140,2819320,1,1.3413697769073232,-1.1601805795832598,4.989396060189052
141,0.018544233423164247,141,2839458,1,1.3406521650775058,-1.1640027568216786,4.989346148002955
142,0.019080119022426678,142,2859596,1,1.330130537703596,-1.1720228518404605,4.989499105441731
143,0.020774570431822847,143,2879734,1,1.3351270041884622,-1.173496967493385,4.989329993090793
144,0.02145031437901329,144,2899872,1,1.3430769485899607,-1.1737192025077174,4.989095813320748
145,0.019406043361091863,145,2920010,1,1.348282522542657,-1.1751239799437108,4.988916281623723
146,0.019910765990289403,146,2940148,1,1.3465994788098348,-1.1794668494069882,4.988883073325422
147,0.020051267704843445,147,2960286,1,1.3514801682128377,-1.1810137676301213,4.9887069552931
148,0.022143120134004213,148,2980424,1,1.3553941164063037,-1.1829812855148907,4.98854950341201
149,0.021561052644848866,149,3000562,1,1.3641499916803888,-1.182894143281101,4.988281659231635
150,0.020326659593377205,150,3020700,1,1.3663124757847582,-1.1856137217407468,4.988158267116047
151,0.020917688449977045,151,3040838,1,1.366776238022607,-1.1890702072173722,4.988072022297059
152,0.02063216367769871,152,3060976,1,1.371850128468429,-1.1905619271754062,4.987878996854733
153,0.01967281858535569,153,3081114,1,1.3746959819077997,-1.1930137213761407,4.987734869676198
154,0.01804679345601362,154,3101252,1,1.3757561397845255,-1.1962439559290814,4.9876306887426365
155,0.01670233448795272,155,3121390,1,1.3747751082559752,-1.2003865429426552,4.9875732553847465
156,0.0168697647805916,156,3141528,1,1.3742593518014237,-1.2043606248467018,4.987504101732062
157,0.01984043456671397,157,3161666,1,1.3783562734810224,-1.2062949495376543,4.987324516914578
158,0.02164568100642278,158,3181804,1,1.3905282041102498,-1.2046786576865185,4.986946602987243
159,0.022549636242847282,159,3201942,1,1.3987529777912036,-1.2048426082704145,4.986657582991985
160,0.022402873416092872,160,3222080,1,1.4045375478017141,-1.2060729056482078,4.986424460559064
161,0.02073203351057934,161,3242218,1,1.4077975195499317,-1.2083879100237627,4.986251778770471
162,0.018806126318332728,162,3262356,1,1.4072649609185426,-1.2123442790155177,4.986173748503742
163,0.01809512943440522,163,3282494,1,1.4056628762331056,-1.2168052811485766,4.986122128230878
164,0.017739911086722127,164,3302632,1,1.4072091378366147,-1.219907417686262,4.985988791986287
165,0.019425139099909006,165,3322770,1,1.4097561187145768,-1.2225753037093616,4.985827824425467
166,0.019345889306184694,166,3342908,1,1.4182331699861237,-1.2226134430210835,4.9855085618347985
167,0.017723340366993412,167,3363046,1,1.4216345157424273,-1.2249078591644635,4.98531917417324
168,0.01586761015506244,168,3383184,1,1.4205486142351111,-1.2292075662178272,4.985247936899583
169,0.01729188952742683,169,3403322,1,1.4182257705587134,-1.2341135196900601,4.985209033855915
170,0.019342335275535305,170,3423460,1,1.4264686124852997,-1.2342312130553477,4.984882636571888
171,0.018653454031788308,171,3443598,1,1.4361457913018876,-1.2337399760677117,4.984510003977731
172,0.017630911401556926,172,3463736,1,1.43782364036542,-1.2368310686392727,4.98435542439312
173,0.018228127371333613,173,3483874,1,1.4384129456134547,-1.2404263628309695,4.984229703092456
174,0.018787769602465254,174,3504012,1,1.4438583603291264,-1.2418412119782003,4.983963887419866
175,0.017007334343726976,175,3524150,1,1.4491466750394184,-1.2433340994860473,4.983698383327677
176,0.01727355578241435,176,3544288,1,1.4473896868837037,-1.2480166405374984,4.9836346572596275
177,0.017272131914148947,177,3564426,1,1.4518827565293848,-1.24987437201873,4.983386786875833
178,0.0172883856142802,178,3584564,1,1.4555317339570943,-1.2521225275902668,4.983160328579199
179,0.015477761076305996,179,3604702,1,1.4592400021493426,-1.2543501317994659,4.982928882169002
180,0.015088754316680053,180,3624840,1,1.4568678024336164,-1.259392274932085,4.982878212719195
181,0.01648822822358187,181,3644978,1,1.4591359180075854,-1.262309857028832,4.982685975925954
182,0.0148832258452119,182,3665116,1,1.4676399318175268,-1.2623282140662997,4.9822990883127005
183,0.013092317270011422,183,3685254,1,1.4657057470223314,-1.2672180870926495,4.982230924893976
184,0.015135616690690468,184,3705392,1,1.4623622676037575,-1.2728457156740747,4.982205581875223
185,0.017891154446512625,185,3725530,1,1.473958586775961,-1.2713629021638266,4.9817097498483776
186,0.019855700158680822,186,3745668,1,1.4868224570349962,-1.2693932010058067,4.981161059161694
187,0.01827730319987264,187,3765806,1,1.4962562256637304,-1.2690783555823835,4.980712416800458
188,0.016802098853792413,188,3785944,1,1.4953782545971104,-1.2734438288892127,4.980599902853017
189,0.016704815476136614,189,3806082,1,1.4944258302322464,-1.2778854090740435,4.9804884699326895
190,0.016193818719650255,190,3826220,1,1.4977977583730344,-1.280344815412249,4.980230039071766
191,0.01766556787136303,191,3846358,1,1.4997754737501796,-1.2834606178478494,4.980015547444556
192,0.01676320623908656,192,3866496,1,1.5082910398702998,-1.283543874034335,4.979572634219937
193,0.014409547705228676,193,3886634,1,1.5090883906459684,-1.2872117883529879,4.979391890129913
194,0.015550196210039502,194,3906772,1,1.5044055946191377,-1.293497008776028,4.979400993841724
195,0.015422045736958712,195,3926910,1,1.5123309520862662,-1.293827590809064,4.978965381110857
196,0.016214636690330353,196,3947048,1,1.5155784882441092,-1.296384319334264,4.978689814211036
197,0.016251048139823532,197,3967186,1,1.522078265121476,-1.2974127045443886,4.978292261765127
198,0.015918325628556274,198,3987324,1,1.5259200390737802,-1.2996992635541729,4.977985840798161
199,0.01546708290364257,199,4007462,1,1.5284855598422014,-1.3025922971512909,4.977722446279527
200,0.017374019412439212,200,4027600,1,1.5306012777305402,-1.305707038870691,4.977472402097613
201,0.017670427396086985,201,4047738,1,1.540830679191908,-1.3050078777492569,4.976910394895247
202,0.016124081254869915,202,4067876,1,1.5455134903345533,-1.3069244084292426,4.976551736076411
203,0.014550949283713588,203,4088014,1,1.5441121950995202,-1.3116943274923223,4.976425146810496
204,0.014580199859980325,204,4108152,1,1.5420893182773314,-1.3168104550500106,4.976321253340615
205,0.014390139717566863,205,4128290,1,1.545933744184267,-1.3191359799949856,4.975985155755474
206,0.013929353239534481,206,4148428,1,1.5489317531898377,-1.3218751087504266,4.975677921707235
207,0.014477999199717095,207,4168566,1,1.55083967207575,-1.3251499670633387,4.975410328513714
208,0.01367454211674185,208,4188704,1,1.5567518534350882,-1.326490590581901,4.974976232330255
209,0.013139637381715585,209,4208842,1,1.5572794221103452,-1.3304495836261359,4.974756958560957
210,0.01358324481691936,210,4228980,1,1.5587741238893447,-1.3339554809058516,4.974494929762839
211,0.015096208547235312,211,4249118,1,1.5643905730813892,-1.3354456667523245,4.9740567933901065
212,0.014965518833920999,212,4269256,1,1.574109806492742,-1.334957188963529,4.973436168004266
213,0.014466858798876991,213,4289394,1,1.5773755022552323,-1.3376048509482033,4.973082924854674
214,0.01424493935462362,214,4309532,1,1.5792150487125443,-1.3409501932639756,4.97278699960858
215,0.014901548513212126,215,4329670,1,1.5820995212448912,-1.3437977315213896,4.97244113180977
216,0.015170951711973968,216,4349808,1,1.58842252800244,-1.3449785333132318,4.971936847812229
217,0.013919729789924173,217,4369946,1,1.5932108759078312,-1.3469118204027344,4.971493483518502
218,0.011009619477936605,218,4390084,1,1.5920841339622707,-1.3517296223941913,4.971313733427523
219,0.012574508313408839,219,4410222,1,1.5825255466550745,-1.3608465080400631,4.971515980343202
220,0.013118931796032074,220,4430360,1,1.5938391341605902,-1.3594822446632073,4.970762478118264
221,0.014615838384528346,221,4450498,1,1.6000244130669277,-1.3607295970515305,4.970233208997476
222,0.014589777321884767,222,4470636,1,1.60997139909919,-1.3601392122041607,4.969515180007283
223,0.014546822474391152,223,4490774,1,1.6136537459128177,-1.3626408598024309,4.96908627292683
224,0.013982251910761356,224,4510912,1,1.6172719190251224,-1.3651793373518026,4.968654187122325
225,0.012967872400440505,225,4531050,1,1.6187922799876748,-1.368756466595621,4.968319490885807
226,0.012815360329571757,226,4551188,1,1.618264267408193,-1.3733710732844775,4.968082334791932
227,0.013543009891882396,227,4571326,1,1.6213739066405635,-1.3761858491483403,4.967659985076402
228,0.014165104237345516,228,4591464,1,1.6283356158032052,-1.3770776376829768,4.967035590670827
229,0.014557402135425002,229,4611602,1,1.6347155604052244,-1.3782733109211203,4.966430021198015
230,0.013907560212477466,230,4631740,1,1.6400910304102847,-1.3799756470594455,4.965866599908548
231,0.012653442981029661,231,4651878,1,1.6412623940087792,-1.3837644656258687,4.965516892928033
232,0.012255798473223278,232,4672016,1,1.6396176652475574,-1.388990115984707,4.965312618333602
233,0.012887168904906543,233,4692154,1,1.6415786319628882,-1.3924243077663347,4.964912697227375
234,0.01309456958001215,234,4712292,1,1.6482817758757797,-1.3934572278851076,4.964249782607933
235,0.013787595858286539,235,4732430,1,1.653013318093337,-1.3954964018274982,4.963683938722054
236,0.014600405239929726,236,4752568,1,1.659811626201214,-1.3965021194946474,4.962993452581573
237,0.01365307764076018,237,4772706,1,1.6669520167051641,-1.3973518842693726,4.9622710915538395
238,0.013048102696121944,238,4792844,1,1.6668792631936757,-1.4018104301212533,4.96195069170908
239,0.012760961489922618,239,4812982,1,1.6680686867727657,-1.4056583072138507,4.961553380287385
240,0.012603101694795782,240,4833120,1,1.6705971648510998,-1.4088401557223988,4.961072745943342
241,0.01271072179386723,241,4853258,1,1.67369589077446,-1.4117390286585154,4.960551718869111
242,0.012667038177920698,242,4873396,1,1.6780147213861276,-1.4140195910830096,4.959950280448023
243,0.012850001028808733,243,4893534,1,1.681641039783127,-1.4166591954161891,4.959381335182137
244,0.013370644812500554,244,4913672,1,1.686306156592231,-1.418771805903872,4.958740307664311
245,0.013161262436925947,245,4933810,1,1.6924571380218651,-1.420131481860424,4.957996849396238
246,0.013210677287974149,246,4953948,1,1.6953709804609274,-1.4231470822034344,4.957444093570253
247,0.012328255824120449,247,4974086,1,1.6994280032538107,-1.4255845641663554,4.9568107689461645
248,0.012153178238940798,248,4994224,1,1.6992224267918756,-1.430219759479291,4.956441120941584
249,0.012248411497695233,249,5014362,1,1.7022238451979126,-1.4332152316128282,4.955859750652484
250,0.011679551919290931,250,5034500,1,1.7065212613779777,-1.4355433488052172,4.95518510958278
251,0.011107472200919677,251,5054638,1,1.7075760515160496,-1.4395673409308938,4.95471446504936
252,0.011349364681741525,252,5074776,1,1.7084738580164276,-1.443693740622973,4.954248036663616
253,0.011466011725380365,253,5094914,1,1.71357972370496,-1.4456079618823106,4.953492169991485
254,0.011673239898986831,254,5115052,1,1.7180263491433245,-1.4478722103383854,4.95276923237569
255,0.011701240813436875,255,5135190,1,1.72292904833228,-1.4498980411917117,4.95200353119991
256,0.011342240526870773,256,5155328,1,1.7269239886066328,-1.4524020811065597,4.951289538879857
257,0.011337477338965174,257,5175466,1,1.7289477068659083,-1.455944010107138,4.950705262296771
258,0.011339288132390102,258,5195604,1,1.7327825118373545,-1.4585335872424354,4.949983277847428
259,0.01183470358083999,259,5215742,1,1.7366547306867852,-1.4611040494438485,4.949247957340205
260,0.012413886434446408,260,5235880,1,1.743042371227072,-1.4623522358272187,4.948315567090194
261,0.012379224381168008,261,5256018,1,1.7497347007133137,-1.4634503339081482,4.947343876889623
262,0.012595346321476242,262,5276156,1,1.7534453796402647,-1.4661063139630262,4.946582636860848
263,0.0112138401417336,263,5296294,1,1.7583482559923307,-1.468142357945303,4.945718132587707
264,0.009947711852004548,264,5316432,1,1.7553603036995804,-1.4743103002012072,4.945456601506247
265,0.010065936225485017,265,5336570,1,1.7521668404966522,-1.4806512467431916,4.945209736447007
266,0.011457762889097944,266,5356708,1,1.756745010869282,-1.482845818402824,4.944347027822941
267,0.012502949560804721,267,5376846,1,1.7682891449238132,-1.4813383799393427,4.942908207885269
268,0.012608933691794666,268,5396984,1,1.7773570264691991,-1.4811911474753683,4.941640827431223
269,0.011740002808362793,269,5417122,1,1.781756394673252,-1.4834906559351204,4.940739134865261
270,0.010777861404467404,270,5437260,1,1.7814182916605628,-1.4882647978207002,4.940224521741104
271,0.0101258220065924,271,5457398,1,1.7802471881372934,-1.4935053472604904,4.9397758355481844
272,0.010391763471118365,272,5477536,1,1.7804494569127396,-1.4980415481044362,4.939205397245368
273,0.010348476373666371,273,5497674,1,1.785890186052988,-1.4997760910598996,4.938173518507752
274,0.01067127899065462,274,5517812,1,1.7895496206334007,-1.5024649520828475,4.937282029529021
275,0.011570657506130344,275,5537950,1,1.7952841507211075,-1.5040450492113797,4.93619175053505
276,0.012235884774893624,276,5558088,1,1.8040115899157834,-1.5040465226335062,4.934810359937581
277,0.012590229790993113,277,5578226,1,1.8112622132176082,-1.5048472708337615,4.933538361955879
278,0.011570671370149055,278,5598364,1,1.8168898468818222,-1.5065045415710534,4.932395815748707
279,0.010874982854606474,279,5618502,1,1.8157795682928901,-1.5116873418584125,4.9318760084504065
280,0.009616386659309972,280,5638640,1,1.8160109264181512,-1.5161883713880346,4.931223157316446
281,0.009899996758287788,281,5658778,1,1.8126145183003266,-1.522663340371954,4.930913844060368
282,0.011089065112113217,282,5678916,1,1.8182737654208974,-1.5242712941403842,4.929720771181775
283,0.011211764838295002,283,5699054,1,1.8289715308887007,-1.5231920968312236,4.928005918770374
284,0.010389606700884457,284,5719192,1,1.8335675171062882,-1.5253797402140599,4.926872609604841
285,0.00976890595361024,285,5739330,1,1.8329598816838084,-1.5303384649418215,4.926254338372717
286,0.009396345120061267,286,5759468,1,1.8332247237852632,-1.5348519836795629,4.925540305390759
287,0.009819436510638213,287,5779606,1,1.8348475611375892,-1.5386434207478095,4.924677254759646
288,0.011042736332185332,288,5799744,1,1.8414222953788284,-1.5397487143578898,4.9232805212235675
289,0.011280359537077567,289,5819882,1,1.8523944190766926,-1.5385114412187322,4.921384826642891
290,0.011102702128410635,290,5840020,1,1.8576251210599959,-1.5403576282999132,4.920077880488946
291,0.010825324296066419,291,5860158,1,1.8606319478320126,-1.5433834836937792,4.918996728418894
292,0.01068820578891777,292,5880296,1,1.8630758180340257,-1.546709972665772,4.917963842199698
293,0.010763389005985946,293,5900434,1,1.8662741190368377,-1.5496351350303823,4.916831535519986
294,0.010568340742852067,294,5920572,1,1.8706592150550896,-1.5519252154300425,4.915546512074073
295,0.010785016839350847,295,5940710,1,1.8735289756393747,-1.5550246046116434,4.9144186693943475
296,0.010086662688453207,296,5960848,1,1.878715841418849,-1.5568829132429933,4.913001223655815
297,0.009754331853500109,297,5980986,1,1.878668998384228,-1.5615484852202433,4.9121879672374735
298,0.00936296448218904,298,6001124,1,1.8806308489804953,-1.565142516531434,4.911123696185893
299,0.009697175325546037,299,6021262,1,1.882147813523864,-1.5689837164835128,4.910100292880323
300,0.009710172260346595,300,6041400,1,1.8882267292927288,-1.5703403943630732,4.908499288892411
301,0.010525309693080132,301,6061538,1,1.8922844440841098,-1.57279608617959,4.907125203953303
302,0.011401024024455808,302,6081676,1,1.9011084954686341,-1.5726749027505869,4.905121068653555
303,0.01187472795746597,303,6101814,1,1.909902582055485,-1.5725962678922956,4.903080399778979
